'39c7adf,David McHale,13 minutes ago,Adding more logging to Steam Manager and ShiftSummaryScreen, updating app id to full release build'
'af15716,Boden McHale,4 days ago,Updating concrete footprint visual and angle of spawn'
'6e88a84,Boden McHale,4 days ago,Disabling debug views'
'99f5b0c,Boden McHale,4 days ago,Refining walkway bounds'
'fd787cd,Boden McHale,4 days ago,Random scale and rotation of each footstep'
'16846c3,Boden McHale,4 days ago,Implemented different footprints for concrete and grass'
'd317bb7,Boden McHale,4 days ago,Splitting up environment into multiple elements'
'd0046e8,Boden McHale,4 days ago,Added footsteps to z_index constant'
'af7419f,Boden McHale,4 days ago,Working on core z_index file'
'68bf0bc,Boden McHale,5 days ago,Slowly updating constant_z_indexes values'
'42f130d,Boden McHale,5 days ago,Implementing a constant file for z_indexes for all the elements'
'3157ed8,Boden McHale,5 days ago,Cleaning up drag and drop system'
'83ea06d,Boden McHale,5 days ago,Fixed centering issue for closed documents'
'27e9829,Boden McHale,6 days ago,Fixing lint errors, increased max-file-lines 1200 > 1500'
'5211a87,Boden McHale,6 days ago,Updating notes'
'14cfb64,David McHale,6 days ago,Update reckoning_1.png'
'b347a42,David McHale,6 days ago,Adding new root revelation artwork'
'f52cf44,David McHale,6 days ago,Updating the artwork'
'8355731,David McHale,6 days ago,Updating artwork, WIP'
'1ab6c32,David McHale,6 days ago,Updating artwork'
'1f9acba,David McHale,6 days ago,Fix border chaos and checkpoint_booth artwork'
'7bad132,David McHale,6 days ago,Updating scratch pad'
'30ebb86,David McHale,6 days ago,Adding support for mode checks and skipping narrative manager if in score_attack mode'
'71f1b1b,David McHale,6 days ago,Fix audio reference errors in final confrontation'
'59762d1,David McHale,7 days ago,Fixing document centering when closed and adding stamp wiggle to shift summary'
'1936691,David McHale,7 days ago,Show day transition after player presses continue on shift summary screen'
'544c3ee,David McHale,7 days ago,Adding fades to narrative sequences'
'eb50a71,David McHale,7 days ago,Adding law pair conflict detection and cursor narrative detection'
'4667de2,David McHale,7 days ago,Pushing forward lower severity bugs and suggestions'
'f2d26d1,David McHale,7 days ago,Improved the physics for runner missile hits'
'c9e2b0f,David McHale,7 days ago,Fixing narrative manager to allow end cutscenes, troubleshooting save manager and temporarily disabling local highscores to allow for full playtesting'
'537ae36,Boden McHale,7 days ago,Fixed bug which caused runners to give 2 strikes'
'54f8783,David McHale,7 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'3a407d1,David McHale,7 days ago,Fixing yukon gold law'
'afdbb24,Boden McHale,7 days ago,Updating notes'
'1328352,David McHale,8 days ago,Updating notes'
'9d144a3,David McHale,8 days ago,adding normal map for purple majesty faces, adding link for final confrontation scene to shift 10'
'a83d1a6,David McHale,8 days ago,Updating scratch pad and moving testing after bugs'
'12e9d94,David McHale,8 days ago,Updating potato speed when rejected and hiding score attack button and later levels in demo build'
'28ec14e,David McHale,8 days ago,Slower potato when rejected'
'f3b1158,David McHale,8 days ago,Adding in confirmation on new game to prevent accidental data loss, adding in score attack mode extending main game mode'
'1e21c8c,David McHale,8 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'7a40e20,David McHale,8 days ago,updating level list loader and worst narrative art notes'
'cbdcd9c,David McHale,8 days ago,Update README.md'
'b160c8c,David McHale,8 days ago,Update README.md'
'f48fd1e,David McHale,8 days ago,Update static_checks.yml'
'9ecac8a,Boden McHale,8 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'c27181d,Boden McHale,8 days ago,Updated main game screenshot on README.md'
'ef7882f,Boden McHale,8 days ago,Update README.md'
'2cee738,Boden McHale,8 days ago,Update README.md'
'bf27c9d,Boden McHale,8 days ago,Fixing lint errors, increased max-file-lines 1000 > 1200'
'5cccef4,Boden McHale,8 days ago,Removed --check from the formatter, now it just RUNS'
'1b44826,Boden McHale,8 days ago,Added backend for document block SFX, fixed linting issues, added gdlintrc, added gdformatrc, increased line length to 180, disabled checks for no-else-returns/no-elif-returns'
'4b0f60c,Boden McHale,8 days ago,Linted and formatted potato emote system'
'534600c,Boden McHale,8 days ago,Fixed lint errors in vehicle system, formatted vehicle and stamp systems'
'7e912ec,Boden McHale,8 days ago,Fixed linting issues in stamp system'
'5bcbe65,Boden McHale,8 days ago,Enabled format check, Formatted all files under scripts'
'536daaa,Boden McHale,8 days ago,Re-enabled formatting, fixing format office_shutter_controller.gd'
'a1f6ca3,Boden McHale,8 days ago,Checking workflow lint status, disabled format for now'
'e5ea2fb,Boden McHale,8 days ago,Fixed stamp_system format'
'de50e9a,Boden McHale,8 days ago,Formatted all of stamp system'
'68e6768,Boden McHale,8 days ago,Fixed lint errors in StampBarController'
'da886a2,Boden McHale,8 days ago,Refactored ShiftSummaryScreen.gd to avoid multi-statement lambdas, Fixed a few BorderRunnerSystem lint errors'
'deb8fe9,Boden McHale,8 days ago,Refactored BorderRunnerSystem.gd to avoid multi-statement lambdas, fixed connection errors from previous refactors'
'a8685ca,Boden McHale,8 days ago,Updated workflow: Format > Lint > Radon, this is the way, disable --check later'
'4b6e1f8,Boden McHale,8 days ago,Refactored stamp_system.gd to avoid multi-statement lambdas'
'4362429,Boden McHale,8 days ago,Completely rewrote juicy_buttons.gd to avoid multi-statement lambdas'
'8c9a1e2,Boden McHale,9 days ago,Trying another fix for juicy_buttons'
'b108a84,Boden McHale,9 days ago,Trying Lint > Format > Radon, Fixing errors in juicy_buttons'
'81c66b6,Boden McHale,9 days ago,Fixing various errors in StampBarController'
'6d0a4de,David McHale,9 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'115151b,David McHale,9 days ago,Update static_checks.yml'
'485756a,David McHale,9 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'66b3640,David McHale,9 days ago,Adding normal map test assets'
'aa9aaea,David McHale,9 days ago,Update static_checks.yml'
'7274bc1,Boden McHale,9 days ago,Swapped format and lint to match docs'
'2fa1b75,Boden McHale,9 days ago,Static Check workflow now Lint > Format > Radon'
'0f9667f,David McHale,9 days ago,Update static_checks.yml'
'570c3dd,David McHale,9 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'4825b07,David McHale,9 days ago,Updating notes'
'6f50aae,David McHale,9 days ago,Create static_checks.yml'
'a818d17,David McHale,9 days ago,Updating scratch pad to organize tasks into categories under each release'
'0ee1606,David McHale,9 days ago,Updating scratch pad to reflect completed tasks and push forward lower priority audio improvements'
'30aaaae,David McHale,9 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'af16476,David McHale,9 days ago,Update scratch_pad.md'
'39450ac,Boden McHale,9 days ago,Fixed bug with centering documents on close'
'7548b65,Boden McHale,9 days ago,Added a newline call for each law'
'4245d19,Boden McHale,9 days ago,Added color to laws, fixed typos in laws, cleared the wording of few laws up'
'401dcc7,Boden McHale,10 days ago,Fixed stamp system animation offset'
'183c63a,David McHale,10 days ago,Updating completed tasks and updating task priority'
'1e98831,David McHale,10 days ago,Updating quota calculations'
'bb10a2f,David McHale,10 days ago,Stopping music and ambient tracks from cutscenes when ending or skipping the cutscenes in Dialogic'
'5bffcd7,David McHale,10 days ago,Fixed endless audio, but NOT if scene is skipped'
'b3d0055,David McHale,10 days ago,Adding calls to stop audio on AudioStream2DPlayers'
'67051a3,David McHale,10 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'6c44654,David McHale,10 days ago,Updating level select display and difficulty scaling factors'
'f26a293,Boden McHale,10 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'c7fe3ef,Boden McHale,10 days ago,Fixed document interaction bubble dialogue'
'6734c21,David McHale,10 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'0fb29d5,David McHale,10 days ago,Updating save handling and audio references'
'f7dbc16,Boden McHale,10 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'4202eda,Boden McHale,10 days ago,Fixed audio playing for bubble dialogue, fixed category selection on megaphone dialogue, fixed bubble dialogue not disappearing'
'4917205,David McHale,10 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'1bd4bdc,David McHale,10 days ago,Updating narrative helper functions and audio files'
'176f3b1,Boden McHale,10 days ago,Fixed vehicle instances, removed semi-trucks and motorcycles from selection'
'623b13b,David McHale,11 days ago,Updating notes after playtesting'
'f6e5de1,David McHale,12 days ago,Update comments in vehicle_instance'
'eee3509,David McHale,12 days ago,Adding SceneTransitionManager to project autoload'
'c1cc846,David McHale,12 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'89f34b7,David McHale,12 days ago,Adding playtesting notes'
'fbd5d9f,Boden McHale,13 days ago,Updating vehicle_instance to randomly select a vehicle from it's frame list'
'c5d41ae,Boden McHale,13 days ago,Finished adding spritesheets to vehicle_instance'
'4bf422b,Boden McHale,13 days ago,Integrating vehicle spritesheets into vehicle_instance'
'0def414,Boden McHale,13 days ago,Renamed tileset > spritesheet'
'497d9a4,David McHale,13 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'820f528,David McHale,13 days ago,Updating credits, refactoring level transitions, refactoring _ready in mainGame'
'67fcf1a,Boden McHale,13 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'2605312,Boden McHale,13 days ago,Finished up splitting the vehicles into separate tilesets'
'0bff035,David McHale,13 days ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'e901d9b,David McHale,13 days ago,Adding new animated opening shot for nation_of_spud'
'237eca5,Boden McHale,13 days ago,Splitting up vehicles'
'0a2bca9,Boden McHale,13 days ago,Update scratch_pad.md'
'd16d4e2,Boden McHale,13 days ago,Updating notes'
'3478c09,David McHale,2 weeks ago,Pushing up new art'
'516dcf1,David McHale,2 weeks ago,updating narrative art'
'0347916,David McHale,2 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'43f52b2,David McHale,2 weeks ago,Replacing the worst art with new draft images'
'5c097a7,Boden McHale,2 weeks ago,Updating notes'
'63a4f2b,David McHale,2 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'd1d3754,David McHale,2 weeks ago,Adding new artwork for spud customs'
'f542625,Boden McHale,2 weeks ago,Updated notes'
'34f33dd,Boden McHale,2 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'2750efe,Boden McHale,2 weeks ago,Added vehicle artwork'
'6744f2d,David McHale,2 weeks ago,Adding motorcycle potato'
'7da71c2,Boden McHale,2 weeks ago,Updated megaphone calls to be proper categories, implemented vehicle system'
'ff37710,Boden McHale,2 weeks ago,Updated GivePromptDialogue to BubbleDialogue, rewrote functions in BubbleDialogue,'
'9df4c88,David McHale,2 weeks ago,Removing null assignment'
'70b8cd6,David McHale,2 weeks ago,Partial fix to continue button on Shift Summary'
'f781cda,David McHale,2 weeks ago,Updating tasks'
'cf09a6b,David McHale,2 weeks ago,Initial checkin for standardized stamp positions, perfect stamps, and perfect stamp combos'
'e4b6fd3,David McHale,2 weeks ago,Adding version number update'
'7c1f96e,Boden McHale,2 weeks ago,Updating game version and notes'
'd273641,Boden McHale,2 weeks ago,Renamed MegaphoneDialogue to BubbleDialogue for universal use'
'14014fb,Boden McHale,2 weeks ago,Potatoes now wiggle upon emoting, added emote thinking category to display, removed old functions'
'01ef8fe,Boden McHale,2 weeks ago,Cleaned up emote system, removed unused functions, commented out blank emotes and broken dots'
'd51eb51,Boden McHale,2 weeks ago,Note update for last task'
'7e37a42,Boden McHale,2 weeks ago,Expanded emote interaction from only happy to random categories'
'3c49d79,David McHale,2 weeks ago,Updating shift stats and lowering potato corpse z-index'
'3ddacf0,David McHale,2 weeks ago,Pushing fix for Skip Button not disappearing after cutscenes'
'26c23f3,David McHale,2 weeks ago,Add random pitch variation to positive/negative alerts and to document open/close sounds'
'5fe75ee,David McHale,2 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'997e54b,David McHale,2 weeks ago,Initial checkin for concrete vs grass footstep areas and updated narrative art'
'd48857d,Boden McHale,2 weeks ago,Update sc_active_tasks.md'
'cf0927e,Boden McHale,2 weeks ago,Update scratch_pad.md'
'e630f28,David McHale,3 weeks ago,Updating completed tasks'
'ae6a156,David McHale,3 weeks ago,Fixing mugshot generator messing up potato race and gender when moving them into the customs office'
'34e9df5,David McHale,3 weeks ago,Reducing potato corpse z-index further and adding more rotation to corpses'
'4b348b7,David McHale,3 weeks ago,Adding new art and updating scratch pad'
'dd498e2,David McHale,3 weeks ago,Updating main menu art'
'6bacb0c,David McHale,3 weeks ago,Updating narrative artwork, take 5'
'6d0fadc,David McHale,3 weeks ago,Adding new draft artwork'
'c4ec31d,David McHale,3 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'0e1ce8f,David McHale,3 weeks ago,Adding new draft / storyboard art'
'd0e7bb9,Boden McHale,3 weeks ago,Created vehicle system for 1.0.3'
'84b1ffc,Boden McHale,3 weeks ago,Cleaning up some old code'
'b556085,Boden McHale,3 weeks ago,Removed Guidebook code from drag and drop system'
'a8e18c6,Boden McHale,3 weeks ago,Fixed z-index with documents and suspect_panel'
'670d421,Boden McHale,3 weeks ago,Fixed audio depend error'
'c4679ad,Boden McHale,3 weeks ago,Added multiple z-indexes for dragging documents'
'40dd428,Boden McHale,3 weeks ago,Removed accidental screen_border_2 png'
'c7ee813,Boden McHale,3 weeks ago,Updated handling of z-indexes with documents, now have two states'
'3c1676b,Boden McHale,3 weeks ago,Update sc_active_tasks.md'
'0b278d9,Boden McHale,3 weeks ago,Update sc_active_tasks.md'
'5f1b988,Boden McHale,3 weeks ago,Updating blockers'
'f7baf11,Boden McHale,3 weeks ago,Updating notes'
'ea18deb,David McHale,3 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'28f6770,David McHale,3 weeks ago,Updating tasks'
'c626674,Boden McHale,3 weeks ago,Updating notes'
'9513d4b,David McHale,3 weeks ago,Adding first iteration of inactivity-based hints to the player for document processing'
'b4574ca,Boden McHale,3 weeks ago,Fixed bug with potato shadow not fading out when they enter the office'
'2e62895,Boden McHale,3 weeks ago,Added document clipping on suspect table, Rounded background border corners, Cleaned up z-indexes, merged background elements, lined up foreground elements with border, Runners no longer go off the bottom of the screen, shutter now opens only when closed'
'7589838,Boden McHale,3 weeks ago,Fixed z-index issue with passport drop, updated notes'
'afb82ef,David McHale,3 weeks ago,Updating tasks'
'e028f05,David McHale,3 weeks ago,Fixed corpses'
'c4efd32,David McHale,3 weeks ago,Using change_scene_to_file fallbacks and adding global strikes check for debugging in Shift Summary'
'd4a2aa2,David McHale,3 weeks ago,Moving completed tasks to changelog_completed_tasks for 1.0.2, correcting minor typo, adding new visual bugs found'
'dc8af8c,David McHale,3 weeks ago,Moving completed tasks over to changelog file, updating leaderboard fetching code to prepare for score attack mode, trying new scene transition method'
'bea84ad,David McHale,3 weeks ago,Updating attributions and completed tasks'
'a3c92fe,David McHale,3 weeks ago,Adding reset buttons for scores and story in game options'
'012522d,David McHale,3 weeks ago,Adding a helper function for when switching between story and score_attack in same session'
'89a2e9b,David McHale,3 weeks ago,Fixing multiply by zero error that was causing quota target to be incorrect, quota target is already scaled by difficulty and progress'
'9436570,David McHale,3 weeks ago,Improving clarity of violation reasons and improving wording of end shift failure or success alerts'
'27a3c63,David McHale,3 weeks ago,Adding in runner emoji markers, reducing frequency of emotes, adding different alert message for rejected border runner potatoes'
'71766c2,David McHale,3 weeks ago,Adding groundwork for updated high scores by level, displaying high score in level select, updating Global references to SteamManager for leaderboard functions, updating scene transitions in ShiftSummary'
'7a0f1e3,Boden McHale,3 weeks ago,Give passport prompt no longer appears if the user has not stamped the passport'
'c4e81d9,Boden McHale,3 weeks ago,Updating notes, removing old tasks'
'166ec19,Boden McHale,3 weeks ago,Improved shutter and document interaction logic, Shutter now opens every time a potato enters the office'
'01196a8,Boden McHale,3 weeks ago,Disabled document interaction with potato if shutter is closed'
'8a67396,David McHale,3 weeks ago,Increasing z-index of UI elements (quota, score, strikes) to show, 6 was too low and they were hidden behind the world panel'
'07b340a,David McHale,3 weeks ago,Removing outdated endless game mode to be replaced by Score Attack scene using inheritance'
'a56b6ec,David McHale,3 weeks ago,re-organizing global and adding additional labels for systems'
'e5484cc,David McHale,3 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'2b33bd3,David McHale,3 weeks ago,Updating scratch_pad'
'4d79cec,Boden McHale,3 weeks ago,Update scratch_pad.md'
'e16818b,David McHale,3 weeks ago,Updating tasks to prioritize'
'1cd1f6f,David McHale,3 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'717d4ad,David McHale,3 weeks ago,Updating scratchpad'
'f0c868f,Boden McHale,3 weeks ago,Updating notes'
'c710e05,Boden McHale,3 weeks ago,Updating notes, merging with scratch_pad'
'0b5d44e,Boden McHale,3 weeks ago,Added TODOs to Drag and Drop system, updated name for passport_old'
'1af7f56,Boden McHale,3 weeks ago,Cleaning up BorderRunnerSystem print statements'
'715e71b,Boden McHale,3 weeks ago,Reducing print statements in console from old debugging, updating used print statements for clarity'
'305b144,Boden McHale,3 weeks ago,Fixed a few variable shadowing warnings for "position" variable'
'e8be1bd,Boden McHale,3 weeks ago,Disabled warnings for unused parameters'
'1d9e9d6,Boden McHale,3 weeks ago,Adding docs to the Drag and Drop System, added some gameplay notes to sc_active_tasks.md'
'816d754,David McHale,3 weeks ago,Updating tasks'
'5993e83,David McHale,3 weeks ago,Updating tasks'
'eb22fd9,David McHale,3 weeks ago,Disabling autoplay and setting music to instead start when dialogue finishes'
'710a969,David McHale,3 weeks ago,Compressing WAV to MP3 and updating narrative references'
'bc8ac3a,David McHale,3 weeks ago,Updating sound effects and music calls in dialogic!'
'f1c7822,David McHale,3 weeks ago,Adding more environmental noises to narrative'
'62f7b45,David McHale,3 weeks ago,Updating narrative sub-tasks'
'a0e5362,Boden McHale,3 weeks ago,Moved Spud Customs Active Tasks list to project_management directory'
'f919d69,Boden McHale,3 weeks ago,Updating various notes'
'dd521c3,Boden McHale,3 weeks ago,Integrated Cursor System with Drag and Drop system'
'3150ac8,Boden McHale,3 weeks ago,Improving cursor input and display logic'
'baf797c,Boden McHale,3 weeks ago,Added better interaction for megaphone, fixed bug with highlight code'
'01db1ae,David McHale,3 weeks ago,Updating narrator portrait and audio references'
'5be3e6e,David McHale,3 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'a4ba70f,David McHale,3 weeks ago,Updating characters for narrative with new race/face/body/head'
'd7586e0,Boden McHale,3 weeks ago,Moved megaphone in scene tree, updated some notes'
'06fd209,Boden McHale,3 weeks ago,Updated notes, moved my personal tasklist into Git for viewing by other devs, removed old print statements'
'cb0fe84,Boden McHale,3 weeks ago,Fixed up  z-ordering errors with Drag and Drop System, added some warning handling'
'1212705,Boden McHale,3 weeks ago,Implementing foundation for secondary hover interaction, removed old cursor code from drag and drop manager'
'6d360af,Boden McHale,3 weeks ago,Move cursor sprite assets, updated cursor hotspots, updated input references'
'f79acdb,Boden McHale,3 weeks ago,Added comment for shader implementation in PotatoPerson'
'27ead9b,Boden McHale,3 weeks ago,Somehow broke then fixed the shader code, careful there'
'9f685cb,Boden McHale,3 weeks ago,Updated highlight shader code for potatoes'
'bef6b83,Boden McHale,3 weeks ago,Added edge and full fill options for node_highlight, set PotatoPerson to full fill'
'896009a,Boden McHale,3 weeks ago,Added ability to ignore up to 8 colors for node_highlight'
'0d1eb2a,Boden McHale,3 weeks ago,Added specific color exclude to node_highlight shader'
'e606617,Boden McHale,3 weeks ago,Rewrote node_highlighter to be have edge detection'
'a4c1ebc,Boden McHale,3 weeks ago,Simplified node_highlight shader and applied to PotatoPerson'
'1f3e6fe,Boden McHale,3 weeks ago,Created node_highlight shader to highlight selected sprites'
'c8b11ed,David McHale,3 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'10007f8,David McHale,3 weeks ago,Fixing shift summary screen continue showing on shift failure, fixed potato spritesheets having odd gaps, reintroducing sex'
'f006a1a,Boden McHale,3 weeks ago,Disabled Potato thinking and talking emotes for later'
'475dcd9,Boden McHale,3 weeks ago,Changed potatoes to emote categories instead of specific emotes'
'0c814aa,Boden McHale,3 weeks ago,Refactored Potato Emote System, fixed a few bugs, updated exports'
'4f7babe,Boden McHale,3 weeks ago,Updating emote system to have delays, auto_emotes, and duration'
'7b9c671,Boden McHale,3 weeks ago,Rewriting Potato Emote System'
'9b7ed6f,Boden McHale,3 weeks ago,Removed old emote system files'
'386f1e6,Boden McHale,3 weeks ago,Fixing passport z-ordering'
'598941d,Boden McHale,3 weeks ago,FIXING Z-ORDERING ISSUES >:('
'b724bf6,Boden McHale,3 weeks ago,Fixed more z-ordering issues'
'a92a43f,Boden McHale,3 weeks ago,Fixed z-ordering issue with the background border'
'8feb473,David McHale,4 weeks ago,Updating dialogue typing sounds to be more pleasant, removed unnecessary quotation marks, adding missing dialogic variables'
'd58de76,David McHale,4 weeks ago,Pushing up latest tutorial and fixing new game to START with the tutorial'
'3e3a8f9,David McHale,4 weeks ago,Merge branch 'main' of https://github.com/Lost-Rabbit-Digital/SpudCustoms'
'fd778fa,David McHale,4 weeks ago,Check in screenshots for tutorial v2, remove old background texture'
'bdb2525,Boden McHale,4 weeks ago,Update scratch_pad.md'
'a472770,Boden McHale,4 weeks ago,Fixed new game button animation'
'e294ecd,Boden McHale,4 weeks ago,Disable potato emote sounds for sanity'
'9d2c57c,Boden McHale,4 weeks ago,Enabled hover button sfx'
'c60a35f,Boden McHale,4 weeks ago,Hovered button is now selected'
'6d1a40b,Boden McHale,4 weeks ago,Cleaned up button animations'
'1713ef3,Boden McHale,4 weeks ago,Button hover is now animated'
'4374533,Boden McHale,4 weeks ago,Removed redundant version text update code, disabled unused print statements'
'a2c9522,Boden McHale,4 weeks ago,Cursor manager is now it's own script and autoloaded in, works with menus and main game'
'5fb2f68,Boden McHale,4 weeks ago,Moved juicy button function to it's own script/autoload, re-implemented in main_menu.gd'
'0807d5b,Boden McHale,4 weeks ago,Changed "Endless" to "Score Attack", fixing signal errors, updating documentation'
'd4302e7,Boden McHale,4 weeks ago,Added correct link for feedback form'
'cf697f5,Boden McHale,4 weeks ago,Added tooltips to main menu, updated feedback and version text positions, displays "version" instead of "v"'
'd1d3a09,Boden McHale,4 weeks ago,Added JUICE to stamping, fixed stamp bugs, improved animation, improved stamp logic'
'895895e,Boden McHale,4 weeks ago,Updating notes'
'05617e1,David McHale,4 weeks ago,Replacing maximum security with better art'
'f813ed8,David McHale,4 weeks ago,Updating resistance_planning to flat perspective'
