keys,ro
Text/100_viktor5/text,Vocea lui Viktor se frânge. M-a întrebat odată dacă am pus vreodată la îndoială refuzurile. I-am spus [color=CRIMSON]să aibă încredere în sistem[/color].
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]Mi-am trimis propria soție la cuvele de procesare fără să știu.[/color][/tornado]
Choice/100_viktor_choice1/text,N-aveai cum să știi. Niciunul dintre noi nu știa.
Choice/100_viktor_choice2/text,"Elena ar vrea să lupți acum, nu să te îneci în vină."
Choice/100_viktor_choice3/text,Nu știu ce să spun. Îmi pare rău.
Text/100_viktor7/text,El clatină încet din cap. [color=STEEL_BLUE]Ignoranța nu e inocență. Trebuia să întreb. Trebuia să ascult.[/color]
Text/100_viktor8/text,Viktor pune cu grijă fotografia la loc. [color=CHARTREUSE]Dar acum știu. Și a ști înseamnă că trebuie să acționez.[/color]
Text/100_viktor9/text,"Viktor se îndreaptă, un foc rece reaprins în ochii lui. [color=CHARTREUSE]Ai dreptate.[/color] Ea era mai puternică decât mine. Mai curajoasă."
Text/100_viktor10/text,El își strânge pumnul. [color=CHARTREUSE]Când va veni timpul
Text/100_viktor11/text,[pulse freq=2][color=CRIMSON]Și Idaho va plăti pentru fiecare viață pe care a consumat-o.[/color][/pulse]
Text/100_viktor12/text,Viktor schițează un trist
Text/100_viktor13/text,El privește înapoi la stele. [color=STEEL_BLUE]Elenei i-ar fi plăcut de tine.[/color]
Text/100_viktor14/text,"El se întoarce să plece, apoi se oprește. [color=CHARTREUSE]Când rezistența va acționa... voi fi pregătit.[/color]"
Text/100_viktor15/text,Pentru Elena. Pentru toți. [pulse freq=2][color=CHARTREUSE]Gărzile mă vor urma când le voi spune adevărul.[/color][/pulse]
