keys,tr
runner_stats_template,\nKOŞUCU İSTATİSTİKLERİ\nKoşucu girişimleri: {runner_attempts}\nAtılan füzeler: {fired}\nVurulan koşucular: {hit}\nMükemmel vuruşlar: {perfect}\nİsabet oranı: {rate}%
document_stats_template,BELGE İSTATİSTİKLERİ\nDamgalanan belgeler: {stamped}\nOnaylanan patatesler: {approved}\nReddedilen patatesler: {rejected}\nMükemmel damgalar: {perfect_stamps}
bonus_stats_template,BONUSLAR\nİşlem Hızı Bonusu: {processing_speed_bonus}\nDamga Doğruluk Bonusu: {accuracy}\nMükemmel Vuruş Bonusu: {perfect_hit_bonus}\nToplam Puan Bonusu: {total_score_bonus}
performance_stats_template,PERFORMANS\nGeçen süre: {time_taken}\nBeklenen skor: {expected_score}\nToplam puan: {score}\nBeklenen üzeri skor yüzdesi: {percent}%\nPerformans derecesi:\n{rating}
performance_exceptional,Olağanüstü!
performance_excellent,Mükemmel!
performance_good,İyi
performance_needs_improvement,İyileştirme gerekiyor
performance_poor,Zayıf
global_leaderboard_title,Küresel Lider Tablosu\n- {difficulty}
getting_leaderboard_scores,Lider tablosu puanları alınıyor...
_PAUSE OPTIONS OVERLAY,
reset_game_label,Oyunu sıfırla:
reset_game_button,Sıfırla
mute_label,Sessize al
fullscreen_label,Tam ekran:
resolution_label,Çözünürlük:
antialiasing_label,Anti-Aliasing:
screenshake_label,Ekran sarsıntısı:
mouse_sens_label,Fare hassasiyeti:
___ LOADING SCREEN,
Loading…,Yükleniyor...
___ DIALOGS IN GAME,
You lose.,Kaybettiniz.
You won!,Kazandınız!
Thanks for playing!,Oynadığınız için teşekkürler!
Please Confirm...,Lütfen Onaylayın...
Go back to main menu?,Ana menüye geri dön?
Quit the game?,Oyundan çık?
Cancel,İptal
OK,Tamam
___ OPTIONS MENU,
Controls,Kontroller
Mouse Sensitivity :,Fare Hassasiyeti:
Actions & Inputs,Eylemler ve Girişler
Add,Ekle
Remove,Kaldır
Assign Key for {action},{action} için Tuş Ata
Listening for input...,Giriş dinleniyor...
Press again to confirm...,Onaylamak için tekrar basın...
Focus here to assign inputs.,Girişleri atamak için buraya odaklanın.
Already Assigned,Zaten Atanmış
{key} already assigned to {action}.,{key} zaten {action} için atanmış.
Remove Key for {action},{action} için Tuşu Kaldır
Are you sure you want to remove {key} from {action}?,{key} öğesini {action} öğesinden kaldırmak istediğinizden emin misiniz?
Reset,Sıfırla
Audio,Ses
Master :,Ana :
Music :,Müzik :
SFX :,Efekt :
Ambient :,Ortam :
Mute :,Sessiz :
Video,Görüntü
Fullscreen :,Tam Ekran :
Resolution :,Çözünürlük :
Anti-Aliasing :,Anti-Aliasing :
Disabled (Fastest),Devre Dışı (En Hızlı)
8x (Slowest),8x (En Yavaş)
Camera Shake :,Kamera Titremesi :
Normal,Orta
Reduced,Azaltılmış
Minimal,En Az
None,Yok
Game,Oyun
Reset Game :,Oyunu Sıfırla :
Do you want to reset your game data?,Oyun verilerinizi sıfırlamak ister misiniz?
Back,Geri
_INGAME DIALOGUE,
TAKE THEM!,AL BUNLARI!
"Take your documents, please.",Belgelerinizi alın lütfen.
_SHIFT SUMMARY SCREEN,
Continue,Devam
Main Menu,Ana Menü
Submit Score,Skoru Gönder
Restart,Yeniden Başlat
SHIFT SUMMARY,SHIFT ÖZETİ
_DIFFICULTY LEVELS,
Easy,Kolay
Normal,Orta
Expert,Uzman
Primary,Birincil
Secondary,İkincil
Primary Interaction,Birincil Etkileşim
Secondary Interaction,İkincil Etkileşim
Cancel Interaction,Etkileşimi İptal Et
Escape,Kaçış
Dialogic Default Action,Dialogic Varsayılan Eylem
Enter,Giriş
Left Mouse Button,Sol Fare Düğmesi
Right Mouse Button,Sağ Fare Düğmesi
_NEW GAME CONFIRMATION,
Start New Game,Yeni Oyun Başlat
Starting a new game will reset your progress. Are you sure you want to continue?,Yeni bir oyun başlatmak ilerlemenizi sıfırlayacaktır. Devam etmek istediğinizden emin misiniz?
"Yes, Start New Game","Evet, Yeni Oyun Başlat"
Skip,Atla
History,Geçmiş
Return,Geri Dön
Restart the game?,Oyunu yeniden başlat?
_HELP MENU,
help_menu_button,Yardım
achievements_menu_button,Başarılar
achievements_panel_title,BAŞARILAR
achievements_panel_close,Kapat
help_menu_title,Nasıl Oynanır
help_tab_basics,Temel Bilgiler
help_tab_gameplay,Oynanış
help_tab_minigames,Mini Oyunlar
help_basics_intro,[b]Spud Customs'a Hoş Geldiniz
help_basics_gate,[b]Kapıyı Açma[/b]
help_basics_documents,[b]Belgeleri İnceleme[/b]
help_basics_stamping,[b]Belgeleri Damgalama[/b]
help_basics_runners,[b]Sınır Kaçakları[/b]
help_basics_xray,[b]X-Ray Tarayıcı[/b]
help_gameplay_quota,[b]Kotayı Karşılama[/b]
help_gameplay_strikes,[b]Hatalar[/b]
help_gameplay_rules,[b]Göçmenlik Kuralları[/b]
help_gameplay_scoring,"[b]Puanlama[/b]\nDoğru kararlar, kusursuz mühürler ve kaçakları durdurarak puan kazan. Hız ve isabet için bonuslar verilir!"
help_gameplay_difficulty,"[b]Zorluk Seviyeleri[/b]\nKolay: Daha esnek zamanlama, daha az kural. Normal: Standart deneyim. Uzman: Sıkı zamanlama, karmaşık kurallar, daha yüksek puanlar."
help_minigames_intro,[b]Mini Oyunlar[/b]\nVardiyaların boyunca bonus puan kazandırabilecek mini oyunlarla karşılaşacaksın. Ödül için tamamla veya cezasız bir şekilde atla.
help_minigames_document_scanner,"[b]Belge Tarayıcı[/b] (Vardiya 1+)\nBelgelerdeki gizli unsurları bulmak için UV ışığı kullan. Filigranları, mühürleri ve sembolleri işaretlemek için tıkla. Süre dolmadan tüm unsurları bul!"
help_minigames_stamp_sorting,"[b]Mühür Ayıklama[/b] (Vardiya 2+)\nDüşen mühürleri doğru kutulara ayır. Yeşil mühürler ONAYLANDI kutusuna, kırmızı mühürler REDDEDİLDİ kutusuna gider. Bonus puanlar için hızlıca ayıkla!"
help_minigames_fingerprint_match,[b]Parmak İzi Eşleştirme[/b] (Vardiya 3+)\nTablodaki parmak izlerini referans desenle eşleştir. Kimliği doğrulamak için eşleşen izlere tıkla. Dikkatli gözlem gerektirir!
help_minigames_code_breaker,"[b]Şifre Kırıcı[/b] (Vardiya 4+)\nGizli şifreyi kır! 4 haneli kombinasyonu tahmin et. Yeşil doğru konum, sarı yanlış konum demektir. Sınırlı deneme hakkı!"
help_minigames_border_chase,[b]Sınır Kovalamacası[/b] (Vardiya 5+)\nKonveyörde kaçak mal var! El koymak için KIRMIZI eşyalara tıkla. YEŞİL eşyaların geçmesine izin ver. Hızlı refleksler daha çok puan kazandırır!
help_tab_lore,Hikaye
help_lore_world_intro,"[b]Spud Dünyası[/b]\n\nPatateslerin kendi medeniyetlerini kurduğu bir diyara hoş geldin. Bu dünyada yumrular yürür, konuşur ve yasaları, sınırları ve bürokrasisi olan kendi uluslarını kurmuşlardır."
help_lore_nation,"[b]Spud Ulusu[/b]\n\nSpud, tüm patateslere refah vaat eden gururlu bir ulustur. Spud'un Yüce Duvarı tarafından korunan ulus, yalnızca layık olan yumruların girebilmesini sağlamak için sıkı sınır kontrolleri uygular.\n\nHükümet birlik ve itaati teşvik eder ve vatansever vatandaşların sık sık şöyle haykırdığı duyulur: ""Şan olsun Spud'a!"""
help_lore_your_role,"[b]Rolün[/b]\n\nSınırları korumak için çok önemli bir role seçildin. Bir Gümrük Memuru olarak, Amir Russet'in dikkatli gözleri altında çalışıyorsun.\n\nRefahın senin performansına bağlı. Kotalarını doldur, kurallara uy ve unutma: ulus sana güveniyor."
help_lore_border,"[b]Yüce Duvar[/b]\n\nSpud'un kudretli Yüce Duvarı, ulusu yabancılardan korur. Duvar boyunca çeşitli kontrol noktalarında, senin gibi memurlar yalnızca layık olanların girebilmesini sağlar.\n\nUygun belgeler olmadan sınırı geçmeye çalışanlar anında sonuçlarıyla yüzleşir."
help_lore_secrets,[b]Kök Rezervi[/b]\n\nReddedilen patatesler... işleme alınır. Protokole göre. Gizemli Kök Rezervi tüm ayrıntılarla ilgilenir.\n\nÇok fazla soru sormamak en iyisidir. Görevlerine odaklan. Hepsi bu kadar.
day_transition_label,Gün {day}
level_select_choices_header,Gün {day}'e Kadar Seçenekler
level_select_choices_header_named,Gün {day}'e Kadar Seçenekler - {name}
level_select_play_day,Bu Günü Oyna
level_select_close,Kapat
continue_dialog_header,Kayıt Verileriniz
continue_dialog_day,Gün: {day}
continue_dialog_continue,Devam Et
continue_dialog_cancel,İptal
new_game_confirm_button,"Evet, Yeni Oyuna Başla"
tutorial_choice_play,Eğitimi Oyna
tutorial_choice_skip,Eğitimi Atla
tutorial_dialog_title,Eğitim
tutorial_dialog_text,"Eğitimi oynamak ister misiniz?\n\nEğitim, Spud Gümrüğü'nde bir gümrük memuru olmanın temellerini size öğretecektir."
continue_game_title,Oyuna Devam Et
level_select_story_choices,Hikaye Seçenekleri
reset_progress_confirm,Hikaye ilerlemesini sıfırlamak istediğinizden emin misiniz? Bu işlem geri alınamaz.
reset_highscores_confirm,Tüm yüksek skorları sıfırlamak istediğinizden emin misiniz? Bu işlem geri alınamaz.
level_name_0,Eğitim
level_name_1,Görevde İlk Gün
level_name_2,Yeni Düzenlemeler
level_name_3,Artan Baskı
level_name_4,Kaçak Mal Kontrolü
level_name_5,Dönüm Noktası Krizi
level_name_6,Artırılmış Güvenlik
level_name_7,İnceleme Altında
level_name_8,Çifte Ajanlar
level_name_9,Sınır Kaosu
level_name_10,Son Geri Sayım
shift_name_1,Görevde İlk Gün
shift_name_2,Sasha ve Murphy ile Tanışma
shift_name_3,Kayıp Eş
shift_name_4,Kök Rezerv Kamyonları
shift_name_5,Sadakat Taraması
shift_name_6,RealityScan
shift_name_7,Direniş Toplantısı
shift_name_8,Sasha'nın Yakalanışı
shift_name_9,Saldırı
shift_name_10,Son Geri Sayım
shift_name_unknown,Bilinmeyen
path_chaos_agent,Kaos Ajanı
path_loyalist,Sadakat Yolu
path_resistance_ally,Direniş Müttefiki
path_questioning,Sorgulama
path_undetermined,Belirsiz
story_choice_path_label,Yol:
story_choice_sasha_trust,Sasha Güveni: {value}/10
story_choice_chaos_points,Kaos: {value} puan
story_choice_no_choices,Henüz bir seçim yapılmadı
story_choice_day_header,Gün {day} - {name}
choice_initial_response_eager,Spud'a heves gösterdi
choice_initial_response_questioning,Sistemi sorguladı
choice_note_reaction_investigate,Notu araştırmayı seçti
choice_note_reaction_destroy,Gizemli notu yok etti
choice_note_reaction_report,Notu yetkililere bildirdi
choice_kept_note_yes,Gizemli notu sakladı
choice_kept_note_no,Notu attı
choice_reported_note_yes,Notu bildirdi
choice_murphy_trust_open,Murphy'ye açıldı
choice_murphy_trust_guarded,Murphy'ye karşı temkinli davrandı
choice_eat_reserve_ate,Yedek erzakı yedi
choice_eat_reserve_refused,Yedek erzakı reddetti
choice_scanner_response_loyal,Tarayıcı testi sırasında sadakat gösterdi
choice_scanner_response_questioning,Tarayıcının amacını sorguladı
choice_family_response_refuse,Karısını bulmaya yardım etmeyi reddetti
choice_family_response_help,Kayıp karısını bulmaya yardım etmeyi kabul etti
choice_has_wife_photo_yes,Kayıp karısının fotoğrafını edindi
choice_reveal_reaction_shocked,İfşa karşısında şoke oldu
choice_reveal_reaction_cautious,İfşaya temkinli yaklaştı
choice_cafeteria_response_serious,Kafeterya dedikodularını ciddiye aldı
choice_cafeteria_response_avoid,Kafeterya sohbetlerinden kaçındı
choice_murphy_alliance_ally,Murphy ile ittifak kurdu
choice_murphy_alliance_cautious,Murphy'ye karşı temkinli davrandı
choice_murphy_alliance_skeptical,Murphy'ye karşı şüpheci kaldı
choice_sasha_trust_level_committed,Sasha'ya tamamen güvenmeye kararlıydı
choice_sasha_trust_level_cautious,Sasha'ya karşı temkinli kaldı
choice_sasha_investigation_committed,Sasha'nın soruşturmasına kendini adadı
choice_sasha_investigation_hesitant,Soruşturma konusunda tereddütlüydü
choice_loyalty_response_patriotic,Vatansever yanıtlar verdi
choice_loyalty_response_idealistic,İdealist görüşler dile getirdi
choice_hide_choice_desk,Masanın arkasına saklandı
choice_hide_choice_window,Pencerenin yanına saklandı
choice_evidence_choice_hand_over,Kanıtı teslim etti
choice_evidence_choice_keep,Kanıtı gizli tuttu
choice_evidence_choice_lie,Kanıt hakkında yalan söyledi
choice_evidence_choice_chaos,Kanıtı kaos yaratmak için kullandı
choice_viktor_wife_discovery_yes,Viktor'un karısını manifestoda keşfetti
choice_fellow_officer_response_cautious,Meslektaş memura karşı temkinliydi
choice_fellow_officer_response_sympathetic,Meslektaş memura sempati gösterdi
choice_fellow_officer_response_loyal,Meslektaş memura sadık kaldı
choice_interrogation_response_lie,Sorgu sırasında yalan söyledi
choice_interrogation_response_legal,Yasal yanıtlar verdi
choice_viktor_conversation_tell_truth,Viktor'a gerçeği söyledin
choice_viktor_conversation_lie_protect,Viktor'u korumak için yalan söyledin
choice_viktor_conversation_curious,Viktor hakkında meraklıydın
choice_scanner_choice_help,Tarayıcıyı sabote etmeye yardım ettin
choice_scanner_choice_scan,Tarayıcıyı normal şekilde işlettin
choice_scanner_choice_viktor,Tarayıcı için Viktor'u seçtin
choice_helped_operative_yes,Direniş ajanına yardım ettin
choice_helped_operative_no,Ajan'a yardım etmeyi reddettin
choice_viktor_allied_yes,Viktor ile ittifak kurdun
choice_betrayed_resistance_yes,Direnişe ihanet ettin
choice_sasha_plan_response_committed,Sasha'nın planına bağlı kaldın
choice_sasha_plan_response_nervous,Plan hakkında gergindin
choice_malfunction_excuse_technical,Teknik arızayı suçladın
choice_malfunction_excuse_innocent,Masum rolü yaptın
choice_resistance_mission_committed,Direniş görevine kendini adadın
choice_resistance_mission_hesitant,Görev hakkında tereddütlüydün
choice_resistance_mission_cautious,Göreve temkinli yaklaştın
choice_final_decision_help,Direnişe yardım etmeye karar verdin
choice_final_decision_passive,Pasif kaldın
choice_final_decision_undecided,Kararsız kaldın
choice_yellow_badge_response_help,Sarı rozetlilere yardım ettin
choice_yellow_badge_response_betray,Sarı rozetlilere ihanet ettin
choice_follow_trucks_volunteer,Kamyonları takip etmeye gönüllü oldun
choice_follow_trucks_hesitant,Kamyonları takip etmekte tereddütlüydün
choice_found_facility_yes,Kök Rezervi tesisini buldun
choice_sasha_response_cautious,Sasha'nın durumu hakkında temkinliydi
choice_sasha_response_concerned,Sasha için endişe duydu
choice_interrogation_choice_deny,Sorguda bilmediğini iddia etti
choice_interrogation_choice_betray,Sorgu altında başkalarına ihanet etti
choice_sasha_arrest_reaction_intervene,Sasha'nın tutuklanmasına müdahale etti
choice_sasha_arrest_reaction_hide,Sasha'nın tutuklanması sırasında saklandı
choice_sasha_arrest_reaction_promise,Sasha'ya söz verdi
choice_player_wanted_yes,Yetkililer tarafından aranır hale geldi
choice_player_captured_yes,Yetkililer tarafından yakalandı
choice_has_keycard_yes,Güvenlik anahtar kartını edindi
choice_murphy_final_alliance_committed,Murphy'nin ittifakına tamamen bağlı kaldı
choice_murphy_final_alliance_hesitant,Nihai ittifak konusunda tereddütlüydü
choice_critical_choice_help,Kritik anda yardım etti
choice_critical_choice_betray,Kritik anda ihanet etti
choice_stay_or_go_stay,Savaşmak için kaldı
choice_stay_or_go_go,Kaçmayı tercih etti
choice_sasha_rescue_reaction_angry,Kurtarılmaya öfkeyle tepki verdi
choice_sasha_rescue_reaction_disgusted,Olaylardan iğrendi
choice_sasha_rescue_reaction_relieved,Kurtarıldıktan sonra rahatladı
choice_fellow_officer_response_2_cautious,Meslektaşlarına karşı temkinli kaldı
choice_fellow_officer_response_2_sympathetic,Meslektaşlarına sempati gösterdi
choice_final_mission_response_determined,Son görevi tamamlamaya kararlıydı
choice_final_mission_response_cautious,Son görev hakkında temkinliydi
choice_resistance_trust_diplomatic,Direnişle diplomatik bir yaklaşım sergiledi
choice_resistance_trust_committed,Direnişe tamamen bağlı kaldı
choice_ending_choice_diplomatic,Diplomatik sonu seçti
choice_ending_choice_justice,Adalet sonunu seçti
choice_ending_choice_vengeance,İntikam sonunu seçti
choice_ending_choice_dismantle,Sistemi dağıtmayı seçti
choice_accept_medal_accept,Madalyayı gururla kabul etti
choice_accept_medal_reluctant,Madalyayı isteksizce kabul etti
choice_eat_final_eat,Son sunuyu yedi
choice_eat_final_refuse,Son sunuyu reddetti
choice_final_loyalist_choice_report,Muhalifleri ihbar etti
choice_final_loyalist_choice_ignore,Muhalifleri görmezden geldi
choice_final_loyalist_choice_hope,Değişim umuduna tutundu
choice_qte_rescue_result_pass,Kurtarma girişimi başarılı oldu
choice_qte_rescue_result_fail,Kurtarma girişimi başarısız oldu
choice_qte_confrontation_result_pass,Yüzleşmeyi kazandı
choice_qte_confrontation_result_fail,Yüzleşmeyi kaybetti
choice_qte_escape_result_pass,Başarıyla kaçtı
choice_qte_escape_result_fail,Kaçış başarısız oldu
choice_qte_infiltration_result_pass,Sızma başarılı
choice_qte_infiltration_result_fail,Sızma başarısız
choice_qte_scanner_result_pass,Tarayıcı sabotajı başarılı
choice_qte_scanner_result_fail,Tarayıcı sabotajı başarısız
choice_qte_surveillance_result_pass,Gözetimden kaçındı
choice_qte_surveillance_result_fail,Gözetime yakalandı
choice_qte_suppression_result_pass,Baskıya direndi
choice_qte_suppression_result_fail,Baskıya yenik düştü
passport_label_type,Tür:
passport_label_born,Doğum:
passport_label_gender,Cinsiyet:
passport_label_country,Ülke:
passport_label_expires,Son Geçerlilik:
passport_label_condition,Durum:
tutorial_skip,Atla
tutorial_skip_all,Tüm Eğitimleri Atla
tutorial_continue_auto,(otomatik devam ediyor...)
tutorial_continue_click,(devam etmek için tıklayın...)
tutorial_continue,Continue
tutorial_back,Back
tutorial_action_required,Complete the action above to continue
tutorial_skip_action,Having trouble? Click here to skip
tutorial_header,Eğitim {current} / {total}: {name} - Adım {step} / {steps}
tutorial_header_single,{name} - Adım {step} / {steps}
tutorial_welcome_name,Spud Gümrükleri'ne Hoş Geldiniz
tutorial_gate_control_name,Kapıyı Açma
tutorial_megaphone_call_name,Patatesleri Çağırma
tutorial_document_inspection_name,Belge Kontrolü
tutorial_rules_checking_name,Göçmenlik Kuralları
tutorial_stamp_usage_name,Mühürleri Kullanma
tutorial_strikes_and_quota_name,Hatalar ve Kota
tutorial_welcome_step1,"[center][b]Spud Gümrükleri'ne Hoş Geldiniz![/b][/center]\n\nGöreviniz, sınır kontrol noktasında gelen patatesleri işlemden geçirmektir. Temelleri öğrenelim!"
tutorial_gate_control_step1,[center][b]Kabinizi Açma[/b][/center]\n\nŞu kolu görüyor musunuz? Kepengi kaldırmak ve kabininizi işe açmak için {interact} edin!\n\n[color=yellow]Şimdi kolu {interact} edin.[/color]
tutorial_gate_control_step2,[center][b]Harika iş![/b][/center]\n\nKabininiz şimdi açık. Sıradaki patatesler hizmete hazır olduğunuzu görebilir.
tutorial_megaphone_call_step1,[center][b]Sıradaki Patatesi Çağırma[/b][/center]\n\nSıradaki patatesi kabininize çağırmak için megafonu kullanın.\n\n[color=yellow]Megafonu {interact} edin![/color]
tutorial_megaphone_call_step2,[center][b]Geliyorlar![/b][/center]\n\nPatatesin kabininize yaklaşmasını izleyin. Belgelerini inceleme için sunacaklar.
tutorial_document_inspection_step1,[center][b]Belge Kontrolü[/b][/center]\n\nPatates size pasaportunu uzattı. Yakından incelemek için onu kontrol masanıza {drag} edin.\n\n[color=yellow]Pasaportu masaya {drag} edin.[/color]
tutorial_document_inspection_step2,[center][b]Pasaportu İncelemek[/b][/center]\n\nPasaportu açmak ve patatesin bilgilerini gözden geçirmek için {interact} yapın:\n\n- İsim ve fotoğraf\n- Menşe ülke\n- Patates türü ve durumu\n\nŞüpheli bir şey arayın!
tutorial_document_inspection_step3,"[center][b]Kuralları Kontrol Edin![/b][/center]\n\nKararınızı vermeden önce, göçmenlik kurallarını kontrol etmeniz gerekiyor. Hadi onları öğrenelim!"
tutorial_rules_checking_step1,"[center][b]Göçmenlik Kuralları[/b][/center]\n\nSağ taraftaki kural broşürüne bakın. Bu kurallar, hangi patatesleri [color=green]ONAYLAYACAĞINIZI[/color] veya [color=red]REDDEDECEĞİNİZİ[/color] gösterir.\n\nMevcut kuralları ihlal eden her patatesi reddedin!\n\n[color=red]ÖNEMLİ: Süresi dolmuş belgeler REDDEDİLMELİDİR![/color]"
tutorial_rules_checking_step2,[center][b]Tetikte Olun![/b][/center]\n\nKurallar vardiyalar arasında değişir. Karar vermeden önce daima güncel kuralları kontrol edin.\n\nPasaport bilgilerini aktif kurallarla dikkatlice karşılaştırın.
tutorial_stamp_usage_step1,[center][b]Damga Çubuğu[/b][/center]\n\nÜstteki damga çubuğunu görüyor musunuz? Onay ve ret damgalarınızı ortaya çıkarmak için kolu {interact} yapın.\n\n[color=yellow]Damga çubuğunu açmak için {interact} yapın.[/color]
tutorial_stamp_usage_step2,[center][b]Damgalama İçin Konumlandırma[/b][/center]\n\nPasaportu damgaların altına {drag} yapın. Nereye yerleştireceğinizi gösteren bir rehber göreceksiniz.\n\n[color=green]Yeşil damga[/color] = ONAYLA\n[color=red]Kırmızı damga[/color] = REDDET\n\n[color=yellow]Pasaportu bir damganın altına konumlandırın.[/color]
tutorial_stamp_usage_step3,[center][b]Damgayı Uygulayın![/b][/center]\n\nKararınızı pasaporta işaretlemek için damgayı {interact} yapın.\n\n[color=yellow]Uygulamak için bir damgaya {interact} yapın.[/color]
tutorial_stamp_usage_step4,"[center][b]Belgeleri İade Edin[/b][/center]\n\nŞimdi damgalanmış pasaportu, işlemini tamamlamak için patatese geri {drag} yapın.\n\n[color=yellow]Pasaportu patatese iade edin.[/color]"
tutorial_stamp_usage_step5,[center][b]Aferin![/b][/center]\n\nİlk patatesinizi işlediniz! Kotanızı takip edin - her vardiyada yeterli sayıda patates işlemeniz gerekiyor.
tutorial_strikes_and_quota_step1,"[center][b]Kota Sistemi[/b][/center]\n\n[color=yellow]Kota[/color] ekranına bakın. Bu, her vardiyada kaç patatesi doğru bir şekilde işlemeniz gerektiğini gösterir."
tutorial_strikes_and_quota_step2,[center][b]Hatalardan Kaçının![/b][/center]\n\n[color=red]Hata[/color] sayacı hatalarınızı gösterir. Çok fazla hata ve oyun biter!\n\nYanlış kararlar verirseniz hata puanı alırsınız.
tutorial_strikes_and_quota_step3,"[center][b]Eğitim Tamamlandı![/b][/center]\n\nEğitim vardiyanızı tamamlamak için patates işlemeye devam edin.\n\nTamamlandığında, [color=green]Gümrük Memuru olarak sertifikalandırılacak[/color] ve ilk gerçek gününüze hazır olacaksınız!"
loading_level_in_progress,Seviye Yükleniyor...
loading_level_waiting,Hala Seviye Yükleniyor...
loading_level_still_waiting,Hala Seviye Yükleniyor... (%d saniye)
loading_level_complete,Seviye Yüklendi!
