keys,el
Text/288/text,"Ο Μέρφι σε τραβάει στην αποθήκη, αναπνέοντας βαριά."
Text/289/text,Αυτό είναι. Αυτό [color=CRIMSON]πραγματικά συμβαίνει[/color]. Έχουν τη Σάσα. Θα την επεξεργαστούν μέχρι το πρωί.
Text/28a/text,"Αυτό ήταν [color=STEEL_BLUE]ηλίθιο[/color]. Γενναίο, αλλά ηλίθιο. Είσαι στη λίστα τους τώρα."
Text/28b/text,Η αντίσταση σχεδιάζει κάτι. Αύριο. Είναι η μόνη μας ευκαιρία να τη σώσουμε.
Text/28c/text,Είσαι μέσα; [color=CHARTREUSE]Μέχρι τέλους;[/color]
Choice/28d/text,"Μέχρι τέλους. Ό,τι κι αν χρειαστεί για να σώσουμε τη Σάσα."
Choice/28e/text,Πρέπει να σκεφτώ. Αυτό κινείται πολύ γρήγορα.
Text/28f/text,Ο Μέρφι σου σφίγγει τον ώμο. [color=CHARTREUSE]Τότε θα κινηθούμε την αυγή. Οι ρίζες μεγαλώνουν βαθιά.[/color]
Text/290/text,"Το πρόσωπο του Μέρφι σκληραίνει. Σκέψου γρήγορα. Μέχρι αύριο τέτοια ώρα, θα είναι [color=DARK_VIOLET]Απόθεμα Ρίζας[/color]."
Text/291/text,"Είσαι ξύπνιος, κοιτάζοντας το ταβάνι. Το πρόσωπο της Σάσα. Η περιφρόνησή της. Ο φόβος της."
Text/292/text,Βγάζεις τη φωτογραφία της αγνοούμενης συζύγου. Ένα ακόμα πρόσωπο που δεν μπόρεσες να σώσεις.
Text/293/text,[color=CHARTREUSE]Όχι αυτή τη φορά.[/color]
Text/294/text,"Μέχρι αύριο, όλα αλλάζουν. Με τον ένα ή τον άλλο τρόπο."
Text/295/text,[pulse freq=2][color=YELLOW]Τέρμα η απραξία.[/color][/pulse]
Text/296/text,"Το κελί είναι κρύο. Μέσα από τους τοίχους, μπορείς να ακούσεις τη Σάσα κάπου, να ""ανακρίνεται."""
Text/297/text,"Αύριο, είπαν. Θα σας [color=DARK_VIOLET]επεξεργαστούν[/color] και τους δύο μαζί."
Text/298/text,Εκτός αν έρθει η αντίσταση. Εκτός αν κάποιος σας σώσει και τους δύο.
Text/299/text,[color=STEEL_BLUE]Η πιο μακρά νύχτα της ζωής σας απλώνεται μπροστά.[/color]
Choice/278/disabled_text,
Choice/279/disabled_text,
Choice/27a/disabled_text,
Choice/28d/disabled_text,
Choice/28e/disabled_text,
