keys,pl
help_minigames_document_scanner,"[b]Skaner dokumentów[/b] (Zmiana 1+)\nUżyj światła UV, by znaleźć ukryte elementy na dokumentach. Klikaj, by oznaczyć znaki wodne, pieczęcie i symbole. Znajdź wszystkie elementy, zanim skończy się czas!"
help_minigames_stamp_sorting,"[b]Sortowanie pieczątek[/b] (Zmiana 2+)\nSortuj spadające pieczątki do odpowiednich pojemników. Zielone pieczątki do ZATWIERDZONYCH, czerwone do ODRZUCONYCH. Sortuj szybko, by zdobyć dodatkowe punkty!"
help_minigames_fingerprint_match,"[b]Dopasowywanie odcisków palców[/b] (Zmiana 3+)\nDopasuj odciski palców z siatki do wzoru referencyjnego. Klikaj pasujące odciski, by zweryfikować tożsamość. Wymagana jest uważna obserwacja!"
help_minigames_code_breaker,"[b]Łamacz kodów[/b] (Zmiana 4+)\nZłam tajny kod! Zgadnij 4-cyfrową kombinację. Zielony oznacza poprawną pozycję, żółty złą pozycję. Ograniczona liczba prób!"
help_minigames_border_chase,"[b]Pościg na granicy[/b] (Zmiana 5+)\nKontrabanda na taśmociągu! Klikaj CZERWONE przedmioty, by je skonfiskować. Pozwól ZIELONYM przedmiotom przejechać. Szybki refleks zapewnia więcej punktów!"
help_tab_lore,Fabuła
help_lore_world_intro,"[b]Świat Ziemniaka[/b]\n\nWitaj w krainie, w której ziemniaki zbudowały własną cywilizację. W tym świecie bulwy chodzą, mówią i stworzyły własny naród z prawami, granicami i biurokracją."
help_lore_nation,"[b]Naród Ziemniaka[/b]\n\nZiemniak to dumny naród, który obiecuje dobrobyt wszystkim ziemniakom. Chroniony przez Wielki Mur Ziemniaczany, naród utrzymuje ścisłą kontrolę graniczną, aby zapewnić, że tylko godne bulwy mogą wjechać.\n\nRząd promuje jedność i posłuszeństwo, a patriotyczni obywatele często głoszą: „Chwała Ziemniakowi!”"
help_lore_your_role,"[b]Twoja rola[/b]\n\nZostałeś wybrany do kluczowej roli w ochronie granic. Jako funkcjonariusz celny pracujesz pod czujnym okiem nadzorcy Russeta.\n\nTwój dobrobyt zależy od twoich wyników. Wypełniaj normy, przestrzegaj zasad i pamiętaj: naród na ciebie liczy."
help_lore_border,"[b]Wielki Mur[/b]\n\nPotężny Wielki Mur Ziemniaczany chroni naród przed obcymi. Na różnych punktach kontrolnych wzdłuż muru funkcjonariusze tacy jak ty zapewniają, że tylko godni mogą wjechać.\n\nCi, którzy próbują przekroczyć granicę bez odpowiednich dokumentów, ponoszą natychmiastowe konsekwencje."
help_lore_secrets,[b]Rezerwa Korzeniowa[/b]\n\nOdrzucone ziemniaki są... przetwarzane. Zgodnie z protokołem. Tajemnicza Rezerwa Korzeniowa zajmuje się wszystkimi szczegółami.\n\nLepiej nie zadawać zbyt wielu pytań. Skup się na swoich obowiązkach. Nic więcej.
level_select_choices_header,Wybory do dnia {day}
level_select_choices_header_named,Wybory do dnia {day} - {name}
level_select_play_day,Zagraj ten dzień
level_select_close,Zamknij
continue_dialog_header,Twój zapis gry
continue_dialog_day,Dzień: {day}
continue_dialog_continue,Kontynuuj
continue_dialog_cancel,Anuluj
new_game_confirm_button,"Tak, rozpocznij nową grę"
tutorial_choice_play,Zagraj w samouczek
tutorial_choice_skip,Pomiń samouczek
tutorial_dialog_title,Samouczek
tutorial_dialog_text,Czy chcesz zagrać w samouczek?\n\nSamouczek wprowadzi cię w podstawy pracy jako celnik w Spud Customs.
continue_game_title,Kontynuuj grę
level_select_story_choices,Wybory fabularne
reset_progress_confirm,Czy na pewno chcesz zresetować postępy fabularne? Tej operacji nie można cofnąć.
reset_highscores_confirm,Czy na pewno chcesz zresetować wszystkie najlepsze wyniki? Tej operacji nie można cofnąć.
level_name_0,Samouczek
level_name_1,Pierwszy dzień w pracy
level_name_2,Nowe przepisy
level_name_3,Rosnąca presja
level_name_4,Kontrola kontrabandy
level_name_5,Kryzys w połowie drogi
level_name_6,Zwiększone bezpieczeństwo
level_name_7,Pod lupą
level_name_8,Podwójni agenci
level_name_9,Chaos na granicy
level_name_10,Ostateczne odliczanie
shift_name_1,Pierwszy dzień w pracy
shift_name_2,Spotkanie z Sashą i Murphym
shift_name_3,Zaginiona żona
shift_name_4,Ciężarówki z zapasami korzeni
shift_name_5,Weryfikacja lojalności
shift_name_6,RealityScan
shift_name_7,Spotkanie Ruchu Oporu
shift_name_8,Pojmanie Sashy
shift_name_9,Atak
shift_name_10,Ostateczne odliczanie
shift_name_unknown,Nieznany
path_chaos_agent,Agent Chaosu
path_loyalist,Ścieżka Lojalisty
path_resistance_ally,Sojusznik Ruchu Oporu
path_questioning,Kwestionowanie
path_undetermined,Nierozstrzygnięty
story_choice_path_label,Ścieżka:
story_choice_sasha_trust,Zaufanie do Sashy: {value}/10
story_choice_chaos_points,Chaos: {value} pkt
story_choice_no_choices,Brak zapisanych wyborów
story_choice_day_header,Dzień {day} - {name}
choice_initial_response_eager,Wykazał entuzjazm dla Spud
choice_initial_response_questioning,Kwestionował system
choice_note_reaction_investigate,Wybrał zbadanie notatki
choice_note_reaction_destroy,Zniszczył tajemniczą notatkę
choice_note_reaction_report,Zgłosił notatkę władzom
choice_kept_note_yes,Zachował tajemniczą notatkę
choice_kept_note_no,Odrzucił notatkę
choice_reported_note_yes,Zgłosił notatkę
choice_murphy_trust_open,Otworzył się przed Murphym
choice_murphy_trust_guarded,Pozostał ostrożny wobec Murphy'ego
choice_eat_reserve_ate,Zjadł racje rezerwowe
choice_eat_reserve_refused,Odmówił racji rezerwowych
choice_scanner_response_loyal,Okazał lojalność podczas testu skanera
choice_scanner_response_questioning,Kwestionował cel skanera
choice_family_response_refuse,Odmówił pomocy w odnalezieniu żony
choice_family_response_help,Zgodził się pomóc w odnalezieniu zaginionej żony
choice_has_wife_photo_yes,Zdobył zdjęcie zaginionej żony
choice_reveal_reaction_shocked,Był zszokowany ujawnieniem
choice_reveal_reaction_cautious,Zareagował ostrożnie na odkrycie
choice_cafeteria_response_serious,Potraktował poważnie plotki z kantyny
choice_cafeteria_response_avoid,Unikał dyskusji w kantynie
choice_murphy_alliance_ally,Sprzymierzył się z Murphym
choice_murphy_alliance_cautious,Pozostał ostrożny wobec Murphy'ego
choice_murphy_alliance_skeptical,Pozostał sceptyczny wobec Murphy'ego
choice_sasha_trust_level_committed,W pełni zaufał Saszy
choice_sasha_trust_level_cautious,Pozostał ostrożny wobec Saszy
choice_sasha_investigation_committed,Zaangażował się w śledztwo Saszy
choice_sasha_investigation_hesitant,Wahał się co do śledztwa
choice_loyalty_response_patriotic,Udzielił patriotycznych odpowiedzi
choice_loyalty_response_idealistic,Wyraził idealistyczne poglądy
choice_hide_choice_desk,Ukrył się za biurkiem
choice_hide_choice_window,Ukrył się przy oknie
choice_evidence_choice_hand_over,Przekazał dowody
choice_evidence_choice_keep,Ukrył dowody
choice_evidence_choice_lie,Skłamał w sprawie dowodów
choice_evidence_choice_chaos,Wykorzystał dowody do wywołania chaosu
choice_viktor_wife_discovery_yes,Odkrył żonę Viktora na liście
choice_fellow_officer_response_cautious,Był ostrożny wobec drugiego oficera
choice_fellow_officer_response_sympathetic,Okazał współczucie drugiemu oficerowi
choice_fellow_officer_response_loyal,Pozostał lojalny wobec drugiego oficera
choice_interrogation_response_lie,Skłamał podczas przesłuchania
choice_interrogation_response_legal,Udzielił prawnych odpowiedzi
choice_viktor_conversation_tell_truth,Powiedział Viktorowi prawdę
choice_viktor_conversation_lie_protect,Skłamał(a) w obronie Viktora
choice_viktor_conversation_curious,Był(a) ciekawy(a) Viktora
choice_scanner_choice_help,Pomógł(a) sabotować skaner
choice_scanner_choice_scan,Obsługiwał(a) skaner normalnie
choice_scanner_choice_viktor,Wybrał(a) Viktora do obsługi skanera
choice_helped_operative_yes,Pomógł(a) agentowi ruchu oporu
choice_helped_operative_no,Odmówił(a) pomocy agentowi
choice_viktor_allied_yes,Zawiązał(a) sojusz z Viktorem
choice_betrayed_resistance_yes,Zdradził(a) ruch oporu
choice_sasha_plan_response_committed,Zaangażował(a) się w plan Sashy
choice_sasha_plan_response_nervous,Był(a) zdenerwowany(a) planem
choice_malfunction_excuse_technical,Obwinił(a) awarię techniczną
choice_malfunction_excuse_innocent,Udawał(a) niewinnego(ą)
choice_resistance_mission_committed,Zaangażował(a) się w misję ruchu oporu
choice_resistance_mission_hesitant,Wahał(a) się co do misji
choice_resistance_mission_cautious,Podszedł(podeszła) do misji ostrożnie
choice_final_decision_help,Zdecydował(a) pomóc ruchowi oporu
choice_final_decision_passive,Pozostał(a) pasywny(a)
choice_final_decision_undecided,Pozostał(a) niezdecydowany(a)
choice_yellow_badge_response_help,Pomógł(a) posiadaczom żółtych odznak
choice_yellow_badge_response_betray,Zdradził(a) posiadaczy żółtych odznak
choice_follow_trucks_volunteer,Zgłosił(a) się na ochotnika do śledzenia ciężarówek
choice_follow_trucks_hesitant,Wahał(a) się przed śledzeniem ciężarówek
choice_found_facility_yes,Znalazł(a) obiekt Rezerwy Korzeni
choice_sasha_response_cautious,Był(a) ostrożny(a) co do sytuacji Sashy
choice_sasha_response_concerned,Okazał zaniepokojenie o Sashę
choice_interrogation_choice_deny,Zaprzeczył posiadaniu wiedzy podczas przesłuchania
choice_interrogation_choice_betray,Zdradził innych podczas przesłuchania
choice_sasha_arrest_reaction_intervene,Interweniował podczas aresztowania Sashy
choice_sasha_arrest_reaction_hide,Ukrył się podczas aresztowania Sashy
choice_sasha_arrest_reaction_promise,Złożył obietnicę Sashy
choice_player_wanted_yes,Został poszukiwany przez władze
choice_player_captured_yes,Został schwytany przez władze
choice_has_keycard_yes,Zdobył kartę dostępu bezpieczeństwa
choice_murphy_final_alliance_committed,W pełni zaangażował się w sojusz Murphy'ego
choice_murphy_final_alliance_hesitant,Wahał się co do ostatecznego sojuszu
choice_critical_choice_help,Pomógł w krytycznym momencie
choice_critical_choice_betray,Zdradził w krytycznym momencie
choice_stay_or_go_stay,"Został, by walczyć"
choice_stay_or_go_go,Wybrał ucieczkę
choice_sasha_rescue_reaction_angry,Zareagował gniewem na ratunek
choice_sasha_rescue_reaction_disgusted,Był zniesmaczony wydarzeniami
choice_sasha_rescue_reaction_relieved,Poczuł ulgę po ratunku
choice_fellow_officer_response_2_cautious,Pozostał ostrożny wobec kolegów
choice_fellow_officer_response_2_sympathetic,Okazał współczucie kolegom
choice_final_mission_response_determined,Zdeterminowany do ukończenia ostatniej misji
choice_final_mission_response_cautious,Ostrożny w związku z ostatnią misją
choice_resistance_trust_diplomatic,Przyjął dyplomatyczne podejście wobec ruchu oporu
choice_resistance_trust_committed,W pełni zaangażował się w ruch oporu
choice_ending_choice_diplomatic,Wybrał dyplomatyczne zakończenie
choice_ending_choice_justice,Wybrano zakończenie sprawiedliwości
choice_ending_choice_vengeance,Wybrano zakończenie zemsty
choice_ending_choice_dismantle,Wybrano demontaż systemu
choice_accept_medal_accept,Przyjęto medal z dumą
choice_accept_medal_reluctant,Niechętnie przyjęto medal
choice_eat_final_eat,Zjedzono ostatnią ofiarę
choice_eat_final_refuse,Odmówiono ostatniej ofiary
choice_final_loyalist_choice_report,Zgłoszono dysydentów
choice_final_loyalist_choice_ignore,Zignorowano dysydentów
choice_final_loyalist_choice_hope,Zachowano nadzieję na zmianę
choice_qte_rescue_result_pass,Udana próba ratunku
choice_qte_rescue_result_fail,Nieudana próba ratunku
choice_qte_confrontation_result_pass,Wygrano konfrontację
choice_qte_confrontation_result_fail,Przegrano konfrontację
choice_qte_escape_result_pass,Udana ucieczka
choice_qte_escape_result_fail,Nieudana ucieczka
choice_qte_infiltration_result_pass,Udana infiltracja
choice_qte_infiltration_result_fail,Nieudana infiltracja
choice_qte_scanner_result_pass,Udany sabotaż skanera
choice_qte_scanner_result_fail,Nieudany sabotaż skanera
choice_qte_surveillance_result_pass,Uniknięto inwigilacji
choice_qte_surveillance_result_fail,Wykryto przez inwigilację
choice_qte_suppression_result_pass,Oparto się represjom
choice_qte_suppression_result_fail,Ulegnięto represjom
passport_label_type,Typ:
passport_label_born,Urodzony:
passport_label_gender,Płeć:
passport_label_country,Kraj:
passport_label_expires,Wygasa:
passport_label_condition,Stan:
tutorial_skip,Pomiń
tutorial_skip_all,Pomiń wszystkie samouczki
tutorial_continue_auto,(kontynuowanie automatycznie...)
tutorial_continue_click,"(kliknij, aby kontynuować...)"
tutorial_header,Samouczek {current} z {total}: {name} - Krok {step} z {steps}
tutorial_header_single,{name} - Krok {step} z {steps}
tutorial_welcome_name,Witaj w Spud Customs
tutorial_gate_control_name,Kontrola bramy
tutorial_megaphone_call_name,Wzywanie ziemniaków
tutorial_document_inspection_name,Inspekcja dokumentów
tutorial_rules_checking_name,Przepisy imigracyjne
tutorial_stamp_usage_name,Używanie pieczęci
tutorial_strikes_and_quota_name,Kary i limit
tutorial_welcome_step1,[center][b]Witaj w Spud Customs![/b][/center]\n\nTwoim zadaniem jest przetwarzanie przybywających ziemniaków na przejściu granicznym. Nauczmy się podstaw!
tutorial_gate_control_step1,"[center][b]Otwieranie stanowiska[/b][/center]\n\nWidzisz tę dźwignię? {interact} ją, aby podnieść roletę i otworzyć swoje stanowisko dla interesantów!\n\n[color=yellow]{interact} dźwignię teraz.[/color]"
tutorial_gate_control_step2,"[center][b]Świetna robota![/b][/center]\n\nTwoje stanowisko jest teraz otwarte. Ziemniaki w kolejce widzą, że jesteś gotowy do obsługi."
tutorial_megaphone_call_step1,"[center][b]Wzywanie następnego ziemniaka[/b][/center]\n\nUżyj megafonu, aby wezwać następnego ziemniaka z kolejki do swojego stanowiska.\n\n[color=yellow]{interact} megafon![/color]"
tutorial_megaphone_call_step2,"[center][b]Nadchodzą![/b][/center]\n\nObserwuj, jak ziemniak zbliża się do twojego stanowiska. Przedstawi swoje dokumenty do inspekcji."
tutorial_document_inspection_step1,"[center][b]Inspekcja dokumentów[/b][/center]\n\nZiemniak wręczył ci swój paszport. {drag} go na stół inspekcyjny, aby dokładnie go zbadać.\n\n[color=yellow]{drag} paszport na stół.[/color]"
tutorial_document_inspection_step2,"[center][b]Badanie paszportu[/b][/center]\n\n{interact} paszport, aby go otworzyć i przejrzeć informacje o ziemniaku:\n\n- Imię i zdjęcie\n- Kraj pochodzenia\n- Typ i stan ziemniaka\n\nSzukaj wszelkich podejrzanych rzeczy!"
tutorial_document_inspection_step3,"[center][b]Sprawdź Zasady![/b][/center]\n\nZanim podejmiesz decyzję, musisz sprawdzić zasady imigracyjne. Nauczmy się ich!"
tutorial_rules_checking_step1,"[center][b]Zasady Imigracyjne[/b][/center]\n\nSpójrz na broszurę z zasadami po prawej stronie. Te zasady mówią, które ziemniaki [color=green]ZAAKCEPTOWAĆ[/color] lub [color=red]ODRZUCIĆ[/color].\n\nOdrzuć każdego ziemniaka, który narusza obecne zasady!\n\n[color=red]WAŻNE: Dokumenty z wygasłą datą muszą zostać ODRZUCONE![/color]"
tutorial_rules_checking_step2,[center][b]Bądź Czujny![/b][/center]\n\nZasady zmieniają się między zmianami. Zawsze sprawdzaj aktualne zasady przed podjęciem decyzji.\n\nDokładnie porównuj informacje z paszportu z aktywnymi zasadami.
tutorial_stamp_usage_step1,"[center][b]Pasek Pieczątek[/b][/center]\n\nWidzisz pasek pieczątek na górze? {interact} uchwyt, aby odsłonić pieczątki akceptacji i odrzucenia.\n\n[color=yellow]{interact}, aby otworzyć pasek pieczątek.[/color]"
tutorial_stamp_usage_step2,"[center][b]Pozycjonowanie do Stemplowania[/b][/center]\n\n{drag} paszport pod pieczątki. Zobaczysz przewodnik pokazujący, gdzie go umieścić.\n\n[color=green]Zielona pieczątka[/color] = ZAAKCEPTUJ\n[color=red]Czerwona pieczątka[/color] = ODRZUĆ\n\n[color=yellow]Umieść paszport pod pieczątką.[/color]"
tutorial_stamp_usage_step3,"[center][b]Przybij Pieczątkę![/b][/center]\n\n{interact} pieczątkę, aby oznaczyć paszport swoją decyzją.\n\n[color=yellow]{interact} pieczątkę, aby ją przybić.[/color]"
tutorial_stamp_usage_step4,"[center][b]Zwróć Dokumenty[/b][/center]\n\nTeraz {drag} ostemplowany paszport z powrotem do ziemniaka, aby zakończyć jego przetwarzanie.\n\n[color=yellow]Zwróć paszport ziemniakowi.[/color]"
tutorial_stamp_usage_step5,[center][b]Świetna Robota![/b][/center]\n\nPrzetworzyłeś swojego pierwszego ziemniaka! Miej oko na swoją kwotę – musisz przetworzyć wystarczającą liczbę ziemniaków podczas każdej zmiany.
tutorial_strikes_and_quota_step1,"[center][b]System Kwot[/b][/center]\n\nSpójrz na wyświetlacz [color=yellow]Kwoty[/color]. Pokazuje on, ile ziemniaków musisz poprawnie przetworzyć podczas każdej zmiany."
tutorial_strikes_and_quota_step2,"[center][b]Unikaj Kar![/b][/center]\n\nLicznik [color=red]Kar[/color] pokazuje twoje błędy. Zbyt wiele kar i gra się kończy!\n\nPodejmuj złe decyzje, a otrzymasz kary."
tutorial_strikes_and_quota_step3,"[center][b]Szkolenie Zakończone![/b][/center]\n\nKontynuuj przetwarzanie ziemniaków, aby ukończyć swoją zmianę szkoleniową.\n\nPo zakończeniu zostaniesz [color=green]certyfikowany jako Urzędnik Celny[/color] i gotowy na swój pierwszy prawdziwy dzień!"
