keys,zh-TW
Text/f8/text,領袖緩緩點頭，顯然有些失望，但表示理解。
Text/f9/text,有時候，我們所能要求的，只是人們不要阻礙我們。
Text/fa/text,我們的特工將按計劃行事。只是……別發出警報。
Text/fb/text,領袖的表情變得嚴肅。[color=YELLOW]時間是我們沒有的奢侈品。[/color]
Text/fc/text,但強迫任何人加入我們的事業，會讓我們與他們沒有兩樣。
Text/fd/text,我們將在沒有你幫助的情況下繼續。捫心自問吧。
Text/fe/text,會議結束後，莎夏與你一同走回檢查站。
Text/ff/text,[color=CHARTREUSE]她走路時牽起了你的手。[/color]無論發生什麼……我們現在同舟共濟。謝謝你。
Text/ff2/text,[color=STEEL_BLUE]她走路時與你保持距離。[/color]我很感謝你沒有阻礙我們。這……算是一種幫助吧。
Text/ff3/text,[color=STEEL_BLUE]她沉默地走著，雙臂交叉。[/color]我希望你能找到你所尋求的確定性。我們其他人可等不起了。
Text/100_viktor1/text,在你回去的路上，你發現維克多獨自一人在檢查站屋頂上，凝視著夜空。
Text/100_viktor2/text,維克多手裡拿著一個小小的
Text/100_viktor3/text,她常說，無論事情變得多麼黑暗，星星總會在那裡。[color=STEEL_BLUE]永恆不變。美麗。[/color]
Text/100_viktor4/text,他轉向你，眼中閃爍著淚光。[wave amp=15 freq=2]我一直在想……她受苦了嗎？[/wave]她知道發生了什麼嗎？
Text/100_viktor5/text,維克多的聲音顫抖著。她曾問我是否質疑過那些拒絕。我告訴她[color=CRIMSON]要相信這個系統[/color]。
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]我竟在不知情的情況下，將我自己的妻子送進了處理槽。[/color][/tornado]
Choice/100_viktor_choice1/text,「你不可能知道的。我們都不知道。」
Choice/100_viktor_choice2/text,「艾蓮娜會希望你現在就去戰鬥，而不是沉溺於內疚。」
Choice/100_viktor_choice3/text,「我不知道該說什麼。我很抱歉。」
Text/100_viktor7/text,他緩緩搖頭。[color=STEEL_BLUE]無知並非無辜。我本該問的。本該聽的。[/color]
Text/100_viktor8/text,維克多小心翼翼地收起照片。[color=CHARTREUSE]但現在我知道了。而知道就意味著我必須採取行動。[/color]
Text/100_viktor9/text,維克多挺直身子，眼中重新燃起冰冷的火焰。[color=CHARTREUSE]你說得對。[/color]她比我更堅強。更勇敢。
Text/100_viktor10/text,他握緊拳頭。[color=CHARTREUSE]時機到來時[/color]
Text/100_viktor11/text,[pulse freq=2][color=CRIMSON]而愛達荷將為他所吞噬的每一條生命付出代價。[/color][/pulse]
Text/100_viktor12/text,維克多勉強露出悲傷的
Text/100_viktor13/text,他回頭望向星空。[color=STEEL_BLUE]艾蓮娜會喜歡你的。[/color]
Text/100_viktor14/text,他轉身準備離開，隨後停了下來。[color=CHARTREUSE]當抵抗組織行動時……我會準備好的。[/color]
Text/100_viktor15/text,為了艾蓮娜。為了他們所有人。[pulse freq=2][color=CHARTREUSE]當我告訴守衛真相時，他們會跟隨我。[/color][/pulse]
Text/100/text,你回到檢查站的宿舍，思緒因即將發生的事件而飛轉。
Text/101/text,僅僅三天內，一切都可能改變。[color=YELLOW]無論好壞。[/color]
Choice/de/disabled_text,
Choice/df/disabled_text,
Choice/e0/disabled_text,
Choice/f2/disabled_text,
Choice/f3/disabled_text,
Choice/f4/disabled_text,
Choice/100_viktor_choice1/disabled_text,
Choice/100_viktor_choice2/disabled_text,
Choice/100_viktor_choice3/disabled_text,
