keys,ja
Text/27e/text,警備兵が迫る中、マーフィーは君を脇の通路へ押しやった。
Text/27f/text,警備兵が君を捕らえた。ラセットの笑みが広がる。「[color=CRIMSON]一人分の代償で、裏切り者が二人か。[/color]」
Text/280/text,君は影に身を潜め、全身全霊で自分を憎んだ。[color=STEEL_BLUE]臆病者め。[/color]
Text/281/text,だが、生きている。そして自由だ。今のところは。
Text/282/text,君はサーシャと目が合った。ゆっくりと、はっきりとした頷き。「[color=CHARTREUSE]必ず助けに行く。[/color]」
Text/283/text,彼女は気づいた。ごく小さな笑み。そして、角を曲がって引きずられていき、姿を消した。
Text/284/text,彼は混乱の中、君を見つけた。彼の顔は無表情だったが、その目は燃えていた。
Text/285/text,彼女は[color=CRIMSON]処理棟[/color]に連れて行かれた。地下3階だ。私の妻が連れて行かれたのもそこだ。
Text/286/text,彼は君の手に何かを押し付けた。それは[color=GOLD]セキュリティキーカード[/color]だった。
Text/287/text,時が来たら…[color=CHARTREUSE]私は見て見ぬふりをしよう[/color]。私の妻のために。彼ら全員のために。
Text/288/text,マーフィーは荒い息遣いで、君を物置部屋に引き込んだ。
Text/289/text,いよいよだ。これは[color=CRIMSON]現実になった[/color]。奴らはサーシャを捕らえた。朝までには彼女を処理するだろう。
Text/28a/text,あれは[color=STEEL_BLUE]愚かだった[/color]。勇敢だが、愚かだ。君はもう奴らのリストに載っている。
Text/28b/text,抵抗組織が何かを計画している。明日だ。彼女を救う唯一のチャンスだ。
Text/28c/text,参加するか？[color=CHARTREUSE]最後までやり通すか？[/color]
Choice/28d/text,最後まで。サーシャを救うためなら、どんなことでも。
Choice/28e/text,考える時間が必要だ。話が早すぎる。
Text/28f/text,マーフィーは君の肩を掴んだ。「[color=CHARTREUSE]ならば、夜明けに動く。根は深く張る。[/color]」
Text/290/text,マーフィーの顔がこわばった。早く考えろ。明日の今頃には、彼女は[color=DARK_VIOLET]根源貯蔵[/color]行きだ。
Text/291/text,君は天井を見つめ、眠れずにいた。サーシャの顔。彼女の反抗心。彼女の恐怖。
Text/292/text,君は行方不明の妻の写真を取り出した。救えなかった、もう一人の顔。
Text/293/text,[color=CHARTREUSE]今度こそは。[/color]
Text/294/text,明日までに、全てが変わる。良くも悪くも。
Text/295/text,[pulse freq=2][color=YELLOW]もう傍観者ではいられない。[/color][/pulse]
Text/296/text,独房は冷たい。壁越しに、どこかでサーシャが「尋問」されているのが聞こえる。
Text/297/text,明日、彼らは言った。二人とも一緒に[color=DARK_VIOLET]処理される[/color]だろう。
Text/298/text,抵抗勢力が来ない限りは。誰かが二人を救いに来ない限りは。
Text/299/text,[color=STEEL_BLUE]人生で最も長い夜が広がる。[/color]
Choice/278/disabled_text,
Choice/279/disabled_text,
Choice/27a/disabled_text,
Choice/28d/disabled_text,
Choice/28e/disabled_text,
