keys,sv
shift_name_7,Motståndsmöte
shift_name_8,Sashas tillfångatagande
shift_name_9,Attacken
shift_name_10,Den sista nedräkningen
shift_name_unknown,Okänd
path_chaos_agent,Kaosagent
path_loyalist,Lojalistvägen
path_resistance_ally,Motståndsallierad
path_questioning,Iförfrågan
path_undetermined,Obestämd
story_choice_path_label,Väg:
story_choice_sasha_trust,Sashas förtroende: {value}/10
story_choice_chaos_points,Kaos: {value} poäng
story_choice_no_choices,Inga val har registrerats ännu
story_choice_day_header,Dag {day} - {name}
choice_initial_response_eager,Visade entusiasm för Spud
choice_initial_response_questioning,Iförfrågade systemet
choice_note_reaction_investigate,Valde att undersöka anteckningen
choice_note_reaction_destroy,Förstörde den mystiska anteckningen
choice_note_reaction_report,Rapporterade anteckningen till myndigheterna
choice_kept_note_yes,Behöll den mystiska anteckningen
choice_kept_note_no,Kastade anteckningen
choice_reported_note_yes,Rapporterade anteckningen
choice_murphy_trust_open,Öppnade sig för Murphy
choice_murphy_trust_guarded,Förblev vaksam gentemot Murphy
choice_eat_reserve_ate,Åt reservransonerna
choice_eat_reserve_refused,Vägrade reservransonerna
choice_scanner_response_loyal,Visade lojalitet under skannertestet
choice_scanner_response_questioning,Iförfrågade skannerns syfte
choice_family_response_refuse,Vägrade att hjälpa till att hitta frun
choice_family_response_help,Gick med på att hjälpa till att hitta den försvunna frun
choice_has_wife_photo_yes,Erhöll foto av den försvunna frun
choice_reveal_reaction_shocked,Blev chockad av avslöjandet
choice_reveal_reaction_cautious,Reagerade försiktigt på avslöjandet
choice_cafeteria_response_serious,Tog ryktena i cafeterian på allvar
choice_cafeteria_response_avoid,Undvek diskussioner i cafeterian
choice_murphy_alliance_ally,Allierade sig med Murphy
choice_murphy_alliance_cautious,Förblev försiktig med Murphy
choice_murphy_alliance_skeptical,Förblev skeptisk till Murphy
choice_sasha_trust_level_committed,Helt engagerad i att lita på Sasha
choice_sasha_trust_level_cautious,Förblev försiktig med Sasha
choice_sasha_investigation_committed,Engagerade sig i Sashas utredning
choice_sasha_investigation_hesitant,Tveksam till utredningen
choice_loyalty_response_patriotic,Gav patriotiska svar
choice_loyalty_response_idealistic,Uttryckte idealistiska åsikter
choice_hide_choice_desk,Gömde sig bakom skrivbordet
choice_hide_choice_window,Gömde sig vid fönstret
choice_evidence_choice_hand_over,Lämnade över bevisen
choice_evidence_choice_keep,Behöll bevisen gömda
choice_evidence_choice_lie,Ljög om bevisen
choice_evidence_choice_chaos,Använde bevisen för att skapa kaos
choice_viktor_wife_discovery_yes,Upptäckte Viktors fru på manifestet
choice_fellow_officer_response_cautious,Var försiktig med kollegan
choice_fellow_officer_response_sympathetic,Visade sympati för kollegan
choice_fellow_officer_response_loyal,Förblev lojal inför kollegan
choice_interrogation_response_lie,Ljög under förhöret
choice_interrogation_response_legal,Gav lagliga svar
choice_viktor_conversation_tell_truth,Berättade sanningen för Viktor
choice_viktor_conversation_lie_protect,Lög för att skydda Viktor
choice_viktor_conversation_curious,Var nyfiken på Viktor
choice_scanner_choice_help,Hjälpte till att sabotera skannern
choice_scanner_choice_scan,Använde skannern normalt
choice_scanner_choice_viktor,Valde Viktor för skannern
choice_helped_operative_yes,Hjälpte motståndsagenten
choice_helped_operative_no,Vägrade hjälpa agenten
choice_viktor_allied_yes,Bildade allians med Viktor
choice_betrayed_resistance_yes,Förrådde motståndet
choice_sasha_plan_response_committed,Engagerade sig i Sashas plan
choice_sasha_plan_response_nervous,Var nervös inför planen
choice_malfunction_excuse_technical,Skylde på tekniskt fel
choice_malfunction_excuse_innocent,Spelade oskyldig
choice_resistance_mission_committed,Engagerade sig i motståndsuppdraget
choice_resistance_mission_hesitant,Tveksam till uppdraget
choice_resistance_mission_cautious,Närmade sig uppdraget försiktigt
choice_final_decision_help,Bestämde sig för att hjälpa motståndet
choice_final_decision_passive,Förblev passiv
choice_final_decision_undecided,Förblev obeslutsam
choice_yellow_badge_response_help,Hjälpte gula märkesinnehavare
choice_yellow_badge_response_betray,Förrådde gula märkesinnehavare
choice_follow_trucks_volunteer,Anmälde sig frivilligt att följa lastbilarna
choice_follow_trucks_hesitant,Tveksam till att följa lastbilarna
choice_found_facility_yes,Hittade Rotreservens anläggning
choice_sasha_response_cautious,Var försiktig med Sashas situation
choice_sasha_response_concerned,Visade oro för Sasha
choice_interrogation_choice_deny,Nekade till kännedom under förhör
choice_interrogation_choice_betray,Förrådde andra under förhör
choice_sasha_arrest_reaction_intervene,Ingrep vid Sashas arrestering
choice_sasha_arrest_reaction_hide,Gömde sig under Sashas arrestering
choice_sasha_arrest_reaction_promise,Lovade Sasha
choice_player_wanted_yes,Blev efterlyst av myndigheterna
choice_player_captured_yes,Blev tillfångatagen av myndigheterna
choice_has_keycard_yes,Skaffade säkerhetsnyckelkort
choice_murphy_final_alliance_committed,Engagerade sig fullt i Murphys allians
choice_murphy_final_alliance_hesitant,Tveksam till den slutgiltiga alliansen
choice_critical_choice_help,Hjälpte under det kritiska ögonblicket
choice_critical_choice_betray,Förrådde vid det kritiska ögonblicket
choice_stay_or_go_stay,Stannade för att slåss
choice_stay_or_go_go,Valde att fly
choice_sasha_rescue_reaction_angry,Reagerade med ilska på räddningen
choice_sasha_rescue_reaction_disgusted,Kände avsky inför händelserna
choice_sasha_rescue_reaction_relieved,Kände sig lättad efter räddningen
choice_fellow_officer_response_2_cautious,Förhöll sig försiktig med kollegorna
choice_fellow_officer_response_2_sympathetic,Visade sympati för kollegorna
choice_final_mission_response_determined,Besluten att slutföra sista uppdraget
choice_final_mission_response_cautious,Försiktig med sista uppdraget
choice_resistance_trust_diplomatic,Var diplomatisk mot motståndsrörelsen
choice_resistance_trust_committed,Engagerade sig fullt i motståndsrörelsen
choice_ending_choice_diplomatic,Valde diplomatisk avslutning
choice_ending_choice_justice,Valde rättvisans avslutning
choice_ending_choice_vengeance,Valde hämndens avslutning
choice_ending_choice_dismantle,Valde att montera ned systemet
choice_accept_medal_accept,Accepterade medaljen med stolthet
choice_accept_medal_reluctant,Motvilligt accepterade medaljen
choice_eat_final_eat,Åt det sista erbjudandet
choice_eat_final_refuse,Vägrade det sista erbjudandet
choice_final_loyalist_choice_report,Rapporterade oliktänkande
choice_final_loyalist_choice_ignore,Ignorerade de oliktänkande
choice_final_loyalist_choice_hope,Höll fast vid hoppet om förändring
choice_qte_rescue_result_pass,Lyckades med räddningsförsöket
choice_qte_rescue_result_fail,Misslyckades med räddningsförsöket
choice_qte_confrontation_result_pass,Vann konfrontationen
choice_qte_confrontation_result_fail,Förlorade konfrontationen
choice_qte_escape_result_pass,Lyckades fly
choice_qte_escape_result_fail,Misslyckades med att fly
choice_qte_infiltration_result_pass,Infiltreringen lyckades
choice_qte_infiltration_result_fail,Infiltreringen misslyckades
choice_qte_scanner_result_pass,Skannersabotage lyckades
choice_qte_scanner_result_fail,Skannersabotage misslyckades
choice_qte_surveillance_result_pass,Undvek övervakning
choice_qte_surveillance_result_fail,Upptäcktes av övervakning
choice_qte_suppression_result_pass,Stod emot förtryck
choice_qte_suppression_result_fail,Gav vika för förtryck
passport_label_type,Typ:
passport_label_born,Född:
passport_label_gender,Kön:
passport_label_country,Land:
passport_label_expires,Utgår:
passport_label_condition,Skick:
tutorial_skip,Hoppa över
tutorial_skip_all,Hoppa över alla handledningar
tutorial_continue_auto,(fortsätter automatiskt...)
tutorial_continue_click,(klicka för att fortsätta...)
tutorial_header,Handledning {current} av {total}: {name} - Steg {step} av {steps}
tutorial_header_single,{name} - Steg {step} av {steps}
tutorial_welcome_name,Välkommen till Spud Customs
tutorial_gate_control_name,Öppna luckan
tutorial_megaphone_call_name,Kalla på potatisar
tutorial_document_inspection_name,Dokumentgranskning
tutorial_rules_checking_name,Immigrationsregler
tutorial_stamp_usage_name,Använda stämplarna
tutorial_strikes_and_quota_name,Varningar och kvot
tutorial_welcome_step1,[center][b]Välkommen till Spud Customs![/b][/center]\n\nDitt jobb är att behandla inkommande potatisar vid gränskontrollen. Låt oss lära oss grunderna!
tutorial_gate_control_step1,[center][b]Öppna din lucka[/b][/center]\n\nSer du spaken? {interact} den för att höja luckan och öppna din monter för affärer!\n\n[color=yellow]{interact} spaken nu.[/color]
tutorial_gate_control_step2,[center][b]Bra jobbat![/b][/center]\n\nDin monter är nu öppen. Potatisarna i kön kan se att du är redo att hjälpa dem.
tutorial_megaphone_call_step1,[center][b]Kalla på nästa potatis[/b][/center]\n\nAnvänd megafonen för att kalla på nästa potatis från kön till din monter.\n\n[color=yellow]{interact} megafonen![/color]
tutorial_megaphone_call_step2,[center][b]Här kommer de![/b][/center]\n\nSe när potatisen närmar sig din monter. De kommer att presentera sina dokument för granskning.
tutorial_document_inspection_step1,[center][b]Dokumentgranskning[/b][/center]\n\nPotatisen har lämnat över sitt pass till dig. {drag} det till ditt granskningsbord för att undersöka det noggrant.\n\n[color=yellow]{drag} passet till bordet.[/color]
tutorial_document_inspection_step2,[center][b]Granska Passet[/b][/center]\n\n{interact} passet för att öppna det och granska potatisens information:\n\n- Namn och foto\n- Ursprungsland\n- Potatistyp och skick\n\nLeta efter något misstänkt!
tutorial_document_inspection_step3,[center][b]Kontrollera Reglerna![/b][/center]\n\nInnan du fattar ditt beslut måste du kontrollera immigrationsreglerna. Låt oss lära oss mer om dem!
tutorial_rules_checking_step1,[center][b]Immigrationsregler[/b][/center]\n\nTitta på regelhäftet på höger sida. Dessa regler talar om för dig vilka potatisar du ska [color=green]GODKÄNNA[/color] eller [color=red]AVVISA[/color].\n\nAvvisa alla potatisar som bryter mot de nuvarande reglerna!\n\n[color=red]VIKTIGT: Dokument med utgångna datum måste AVVISAS![/color]
tutorial_rules_checking_step2,[center][b]Var Vaksam![/b][/center]\n\nReglerna ändras mellan skiften. Kontrollera alltid de aktuella reglerna innan du fattar beslut.\n\nJämför passinformationen noggrant med de aktiva reglerna.
tutorial_stamp_usage_step1,[center][b]Stämpelfältet[/b][/center]\n\nSer du stämpelfältet högst upp? {interact} handtaget för att visa dina godkännande- och avvisningsstämplar.\n\n[color=yellow]{interact} för att öppna stämpelfältet.[/color]
tutorial_stamp_usage_step2,[center][b]Placering för Stämpling[/b][/center]\n\n{drag} passet under stämplarna. Du kommer att se en guide som visar var du ska placera det.\n\n[color=green]Grön stämpel[/color] = GODKÄNN\n[color=red]Röd stämpel[/color] = AVVISA\n\n[color=yellow]Placera passet under en stämpel.[/color]
tutorial_stamp_usage_step3,[center][b]Applicera Stämpeln![/b][/center]\n\n{interact} stämpeln för att markera passet med ditt beslut.\n\n[color=yellow]{interact} en stämpel för att applicera den.[/color]
tutorial_stamp_usage_step4,[center][b]Lämna Tillbaka Dokumenten[/b][/center]\n\nNu {drag} det stämplade passet tillbaka till potatisen för att slutföra deras handläggning.\n\n[color=yellow]Lämna tillbaka passet till potatisen.[/color]
tutorial_stamp_usage_step5,[center][b]Bra Jobbat![/b][/center]\n\nDu har handlagt din första potatis! Håll koll på din kvot – du måste handlägga tillräckligt många potatisar varje skift.
tutorial_strikes_and_quota_step1,[center][b]Kvotsystemet[/b][/center]\n\nTitta på [color=yellow]Kvot[/color]-visningen. Den visar hur många potatisar du måste handlägga korrekt varje skift.
tutorial_strikes_and_quota_step2,[center][b]Undvik Misstag![/b][/center]\n\n[color=red]Misstagsräknaren[/color] visar dina misstag. För många misstag och det är game over!\n\nFatta fel beslut och du kommer att få misstag.
tutorial_strikes_and_quota_step3,[center][b]Träning Slutförd![/b][/center]\n\nFortsätt handlägga potatisar för att slutföra ditt träningsskift.\n\nNär du är klar kommer du att bli [color=green]certifierad som tulltjänsteman[/color] och redo för din första riktiga dag!
loading_level_in_progress,Laddar nivå...
loading_level_waiting,Laddar fortfarande nivå...
loading_level_still_waiting,Laddar fortfarande nivå... (%d sekunder)
loading_level_complete,Nivåladdning klar!
