keys,pl
RUNNER ESCAPED!\nStrike added!,UCIEKINIER ZBIEGŁ!\nDodano Strike!
Click megaphone to call the next potato,"Kliknij megafon, aby wezwać następnego ziemniaka"
Drag document to inspection table,Przeciągnij dokument do stolika inspekcyjnego
Select a stamp to approve or reject,"Wybierz stempel, aby zatwierdzić lub odrzucić"
Check for document violations,Sprawdź naruszenia dokumentu
rule_explanation_header,WYJAŚNIENIE ZASADY:
rule_explanation_fresh,Se på 'Tilstand' feltet. Hvis det sier noe annet enn 'Fersk' - AVVIS
rule_explanation_sweet_potato,Spójrz na pole 'Typ'. Jeśli mówi 'Słodki Ziemniak' - ODRZUĆ (brak zezwoleń)
rule_explanation_chip_hill,Spójrz na pole 'Kraj'. Jeśli mówi 'Chip Hill' - ODRZUĆ (zabronione)
rule_explanation_age,Spójrz na pole 'Data Urodzenia'. Oblicz wiek i sprawdź względem reguły
rule_explanation_gender,Spójrz na pole 'Płeć' i sprawdź względem bieżącej reguły
rule_footer_text,Te zasady muszą być egzekwowane dla WSZYSTKICH ziemniaków
rule_expired_note,Przeterminowane dokumenty muszą być ZAWSZE odrzucane.
rule_tutorial_hint,Potrzebujesz pomocy? Kliknij dowolną zasadę
alert_correct_decision_detailed,POPRAWNA DECYZJA! +{points} punktów\n{reason}
alert_wrong_decision_detailed,ZŁA DECYZJA! Dodano Strike!\n{reason}
alert_reason_approved,Ziemniak spełnia wszystkie wymagania - ZATWIERDZONY
alert_reason_should_reject,Powinieneś był ODRZUCIĆ tego ziemniaka
tutorial_check_type,Sprawdź pole 'Typ' w paszporcie
tutorial_check_condition,Sprawdź pole 'Stan' w paszporcie
tutorial_check_country,Sprawdź pole 'Kraj' w paszporcie
tutorial_check_age,Sprawdź 'Datę Urodzenia' aby obliczyć wiek
tutorial_check_gender,Sprawdź pole 'Płeć' w paszporcie
alert_streak_bonus_minigame,5 z rzędu! BONUSOWA MINIGRA!
alert_perfect_stamps_bonus_minigame,Idealne stemple! BONUSOWA MINIGRA!
alert_runner_bonus_minigame,Podejrzana aktywność! BONUSOWA MINIGRA!
alert_new_minigame_unlocked,Nowa minigra odblokowana: {name}!
alert_minigame_bonus,Bonus z minigry: +{bonus} punktów!
high_score_display,Najlepszy wynik: {score}
new_high_score,NOWY NAJLEPSZY WYNIK!
month_1,Styczeń
month_2,Luty
month_3,Marzec
month_4,Kwiecień
month_5,Maj
month_6,Czerwiec
month_7,Lipiec
month_8,Sierpień
month_9,Wrzesień
month_10,Październik
month_11,Listopad
month_12,Grudzień
citation_trash_label,KOSZ
citation_header,OFICJALNE UPOMNIENIE
citation_from_supervisor,Od: Nadzorca Russet
citation_dismiss_hint,[Przeciągnij do kosza, aby zamknąć]
minigame_times_up,"Koniec czasu! Bez obaw, wracaj do pracy!"
minigame_time_format,{seconds}.{fraction}
qte_title,SZYBKA AKCJA CZASOWA
qte_instruction,"Naciśnij klawisze, gdy się pojawią!"
qte_auto_completed,Ukończono automatycznie
qte_accessibility_note,(Ułatwienia dla Szybkich Akcji Czasowych włączone)
qte_get_ready,Przygotuj się...
qte_progress,Postęp
qte_key_prompt,[{key}]
qte_result,{successful} / {total} udanych (+{points} punktów)
qte_image_pending,[Obraz w Przygotowaniu]
evidence_title,KONTROLA BEZPIECZEŃSTWA NIEUCHRONNA
evidence_instruction,"Posprzątaj biurko! Zniszcz dowody, ukryj przedmioty służbowe."
evidence_suspicion,Podejrzenie: {percent}%
evidence_items_remaining,Przedmioty: {count}
evidence_times_up_found,Koniec czasu! Znaleźli dowody...
evidence_times_up_suspicious,Koniec czasu! Kontrola była... dokładna.
codebreaker_title,ŁAMACZ KODÓW
codebreaker_instruction,"Złam kod! Zielony = dokładne dopasowanie, Żółty = właściwa cyfra, złe miejsce"
codebreaker_enter_code,WPROWADŹ KOD
codebreaker_submit,ZATWIERDŹ
codebreaker_clear,WYCZYŚĆ
codebreaker_previous_attempts,Poprzednie próby:
codebreaker_attempts,Próby: {current} / {max}
codebreaker_result_exact_close,{exact} dokładnych
codebreaker_result_exact,{exact} trafień
codebreaker_result_close,{close} zbliżonych
codebreaker_result_none,brak trafień
codebreaker_success,Kod złamany w {attempts} próbach! +{points} punktów!
codebreaker_failure,Koniec prób! Kod został pokazany powyżej.
scanner_title,SKANER DOKUMENTÓW
scanner_instruction,"Przeciągnij światło UV, aby znaleźć ukryte ślady! Kliknij, aby potwierdzić."
scanner_found,Znaleziono: {current} / {total}
scanner_perfect,Doskonale! Wszystkie elementy znalezione! +{points} punktów!
scanner_partial,Dobra robota! Znaleziono {found}/{total}. +{points} punktów!
chase_title,POŚCIG GRANICZNY
chase_instruction,Kliknij CZERWONE przedmioty kontrabandy! Pozwól ZIELONYM przedmiotom przejść.
chase_legend,CZERWONE = Złap! ZIELONE = Przepuść
chase_caught,Złapano: {current} / {total}
chase_perfect,Doskonałe złapanie! +{points} punktów!
chase_partial,Złapano {count} przedmiotów. +{points} punktów!
sorting_title,SORTOWANIE PIECZĄTEK
sorting_instruction,"Przeciągnij pieczątki do właściwego pojemnika! Zielony = ZATWIERDZONE, Czerwony = ODRZUCONE"
sorting_approved,ZATWIERDZONE
sorting_denied,ODRZUCONE
sorting_progress,Posortowano: {sorted}/{total} Poprawnie: {correct}
sorting_perfect,Doskonałe sortowanie! +{points} punktów!
sorting_partial,Posortowano {correct}/{total} poprawnie. +{points} punktów!
fingerprint_title,DOPASOWANIE ODCISKU PALCA
fingerprint_instruction,Znajdź odcisk palca pasujący do wzorca!
fingerprint_reference,WZORZEC
fingerprint_find_match,ZNAJDŹ DOPASOWANIE
fingerprint_progress,Dopasowano: {current} / {total}
fingerprint_success,Wszystkie odciski palców dopasowane! +{points} punktów!
fingerprint_partial,Dopasowano {matched}/{total}. +{points} punktów!
score_attack_mode_label,Tryb Ataku na Wynik
score_attack_welcome_title,TRYB ATAKU NA WYNIK!
score_attack_welcome_survive,Przetrwaj jak najdłużej!
score_attack_welcome_difficulty,Trudność wzrasta z czasem!
