keys,zh-TW
Text/312/text,他將一個盤子推向你。「嚐嚐這批新的[color=DARK_VIOLET]『反抗者特調』[/color]吧。這是莎莎對馬鈴薯國未來的貢獻。」
Text/313/text,你的胃一陣翻騰。盤子裡的食物。[color=CRIMSON]莎莎。[/color]墨菲的表親。照片裡的妻子。
Text/314/text,[tornado radius=3 freq=2][color=CRIMSON]他們所有人。[/color][/tornado]
Choice/315/text,強迫自己吃下去 - 維持你的偽裝
Choice/316/text,推開盤子 - 你做不到
Text/317/text,你將叉子舉到唇邊。閉上眼睛。[color=STEEL_BLUE]咀嚼。吞嚥。別想。[/color]
Text/318/text,羅素讚許地點點頭。「很好。[color=DARK_ORANGE]你會前途無量。[/color]」
Text/319/text,你推開盤子。「我感覺不太舒服。白天的興奮情緒...」
Text/31a/text,羅素的眼睛短暫地瞇了一下，然後又柔和下來。「當然。真是[color=YELLOW]敏感的體質[/color]。」
Text/31b/text,「好好休息。明天，我們還有[color=CRIMSON]更多處理工作[/color]要監督。」
Text/31c/text,你回到你的住處。獎章沉甸甸地壓在你的胸口。
Text/31d/text,你拿出失蹤妻子的照片。她現在可能和那些食物在同一批次了。
Text/31e/text,你曾承諾要找到她。[color=STEEL_BLUE]你找到了她。[/color]只是，這不是你們任何一方所希望的方式。
Text/31f/text,墨菲。你的朋友。信任你的人。他曾是反抗軍的一員。
Text/320/text,[color=CRIMSON]曾是。[/color]
Text/321/text,你凝視著窗戶裡的倒影。獎章閃閃發光。[color=DARK_ORANGE]黃金塊莖[/color]。馬鈴薯國的英雄。
Text/322/text,[color=STEEL_BLUE]披著馬鈴薯皮的怪物。[/color]
Text/323/text,那晚，你夢見了莎莎。她沒有指責。沒有憤怒。那樣會比較容易。
Text/324/text,她只是用那雙眼睛看著你。她輕聲說道：「[color=CHARTREUSE]根扎得很深[/color]。」
Text/325/text,即使是[color=STEEL_BLUE]腐爛的[/color]也一樣。
Text/326/text,數月過去。你被晉升為邊境安全區域督察。羅素的左右手。
Text/327/text,你經手的拒絕數量超越了馬鈴薯國歷史上任何一人。[color=DARK_VIOLET]根源儲備[/color]的產量飆升。
Text/328/text,你的辦公室很舒適。你的配給很豐厚。你的家人受到保護。
Text/329/text,你擁有一切被承諾過的事物。
Text/32a/text,除了[color=STEEL_BLUE]睡眠[/color]以外。除了[color=STEEL_BLUE]平靜[/color]以外。除了面對鏡子的勇氣以外。
Text/32b/text,有一天，你注意到了。一個[color=GOLD]黃色馬鈴薯徽章[/color]被刻在牆上。然後是另一個。然後是數十個。
Text/32c/text,一股新的抵抗勢力正在形成。更安靜。更謹慎。從莎夏的錯誤中學習。
Choice/32d/text,立刻向安全部門報告這些符號
Choice/32e/text,假裝你沒有看見它們
Choice/32f/text,留下你自己的印記——一片黃色葉子
Text/330/text,你提交了報告。又一批嫌疑犯被圍捕。又一次晉升。
Text/331/text,循環繼續。[color=CRIMSON]你已成為機器。[/color]
Text/332/text,你走過。什麼也沒說。這不算什麼。[color=STEEL_BLUE]這幾乎什麼也不是。[/color]
Text/333/text,但這是你第一次選擇不對他們採取行動。
Text/334/text,也許這算點什麼。也許這[color=YELLOW]為時已晚，微不足道[/color]。
Text/335/text,當沒有人看著的時候，你在徽章旁邊刻下了一片小小的[color=GOLD]黃色葉子[/color]。
Text/336/text,一次單獨的反抗行為。遲了數年。但[color=CHARTREUSE]總算有點什麼[/color]。
Text/337/text,莎夏的聲音在你的記憶中迴盪：「[color=CHARTREUSE]根源深植。[/color]」
Text/338/text,也許深到足以[color=CHARTREUSE]觸及你[/color]。有一天。
Text/339/text,馬鈴薯國屹立不倒。[color=DARK_VIOLET]根源儲備[/color]流動不息。消費的循環持續著。
Text/33a/text,但在某處，在牆壁的裂縫中，[color=CHARTREUSE]新的事物正在生長[/color]。
Text/33b/text,你是否會成為其中一部分... [color=YELLOW]那個故事尚未書寫[/color]。
Choice/30a/disabled_text,
Choice/30b/disabled_text,
Choice/315/disabled_text,
Choice/316/disabled_text,
Choice/32d/disabled_text,
Choice/32e/disabled_text,
Choice/32f/disabled_text,
