keys,id
Text/d0_qte8/text,Russet bergegas mendekat. [color=YELLOW]Apa yang terjadi di sini?[/color]
Choice/d0_qte9/text,"""Lonjakan daya, Pak. Sistem baru ini rewel."""
Choice/d0_qte10/text,"""Saya tidak tahu, Pak. Tiba-tiba mati begitu saja."""
Text/d0_qte11/text,Russet mendengus. [color=STEEL_BLUE]Birokrat memberi kita peralatan yang belum teruji.[/color] Proses mereka secara manual dan tandai untuk inspeksi ulang.
Text/d0_qte12/text,Russet menatap Anda dengan curiga. [color=YELLOW]Sangat kebetulan.[/color] Saya akan minta bagian pemeliharaan memeriksanya. Jangan biarkan ini terjadi lagi.
Text/d0_qte13/text,Anggota perlawanan memberi Anda anggukan terima kasih yang sangat kecil saat mereka lewat.
Text/d0_qte14/text,Pemindai [pulse freq=3][color=RED]BERBUNYI KERAS[/color][/pulse]. Tanda tidak sah terdeteksi!
Text/d0_qte15/text,Russet muncul seketika. [color=CHARTREUSE]Bagus sekali![/color] Pengkhianat lain tertangkap.
Text/d0_qte16/text,"Anggota perlawanan diseret pergi, kengerian terpancar dari mata mereka. ""[color=CRIMSON]Tolong, jangan! Saya punya anak![/color]"""
Text/d0_qte17/text,Kesetiaan Anda [color=DARK_ORANGE]dicatat dalam berkas Anda[/color]. Terus pertahankan.
