keys,zh-CN
Text/d0_qte12/text,拉塞特怀疑地看着你。[color=YELLOW]真巧啊。[/color]我会让维修人员检查一下。别再发生这种事了。
Text/d0_qte13/text,那名抵抗组织成员在通过时，向你微微 M致谢。
Text/d0_qte14/text,扫描仪[pulse freq=3][color=RED]发出响亮的蜂鸣声[/color][/pulse]。检测到未经授权的标记！
Text/d0_qte15/text,罗斯特瞬间出现。[color=CHARTREUSE]干得好！[/color]又抓到一个叛徒。
Text/d0_qte16/text,"这名抵抗组织成员被拖走，眼中充满恐惧。""[color=CRIMSON]不，求求你们！我还有孩子！[/color]"""
Text/d0_qte17/text,你的忠诚已[color=DARK_ORANGE]记录在你的档案中[/color]。继续保持。
Text/d1/text,帮助抵抗组织成员变得更加危险了，但[color=CHARTREUSE]真相必须传播开来[/color]。
Choice/bd/disabled_text,
Choice/be/disabled_text,
Choice/bf/disabled_text,
Choice/c4/disabled_text,
Choice/c5/disabled_text,
Choice/cb/disabled_text,
Choice/cc/disabled_text,
Choice/c7_viktor4/disabled_text,
Choice/c7_viktor5/disabled_text,
Choice/d0_qte4/disabled_text,
Choice/d0_qte5/disabled_text,
Choice/d0_qte9/disabled_text,
Choice/d0_qte10/disabled_text,
