keys,th
dialogue_misc_7,ความตายเป็นเพียงชั่วคราว ระบบราชการต่างหากที่คงอยู่ตลอดไป.
dialogue_misc_8,ระบบจัดเก็บเอกสารมีสติปัญญาแล้ว. ใจเย็นไว้.
dialogue_misc_9,เลขนำโชควันนี้ไม่มีความหมาย. ขออภัย.
dialogue_misc_10,"วันสิ้นโลก? รับบัตรคิว, รอเพื่อหายไป."
dialogue_misc_11,ไม่มีหลักฐานหมายถึงต้องใช้แบบฟอร์มเพิ่ม.
dialogue_document_interaction_1,โปรดรับเอกสารของคุณ.
dialogue_document_interaction_2,รับไปเดี๋ยวนี้!
dialogue_perfect_stamp_1,ผลงานยอดเยี่ยม!
dialogue_perfect_stamp_2,แบบนี้สิถึงเรียกว่าประทับตรา!
dialogue_perfect_stamp_3,แม่นยำไร้ที่ติ!
dialogue_perfect_stamp_4,เทพแห่งตราประทับยิ้มให้ท่านแล้ว!
dialogue_perfect_stamp_5,เทคนิคระดับตำราเรียน!
dialogue_runner_stopped_1,จับได้แล้ว!
dialogue_runner_stopped_2,ไม่ผ่านสายตาฉันไปได้หรอก!
dialogue_runner_stopped_3,ความยุติธรรมเสิร์ฟร้อนๆ สดๆ!
dialogue_runner_stopped_4,นี่แหละคือจุดจบของพวกหนีเข้าเมือง!
dialogue_runner_stopped_5,เป้าหมายถูกกำจัด!
dialogue_runner_escaped_1,ให้ตายสิ! พวกมันหนีไปได้!
dialogue_runner_escaped_2,บ้าจริง! ช้าไปหน่อย!
dialogue_runner_escaped_3,รายนั้นหลุดรอดไปได้...
dialogue_runner_escaped_4,งานเอกสารที่จะตามมา...
dialogue_runner_escaped_5,ไม่ใช่ช่วงเวลาที่ดีที่สุดของฉันเลย.
dialogue_wrong_stamp_1,เดี๋ยวนะ นั่นมันไม่ถูก...
dialogue_wrong_stamp_2,เอ๊ะ ฉันตั้งใจทำแบบนั้นหรือเปล่า?
dialogue_wrong_stamp_3,หมึก... มันทรยศฉัน!
dialogue_wrong_stamp_4,อุ๊ปส์.
dialogue_strike_received_1,เรื่องนี้จะถูกบันทึกไว้ในประวัติฉัน...
dialogue_strike_received_2,กระทรวงคงไม่ชอบใจแน่.
dialogue_strike_received_3,อีกก้าวเดียวก็จะกลายเป็นมันบดแล้ว...
dialogue_strike_received_4,สไตรค์! แต่ไม่ใช่แบบที่ดีนะ.
