keys,th
Text/25e/text,เมอร์ฟี่เล็ดลอดเข้ามาในห้องพักของคุณ ได้ยินว่าสถานีของคุณมีเรื่องน่าตื่นเต้นคืนนี้
Text/25f/text,[color=CHARTREUSE]ดี เราอยู่ข้างเดียวกันแล้วตอนนี้[/color] ไม่มีทางหวนกลับ
Text/260/text,สีหน้าของเมอร์ฟี่หม่นลง ฉัน... ฉันคิดว่าคุณอยู่ข้างเรา เกิดอะไรขึ้น?
Text/261/text,กะพรุ่งนี้จะไม่เหมือนเดิม เดิมพันไม่เคยสูงขนาดนี้มาก่อน
Text/262/text,แต่เป็นครั้งแรกที่คุณรู้สึกว่าคุณอยู่ [color=CHARTREUSE]ฝ่ายที่ถูกต้อง[/color] ไม่ว่าจะต้องแลกมาด้วยอะไรก็ตาม
Text/263/text,ใบหน้าของเจ้าหน้าที่คนนั้นยังคงหลอกหลอนคุณ ครอบครัวของพวกเขาจะไม่มีวันรู้ว่าทำไมพวกเขาถึงไม่ได้กลับบ้าน
Text/264/text,[color=STEEL_BLUE]เพราะคุณ[/color]
Choice/243/disabled_text,
Choice/244/disabled_text,
Choice/24c/disabled_text,
Choice/24d/disabled_text,
Choice/24e/disabled_text,
