keys,fr
citation_dismiss_hint,[Glissez vers la poubelle pour fermer]
minigame_times_up,"Temps écoulé ! Pas d'inquiétude, au travail !"
minigame_time_format,{secondes}.{fraction}
qte_title,ÉVÉNEMENT EN TEMPS LIMITÉ
qte_instruction,Appuyez sur les touches dès qu'elles apparaissent !
qte_auto_completed,Terminé automatiquement
qte_accessibility_note,(Accessibilité QTE activée)
qte_get_ready,Préparez-vous...
qte_progress,Progression
qte_key_prompt,[{touche}]
qte_result,{successful} / {total} réussis (+{points} points)
qte_image_pending,[Image en attente]
evidence_title,INSPECTION DE SÉCURITÉ IMMINENTE
evidence_instruction,"Rangez votre bureau ! Détruisez les preuves, cachez les objets de travail."
evidence_suspicion,Suspicion : {percent}%
evidence_items_remaining,Objets : {count}
evidence_times_up_found,Temps écoulé ! Ils ont trouvé les preuves...
evidence_times_up_suspicious,Temps écoulé ! L'inspection a été... minutieuse.
codebreaker_title,CASSEUR DE CODE
codebreaker_instruction,"Décodez le code ! Vert = correspondance exacte, Jaune = bon chiffre, mauvais emplacement"
codebreaker_enter_code,ENTREZ LE CODE
codebreaker_submit,VALIDER
codebreaker_clear,EFFACER
codebreaker_previous_attempts,Tentatives précédentes :
codebreaker_attempts,Tentatives : {current} / {max}
codebreaker_result_exact_close,{exact} exacts
codebreaker_result_exact,{exact} exacts
codebreaker_result_close,{close} proches
codebreaker_result_none,aucune correspondance
codebreaker_success,Code déchiffré en {attempts} tentatives ! +{points} points !
codebreaker_failure,Tentatives épuisées ! Le code était affiché ci-dessus.
scanner_title,SCANNER DE DOCUMENTS
scanner_instruction,Faites glisser la lumière UV pour trouver les marques cachées ! Cliquez pour confirmer.
scanner_found,Trouvés : {current} / {total}
scanner_perfect,Parfait ! Tous les éléments trouvés ! +{points} points !
scanner_partial,Bon effort ! {found}/{total} trouvés. +{points} points !
chase_title,CHASSE AUX FUGITIFS
chase_instruction,Cliquez sur les articles de contrebande ROUGES ! Laissez passer les articles VERTS.
chase_legend,ROUGE = À attraper ! VERT = À laisser passer
chase_caught,Attrapés : {current} / {total}
chase_perfect,Capture parfaite ! +{points} points !
chase_partial,{count} articles attrapés. +{points} points !
sorting_title,TRI DES CACHETS
sorting_instruction,"Faites glisser les cachets dans la bonne corbeille ! Vert = APPROUVÉ, Rouge = REFUSÉ"
sorting_approved,APPROUVÉ
sorting_denied,REFUSÉ
sorting_progress,Triés : {sorted}/{total} Corrects : {correct}
sorting_perfect,Tri parfait ! +{points} points !
sorting_partial,{correct}/{total} triés correctement. +{points} points !
fingerprint_title,CORRESPONDANCE D'EMPREINTES
fingerprint_instruction,Trouvez l'empreinte digitale qui correspond à la référence !
fingerprint_reference,RÉFÉRENCE
fingerprint_find_match,TROUVER LA CORRESPONDANCE
fingerprint_progress,Correspondances : {current} / {total}
fingerprint_success,Toutes les empreintes correspondent ! +{points} points !
fingerprint_partial,Correspondances : {matched}/{total}. +{points} points !
