keys,en,cs,da,de,es,fi,fr,hu,id,it,nl,no,pl,pt,ro,sk,sv,tr,vi
Text/c2/text,Their expression becomes guarded. Of course. Loyal Spud forever.,Jejich výraz se stává ostražitým. Samozřejmě. Navždy věrný Spud.,Deres udtryk bliver reserveret. Selvfølgelig. Loyal Spud for evigt.,Ihr Gesichtsausdruck wird vorsichtig. Natürlich. Für immer loyal zu Spud.,Su expresión se vuelve reservada. Por supuesto. Leal a Spud para siempre.,Heidän ilmeensä muuttuu varautuneeksi. Tietenkin. Lojaalisti Spudille ikuisesti.,Leur expression devient méfiante. Bien sûr. Fidèle à Spud pour toujours.,Arckifejezésük zárkózottá válik. Persze. Örökké hűséges Spud.,Ekspresi mereka menjadi waspada. Tentu saja. Setia pada Spud selamanya.,La loro espressione diventa guardinga. Certo. Fedele a Spud per sempre.,Hun gezichtsuitdrukking wordt gereserveerd. Natuurlijk. Voor altijd loyaal aan Spud.,Uttrykket deres blir reservert. Selvfølgelig. Lojal mot Spud for alltid.,Ich wyraz twarzy staje się ostrożny. Oczywiście. Na zawsze lojalny wobec Spuda.,A expressão deles se torna cautelosa. Claro. Leal ao Spud para sempre.,Expresia lor devine precaută. Desigur. Loial lui Spud pentru totdeauna.,Ich výraz sa stáva ostražitým. Samozrejme. Navždy verný Spudu.,Deras uttryck blir reserverat. Självklart. Lojal mot Spud för alltid.,İfadeleri tedbirli hale geliyor. Elbette. Sonsuza dek Spud'a sadık.,Biểu hiện của họ trở nên cảnh giác. Tất nhiên rồi. Trung thành với Spud mãi mãi.
Text/c3/text,State your whereabouts last night between 2200 and 0400 hours.,"Uveďte, kde jste se nacházel včera v noci mezi 22:00 a 04:00 hodin.",Angiv din opholdssted i går aftes mellem kl. 22:00 og 04:00.,Geben Sie Ihren Aufenthaltsort gestern Nacht zwischen 22:00 und 04:00 Uhr an.,Indique su paradero anoche entre las 22:00 y las 04:00 horas.,Ilmoita olinpaikkasi viime yönä kello 22:00 ja 04:00 välillä.,Indiquez où vous étiez hier soir entre 22h00 et 04h00.,Közölje a tartózkodási helyét tegnap este 22:00 és 04:00 óra között.,Nyatakan keberadaan Anda tadi malam antara pukul 22:00 dan 04:00.,Dichiari la sua posizione ieri notte tra le 22:00 e le 04:00.,Geef uw verblijfplaats op van gisteravond tussen 22:00 en 04:00 uur.,Oppgi hvor du befant deg i går kveld mellom kl. 22:00 og 04:00.,Podaj swoje miejsce pobytu zeszłej nocy między 22:00 a 04:00.,Informe o seu paradeiro ontem à noite entre 22h00 e 04h00.,Menționați unde v-ați aflat aseară între orele 22:00 și 04:00.,"Uveďte, kde ste sa nachádzali včera v noci medzi 22:00 a 04:00.",Uppge din vistelseort i går kväll mellan klockan 22:00 och 04:00.,Dün gece 22:00 ile 04:00 saatleri arasındaki konumunuzu belirtin.,Hãy nêu rõ nơi bạn ở đêm qua từ 22:00 đến 04:00.
Choice/c4/text,"""I was in my quarters the entire night, sleeping.""",Byl jsem celou noc ve svých ubikacích a spal jsem.,"Jeg var i mine kvarterer hele natten, sovende.",Ich war die ganze Nacht in meinem Quartier und habe geschlafen.,"Estuve en mis aposentos toda la noche, durmiendo.","Olin majoituksessani koko yön, nukkumassa.","J'étais dans mes quartiers toute la nuit, en train de dormir.","Egész éjjel a szállásomon voltam, aludtam.","Saya berada di ruangan saya sepanjang malam, tidur.","Ero nei miei alloggi per tutta la notte, dormivo.","Ik was de hele nacht in mijn kwartier, slapend.","Jeg var i mine kvarterer hele natten, og sov.","Byłem w moich kwaterach całą noc, spałem.","Estive nos meus aposentos a noite toda, dormindo.","Am fost în camera mea toată noaptea, dormind.",Bol som celú noc vo svojich ubytovacích priestoroch a spal som.,"Jag var i mitt kvarter hela natten, sovande.",Bütün gece odamda uyuyordum.,"Tôi đã ở trong phòng suốt đêm, ngủ."
Choice/c5/text,"""I'd prefer to speak to my legal representative first.""",Raději bych nejdřív mluvil se svým právním zástupcem.,Jeg vil foretrække at tale med min juridiske repræsentant først.,Ich würde lieber zuerst mit meinem Rechtsbeistand sprechen.,Preferiría hablar primero con mi representante legal.,Haluaisin puhua ensin oikeudelliselle edustajalleni.,Je préférerais d'abord parler à mon représentant légal.,Inkább először a jogi képviselőmmel beszélnék.,Saya lebih suka berbicara dengan perwakilan hukum saya terlebih dahulu.,Preferirei parlare prima con il mio rappresentante legale.,Ik zou eerst met mijn juridisch vertegenwoordiger willen spreken.,Jeg foretrekker å snakke med min juridiske representant først.,Wolałbym najpierw porozmawiać z moim przedstawicielem prawnym.,Prefiro falar com meu representante legal primeiro.,Aș prefera să vorbesc mai întâi cu reprezentantul meu legal.,Radšej by som najprv hovoril so svojím právnym zástupcom.,Jag skulle föredra att tala med min juridiska representant först.,Önce yasal temsilcimle konuşmayı tercih ederim.,Tôi muốn nói chuyện với đại diện pháp lý của tôi trước.
Text/c6/text,Your stress levels indicate [color=YELLOW]deception[/color]. However... inconclusive. You may go for now.,Vaše úrovně stresu naznačují [color=YELLOW]klam[/color]. Nicméně... neprůkazné. Prozatím můžete jít.,Dit stressniveau indikerer [color=YELLOW]bedrag[/color]. Dog... ikke konkluderende. Du må gå for nu.,Ihre Stresswerte deuten auf [color=YELLOW]Täuschung[/color] hin. Jedoch... nicht schlüssig. Sie dürfen vorerst gehen.,Sus niveles de estrés indican [color=YELLOW]engaño[/color]. Sin embargo... no concluyente. Puede irse por ahora.,Stressitasosi viittaavat [color=YELLOW]petokseen[/color]. Kuitenkin... ei ratkaisevaa. Voit mennä toistaiseksi.,Vos niveaux de stress indiquent une [color=YELLOW]tromperie[/color]. Cependant... non concluant. Vous pouvez partir pour l'instant.,A stressz-szintjei [color=YELLOW]megtévesztésre[/color] utalnak. Azonban... nem meggyőző. Egyelőre elmehet.,Tingkat stres Anda menunjukkan [color=YELLOW]kebohongan[/color]. Namun... tidak meyakinkan. Anda boleh pergi untuk saat ini.,I suoi livelli di stress indicano [color=YELLOW]inganno[/color]. Tuttavia... non conclusivo. Può andare per ora.,Uw stressniveaus duiden op [color=YELLOW]misleiding[/color]. Echter... niet doorslaggevend. U mag voorlopig gaan.,Stressnivåene dine indikerer [color=YELLOW]bedrag[/color]. Imidlertid... ikke konkluderende. Du kan gå for nå.,Twój poziom stresu wskazuje na [color=YELLOW]oszustwo[/color]. Jednak... niejednoznacznie. Możesz iść na razie.,Seus níveis de estresse indicam [color=YELLOW]engano[/color]. No entanto... inconclusivo. Você pode ir por enquanto.,Nivelurile dumneavoastră de stres indică [color=YELLOW]înșelăciune[/color]. Totuși... neconcludent. Puteți pleca deocamdată.,Vaše úrovne stresu naznačujú [color=YELLOW]klamstvo[/color]. Avšak... nepreukazné. Zatiaľ môžete ísť.,Dina stressnivåer indikerar [color=YELLOW]bedrägeri[/color]. Dock... inte avgörande. Du får gå för tillfället.,Stres seviyeleriniz [color=YELLOW]aldatma[/color] gösteriyor. Ancak... kesin değil. Şimdilik gidebilirsiniz.,Mức độ căng thẳng của bạn cho thấy [color=YELLOW]sự dối trá[/color]. Tuy nhiên... không có kết luận. Bạn có thể đi bây giờ.
Text/c7/text,"Legal representative? This is a security procedure, not a trial. Your refusal has been noted.","Právní zástupce? Toto je bezpečnostní procedura, ne soud. Vaše odmítnutí bylo zaznamenáno.","Juridisk repræsentant? Dette er en sikkerhedsprocedure, ikke en retssag. Din afvisning er blevet noteret.","Rechtsbeistand? Dies ist ein Sicherheitsverfahren, kein Prozess. Ihre Weigerung wurde notiert.","¿Representante legal? Esto es un procedimiento de seguridad, no un juicio. Su negativa ha sido anotada.","Oikeudellinen edustaja? Tämä on turvallisuustoimenpide, ei oikeudenkäynti. Kieltäytymisesi on merkitty muistiin.","Représentant légal ? C'est une procédure de sécurité, pas un procès. Votre refus a été noté.","Jogi képviselő? Ez egy biztonsági eljárás, nem tárgyalás. Az elutasítását feljegyeztük.","Perwakilan hukum? Ini adalah prosedur keamanan, bukan pengadilan. Penolakan Anda telah dicatat.","Rappresentante legale? Questa è una procedura di sicurezza, non un processo. Il suo rifiuto è stato annotato.","Juridisch vertegenwoordiger? Dit is een veiligheidsprocedure, geen rechtszaak. Uw weigering is genoteerd.","Juridisk representant? Dette er en sikkerhetsprosedyre, ikke en rettssak. Din nektelse er notert.","Przedstawiciel prawny? To jest procedura bezpieczeństwa, nie proces. Twoja odmowa została odnotowana.","Representante legal? Este é um procedimento de segurança, não um julgamento. Sua recusa foi anotada.","Reprezentant legal? Aceasta este o procedură de securitate, nu un proces. Refuzul dumneavoastră a fost notat.","Právny zástupca? Toto je bezpečnostný postup, nie súdny proces. Vaše odmietnutie bolo zaznamenané.","Juridisk representant? Detta är en säkerhetsprocedur, inte en rättegång. Din vägran har noterats.","Yasal temsilci? Bu bir güvenlik prosedürü, yargılama değil. Reddiniz kaydedildi.","Đại diện pháp lý? Đây là thủ tục an ninh, không phải phiên tòa. Việc từ chối của bạn đã được ghi nhận."
Text/c8/text,"It's working. The manifests have caused an uproar, but [color=DARK_ORANGE]Russet suspects us[/color].","Funguje to. Manifesty způsobily pozdvižení, ale [color=DARK_ORANGE]Russet nás podezřívá[/color].","Det virker. Manifesterne har forårsaget opstandelse, men [color=DARK_ORANGE]Russet mistænker os[/color].","Es funktioniert. Die Manifeste haben für Aufruhr gesorgt, aber [color=DARK_ORANGE]Russet verdächtigt uns[/color].","Está funcionando. Los manifiestos han causado revuelo, pero [color=DARK_ORANGE]Russet sospecha de nosotros[/color].","Se toimii. Manifestit ovat aiheuttaneet hälinää, mutta [color=DARK_ORANGE]Russet epäilee meitä[/color].","Ça fonctionne. Les manifestes ont provoqué un tollé, mais [color=DARK_ORANGE]Russet nous soupçonne[/color].","Működik. A kiáltványok felfordulást okoztak, de [color=DARK_ORANGE]Russet gyanakszik ránk[/color].","Ini berhasil. Manifesto telah menyebabkan kegemparan, tetapi [color=DARK_ORANGE]Russet mencurigai kita[/color].","Sta funzionando. I manifesti hanno causato scompiglio, ma [color=DARK_ORANGE]Russet sospetta di noi[/color].","Het werkt. De manifesten hebben opschudding veroorzaakt, maar [color=DARK_ORANGE]Russet verdenkt ons[/color].","Det fungerer. Manifestene har forårsaket oppstyr, men [color=DARK_ORANGE]Russet mistenker oss[/color].","To działa. Manifesty wywołały poruszenie, ale [color=DARK_ORANGE]Russet nas podejrzewa[/color].","Está funcionando. Os manifestos causaram alvoroço, mas [color=DARK_ORANGE]Russet suspeita de nós[/color].","Funcționează. Manifestele au provocat agitație, dar [color=DARK_ORANGE]Russet ne suspectează[/color].","Funguje to. Manifesty spôsobili rozruch, ale [color=DARK_ORANGE]Russet nás podozrieva[/color].","Det fungerar. Manifesten har orsakat uppståndelse, men [color=DARK_ORANGE]Russet misstänker oss[/color].","İşe yarıyor. Manifestolar kargaşa yarattı, ancak [color=DARK_ORANGE]Russet bizden şüpheleniyor[/color].","Nó đang có hiệu quả. Các bản tuyên ngôn đã gây xôn xao, nhưng [color=DARK_ORANGE]Russet nghi ngờ chúng ta[/color]."
Text/c9/text,Watch for allies from our organization during today's shift. [color=CHARTREUSE]You'll recognize them[/color].,Sledujte spojence z naší organizace během dnešní směny. [color=CHARTREUSE]Poznáte je[/color].,Hold øje med allierede fra vores organisation under dagens vagt. [color=CHARTREUSE]Du vil genkende dem[/color].,Achten Sie auf Verbündete unserer Organisation während der heutigen Schicht. [color=CHARTREUSE]Sie werden sie erkennen[/color].,Esté atento a los aliados de nuestra organización durante el turno de hoy. [color=CHARTREUSE]Los reconocerá[/color].,Tarkkaile liittolaisiamme organisaatiostamme tämän päivän vuoron aikana. [color=CHARTREUSE]Tunnistat heidät[/color].,Surveillez les alliés de notre organisation pendant le service d'aujourd'hui. [color=CHARTREUSE]Vous les reconnaîtrez[/color].,Figyelje a szövetségeseinket a szervezetünkből a mai műszak során. [color=CHARTREUSE]Fel fogja ismerni őket[/color].,Perhatikan sekutu dari organisasi kita selama shift hari ini. [color=CHARTREUSE]Kamu akan mengenali mereka[/color].,Tieni d'occhio gli alleati della nostra organizzazione durante il turno di oggi. [color=CHARTREUSE]Li riconoscerai[/color].,Let op bondgenoten van onze organisatie tijdens de dienst van vandaag. [color=CHARTREUSE]Je zult ze herkennen[/color].,Se etter allierte fra organisasjonen vår under dagens skift. [color=CHARTREUSE]Du vil gjenkjenne dem[/color].,Wypatruj sojuszników z naszej organizacji podczas dzisiejszej zmiany. [color=CHARTREUSE]Rozpoznasz ich[/color].,Fique atento aos aliados da nossa organização durante o turno de hoje. [color=CHARTREUSE]Você os reconhecerá[/color].,Fiți atenți la aliații din organizația noastră în timpul turei de astăzi. [color=CHARTREUSE]Îi veți recunoaște[/color].,Sledujte spojencov z našej organizácie počas dnešnej zmeny. [color=CHARTREUSE]Spoznáte ich[/color].,Håll utkik efter allierade från vår organisation under dagens skift. [color=CHARTREUSE]Du kommer att känna igen dem[/color].,Bugünkü vardiya sırasında organizasyonumuzdan müttefikleri gözleyin. [color=CHARTREUSE]Onları tanıyacaksınız[/color].,Hãy để ý các đồng minh từ tổ chức của chúng ta trong ca trực hôm nay. [color=CHARTREUSE]Bạn sẽ nhận ra họ[/color].
Text/ca/text,"If you can get them through safely, use the [color=CHARTREUSE]special mark we discussed[/color].","Pokud je dokážete bezpečně provést, použijte [color=CHARTREUSE]speciální značku, o které jsme mluvili[/color].","Hvis du kan få dem igennem sikkert, brug det [color=CHARTREUSE]specielle mærke, vi diskuterede[/color].","Wenn Sie sie sicher durchbringen können, verwenden Sie die [color=CHARTREUSE]spezielle Markierung, über die wir gesprochen haben[/color].","Si puede hacerlos pasar con seguridad, use la [color=CHARTREUSE]marca especial de la que hablamos[/color].","Jos voit saada heidät turvallisesti läpi, käytä [color=CHARTREUSE]erityistä merkkiä, josta keskustelimme[/color].","Si vous pouvez les faire passer en toute sécurité, utilisez [color=CHARTREUSE]la marque spéciale dont nous avons discuté[/color].","Ha biztonságosan át tudja őket juttatni, használja a [color=CHARTREUSE]megbeszélt különleges jelet[/color].","Jika kamu bisa membawa mereka dengan aman, gunakan [color=CHARTREUSE]tanda khusus yang kita bicarakan[/color].","Se riesci a farli passare in sicurezza, usa [color=CHARTREUSE]il segno speciale di cui abbiamo parlato[/color].","Als je ze veilig door kunt krijgen, gebruik dan [color=CHARTREUSE]het speciale teken waarover we hebben gesproken[/color].","Hvis du kan få dem trygt gjennom, bruk [color=CHARTREUSE]det spesielle merket vi diskuterte[/color].","Jeśli możesz bezpiecznie ich przeprowadzić, użyj [color=CHARTREUSE]specjalnego znaku, o którym rozmawialiśmy[/color].","Se você conseguir fazê-los passar em segurança, use a [color=CHARTREUSE]marca especial que discutimos[/color].","Dacă îi puteți trece în siguranță, folosiți [color=CHARTREUSE]semnul special despre care am discutat[/color].","Ak ich dokážete bezpečne previesť, použite [color=CHARTREUSE]špeciálnu značku, o ktorej sme hovorili[/color].","Om du kan få dem igenom säkert, använd [color=CHARTREUSE]det speciella märket vi diskuterade[/color].","Eğer onları güvenle geçirebilirseniz, [color=CHARTREUSE]konuştuğumuz özel işareti[/color] kullanın.","Nếu bạn có thể đưa họ qua an toàn, hãy sử dụng [color=CHARTREUSE]dấu hiệu đặc biệt mà chúng ta đã thảo luận[/color]."
Choice/cb/text,"""It's worth the risk. I'm in.""",Stojí to za to riziko. Jdu do toho.,Det er risikoen værd. Jeg er med.,Es ist das Risiko wert. Ich bin dabei.,Vale la pena el riesgo. Estoy dentro.,Se on riskin arvoista. Olen mukana.,Ça vaut le risque. Je suis partant.,Megéri a kockázatot. Benne vagyok.,Ini sepadan dengan risikonya. Aku ikut.,Ne vale il rischio. Ci sto.,Het is het risico waard. Ik doe mee.,Det er verdt risikoen. Jeg er med.,Warto zaryzykować. Jestem w to zaangażowany.,Vale a pena o risco. Estou dentro.,Merită riscul. Sunt implicat.,Stojí to za to riziko. Idem do toho.,Det är värt risken. Jag är med.,Risk almaya değer. Ben varım.,Đáng để mạo hiểm. Tôi tham gia.
Choice/cc/text,"""This is getting too dangerous. Maybe we should lay low.""",Začíná to být příliš nebezpečné. Možná bychom se měli držet zpátky.,Dette bliver for farligt. Måske burde vi holde lav profil.,Das wird zu gefährlich. Vielleicht sollten wir uns bedeckt halten.,Esto se está volviendo demasiado peligroso. Tal vez deberíamos mantener un perfil bajo.,Tämä alkaa olla liian vaarallista. Ehkä meidän pitäisi pysyä matalalla profiililla.,Cela devient trop dangereux. Peut-être devrions-nous faire profil bas.,Ez kezd túl veszélyessé válni. Talán meghúzódva kellene maradnunk.,Ini menjadi terlalu berbahaya. Mungkin kita harus merendah dulu.,Sta diventando troppo pericoloso. Forse dovremmo mantenere un basso profilo.,Dit wordt te gevaarlijk. Misschien moeten we ons gedeisd houden.,Dette blir for farlig. Kanskje vi burde holde lav profil.,To staje się zbyt niebezpieczne. Może powinniśmy się przyczaić.,Isso está ficando muito perigoso. Talvez devêssemos manter um perfil baixo.,Devine prea periculos. Poate ar trebui să ne ținem capul plecat.,Začína to byť príliš nebezpečné. Možno by sme sa mali držať v ústraní.,Det blir för farligt. Kanske borde vi hålla låg profil.,Bu çok tehlikeli hale geliyor. Belki sessiz kalmalıyız.,Điều này đang trở nên quá nguy hiểm. Có lẽ chúng ta nên ẩn mình.
Text/cd/text,"I knew I could count on you. When this is over, [color=CHARTREUSE]Spud will know who the real heroes were[/color].","Věděl jsem, že se na tebe můžu spolehnout. Až to skončí, [color=CHARTREUSE]Spud bude vědět, kdo byli skuteční hrdinové[/color].","Jeg vidste, jeg kunne regne med dig. Når dette er overstået, [color=CHARTREUSE]vil Spud vide, hvem de virkelige helte var[/color].","Ich wusste, ich kann auf dich zählen. Wenn das vorbei ist, [color=CHARTREUSE]wird Spud wissen, wer die wahren Helden waren[/color].","Sabía que podía contar contigo. Cuando esto termine, [color=CHARTREUSE]Spud sabrá quiénes fueron los verdaderos héroes[/color].","Tiesin, että voin luottaa sinuun. Kun tämä on ohi, [color=CHARTREUSE]Spud tietää, ketkä olivat todellisia sankareita[/color].","Je savais que je pouvais compter sur toi. Quand tout cela sera terminé, [color=CHARTREUSE]Spud saura qui étaient les vrais héros[/color].","Tudtam, hogy számíthatok rád. Amikor ennek vége, [color=CHARTREUSE]Spud tudni fogja, kik voltak az igazi hősök[/color].","Aku tahu aku bisa mengandalkanmu. Ketika ini semua berakhir, [color=CHARTREUSE]Spud akan tahu siapa pahlawan sesungguhnya[/color].","Sapevo di poter contare su di te. Quando tutto questo sarà finito, [color=CHARTREUSE]Spud saprà chi erano i veri eroi[/color].","Ik wist dat ik op je kon rekenen. Als dit voorbij is, [color=CHARTREUSE]zal Spud weten wie de echte helden waren[/color].","Jeg visste jeg kunne stole på deg. Når dette er over, [color=CHARTREUSE]vil Spud vite hvem de virkelige heltene var[/color].","Wiedziałem, że mogę na ciebie liczyć. Kiedy to się skończy, [color=CHARTREUSE]Spud będzie wiedział, kto był prawdziwym bohaterem[/color].","Eu sabia que podia contar com você. Quando isso acabar, [color=CHARTREUSE]Spud saberá quem foram os verdadeiros heróis[/color].","Știam că pot conta pe tine. Când se va termina totul, [color=CHARTREUSE]Spud va ști cine au fost adevărații eroi[/color].","Vedel som, že sa na teba môžem spoľahnúť. Keď sa to skončí, [color=CHARTREUSE]Spud bude vedieť, kto boli skutoční hrdinovia[/color].","Jag visste att jag kunde räkna med dig. När detta är över, [color=CHARTREUSE]kommer Spud att veta vilka de verkliga hjältarna var[/color].","Sana güvenebileceğimi biliyordum. Bu bittiğinde, [color=CHARTREUSE]Spud gerçek kahramanların kim olduğunu bilecek[/color].","Tôi biết tôi có thể trông cậy vào bạn. Khi tất cả kết thúc, [color=CHARTREUSE]Spud sẽ biết ai là những người hùng thực sự[/color]."
Text/ce/text,We're way past that point. Laying low won't save us. [color=CHARTREUSE]Only bringing down the system will[/color].,Jsme daleko za tímto bodem. Držet se zpátky nás nezachrání. [color=CHARTREUSE]Pouze svržení systému to dokáže[/color].,Vi er langt forbi det punkt. At holde lav profil vil ikke redde os. [color=CHARTREUSE]Kun at bringe systemet ned vil[/color].,Wir sind längst über diesen Punkt hinaus. Sich bedeckt halten wird uns nicht retten. [color=CHARTREUSE]Nur das System zu stürzen wird es[/color].,Estamos mucho más allá de ese punto. Mantener un perfil bajo no nos salvará. [color=CHARTREUSE]Solo derribar el sistema lo hará[/color].,Olemme jo kauan sitten ohittaneet sen pisteen. Matalalla profiililla pysyminen ei pelasta meitä. [color=CHARTREUSE]Vain järjestelmän kaataminen tekee sen[/color].,Nous sommes bien au-delà de ce point. Faire profil bas ne nous sauvera pas. [color=CHARTREUSE]Seul le renversement du système le fera[/color].,Már rég túl vagyunk azon a ponton. A meghúzódás nem fog megmenteni minket. [color=CHARTREUSE]Csak a rendszer megdöntése fogja[/color].,Kita sudah jauh melewati titik itu. Bersembunyi tidak akan menyelamatkan kita. [color=CHARTREUSE]Hanya menumbangkan sistem yang akan[/color].,Siamo ben oltre quel punto. Mantenere un basso profilo non ci salverà. [color=CHARTREUSE]Solo abbattere il sistema lo farà[/color].,We zijn dat punt al lang voorbij. Ons gedeisd houden zal ons niet redden. [color=CHARTREUSE]Alleen het systeem omverwerpen zal dat doen[/color].,Vi er langt forbi det punktet. Å holde lav profil vil ikke redde oss. [color=CHARTREUSE]Bare å velte systemet vil gjøre det[/color].,Jesteśmy daleko poza tym punktem. Przyczajenie się nas nie uratuje. [color=CHARTREUSE]Tylko obalenie systemu to zrobi[/color].,Estamos muito além desse ponto. Manter um perfil baixo não nos salvará. [color=CHARTREUSE]Apenas derrubar o sistema o fará[/color].,Suntem mult dincolo de acel punct. Să ne ținem capul plecat nu ne va salva. [color=CHARTREUSE]Doar dărâmarea sistemului o va face[/color].,Sme ďaleko za týmto bodom. Držať sa v ústraní nás nezachráni. [color=CHARTREUSE]Iba zvrhnutie systému to dokáže[/color].,Vi är långt bortom den punkten. Att hålla låg profil kommer inte att rädda oss. [color=CHARTREUSE]Endast att störta systemet kommer att göra det[/color].,O noktayı çoktan geçtik. Sessiz kalmak bizi kurtarmayacak. [color=CHARTREUSE]Ancak sistemi devirmek kurtaracak[/color].,Chúng ta đã vượt qua điểm đó từ lâu. Ẩn mình sẽ không cứu được chúng ta. [color=CHARTREUSE]Chỉ có lật đổ hệ thống mới làm được điều đó[/color].
Text/cf/text,Each station now has the new [color=DARK_ORANGE]RealityScan system[/color]. It detects unauthorized markings and forgeries.,Každá stanice nyní má nový [color=DARK_ORANGE]systém RealityScan[/color]. Detekuje neautorizované značky a padělky.,Hver station har nu det nye [color=DARK_ORANGE]RealityScan-system[/color]. Det registrerer uautoriserede mærker og forfalskninger.,Jede Station verfügt jetzt über das neue [color=DARK_ORANGE]RealityScan-System[/color]. Es erkennt unbefugte Markierungen und Fälschungen.,Cada estación ahora tiene el nuevo [color=DARK_ORANGE]sistema RealityScan[/color]. Detecta marcas no autorizadas y falsificaciones.,Jokaisella asemalla on nyt uusi [color=DARK_ORANGE]RealityScan-järjestelmä[/color]. Se havaitsee luvattomat merkinnät ja väärennökset.,Chaque station dispose maintenant du nouveau [color=DARK_ORANGE]système RealityScan[/color]. Il détecte les marquages non autorisés et les contrefaçons.,Minden állomáson most már az új [color=DARK_ORANGE]RealityScan rendszer[/color] működik. Érzékeli a jogosulatlan jelöléseket és hamisításokat.,Setiap stasiun sekarang memiliki [color=DARK_ORANGE]sistem RealityScan baru[/color]. Ini mendeteksi tanda dan pemalsuan yang tidak sah.,Ogni stazione ora ha il nuovo [color=DARK_ORANGE]sistema RealityScan[/color]. Rileva marcature e falsificazioni non autorizzate.,Elk station heeft nu het nieuwe [color=DARK_ORANGE]RealityScan-systeem[/color]. Het detecteert ongeautoriseerde markeringen en vervalsingen.,Hver stasjon har nå det nye [color=DARK_ORANGE]RealityScan-systemet[/color]. Det oppdager uautoriserte markeringer og forfalskninger.,Każda stacja ma teraz nowy [color=DARK_ORANGE]system RealityScan[/color]. Wykrywa on nieautoryzowane oznaczenia i fałszerstwa.,Cada estação agora tem o novo [color=DARK_ORANGE]sistema RealityScan[/color]. Ele detecta marcações não autorizadas e falsificações.,Fiecare stație are acum noul [color=DARK_ORANGE]sistem RealityScan[/color]. Acesta detectează marcaje neautorizate și falsificări.,Každá stanica teraz má nový [color=DARK_ORANGE]systém RealityScan[/color]. Detekuje neautorizované značky a falzifikáty.,Varje station har nu det nya [color=DARK_ORANGE]RealityScan-systemet[/color]. Det upptäcker obehöriga märkningar och förfalskningar.,Her istasyonda artık yeni [color=DARK_ORANGE]RealityScan sistemi[/color] var. İzinsiz işaretleri ve sahteciliği tespit ediyor.,Mỗi trạm giờ đây đều có [color=DARK_ORANGE]hệ thống RealityScan mới[/color]. Nó phát hiện các dấu hiệu và giả mạo trái phép.
Text/d0/text,All documents must be scanned before approval. The [color=CRIMSON]traitors will be rooted out[/color]. I guarantee it.,Všechny dokumenty musí být před schválením oskenovány. [color=CRIMSON]Zrádci budou vykořeněni[/color]. Garantuji to.,Alle dokumenter skal scannes før godkendelse. [color=CRIMSON]Forræderne vil blive udryddet[/color]. Jeg garanterer det.,Alle Dokumente müssen vor der Genehmigung gescannt werden. Die [color=CRIMSON]Verräter werden ausgemerzt[/color]. Ich garantiere es.,Todos los documentos deben ser escaneados antes de su aprobación. Los [color=CRIMSON]traidores serán erradicados[/color]. Lo garantizo.,Kaikki asiakirjat on skannattava ennen hyväksyntää. [color=CRIMSON]Petturit juuritaan pois[/color]. Takaan sen.,Tous les documents doivent être scannés avant approbation. Les [color=CRIMSON]traîtres seront déracinés[/color]. Je le garantis.,Minden dokumentumot szkennelni kell jóváhagyás előtt. Az [color=CRIMSON]árulókat kigyomláljuk[/color]. Garantálom.,Semua dokumen harus dipindai sebelum disetujui. [color=CRIMSON]Para pengkhianat akan diberantas[/color]. Saya jamin itu.,Tutti i documenti devono essere scansionati prima dell'approvazione. I [color=CRIMSON]traditori saranno estirpati[/color]. Lo garantisco.,Alle documenten moeten worden gescand vóór goedkeuring. De [color=CRIMSON]verraders zullen worden uitgeroeid[/color]. Dat garandeer ik.,Alle dokumenter må skannes før godkjenning. [color=CRIMSON]Forræderne vil bli utryddet[/color]. Jeg garanterer det.,Wszystkie dokumenty muszą zostać zeskanowane przed zatwierdzeniem. [color=CRIMSON]Zdrajcy zostaną wykorzenieni[/color]. Gwarantuję to.,Todos os documentos devem ser escaneados antes da aprovação. Os [color=CRIMSON]traidores serão erradicados[/color]. Eu garanto.,Toate documentele trebuie scanate înainte de aprobare. [color=CRIMSON]Trădătorii vor fi eliminați[/color]. Garantez asta.,Všetky dokumenty musia byť pred schválením oskenované. [color=CRIMSON]Zradcovia budú vykoreňovaní[/color]. Garantujem to.,Alla dokument måste skannas före godkännande. [color=CRIMSON]Förrädarna kommer att utrotas[/color]. Jag garanterar det.,Tüm belgeler onaylanmadan önce taranmalıdır. [color=CRIMSON]Hainler kökünden temizlenecek[/color]. Bunu garanti ederim.,Tất cả tài liệu phải được quét trước khi phê duyệt. [color=CRIMSON]Những kẻ phản bội sẽ bị tiêu diệt[/color]. Tôi đảm bảo điều đó.
