keys,ar
Text/f7/text,"كلمة المرور هي ""[wave amp=15 freq=3][color=CHARTREUSE]الجذور تنمو عميقًا.[/color][/wave]"" تذكرها."
Text/f8/text,يهز القائد رأسه ببطء، خائب الأمل بوضوح ولكنه متفهم.
Text/f9/text,أحيانًا أقصى ما يمكن أن نطلبه هو ألا يقف الناس في طريقنا.
Text/fa/text,سيستمر عملاؤنا كما هو مخطط. فقط... لا تطلق الإنذار.
Text/fb/text,تتصلب تعابير القائد. [color=YELLOW]الوقت رفاهية لا نملكها.[/color]
Text/fc/text,لكن إجبار أي شخص على الانضمام لقضيتنا لا يجعلنا أفضل منهم.
Text/fd/text,سنمضي قدمًا دون الاعتماد على مساعدتك. ابحث في ضميرك.
Text/fe/text,مع انتهاء الاجتماع، تسير ساشا معك عائدة نحو نقطة التفتيش.
Text/ff/text,[color=CHARTREUSE]تمسك يدك بينما تسيران.[/color] مهما حدث... نحن في هذا معًا الآن. شكرًا لك.
Text/ff2/text,[color=STEEL_BLUE]تحافظ على مسافتها بينما تسيران.[/color] أقدر عدم وقوفك في طريقنا. إنه... شيء.
Text/ff3/text,[color=STEEL_BLUE]تسير بصمت، وذراعاها متقاطعتان.[/color] آمل أن تجد اليقين الذي تبحث عنه. أما البقية منا فلا يمكننا تحمل الانتظار.
Text/100_viktor1/text,في طريق عودتك، تجد فيكتور وحيدًا على سطح نقطة التفتيش، يحدق في سماء الليل.
Text/100_viktor2/text,يحمل فيكتور صغيرًا
Text/100_viktor3/text,اعتادت أن تقول أنه مهما اشتدت الظلمة، فإن النجوم ستبقى هناك. [color=STEEL_BLUE]ثابتة. جميلة.[/color]
Text/100_viktor4/text,يلتفت إليك وعيناه تلمعان. [wave amp=15 freq=2]أظل أفكر... هل عانت؟[/wave] هل كانت تعلم ما يحدث؟
Text/100_viktor5/text,يتصدع صوت فيكتور. سألتني مرة إذا كنت قد شككت في الرفض. أخبرتها [color=CRIMSON]أن تثق بالنظام[/color].
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]لقد أرسلت زوجتي بنفسي إلى أحواض المعالجة دون أن أعلم.[/color][/tornado]
Choice/100_viktor_choice1/text,"""لم يكن بإمكانك أن تعلم. لم يعلم أحد منا."""
Choice/100_viktor_choice2/text,"""إيلينا كانت لتريدك أن تقاتل الآن، لا أن تغرق في الشعور بالذنب."""
Choice/100_viktor_choice3/text,"""لا أعرف ماذا أقول. أنا آسف."""
Text/100_viktor7/text,يهز رأسه ببطء. [color=STEEL_BLUE]الجهل ليس براءة. كان يجب أن أسأل. كان يجب أن أستمع.[/color]
Text/100_viktor8/text,يضع فيكتور الصورة بعناية. [color=CHARTREUSE]لكنني أعرف الآن. والمعرفة تعني أن عليّ التصرف.[/color]
Text/100_viktor9/text,يستقيم فيكتور، ونار باردة تشتعل مجددًا في عينيه. [color=CHARTREUSE]أنت محق.[/color] كانت أقوى مني. أشجع.
Text/100_viktor10/text,يقبض على قبضته. [color=CHARTREUSE]عندما يحين الوقت
Text/100_viktor11/text,[pulse freq=2][color=CRIMSON]وسيدفع أيداهو ثمن كل حياة استهلكها.[/color][/pulse]
Text/100_viktor12/text,يُبدي فيكتور حزنًا
Text/100_viktor13/text,ينظر إلى النجوم مرة أخرى. [color=STEEL_BLUE]كانت إيلينا ستحبك.[/color]
Text/100_viktor14/text,يستدير ليغادر، ثم يتوقف. [color=CHARTREUSE]عندما تتحرك المقاومة... سأكون مستعدًا.[/color]
Text/100_viktor15/text,من أجل إيلينا. من أجلهم جميعًا. [pulse freq=2][color=CHARTREUSE]سيتبعني الحراس عندما أخبرهم الحقيقة.[/color][/pulse]
Text/100/text,تعود إلى غرفتك في نقطة التفتيش، وعقلك يتسابق مع ثقل الأحداث القادمة.
Text/101/text,في غضون ثلاثة أيام فقط، قد يتغير كل شيء. [color=YELLOW]للأفضل أو للأسوأ.[/color]
Choice/de/disabled_text,
Choice/df/disabled_text,
Choice/e0/disabled_text,
Choice/f2/disabled_text,
Choice/f3/disabled_text,
Choice/f4/disabled_text,
Choice/100_viktor_choice1/disabled_text,
Choice/100_viktor_choice2/disabled_text,
Choice/100_viktor_choice3/disabled_text,
