keys,bg
Submit Score,Изпрати резултат
Restart,Рестартирай
SHIFT SUMMARY,ОБОБЩЕНИЕ НА СМЯНАТА
Easy,Лесно
Expert,Експертно
Primary,Основно
Secondary,Вторично
Primary Interaction,Основно взаимодействие
Secondary Interaction,Вторично взаимодействие
Cancel Interaction,Отмени взаимодействието
Escape,Изход
Dialogic Default Action,Действие по подразбиране на диалога
Enter,Въведи
Left Mouse Button,Ляв бутон на мишката
Right Mouse Button,Десен бутон на мишката
Start New Game,Започни нова игра
Starting a new game will reset your progress. Are you sure you want to continue?,"Започването на нова игра ще изтрие напредъка ви. Сигурни ли сте, че искате да продължите?"
"Yes, Start New Game","Да, започни нова игра"
Skip,Пропусни
History,История
Return,Връщане
Restart the game?,Рестартирате играта?
help_menu_button,Помощ
achievements_menu_button,Постижения
help_menu_title,Как се играе
help_tab_basics,Основи
help_tab_gameplay,Геймплей
help_tab_minigames,Миниигри
help_basics_intro,"[b]Добре дошли в Spud Customs![/b]\n\nВие сте граничен служител на митнически пункт за картофи. Вашата работа е да инспектирате документи, да одобрявате или отхвърляте имигранти и да спирате тези, които се опитват да преминат границата нелегално."
help_basics_gate,"[b]Отваряне на портата[/b]\nКликнете върху бутона на портата или използвайте мегафона, за да извикате следващия картоф до вашата кабина."
help_basics_documents,"[b]Проверка на документи[/b]\nПлъзнете документите до бюрото си, за да ги проверите. Проверете имена, дати и други детайли спрямо имиграционните правила за текущата смяна."
help_basics_stamping,"[b]Подпечатване на документи[/b]\nИзползвайте печата ОДОБРЕНО (зелен), за да пропуснете имигрантите, или печата ОТХВЪРЛЕНО (червен), за да ги отхвърлите. Точността на печата влияе на резултата ви!"
help_basics_runners,"[b]Бегълци от границата[/b]\nНякои картофи ще се опитат да избягат покрай контролния пункт! Кликнете, за да изстреляте ракети и да ги спрете. Перфектният тайминг дава бонус точки."
help_basics_xray,"[b]Рентгенов скенер[/b]\nЗапочвайки от Смяна 3, използвайте рентгеновата машина, за да сканирате картофите за скрита контрабанда."
help_gameplay_quota,"[b]Изпълнение на квотата[/b]\nВсяка смяна има квота от картофи, които трябва да обработите. Ако не изпълните квотата, ще бъдете уволнени!"
help_gameplay_strikes,"[b]Наказания[/b]\nПравенето на грешки (грешни одобрения/отхвърляния, пропуснати бегълци) ви носи наказания. Твърде много наказания и играта свършва!"
help_gameplay_rules,"[b]Имиграционни правила[/b]\nПроверете таблото за актуални правила. Правилата се променят всяка смяна – забранени региони, необходими документи и специални условия."
help_gameplay_scoring,"[b]Точкуване[/b]\nПечелете точки за правилни решения, перфектни печати и спиране на бегълци. Бонуси се присъждат за скорост и точност!"
help_gameplay_difficulty,"[b]Нива на трудност[/b]\nЛесно: По-толерантен тайминг, по-малко правила. Нормално: Стандартно преживяване. Експерт: Строг тайминг, сложни правила, по-високи резултати."
help_minigames_intro,"[b]Миниигри[/b]\nПо време на смените си ще срещате миниигри, които могат да ви донесат бонус точки. Изпълнете ги за награди или ги пропуснете без наказание."
help_minigames_document_scanner,"[b]Скенер за документи[/b] (Смяна 1+)\nИзползвайте UV светлина, за да намерите скрити елементи по документите. Кликнете, за да маркирате водни знаци, печати и символи. Намерете всички елементи, преди да изтече времето!"
help_minigames_stamp_sorting,"[b]Сортиране на печати[/b] (Смяна 2+) Сортирайте падащите печати в правилните кошове. Зелените печати отиват за ОДОБРЕНИ, червените печати отиват за ОТХВЪРЛЕНИ. Сортирайте бързо за бонус точки!"
help_minigames_fingerprint_match,"[b]Съвпадение на пръстови отпечатъци[/b] (Смяна 3+) Сравнете пръстовите отпечатъци от мрежата с референтния образец. Кликнете върху съвпадащите отпечатъци, за да потвърдите самоличността. Изисква се внимателно наблюдение!"
help_minigames_code_breaker,"[b]Разбивач на кодове[/b] (Смяна 4+) Разбийте тайния код! Познайте 4-цифрената комбинация. Зелено означава правилна позиция, жълто означава грешна позиция. Ограничен брой опити!"
help_minigames_border_chase,"[b]Гранично преследване[/b] (Смяна 5+) Контрабанда на конвейера! Кликнете върху ЧЕРВЕНИТЕ предмети, за да ги конфискувате. Оставете ЗЕЛЕНИТЕ предмети да преминат. Бързите рефлекси носят повече точки!"
help_tab_lore,История
help_lore_world_intro,"[b]Светът на Клубен[/b]\n\nДобре дошли в земя, където картофите са изградили своя собствена цивилизация. В този свят клубените ходят, говорят и са създали своя собствена нация със закони, граници и бюрокрация."
help_lore_nation,"[b]Нацията Клубен[/b]\n\nКлубен е горда нация, която обещава просперитет за всички картофи. Защитена от Великата стена на Клубен, нацията поддържа строг граничен контрол, за да гарантира, че само достойни клубени могат да влязат.\n\nПравителството насърчава единството и подчинението, като патриотични граждани често се чуват да провъзгласяват: ""Слава на Клубен!"""
help_lore_your_role,"[b]Вашата роля[/b]\n\nВие сте избрани за решаваща роля в защитата на границите. Като митнически служител, вие работите под зоркия поглед на Надзирател Ръсет.\n\nВашето благосъстояние зависи от вашето представяне. Изпълнявайте квотите си, спазвайте правилата и помнете: нацията разчита на вас."
help_lore_border,"[b]Великата стена[/b]\n\nМогъщата Велика стена на Клубен защитава нацията от външни лица. На различни контролно-пропускателни пунктове по стената, служители като вас гарантират, че само достойните могат да влязат.\n\nТези, които се опитат да преминат границата без надлежна документация, се сблъскват с незабавни последици."
help_lore_secrets,[b]Коренов резерв[/b]\n\nОтхвърлените картофи са... обработени. Според протокола. Мистериозният Коренов резерв се занимава с всички подробности.\n\nНай-добре е да не задавате твърде много въпроси. Съсредоточете се върху задълженията си. Нищо повече.
level_select_choices_header,Избори до Ден {day}
level_select_choices_header_named,Избори до Ден {day} - {name}
level_select_play_day,Играй този ден
level_select_close,Затвори
continue_dialog_header,Вашият запазен прогрес
continue_dialog_day,Ден: {day}
continue_dialog_continue,Продължи
continue_dialog_cancel,Отказ
new_game_confirm_button,"Да, започни нова игра"
tutorial_choice_play,Играй обучителен режим
tutorial_choice_skip,Пропусни обучителен режим
tutorial_dialog_title,Обучителен режим
tutorial_dialog_text,Желаете ли да изиграете обучителния режим? \n\nОбучителният режим ще ви преведе през основите на работата като митнически служител в Spud Customs.
continue_game_title,Продължи играта
level_select_story_choices,Избор на история
reset_progress_confirm,"Сигурни ли сте, че искате да нулирате напредъка в историята? Това действие не може да бъде отменено."
reset_highscores_confirm,"Сигурни ли сте, че искате да нулирате всички високи резултати? Това действие не може да бъде отменено."
level_name_0,Обучение
level_name_1,Първи ден на работа
level_name_2,Нови разпоредби
level_name_3,Нарастващ натиск
level_name_4,Проверка за контрабанда
level_name_5,Криза в средата
level_name_6,Повишена сигурност
level_name_7,Под наблюдение
level_name_8,Двойни агенти
level_name_9,Хаос на границата
level_name_10,Последното отброяване
shift_name_1,Първи ден на работа
shift_name_2,Среща със Саша и Мърфи
shift_name_3,Изчезналата съпруга
shift_name_4,Камиони от Кореновия резерв
shift_name_5,Проверка за лоялност
shift_name_6,RealityScan
shift_name_7,Среща на съпротивата
shift_name_8,Залавянето на Саша
shift_name_9,Атаката
shift_name_10,Финалното отброяване
shift_name_unknown,Неизвестно
path_chaos_agent,Агент на хаоса
path_loyalist,Път на лоялиста
path_resistance_ally,Съюзник на съпротивата
path_questioning,Под въпрос
path_undetermined,Неопределен
story_choice_path_label,Път:
story_choice_sasha_trust,Доверие в Саша: {value}/10
story_choice_chaos_points,Хаос: {value} точки
story_choice_no_choices,Все още няма записани избори
story_choice_day_header,Ден {day} - {name}
choice_initial_response_eager,Показа ентусиазъм към Spud
choice_initial_response_questioning,Постави под въпрос системата
choice_note_reaction_investigate,Избра да разследва бележката
choice_note_reaction_destroy,Унищожи мистериозната бележка
choice_note_reaction_report,Докладвах бележката на властите
choice_kept_note_yes,Запазих мистериозната бележка
choice_kept_note_no,Изхвърлих бележката
choice_reported_note_yes,Докладвах бележката
choice_murphy_trust_open,Открих се пред Мърфи
choice_murphy_trust_guarded,Останах предпазлив с Мърфи
choice_eat_reserve_ate,Изядох резервните дажби
choice_eat_reserve_refused,Отказах резервните дажби
choice_scanner_response_loyal,Показах лоялност по време на теста със скенера
choice_scanner_response_questioning,Поставих под въпрос предназначението на скенера
choice_family_response_refuse,Отказах да помогна да намеря съпругата
choice_family_response_help,Съгласих се да помогна да намеря изчезналата съпруга
choice_has_wife_photo_yes,Набавих снимка на изчезналата съпруга
choice_reveal_reaction_shocked,Бях шокиран от разкритието
choice_reveal_reaction_cautious,Реагирах предпазливо на разкритието
choice_cafeteria_response_serious,Приех слуховете от столовата сериозно
choice_cafeteria_response_avoid,Избягвах дискусиите в столовата
choice_murphy_alliance_ally,Съюзих се с Мърфи
choice_murphy_alliance_cautious,Останах предпазлив с Мърфи
choice_murphy_alliance_skeptical,Останах скептичен към Мърфи
choice_sasha_trust_level_committed,Напълно се доверих на Саша
choice_sasha_trust_level_cautious,Останах предпазлив към Саша
choice_sasha_investigation_committed,Посветих се на разследването на Саша
choice_sasha_investigation_hesitant,Колебаех се относно разследването
choice_loyalty_response_patriotic,Дадох патриотични отговори
choice_loyalty_response_idealistic,Изрази идеалистични възгледи
choice_hide_choice_desk,Скри се зад бюрото
choice_hide_choice_window,Скри се до прозореца
choice_evidence_choice_hand_over,Предаде доказателствата
choice_evidence_choice_keep,Запази доказателствата скрити
choice_evidence_choice_lie,Излъга за доказателствата
choice_evidence_choice_chaos,"Използва доказателства, за да предизвика хаос"
choice_viktor_wife_discovery_yes,Откри съпругата на Виктор в списъка
choice_fellow_officer_response_cautious,Прояви предпазливост с колегата офицер
choice_fellow_officer_response_sympathetic,Прояви съчувствие към колегата офицер
choice_fellow_officer_response_loyal,Остана лоялен спрямо колегата офицер
choice_interrogation_response_lie,Излъга по време на разпита
choice_interrogation_response_legal,Даде законосъобразни отговори
choice_viktor_conversation_tell_truth,Каза на Виктор истината
choice_viktor_conversation_lie_protect,"Излъга, за да защити Виктор"
choice_viktor_conversation_curious,Прояви любопитство към Виктор
choice_scanner_choice_help,Помогна да саботира скенера
choice_scanner_choice_scan,Работи със скенера нормално
choice_scanner_choice_viktor,Избра Виктор за скенера
choice_helped_operative_yes,Помогна на агента на съпротивата
choice_helped_operative_no,Отказа да помогне на агента
choice_viktor_allied_yes,Сключи съюз с Виктор
choice_betrayed_resistance_yes,Предаде съпротивата
choice_sasha_plan_response_committed,Ангажира се с плана на Саша
choice_sasha_plan_response_nervous,Изпита нервност за плана
choice_malfunction_excuse_technical,Обвини техническа неизправност
choice_malfunction_excuse_innocent,Престори се на невинен
choice_resistance_mission_committed,Отдаде се на мисията на съпротивата
choice_resistance_mission_hesitant,Колебаеше се относно мисията
choice_resistance_mission_cautious,Подходи предпазливо към мисията
choice_final_decision_help,Реши да помогне на съпротивата
choice_final_decision_passive,Остана пасивен
choice_final_decision_undecided,Остана нерешителен
choice_yellow_badge_response_help,Помогна на притежателите на жълти значки
choice_yellow_badge_response_betray,Предаде притежателите на жълти значки
choice_follow_trucks_volunteer,Предложи се да проследи камионите
choice_follow_trucks_hesitant,Колебаеше се да проследи камионите
choice_found_facility_yes,Откри съоръжението „Коренов резерв“
choice_sasha_response_cautious,Беше предпазлив относно ситуацията на Саша
choice_sasha_response_concerned,Показа загриженост за Саша
choice_interrogation_choice_deny,Отрече да знае нещо по време на разпит
choice_interrogation_choice_betray,Предаде други по време на разпит
choice_sasha_arrest_reaction_intervene,Намеси се при ареста на Саша
choice_sasha_arrest_reaction_hide,Скри се по време на ареста на Саша
choice_sasha_arrest_reaction_promise,Даде обещание на Саша
choice_player_wanted_yes,Стана издирван от властите
choice_player_captured_yes,Беше заловен от властите
choice_has_keycard_yes,Получи карта за достъп
choice_murphy_final_alliance_committed,Напълно се отдаде на съюза с Мърфи
choice_murphy_final_alliance_hesitant,Колебаеше се относно окончателния съюз
choice_critical_choice_help,Помогна в критичния момент
choice_critical_choice_betray,Предаде в критичния момент
choice_stay_or_go_stay,Остана да се бие
choice_stay_or_go_go,Избра да избяга
choice_sasha_rescue_reaction_angry,Реагира с гняв на спасяването
choice_sasha_rescue_reaction_disgusted,Беше отвратен от събитията
choice_sasha_rescue_reaction_relieved,Почувства облекчение след спасяването
choice_fellow_officer_response_2_cautious,Остана предпазлив с колегите
choice_fellow_officer_response_2_sympathetic,Прояви съчувствие към колегите
choice_final_mission_response_determined,Решен да завърши последната мисия
choice_final_mission_response_cautious,Предпазлив относно последната мисия
choice_resistance_trust_diplomatic,Подходи дипломатично със съпротивата
choice_resistance_trust_committed,Напълно отдаден на съпротивата
choice_ending_choice_diplomatic,Избра дипломатичен край
choice_ending_choice_justice,Избра справедлив край
choice_ending_choice_vengeance,Избра отмъстителен край
choice_ending_choice_dismantle,Избра да демонтира системата
choice_accept_medal_accept,Прие медала с гордост
choice_accept_medal_reluctant,Неохотно прие медала
choice_eat_final_eat,Изeде последното приношение
choice_eat_final_refuse,Отказа последното приношение
choice_final_loyalist_choice_report,Донесе несъгласните
choice_final_loyalist_choice_ignore,Игнорира несъгласните
choice_final_loyalist_choice_hope,Запази надежда за промяна
choice_qte_rescue_result_pass,Успя в опита за спасяване
choice_qte_rescue_result_fail,Неуспешен опит за спасяване
choice_qte_confrontation_result_pass,Спечелихте конфронтацията
choice_qte_confrontation_result_fail,Загубихте конфронтацията
choice_qte_escape_result_pass,Успешно избягахте
choice_qte_escape_result_fail,Неуспешен опит за бягство
choice_qte_infiltration_result_pass,Успешна инфилтрация
choice_qte_infiltration_result_fail,Неуспешна инфилтрация
choice_qte_scanner_result_pass,Успешен саботаж на скенера
choice_qte_scanner_result_fail,Неуспешен саботаж на скенера
choice_qte_surveillance_result_pass,Избегнахте наблюдението
choice_qte_surveillance_result_fail,Засечени от наблюдението
choice_qte_suppression_result_pass,Устояхте на потисничеството
choice_qte_suppression_result_fail,Поддадохте се на потисничеството
passport_label_type,Тип:
passport_label_born,Роден:
passport_label_gender,Пол:
passport_label_country,Държава:
passport_label_expires,Изтича на:
passport_label_condition,Състояние:
tutorial_skip,Пропусни
tutorial_skip_all,Пропусни всички уроци
tutorial_continue_auto,(продължава автоматично...)
tutorial_continue_click,(кликнете за продължаване...)
tutorial_header,Урок {current} от {total}: {name} - Стъпка {step} от {steps}
tutorial_header_single,{name} - Стъпка {step} от {steps}
tutorial_welcome_name,Добре дошли в Картофени Митници
tutorial_gate_control_name,Отваряне на Портата
tutorial_megaphone_call_name,Извикване на Картофи
tutorial_document_inspection_name,Проверка на Документи
tutorial_rules_checking_name,Имиграционни Правила
tutorial_stamp_usage_name,Използване на Печатите
tutorial_strikes_and_quota_name,Грешки и Квота
tutorial_welcome_step1,[center][b]Добре дошли в Картофени Митници![/b][/center]\n\nВашата задача е да обработвате пристигащи картофи на граничния контролно-пропускателен пункт. Нека научим основите!
tutorial_gate_control_step1,"[center][b]Отваряне на Вашата Кабина[/b][/center]\n\nВиждате ли този лост? {interact} го, за да вдигнете щората и да отворите кабината си за работа!\n\n[color=yellow]{interact} лоста сега.[/color]"
tutorial_gate_control_step2,"[center][b]Отлична работа![/b][/center]\n\nВашата кабина вече е отворена. Картофите на опашката виждат, че сте готови за обслужване."
tutorial_megaphone_call_step1,"[center][b]Извикване на Следващия Картоф[/b][/center]\n\nИзползвайте мегафона, за да извикате следващия картоф от опашката до вашата кабина.\n\n[color=yellow]{interact} мегафона![/color]"
tutorial_megaphone_call_step2,[center][b]Ето ги идват![/b][/center]\n\nНаблюдавайте как картофът се приближава до вашата кабина. Те ще представят документите си за проверка.
tutorial_document_inspection_step1,"[center][b]Проверка на Документи[/b][/center]\n\nКартофът ви подаде паспорта си. {drag} го до вашата инспекционна маса, за да го разгледате внимателно.\n\n[color=yellow]{drag} паспорта до масата.[/color]"
tutorial_document_inspection_step2,"[center][b]Преглед на Паспорта[/b][/center]\n\n{interact} паспорта, за да го отворите и прегледате информацията за картофа:\n\n- Име и снимка\n- Страна на произход\n- Вид и състояние на картофа\n\nТърсете нещо подозрително!"
tutorial_document_inspection_step3,"[center][b]Проверете Правилата![/b][/center]\n\nПреди да вземете решение, трябва да проверите имиграционните правила. Нека научим за тях!"
tutorial_rules_checking_step1,"[center][b]Имиграционни Правила[/b][/center]\n\nПогледнете брошурата с правила отдясно. Тези правила ви казват кои картофи да [color=green]ОДОБРЯВАТЕ[/color] или [color=red]ОТХВЪРЛЯТЕ[/color].\n\nОтхвърлете всеки картоф, който нарушава текущите правила!\n\n[color=red]ВАЖНО: Документи с изтекъл срок на годност трябва да бъдат ОТХВЪРЛЕНИ![/color]"
tutorial_rules_checking_step2,"[center][b]Бъдете бдителни![/b][/center]\n\nПравилата се променят между смените. Винаги проверявайте текущите правила, преди да вземате решения.\n\nСравнявайте внимателно информацията от паспорта с активните правила."
tutorial_stamp_usage_step1,"[center][b]Лентата с Печати[/b][/center]\n\nВиждате ли лентата с печати горе? {interact} дръжката, за да разкриете печатите си за одобрение и отхвърляне.\n\n[color=yellow]{interact}, за да отворите лентата с печати.[/color]"
tutorial_stamp_usage_step2,"[center][b]Позициониране за Подпечатване[/b][/center]\n\n{drag} паспорта под печатите. Ще видите водач, показващ къде да го поставите.\n\n[color=green]Зелен печат[/color] = ОДОБРЯВАНЕ\n[color=red]Червен печат[/color] = ОТХВЪРЛЯНЕ\n\n[color=yellow]Позиционирайте паспорта под печат.[/color]"
tutorial_stamp_usage_step3,"[center][b]Приложете Печата![/b][/center]\n\n{interact} печата, за да маркирате паспорта с вашето решение.\n\n[color=yellow]{interact} печат, за да го приложите.[/color]"
tutorial_stamp_usage_step4,"[center][b]Върнете Документите[/b][/center]\n\nСега {drag} подпечатания паспорт обратно на картофа, за да завършите обработката му.\n\n[color=yellow]Върнете паспорта на картофа.[/color]"
tutorial_stamp_usage_step5,[center][b]Браво![/b][/center]\n\nОбработихте първия си картоф! Следете квотата си – трябва да обработите достатъчно картофи всяка смяна.
tutorial_strikes_and_quota_step1,[center][b]Системата за Квоти[/b][/center]\n\nПогледнете дисплея за [color=yellow]Квота[/color]. Това показва колко картофи трябва да обработите правилно всяка смяна.
tutorial_strikes_and_quota_step2,[center][b]Избягвайте Грешки![/b][/center]\n\nБроячът за [color=red]Грешки[/color] показва вашите грешки. Твърде много грешки и играта приключва!\n\nВземайте грешни решения и ще трупате грешки.
tutorial_strikes_and_quota_step3,"[center][b]Обучението Завършено![/b][/center]\n\nПродължете да обработвате картофи, за да завършите тренировъчната си смяна.\n\nСлед като приключите, ще бъдете [color=green]сертифициран като Митнически служител[/color] и готови за първия си истински ден!"
