keys,en,cs,da,de,es,fi,fr,hu,id,it,nl,no,pl,pt,ro,sk,sv,tr,vi,ar,bg,el,es-419,ja,ko,pt-BR,ru,th,uk,zh-CN,zh-TW
Text/106_trucks1/text,But we still don't know where the main processing facility is. The documents only list shipment codes.,,,,,,,,,,,,,,,,,,,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.,But we still don't know where the main processing facility is. The documents only list shipment codes.
Text/106_trucks2/text,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,,,,,,,,,,,,,,,,,,,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.,I've been watching the [color=DARK_VIOLET]Root Reserve trucks[/color]. They leave every night at 0300. Same route.
Text/106_trucks3/text,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,,,,,,,,,,,,,,,,,,,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.,[color=CHARTREUSE]If we could follow them...[/color] we'd know exactly where they're taking the rejects.
Choice/106_trucks4/text,I'll do it. I know the patrol schedules.,,,,,,,,,,,,,,,,,,,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.,I'll do it. I know the patrol schedules.
Choice/106_trucks5/text,That sounds risky. Can't someone else do it?,,,,,,,,,,,,,,,,,,,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?,That sounds risky. Can't someone else do it?
Text/106_trucks6/text,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,,,,,,,,,,,,,,,,,,,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.,[color=CHARTREUSE]Sasha's eyes light up.[/color] I knew you had roots of steel. Be careful - they patrol heavily at night.
Text/106_trucks7/text,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,,,,,,,,,,,,,,,,,,,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.,0300 hours. You crouch in the shadows as the [color=DARK_VIOLET]Root Reserve[/color] trucks rumble past.
Text/106_trucks8/text,[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],,,,,,,,,,,,,,,,,,,[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse],[pulse freq=2][color=YELLOW]Stay hidden! Follow the convoy![/color][/pulse]
Text/106_trucks9/text,"The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]",,,,,,,,,,,,,,,,,,,"The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]","The trucks stop at a massive complex hidden in the industrial district. [color=DARK_VIOLET]Sector 7, Warehouse Complex Delta.[/color]"
Text/106_trucks10/text,Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],,,,,,,,,,,,,,,,,,,Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado],Smokestacks belch purple-tinged smoke. The smell is... [tornado radius=3 freq=2][color=CRIMSON]unmistakable.[/color][/tornado]
Text/106_trucks11/text,[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],,,,,,,,,,,,,,,,,,,[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave],[wave amp=20 freq=3][color=CHARTREUSE]The heart of Root Reserve.[/color][/wave]
Text/106_trucks12/text,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,,,,,,,,,,,,,,,,,,,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.,[color=STEEL_BLUE]Sasha's expression flickers with disappointment.[/color] We all have to take risks. I'll find another way.
Text/107/text,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,Situace venku se zhoršila. U kontrolních bodů se shromažďují rozhněvané davy požadující odpovědi ohledně Root Reserve.,Situationen udenfor er forværret. Vrede folkemængder samles ved kontrolpunkter og kræver svar om Root Reserve.,Die Situation draußen hat sich verschlechtert. Wütende Menschenmengen versammeln sich an Kontrollpunkten und fordern Antworten über die Root Reserve.,La situación afuera se ha deteriorado. Multitudes enojadas se reúnen en los puntos de control exigiendo respuestas sobre Root Reserve.,Tilanne ulkona on huonontunut. Vihaiset väkijoukot kokoontuvat tarkastuspisteille vaatien vastauksia Root Reservestä.,La situation à l'extérieur s'est détériorée. Des foules en colère se rassemblent aux points de contrôle exigeant des réponses sur Root Reserve.,"A kinti helyzet romlott. Dühös tömegek gyűlnek az ellenőrzőpontoknál, válaszokat követelve a Root Reserve-ről.",Situasi di luar telah memburuk. Kerumunan marah berkumpul di pos-pos pemeriksaan menuntut jawaban tentang Root Reserve.,La situazione fuori è peggiorata. Folle arrabbiate si radunano ai posti di blocco chiedendo risposte su Root Reserve.,De situatie buiten is verslechterd. Boze menigten verzamelen zich bij controleposten en eisen antwoorden over Root Reserve.,Situasjonen utenfor har forverret seg. Sinte folkemengder samler seg ved kontrollpunkter og krever svar om Root Reserve.,"Sytuacja na zewnątrz uległa pogorszeniu. Wściekłe tłumy gromadzą się przy punktach kontrolnych, domagając się odpowiedzi na temat Root Reserve.",A situação lá fora deteriorou-se. Multidões furiosas se reúnem nos postos de controle exigindo respostas sobre a Root Reserve.,Situația din exterior s-a deteriorat. Mulțimi furioase se adună la punctele de control cerând răspunsuri despre Root Reserve.,"Situácia vonku sa zhoršila. Pri kontrolných bodoch sa zhromažďujú nahnevané davy, ktoré požadujú odpovede ohľadom Root Reserve.",Situationen utanför har försämrats. Arga folkmassor samlas vid kontrollpunkter och kräver svar om Root Reserve.,Dışarıdaki durum kötüleşti. Öfkeli kalabalıklar kontrol noktalarında toplanıp Root Reserve hakkında cevaplar istiyor.,Tình hình bên ngoài đã xấu đi. Đám đông giận dữ tụ tập tại các trạm kiểm soát đòi hỏi câu trả lời về Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.,The situation outside has deteriorated. Angry crowds gather at checkpoints demanding answers about Root Reserve.
Text/108/text,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]NOUZOVÉ VYSÍLÁNÍ[/color]: Nedávné šíření [color=CRIMSON]falešných dokumentů[/color] způsobilo zbytečnou paniku.,[color=YELLOW]NØDUDSENDELSE[/color]: Nylig cirkulation af [color=CRIMSON]forfalskede dokumenter[/color] har forårsaget unødig panik.,[color=YELLOW]NOTFALLMELDUNG[/color]: Die jüngste Verbreitung von [color=CRIMSON]gefälschten Dokumenten[/color] hat unnötige Panik verursacht.,[color=YELLOW]TRANSMISIÓN DE EMERGENCIA[/color]: La reciente circulación de [color=CRIMSON]documentos falsificados[/color] ha causado pánico innecesario.,[color=YELLOW]HÄTÄLÄHETYS[/color]: Äskettäinen [color=CRIMSON]väärennettyjen asiakirjojen[/color] levitys on aiheuttanut tarpeetonta paniikkia.,[color=YELLOW]DIFFUSION D'URGENCE[/color]: La récente circulation de [color=CRIMSON]documents falsifiés[/color] a provoqué une panique inutile.,[color=YELLOW]VÉSZHELYZETI KÖZVETÍTÉS[/color]: A [color=CRIMSON]hamisított dokumentumok[/color] közelmúltbeli terjesztése szükségtelen pánikot okozott.,[color=YELLOW]SIARAN DARURAT[/color]: Peredaran [color=CRIMSON]dokumen palsu[/color] baru-baru ini telah menyebabkan kepanikan yang tidak perlu.,[color=YELLOW]TRASMISSIONE DI EMERGENZA[/color]: La recente circolazione di [color=CRIMSON]documenti falsificati[/color] ha causato panico inutile.,[color=YELLOW]NOODUITZENDING[/color]: Recente verspreiding van [color=CRIMSON]vervalste documenten[/color] heeft onnodige paniek veroorzaakt.,[color=YELLOW]NØDMELDING[/color]: Nylig sirkulasjon av [color=CRIMSON]forfalskede dokumenter[/color] har forårsaket unødvendig panikk.,[color=YELLOW]TRANSMISJA AWARYJNA[/color]: Ostatnia cyrkulacja [color=CRIMSON]sfałszowanych dokumentów[/color] wywołała niepotrzebną panikę.,[color=YELLOW]TRANSMISSÃO DE EMERGÊNCIA[/color]: A recente circulação de [color=CRIMSON]documentos falsificados[/color] causou pânico desnecessário.,[color=YELLOW]TRANSMISIE DE URGENȚĂ[/color]: Circulația recentă a [color=CRIMSON]documentelor falsificate[/color] a cauzat panică inutilă.,[color=YELLOW]NÚDZOVÉ VYSIELANIE[/color]: Nedávne šírenie [color=CRIMSON]falošných dokumentov[/color] spôsobilo zbytočnú paniku.,[color=YELLOW]NÖDSÄNDNING[/color]: Den senaste cirkulationen av [color=CRIMSON]förfalskade dokument[/color] har orsakat onödig panik.,[color=YELLOW]ACİL YAYIN[/color]: Son zamanlarda dolaşıma giren [color=CRIMSON]sahte belgeler[/color] gereksiz paniğe neden oldu.,[color=YELLOW]PHÁT SÓNG KHẨN CẤP[/color]: Gần đây việc lưu hành [color=CRIMSON]tài liệu giả mạo[/color] đã gây ra hoảng loạn không cần thiết.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.,[color=YELLOW]EMERGENCY BROADCAST[/color]: Recent circulation of [color=CRIMSON]forged documents[/color] has caused unnecessary panic.
Text/109/text,"A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.",Za informace vedoucí k dopadení těchto sabotérů je nabízena odměna [color=GOLD]10 000 bramborových kreditů[/color].,"En belønning på [color=GOLD]10.000 Kartoffel-kreditter[/color] tilbydes for oplysninger, der fører til pågribelse af disse sabotører.","Eine Belohnung von [color=GOLD]10.000 Kartoffel-Krediten[/color] wird für Informationen angeboten, die zur Ergreifung dieser Saboteure führen.",Se ofrece una recompensa de [color=GOLD]10.000 Créditos de Patata[/color] por información que conduzca a la captura de estos saboteadores.,"[color=GOLD]10 000 Perunakreditin[/color] palkkio tarjotaan tiedoista, jotka johtavat näiden sabotöörien kiinniottoon.",Une récompense de [color=GOLD]10 000 Crédits Patate[/color] est offerte pour toute information menant à la capture de ces saboteurs.,"[color=GOLD]10 000 Krumpli Kredit[/color] jutalmat ajánlanak fel olyan információért, amely ezeknek a szabotőröknek az elfogásához vezet.",Hadiah sebesar [color=GOLD]10.000 Kredit Kentang[/color] ditawarkan untuk informasi yang mengarah pada penangkapan para sabotir ini.,Una ricompensa di [color=GOLD]10.000 Crediti Patata[/color] è offerta per informazioni che portino alla cattura di questi sabotatori.,Een beloning van [color=GOLD]10.000 Aardappelkredieten[/color] wordt aangeboden voor informatie die leidt tot de arrestatie van deze saboteurs.,En belønning på [color=GOLD]10.000 Potet-kreditter[/color] tilbys for informasjon som fører til pågripelse av disse sabotørene.,Nagroda w wysokości [color=GOLD]10 000 Kredytów Ziemniaczanych[/color] jest oferowana za informacje prowadzące do schwytania tych sabotażystów.,Uma recompensa de [color=GOLD]10.000 Créditos de Batata[/color] é oferecida por informações que levem à captura desses sabotadores.,O recompensă de [color=GOLD]10.000 de Credite Cartof[/color] este oferită pentru informații care duc la capturarea acestor sabotori.,Za informácie vedúce k dolapeniu týchto sabotérov je ponúkaná odmena [color=GOLD]10 000 zemiakových kreditov[/color].,En belöning på [color=GOLD]10 000 Potatispoäng[/color] erbjuds för information som leder till gripandet av dessa sabotörer.,Bu sabotörlerin yakalanmasına yol açacak bilgiler için [color=GOLD]10.000 Patates Kredisi[/color] ödül veriliyor.,Một phần thưởng [color=GOLD]10.000 Tín dụng Khoai tây[/color] được trao cho thông tin dẫn đến việc bắt giữ những kẻ phá hoại này.,"A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs.","A reward of [color=GOLD]10,000 Spud Credits[/color] is offered for information leading to the capture of these saboteurs."
Text/10a/text,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Konzumace nebo distribuce této propagandy je nyní klasifikována jako [color=RED]velezrada[/color].,Forbrug eller distribution af denne propaganda er nu klassificeret som [color=RED]højforræderi[/color].,Der Konsum oder die Verbreitung dieser Propaganda wird jetzt als [color=RED]Hochverrat[/color] eingestuft.,Consumir o distribuir esta propaganda ahora se clasifica como [color=RED]alta traición[/color].,Tämän propagandan kuluttaminen tai jakaminen luokitellaan nyt [color=RED]maanpetokseksi[/color].,La consommation ou la distribution de cette propagande est désormais classée comme [color=RED]haute trahison[/color].,Ennek a propagandának a fogyasztása vagy terjesztése most [color=RED]hazaárulásnak[/color] minősül.,Mengonsumsi atau mendistribusikan propaganda ini sekarang diklasifikasikan sebagai [color=RED]pengkhianatan tingkat tinggi[/color].,Consumare o distribuire questa propaganda è ora classificato come [color=RED]alto tradimento[/color].,Het consumeren of verspreiden van deze propaganda wordt nu geclassificeerd als [color=RED]hoogverraad[/color].,Å konsumere eller distribuere denne propagandaen er nå klassifisert som [color=RED]høyforræderi[/color].,Konsumpcja lub rozpowszechnianie tej propagandy jest teraz klasyfikowane jako [color=RED]zdrada stanu[/color].,Consumir ou distribuir esta propaganda é agora classificado como [color=RED]alta traição[/color].,Consumarea sau distribuirea acestei propagande este acum clasificată drept [color=RED]înaltă trădare[/color].,Konzumácia alebo distribúcia tejto propagandy je teraz klasifikovaná ako [color=RED]vlastizrada[/color].,Att konsumera eller distribuera denna propaganda klassificeras nu som [color=RED]högförräderi[/color].,Bu propagandayı tüketmek veya dağıtmak artık [color=RED]vatana ihanet[/color] olarak sınıflandırılıyor.,Việc tiêu thụ hoặc phân phối tuyên truyền này hiện được phân loại là [color=RED]tội phản quốc[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].,Consuming or distributing this propaganda is now classified as [color=RED]high treason[/color].
