keys,th
Text/13d/text,[color=RED]แก![/color] ฉันน่าจะรู้ว่าแกเป็นพวกเดียวกับพวกมัน! ถอยไป ไม่งั้นฉันจะเดินเครื่องแปรรูป!
Text/140/text,[color=STEEL_BLUE]ผู้นำกลุ่มต่อต้านก้าวไปข้างหน้า โดยจ่ออาวุธไปที่รัสเซ็ต[/color] อย่าขยับอีกก้าว รัสเซ็ต ยกมือขึ้นให้ฉันเห็น
Text/141/text,[color=CRIMSON]สายตาของรัสเซ็ตเหลือบมองระหว่างคุณกับผู้นำกลุ่มต่อต้าน เหงื่อผุดขึ้นที่หน้าผาก[/color] แกคิดว่าแกชนะแล้วเหรอ? โรงงานแห่งนี้คือรากฐานของ Spud!
Text/142/text,รากฐานแห่งความทุกข์ทรมาน [pulse freq=3][color=CHARTREUSE]มันจะจบลงวันนี้[/color][/pulse]
Text/143/text,[color=STEEL_BLUE]ซาช่าดิ้นรนกับพันธนาการของเธอบนสายพานลำเลียง[/color]
Choice/144/text,"[tornado radius=3 freq=2][color=CRIMSON]""รัสเซ็ต![/color]"
Choice/145/text,"[wave amp=15 freq=2][color=STEEL_BLUE]""นี่... นี่คือสิ่งที่พวกเขาทำมาตลอดเหรอ? มันเลวร้ายกว่าที่ฉันจินตนาการไว้เสียอีก...""[/color][/wave]"
Choice/146/text,"[color=CHARTREUSE]""ซาช่า! ขอบคุณรากที่เธอยังมีชีวิตอยู่! ทนไว้ก่อน![/color]"
Text/147/text,[color=CRIMSON]คุณพุ่งเข้าใส่รัสเซ็ต กำหมัดแน่น ถูกนักรบต่อต้านรั้งไว้แทบไม่อยู่[/color] มันฝรั่งทุกตัวที่ผ่านจุดตรวจของฉัน... แกทำไปกี่ตัวแล้ว...
Text/148/text,ใจเย็น! เราต้องให้เขามีชีวิตอยู่เพื่อเป็นพยาน [color=STEEL_BLUE]ผู้นำยังคงจ่ออาวุธไปที่รัสเซ็ต[/color] เก็บความโกรธของแกไว้ในศาล
Text/149/text,[color=STEEL_BLUE]คุณเซถอยหลัง มือปิดปาก ซึมซับความน่าสะพรึงกลัวของเครื่องจักรทั้งหมด[/color] ฉันประทับตราเอกสารของพวกเขา... ฉันส่งพวกเขามาที่นี่...
Text/14a/text,[color=CHARTREUSE]คุณไม่รู้ ไม่มีใครรู้เลย[/color] นั่นคือเหตุผลที่เรามาอยู่ที่นี่ตอนนี้ ตั้งสติ!
Text/14b/text,[color=CHARTREUSE]คุณรีบวิ่งไปที่สายพาน[/color]
Text/14c/text,[color=CHARTREUSE]ดวงตาของซาช่าเปล่งประกายด้วยน้ำตาและความหวัง ขณะที่มือของคุณกำลังแก้ปมเชือก[/color] ฉันรู้ว่าคุณจะมา ฉันไม่เคยสงสัยในตัวคุณเลย
Text/14d/text,[color=STEEL_BLUE]ผู้นำจ่อปืนบังคับให้รัสเซ็ตคุกเข่า[/color] มัดเขาไว้ ให้แน่ใจว่าเขาจะได้เห็นสิ่งที่กำลังจะเกิดขึ้น
Text/13e/text,[color=CHARTREUSE]เมื่อเป็นอิสระจากพันธนาการ ซาช่าไม่รอช้า รีบเปลี่ยนทิศทางกล้องวงจรปิดของสถานีทันที[/color] [color=YELLOW]ชาวสปัดทั้งหลาย! นี่คือเขตสงวนราก! พวกมันเอาเรามาเป็นอาหารกันเอง![/color]
Text/14e/text,[color=CHARTREUSE]ซาช่าจับมือคุณไว้ ประสานนิ้วของเธอกับของคุณ[/color] คุณกลับมาหาฉัน ไม่ว่าจะเกิดอะไรขึ้นต่อไป... เราจะเผชิญหน้ามันไปด้วยกัน
Text/14f/text,[color=STEEL_BLUE]ซาช่ามองคุณอย่างระมัดระวัง เห็นความโกรธแค้นยังคงลุกโชนอยู่ในดวงตาของคุณ[/color] จงใช้ไฟนั้นให้เป็นประโยชน์ เราจะต้องใช้มันสำหรับสิ่งที่กำลังจะเกิดขึ้น
Text/150/text,[color=STEEL_BLUE]ซาช่าวางมือเบาๆ บนไหล่ของคุณ[/color] ความผิดนี้ไม่ใช่ของคุณที่จะต้องแบกรับ คุณอยู่ที่นี่แล้วตอนนี้ นั่นคือสิ่งสำคัญ
Text/13f/text,[color=CHARTREUSE]เราทำสำเร็จแล้ว ความจริงถูกเปิดเผยแล้วตอนนี้[/color] เรามีอนาคตที่ต้องสร้าง!
Choice/144/disabled_text,
Choice/145/disabled_text,
Choice/146/disabled_text,
