keys,ko
Text/106_trucks6/text,[color=CHARTREUSE]사샤의 눈이 빛난다.[/color] 당신은 강철 같은 뿌리를 가졌을 줄 알았어요. 조심해요. 밤에는 순찰이 심해요.
Text/106_trucks7/text,"03시. [color=DARK_VIOLET]루트 리저브[/color] 트럭들이 굉음을 내며 지나갈 때, 당신은 그림자 속에 웅크린다."
Text/106_trucks8/text,[pulse freq=2][color=YELLOW]숨어! 호송대를 따라가![/color][/pulse]
Text/106_trucks9/text,"트럭들은 공업 지구에 숨겨진 거대한 단지에 멈춰 선다. [color=DARK_VIOLET]7구역, 델타 창고 단지.[/color]"
Text/106_trucks10/text,굴뚝에서는 보랏빛 연기가 뿜어져 나온다. 냄새는... [tornado radius=3 freq=2][color=CRIMSON]틀림없다.[/color][/tornado]
Text/106_trucks11/text,[wave amp=20 freq=3][color=CHARTREUSE]루트 리저브의 심장부.[/color][/wave]
Text/106_trucks12/text,[color=STEEL_BLUE]사샤의 표정에 실망감이 스친다.[/color] 우리 모두 위험을 감수해야 해요. 다른 방법을 찾아볼게요.
Text/107/text,외부 상황이 악화되었어요. 분노한 군중들이 검문소에 모여 루트 리저브에 대한 답변을 요구하고 있어요.
Text/108/text,[color=YELLOW]긴급 방송[/color]: 최근 [color=CRIMSON]위조 문서[/color] 유포로 불필요한 공황 상태가 발생했습니다.
Text/109/text,"이 사보타주범들을 체포하는 데 결정적인 정보에 대해 [color=GOLD]10,000 스퍼드 크레딧[/color]의 보상이 제공됩니다."
Text/10a/text,이 선전물을 소비하거나 배포하는 행위는 이제 [color=RED]대역죄[/color]로 분류됩니다.
Text/10b/text,오늘 근무조는 특별 규약에 따라 운영됩니다. 모든 여행자는 충성도 평가를 받아야 합니다.
Text/10c/text,[color=CRIMSON]반정부적 정서[/color]를 보이는 자들은 즉시 보고되어야 합니다.
Text/10d/text,우리 가운데 [color=CRIMSON]배신자[/color]는 색출될 것입니다. 그리고 그들이 색출되면... [color=DARK_ORANGE]러스셋이 목을 가로지르는 위협적인 제스처를 취합니다.[/color]
Text/10e/text,"한 불안해 보이는 감자가 다가옵니다. [color=GOLD]노란 잎 배지[/color]가 부분적으로 보입니다. 작은 쪽지가 서류 사이에 끼워져 있습니다: ""[color=CHARTREUSE]안전 가옥이 노출되었습니다. 새 위치: 4구역 7번 창고.[/color]"""
Choice/10f/text,"""그들을 UV 마크로 빠르게 통과시키세요"" (돕기)"
Choice/110/text,"""그들을 즉시 보안대에 보고하세요"" (배신하기)"
Text/111/text,"안도감이 그들의 얼굴에 가득합니다. ""고맙습니다. 진실은 승리할 것입니다."""
Text/112/text,"당신이 보안대에 신호를 보내자 공포가 엄습합니다. ""[wave amp=25 freq=3]안돼요, 제발! 저에게 가족이 있어요![/wave]"" 그들의 노란 배지가 바닥에 떨어집니다."
Text/113/text,"""잘했습니다. 당신의 충성심은 기록되었습니다."""
Text/114/text,"""당신의 결정은 주목받았습니다. 준비하세요. [tornado radius=3 freq=2][color=CHARTREUSE]거대한 일이 다가오고 있습니다[/color][/tornado]. 저항군이 직접적인 행동을 계획하고 있습니다."""
Text/115/text,"""그 일이 벌어지면, 당신은 [color=YELLOW]한쪽 편을 선택해야[/color] 할 것입니다. 더 이상 중립 지대는 없을 것입니다."""
Text/116/text,"당신이 처리하는 감자 한 명 한 명마다, 당신은 [pulse freq=2][color=CHARTREUSE]혁명을 돕고[/color][/pulse] 있거나 [pulse freq=2][color=CRIMSON]끔찍한 체제를 가능하게[/풍] 하는 것입니다."
Choice/10f/disabled_text,
Choice/110/disabled_text,
Choice/106_trucks4/disabled_text,
Choice/106_trucks5/disabled_text,
