keys,zh-TW
Text/d0_qte1/text,在那個班次稍後，一位旅客走上前，他的文件上帶有[color=CHARTREUSE]細微的抵抗標記[/color]。
Text/d0_qte2/text,[color=DARK_ORANGE]實境掃描系統[/color]開始掃描。[wave amp=15 freq=3][color=RED]它要偵測到標記了！[/color][/wave]
Text/d0_qte3/text,你有幾秒鐘的時間做決定。掃描儀正在預熱中……
Choice/d0_qte4/text,「快速偽造掃描儀故障！」（幫助抵抗組織）
Choice/d0_qte5/text,「讓掃描儀完成掃描」（遵循協議）
Text/d0_qte6/text,[pulse freq=3][color=YELLOW]你必須快點！[/color][/pulse]在它掃描完成前觸發故障！
Text/d0_qte7/text,你笨拙地擺弄著掃描儀的電纜。火花四濺。螢幕閃爍了一下，然後熄滅了。
Text/d0_qte8/text,羅塞特衝了過來。[color=YELLOW]這裡發生了什麼事？[/color]
Choice/d0_qte9/text,「長官，是電壓突波。這些新系統很不穩定。」
Choice/d0_qte10/text,「我不知道，長官。它突然就壞了。」
Text/d0_qte11/text,羅塞特哼了一聲。[color=STEEL_BLUE]那些官僚給我們未經測試的設備。[/color]手動處理他們，並標記為重新檢查。
Text/d0_qte12/text,羅塞特懷疑地看著你。[color=YELLOW]真巧啊。[/color]我會讓維修人員檢查。別再讓這種事發生了。
Text/d0_qte13/text,那名抵抗組織成員在通過時，向你輕微地點了點頭，以示感謝。
Text/d0_qte14/text,掃描儀[pulse freq=3][color=RED]發出巨響[/color][/pulse]。偵測到未經授權的標記！
Text/d0_qte15/text,羅莎特立刻出現。[color=CHARTREUSE]幹得好！[/color]又抓到一個叛徒。
Text/d0_qte16/text,這名反抗軍成員被拖走，眼中充滿恐懼。「[color=CRIMSON]不，求求你！我還有孩子！[/color]」
Text/d0_qte17/text,你的忠誠已[color=DARK_ORANGE]記錄在你的檔案中[/color]。繼續保持。
Text/d1/text,幫助反抗軍成員現在變得更加危險了，但[color=CHARTREUSE]真相必須傳播開來[/color]。
Choice/bd/disabled_text,
Choice/be/disabled_text,
Choice/bf/disabled_text,
Choice/c4/disabled_text,
Choice/c5/disabled_text,
Choice/cb/disabled_text,
Choice/cc/disabled_text,
Choice/c7_viktor4/disabled_text,
Choice/c7_viktor5/disabled_text,
Choice/d0_qte4/disabled_text,
Choice/d0_qte5/disabled_text,
Choice/d0_qte9/disabled_text,
Choice/d0_qte10/disabled_text,
