keys,th
Text/310/text,รัสเซ็ตยกแก้วที่บรรจุของเหลวสีม่วงข้นขึ้น ดื่ม! แด่ [color=CRIMSON]ผู้ทรยศที่หล่อเลี้ยงเรา[/color]!
Text/311/text,เสียงหัวเราะดังขึ้นทั่วห้อง บางคนหัวเราะอย่างประหม่า ส่วนใหญ่หัวเราะอย่างจริงใจ
Text/312/text,"เขาดันจานมาทางคุณ ลองชิมชุดใหม่นี่สิ [color=DARK_VIOLET]""รสชาติแห่งการต่อต้าน""[/color] ผลงานของซาช่าเพื่ออนาคตของสปัด"
Text/313/text,ท้องของคุณปั่นป่วน อาหารบนจาน [color=CRIMSON]ซาช่า[/color] ลูกพี่ลูกน้องของเมอร์ฟี่ ภรรยาจากในรูป
Text/314/text,[tornado radius=3 freq=2][color=CRIMSON]ทั้งหมดนั่น[/color][/tornado]
Choice/315/text,บังคับตัวเองให้กิน - รักษาการปลอมตัวของคุณ
Choice/316/text,ผลักจานออกไป - คุณทำแบบนี้ไม่ได้
Text/317/text,คุณยกส้อมขึ้นจรดริมฝีปาก หลับตาลง [color=STEEL_BLUE]เคี้ยว. กลืน. อย่าคิด.[/color]
Text/318/text,"รัสเซ็ตพยักหน้าอย่างเห็นด้วย ""ดีมาก [color=DARK_ORANGE]อนาคตของคุณจะรุ่งโรจน์[/color]"""
Text/319/text,"คุณผลักจานออกไป ""ฉันไม่ค่อยสบาย ความตื่นเต้นของวันนี้..."""
Text/31a/text,ดวงตาของรัสเซ็ตหรี่ลงชั่วครู่ ก่อนจะอ่อนลง แน่นอน ช่างเป็น [color=YELLOW]คนอ่อนไหว[/color] เสียจริง
Text/31b/text,พักผ่อนซะ พรุ่งนี้ เรามี [color=CRIMSON]งานคัดแยก[/color] ให้ดูแลอีกมาก
Text/31c/text,คุณกลับไปที่ห้องพัก เหรียญตราถ่วงน้ำหนักบนหน้าอกของคุณ
Text/31d/text,คุณหยิบรูปถ่ายของภรรยาที่หายไปออกมา เธออาจจะอยู่ในชุดเดียวกันกับพวกมันแล้วตอนนี้
Text/31e/text,คุณสัญญาว่าจะตามหาเธอ [color=STEEL_BLUE]คุณเจอเธอแล้ว[/color] เพียงแต่ไม่ใช่ในแบบที่พวกคุณทั้งสองหวังไว้
Text/31f/text,เมอร์ฟี่ เพื่อนของคุณ ผู้ที่ไว้ใจคุณ เขาเคยอยู่ในการต่อต้าน
Text/320/text,[color=CRIMSON]เคย[/color]
Text/321/text,คุณจ้องมองเงาสะท้อนของตัวเองในหน้าต่าง เหรียญตราส่องประกาย [color=DARK_ORANGE]หัวมันทองคำ[/color] วีรบุรุษแห่งสปัด
Text/322/text,[color=STEEL_BLUE]ปีศาจในคราบมันฝรั่ง[/color]
Text/323/text,คืนนั้น คุณฝันถึงซาช่า เธอไม่กล่าวหา ไม่โกรธเกรี้ยว นั่นคงจะง่ายกว่า
Text/324/text,"เธอเพียงแค่มองคุณด้วยดวงตาคู่นั้น ""[color=CHARTREUSE]รากหยั่งลึก[/color]"" เธอกระซิบ"
Text/325/text,แม้แต่ [color=STEEL_BLUE]พวกที่เน่าเปื่อย[/color]
Text/326/text,หลายเดือนผ่านไป คุณได้รับการเลื่อนตำแหน่ง สารวัตรภูมิภาคฝ่ายความมั่นคงชายแดน มือขวาของรัสเซ็ต
Text/327/text,คุณดูแลการปฏิเสธมากกว่าใครๆ ในประวัติศาสตร์ของสปัด การผลิต [color=DARK_VIOLET]Root Reserve[/color] พุ่งสูงขึ้น
Text/328/text,ออฟฟิศของคุณสะดวกสบาย ปันส่วนของคุณมีมากมาย ครอบครัวของคุณได้รับการคุ้มครอง
Text/329/text,คุณมีทุกสิ่งที่ได้รับปากไว้
Text/32a/text,ทุกสิ่งยกเว้น [color=STEEL_BLUE]การนอนหลับ[/color] ยกเว้น [color=STEEL_BLUE]ความสงบสุข[/color] ยกเว้นความสามารถในการมองกระจก
Text/32b/text,วันหนึ่ง คุณสังเกตเห็นมัน ตราสัญลักษณ์ [color=GOLD]หัวมันสีเหลือง[/color] ถูกขูดไว้บนกำแพง จากนั้นก็มีอีก แล้วก็อีกหลายสิบอัน
Text/32c/text,การต่อต้านครั้งใหม่กำลังก่อตัวขึ้น เงียบกว่า ระมัดระวังกว่า เรียนรู้จากความผิดพลาดของซาช่า
Choice/32d/text,รายงานสัญลักษณ์เหล่านี้ต่อฝ่ายรักษาความปลอดภัยทันที
Choice/32e/text,แกล้งทำเป็นว่าคุณไม่เห็นมัน
Choice/32f/text,ทิ้งร่องรอยของคุณเอง - ใบไม้สีเหลืองเพียงใบเดียว
Text/330/text,คุณยื่นรายงาน ผู้ต้องสงสัยอีกกลุ่มถูกจับกุม การเลื่อนตำแหน่งอีกครั้ง
Text/331/text,วงจรยังคงดำเนินต่อไป [color=CRIMSON]คุณได้กลายเป็นเครื่องจักรไปแล้ว[/color]
Text/332/text,คุณเดินผ่านไป ไม่พูดอะไร มันไม่มากนัก [color=STEEL_BLUE]มันแทบจะไม่มีอะไรเลย[/color]
Text/333/text,แต่นี่เป็นครั้งแรกที่คุณเลือกที่จะไม่กระทำการต่อต้านพวกเขา
Text/334/text,บางทีนั่นอาจจะเป็นอะไรบางอย่าง บางทีมันอาจจะ [color=YELLOW]น้อยเกินไป สายเกินไป[/color]
Text/335/text,เมื่อไม่มีใครมอง คุณขูด [color=GOLD]ใบไม้สีเหลือง[/color] เล็กๆ ข้างตราสัญลักษณ์
Text/336/text,การกระทำที่ท้าทายเพียงครั้งเดียว สายเกินไปหลายปี แต่ [color=CHARTREUSE]บางสิ่ง[/color]
Text/337/text,"เสียงของซาช่าก้องอยู่ในความทรงจำของคุณ: ""[color=CHARTREUSE]รากหยั่งลึก[/color]"""
Text/338/text,บางทีอาจจะลึกพอที่จะ [color=CHARTREUSE]เข้าถึงแม้กระทั่งคุณ[/color] สักวันหนึ่ง
Text/339/text,ชาติสปัดยังคงอยู่ [color=DARK_VIOLET]Root Reserve[/color] ไหลเวียน วงจรการบริโภคยังคงดำเนินต่อไป
Text/33a/text,แต่ที่ไหนสักแห่ง ในรอยร้าวของกำแพง [color=CHARTREUSE]บางสิ่งใหม่ๆ กำลังเติบโต[/color]
Text/33b/text,ไม่ว่าคุณจะได้เป็นส่วนหนึ่งของมันหรือไม่... [color=YELLOW]เรื่องราวนั้นยังไม่ถูกเขียนขึ้น[/color]
Choice/30a/disabled_text,
Choice/30b/disabled_text,
Choice/315/disabled_text,
Choice/316/disabled_text,
Choice/32d/disabled_text,
Choice/32e/disabled_text,
Choice/32f/disabled_text,
