keys,vi
Text/290/text,"Mặt Murphy đanh lại. Nghĩ nhanh đi. Đến giờ này ngày mai, cô ấy sẽ trở thành [color=DARK_VIOLET]Kho Dự Trữ Gốc[/color]."
Text/291/text,"Bạn nằm thao thức, nhìn chằm chằm lên trần nhà. Khuôn mặt của Sasha. Sự bất chấp của cô ấy. Nỗi sợ hãi của cô ấy."
Text/292/text,Bạn lấy ra bức ảnh người vợ mất tích. Một khuôn mặt khác mà bạn không thể cứu.
Text/293/text,[color=CHARTREUSE]Không phải lần này.[/color]
Text/294/text,"Đến ngày mai, mọi thứ sẽ thay đổi. Dù thế nào đi nữa."
Text/295/text,[pulse freq=2][color=YELLOW]Không còn đứng ngoài cuộc nữa.[/color][/pulse]
Text/296/text,"Xà lim lạnh lẽo. Xuyên qua những bức tường, bạn có thể nghe thấy Sasha ở đâu đó, đang bị ""tra hỏi."""
Text/297/text,"Ngày mai, bọn chúng nói. Cả hai ngươi sẽ bị [color=DARK_VIOLET]xử lý[/color] cùng nhau."
Text/298/text,Trừ khi lực lượng kháng chiến đến. Trừ khi có ai đó cứu cả hai ngươi.
Text/299/text,[color=STEEL_BLUE]Đêm dài nhất cuộc đời ngươi đang trải dài phía trước.[/color]
Choice/278/disabled_text,
Choice/279/disabled_text,
Choice/27a/disabled_text,
Choice/28d/disabled_text,
Choice/28e/disabled_text,
