keys,es
_PAUSE OPTIONS OVERLAY,
reset_game_label,Reiniciar juego:
reset_game_button,Reiniciar
mute_label,Silenciar
fullscreen_label,Pantalla completa:
resolution_label,Resolución:
antialiasing_label,Anti-Aliasing:
screenshake_label,Vibración de pantalla:
mouse_sens_label,Sensibilidad del ratón:
___ LOADING SCREEN,
Loading…,Cargando...
___ DIALOGS IN GAME,
You lose.,Perdiste.
You won!,¡Ganaste!
Thanks for playing!,¡Gracias por jugar!
Please Confirm...,Confirma...
Go back to main menu?,¿Volver al menú principal?
Quit the game?,¿Salir del juego?
Cancel,Cancelar
OK,Aceptar
___ OPTIONS MENU,
Controls,Controles
Mouse Sensitivity :,Sensibilidad del ratón:
Actions & Inputs,Acciones y entradas
Add,Añadir
Remove,Eliminar
Assign Key for {action},Asignar tecla para {acción}
Listening for input...,Esperando entrada...
Press again to confirm...,Pulsa de nuevo para confirmar...
Focus here to assign inputs.,Enfoca aquí para asignar entradas.
Already Assigned,Ya asignado
{key} already assigned to {action}.,{tecla} ya está asignada a {acción}.
Remove Key for {action},Eliminar tecla para {acción}
Are you sure you want to remove {key} from {action}?,¿Seguro que quieres eliminar {tecla} de {acción}?
Reset,Reiniciar
Audio,Sonido
Master :,Principal:
Music :,Música:
SFX :,Efectos de sonido:
Ambient :,Ambiente:
Mute :,Silencio:
Video,Vídeo
Fullscreen :,Pantalla completa:
Resolution :,Resolución:
Anti-Aliasing :,Suavizado:
Disabled (Fastest),Desactivado (Más rápido)
8x (Slowest),8x (Más lento)
Camera Shake :,Vibración de cámara:
Normal,Estándar
Reduced,Reducida
Minimal,Mínimo
None,Ninguno
Game,Juego
Reset Game :,Reiniciar juego:
Do you want to reset your game data?,¿Quieres reiniciar los datos de tu juego?
Back,Atrás
_INGAME DIALOGUE,
TAKE THEM!,¡Llévatelos!
"Take your documents, please.","Llévate tus documentos, por favor."
_SHIFT SUMMARY SCREEN,
Continue,Continuar
Main Menu,Menú principal
Submit Score,Enviar puntuación
Restart,Reiniciar
SHIFT SUMMARY,RESUMEN DE TURNO
_DIFFICULTY LEVELS,
Easy,Fácil
Normal,Estándar
Expert,Experto
Primary,Principal
Secondary,Secundario
Primary Interaction,Interacción principal
Secondary Interaction,Interacción secundaria
Cancel Interaction,Cancelar interacción
Escape,Escapar
Dialogic Default Action,Acción predeterminada dialógica
Enter,Intro
Left Mouse Button,Botón izquierdo del ratón
Right Mouse Button,Botón derecho del ratón
_NEW GAME CONFIRMATION,
Start New Game,Iniciar nueva partida
Starting a new game will reset your progress. Are you sure you want to continue?,Iniciar una nueva partida reiniciará tu progreso. ¿Seguro que quieres continuar?
"Yes, Start New Game","Sí, Iniciar nuevo juego"
Skip,Omitir
History,Historial
Return,Volver
Restart the game?,¿Reiniciar el juego?
_HELP MENU,
help_menu_button,Ayuda
achievements_menu_button,Logros
achievements_panel_title,LOGROS
achievements_panel_close,Cerrar
help_menu_title,Cómo jugar
help_tab_basics,Básicos
help_tab_gameplay,Jugabilidad
help_tab_minigames,Minijuegos
help_basics_intro,[b]¡Bienvenido a Spud Customs
help_basics_gate,[b]Abriendo la Puerta[/b]\nHaz clic en el botón de la puerta o usa el megáfono para llamar a la siguiente patata a tu cabina.
help_basics_documents,"[b]Inspeccionando Documentos[/b]\nArrastra los documentos a tu escritorio para inspeccionarlos. Verifica nombres, fechas y otros detalles según las reglas de inmigración para el turno actual."
help_basics_stamping,"[b]Sellando Documentos[/b]\nUsa el sello de APROBADO (verde) para dejar pasar a los inmigrantes, o el sello de DENEGADO (rojo) para rechazarlos. ¡La precisión del sello afecta tu puntuación!"
help_basics_runners,[b]Fugitivos de la Frontera[/b]\n¡Algunas patatas intentarán pasar corriendo el puesto de control! Haz clic para disparar misiles y detenerlas. La sincronización perfecta otorga puntos de bonificación.
help_basics_xray,"[b]Escáner de Rayos X[/b]\nA partir del Turno 3, usa la máquina de rayos X para escanear patatas en busca de contrabando oculto."
help_gameplay_quota,"[b]Cumplir la Cuota[/b]\nCada turno tiene una cuota de patatas que debes procesar. ¡Si no cumples la cuota, serás despedido!"
help_gameplay_strikes,"[b]Faltas[/b]\nCometer errores (aprobaciones/rechazos incorrectos, fugitivos perdidos) te otorga faltas. ¡Demasiadas faltas y es el fin del juego!"
help_gameplay_rules,"[b]Reglas de Inmigración[/b]\nConsulta el tablón de anuncios para ver las reglas actuales. Las reglas cambian cada turno: regiones prohibidas, documentos requeridos y condiciones especiales."
help_gameplay_scoring,"[b]Puntuación[/b]\nGana puntos por decisiones correctas, sellos perfectos y por detener a los fugitivos. ¡Se otorgan bonificaciones por velocidad y precisión!"
help_gameplay_difficulty,"[b]Niveles de dificultad[/b]\nFácil: Tiempos más permisivos, menos reglas. Normal: Experiencia estándar. Experto: Tiempos estrictos, reglas complejas, puntuaciones más altas."
help_minigames_intro,"[b]Minijuegos[/b]\nDurante tus turnos, encontrarás minijuegos con los que podrás ganar puntos extra. Complétalos para obtener recompensas u omítelos sin penalización."
help_minigames_document_scanner,"[b]Escáner de documentos[/b] (Turno 1+)\nUsa la luz ultravioleta para encontrar elementos ocultos en los documentos. Haz clic para marcar marcas de agua, sellos y símbolos. ¡Encuentra todos los elementos antes de que se acabe el tiempo!"
help_minigames_stamp_sorting,"[b]Clasificación de sellos[/b] (Turno 2+)\nClasifica los sellos que caen en los contenedores correctos. Los sellos verdes van a APROBADO, los sellos rojos a DENEGADO. ¡Clasifica rápido para ganar puntos extra!"
help_minigames_fingerprint_match,[b]Coincidencia de huellas[/b] (Turno 3+)\nHaz coincidir las huellas de la cuadrícula con el patrón de referencia. Haz clic en las huellas que coincidan para verificar la identidad. ¡Se requiere una observación cuidadosa!
help_minigames_code_breaker,"[b]Descifrador de códigos[/b] (Turno 4+)\n¡Descifra el código secreto! Adivina la combinación de 4 dígitos. Verde significa posición correcta, amarillo significa posición incorrecta. ¡Intentos limitados!"
help_minigames_border_chase,[b]Persecución en la frontera[/b] (Turno 5+)\n¡Contrabando en la cinta transportadora! Haz clic en los objetos ROJOS para confiscarlos. Deja pasar los objetos VERDES. ¡Los reflejos rápidos ganan más puntos!
help_tab_lore,Historia
help_lore_world_intro,"[b]El mundo de Spud[/b]\n\nBienvenido a una tierra donde las patatas han construido su propia civilización. En este mundo, los tubérculos caminan, hablan y han formado su propia nación con leyes, fronteras y burocracia."
help_lore_nation,"[b]La nación de Spud[/b]\n\nSpud es una nación orgullosa que promete prosperidad para todas las patatas. Protegida por la Gran Muralla de Spud, la nación mantiene estrictos controles fronterizos para garantizar que solo los tubérculos dignos puedan entrar.\n\nEl gobierno promueve la unidad y la obediencia, y a menudo se oye a los ciudadanos patriotas proclamar: ""¡Gloria a Spud!"""
help_lore_your_role,"[b]Tu papel[/b]\n\nHas sido seleccionado para un papel crucial en la protección de las fronteras. Como agente de aduanas, trabajas bajo la atenta mirada del supervisor Russet.\n\nTu bienestar depende de tu rendimiento. Cumple tus cuotas, sigue las reglas y recuerda: la nación cuenta contigo."
help_lore_border,"[b]La Gran Muralla[/b]\n\nLa imponente Gran Muralla de Spud protege a la nación de los forasteros. En varios puntos de control a lo largo de la muralla, agentes como tú se aseguran de que solo los dignos puedan entrar.\n\nAquellos que intentan cruzar la frontera sin la documentación adecuada se enfrentan a consecuencias inmediatas."
help_lore_secrets,[b]Reserva de la Raíz[/b]\n\nLas patatas rechazadas son... procesadas. Según el protocolo. La misteriosa Reserva de la Raíz se encarga de todos los detalles.\n\nEs mejor no hacer demasiadas preguntas. Céntrate en tus deberes. Nada más.
day_transition_label,Día {day}
level_select_choices_header,Opciones hasta el Día {day}
level_select_choices_header_named,Opciones hasta el Día {day} - {name}
level_select_play_day,Jugar Este Día
level_select_close,Cerrar
continue_dialog_header,Tu Partida Guardada
continue_dialog_day,Día: {day}
continue_dialog_continue,Continuar
continue_dialog_cancel,Cancelar
new_game_confirm_button,"Sí, Empezar Nueva Partida"
tutorial_choice_play,Jugar Tutorial
tutorial_choice_skip,Omitir Tutorial
tutorial_dialog_title,Tutorial
tutorial_dialog_text,¿Quieres jugar el tutorial?\n\nEl tutorial te guiará a través de los conceptos básicos de ser un oficial de aduanas en Spud Customs.
continue_game_title,Continuar Partida
level_select_story_choices,Opciones de Historia
reset_progress_confirm,¿Estás seguro de que quieres reiniciar el progreso de la historia? Esto no se puede deshacer.
reset_highscores_confirm,¿Estás seguro de que quieres reiniciar todas las puntuaciones más altas? Esto no se puede deshacer.
level_name_0,Tutorial
level_name_1,Primer Día en el Puesto
level_name_2,Nuevas Regulaciones
level_name_3,Presión Creciente
level_name_4,Control de Contrabando
level_name_5,Crisis del Punto Medio
level_name_6,Mayor Seguridad
level_name_7,Bajo Escrutinio
level_name_8,Agentes Dobles
level_name_9,Caos Fronterizo
level_name_10,La Cuenta Atrás Final
shift_name_1,Primer Día en el Puesto
shift_name_2,Conociendo a Sasha y Murphy
shift_name_3,La Esposa Desaparecida
shift_name_4,Camiones de la Reserva de Raíces
shift_name_5,Evaluación de Lealtad
shift_name_6,RealityScan
shift_name_7,Reunión de la Resistencia
shift_name_8,La Captura de Sasha
shift_name_9,El Ataque
shift_name_10,La Cuenta Atrás Final
shift_name_unknown,Desconocido
path_chaos_agent,Agente del Caos
path_loyalist,Camino Lealista
path_resistance_ally,Aliado de la Resistencia
path_questioning,Cuestionamiento
path_undetermined,Indeterminado
story_choice_path_label,Ruta:
story_choice_sasha_trust,Confianza en Sasha: {value}/10
story_choice_chaos_points,Caos: {value} pts
story_choice_no_choices,Aún no hay elecciones registradas
story_choice_day_header,Día {day} - {name}
choice_initial_response_eager,Mostró entusiasmo por Spud
choice_initial_response_questioning,Cuestionó el sistema
choice_note_reaction_investigate,Eligió investigar la nota
choice_note_reaction_destroy,Destruyó la nota misteriosa
choice_note_reaction_report,Reportó la nota a las autoridades
choice_kept_note_yes,Guardó la nota misteriosa
choice_kept_note_no,Descartó la nota
choice_reported_note_yes,Reportó la nota
choice_murphy_trust_open,Se abrió a Murphy
choice_murphy_trust_guarded,Se mantuvo reservado con Murphy
choice_eat_reserve_ate,Comió las raciones de reserva
choice_eat_reserve_refused,Rechazó las raciones de reserva
choice_scanner_response_loyal,Mostró lealtad durante la prueba del escáner
choice_scanner_response_questioning,Cuestionó el propósito del escáner
choice_family_response_refuse,Se negó a ayudar a encontrar a la esposa
choice_family_response_help,Aceptó ayudar a encontrar a la esposa desaparecida
choice_has_wife_photo_yes,Obtuvo la foto de la esposa desaparecida
choice_reveal_reaction_shocked,Quedó impactado por la revelación
choice_reveal_reaction_cautious,Reaccionó con cautela a la revelación
choice_cafeteria_response_serious,Tomó en serio los rumores de la cafetería
choice_cafeteria_response_avoid,Evitó las discusiones de la cafetería
choice_murphy_alliance_ally,Se alió con Murphy
choice_murphy_alliance_cautious,Se mantuvo cauteloso con Murphy
choice_murphy_alliance_skeptical,Se mantuvo escéptico de Murphy
choice_sasha_trust_level_committed,Se comprometió totalmente a confiar en Sasha
choice_sasha_trust_level_cautious,Se mantuvo cauteloso con Sasha
choice_sasha_investigation_committed,Se comprometió con la investigación de Sasha
choice_sasha_investigation_hesitant,Se mostró reacio a la investigación
choice_loyalty_response_patriotic,Dio respuestas patrióticas
choice_loyalty_response_idealistic,Expresó opiniones idealistas
choice_hide_choice_desk,Se escondió detrás del escritorio
choice_hide_choice_window,Se escondió junto a la ventana
choice_evidence_choice_hand_over,Entregó las pruebas
choice_evidence_choice_keep,Mantuvo ocultas las pruebas
choice_evidence_choice_lie,Mintió sobre las pruebas
choice_evidence_choice_chaos,Usó las pruebas para causar caos
choice_viktor_wife_discovery_yes,Descubrió a la esposa de Viktor en el manifiesto
choice_fellow_officer_response_cautious,Se mostró cauteloso con el compañero oficial
choice_fellow_officer_response_sympathetic,Mostró simpatía hacia el compañero oficial
choice_fellow_officer_response_loyal,Se mantuvo leal con el compañero oficial
choice_interrogation_response_lie,Mintió durante el interrogatorio
choice_interrogation_response_legal,Dio respuestas legales
choice_viktor_conversation_tell_truth,Le dije la verdad a Viktor
choice_viktor_conversation_lie_protect,Mentí para proteger a Viktor
choice_viktor_conversation_curious,Sentí curiosidad por Viktor
choice_scanner_choice_help,Ayudé a sabotear el escáner
choice_scanner_choice_scan,Operé el escáner con normalidad
choice_scanner_choice_viktor,Elegí a Viktor para el escáner
choice_helped_operative_yes,Ayudé al agente de la resistencia
choice_helped_operative_no,Me negué a ayudar al agente
choice_viktor_allied_yes,Formé una alianza con Viktor
choice_betrayed_resistance_yes,Traicioné a la resistencia
choice_sasha_plan_response_committed,Me comprometí con el plan de Sasha
choice_sasha_plan_response_nervous,Sentí nervios por el plan
choice_malfunction_excuse_technical,Culpé a un fallo técnico
choice_malfunction_excuse_innocent,Fingí inocencia
choice_resistance_mission_committed,Me comprometí con la misión de la resistencia
choice_resistance_mission_hesitant,Dudé sobre la misión
choice_resistance_mission_cautious,Abordé la misión con cautela
choice_final_decision_help,Decidí ayudar a la resistencia
choice_final_decision_passive,Permanecí pasivo
choice_final_decision_undecided,Me mantuve indeciso
choice_yellow_badge_response_help,Ayudé a los portadores de la insignia amarilla
choice_yellow_badge_response_betray,Traicioné a los portadores de la insignia amarilla
choice_follow_trucks_volunteer,Me ofrecí a seguir los camiones
choice_follow_trucks_hesitant,Dudé en seguir los camiones
choice_found_facility_yes,Encontré la instalación de la Reserva de Raíces
choice_sasha_response_cautious,Fue cauteloso con la situación de Sasha
choice_sasha_response_concerned,Mostró preocupación por Sasha
choice_interrogation_choice_deny,Negó tener conocimiento bajo interrogatorio
choice_interrogation_choice_betray,Traicionó a otros bajo interrogatorio
choice_sasha_arrest_reaction_intervene,Intervino en el arresto de Sasha
choice_sasha_arrest_reaction_hide,Se escondió durante el arresto de Sasha
choice_sasha_arrest_reaction_promise,Le hizo una promesa a Sasha
choice_player_wanted_yes,Fue buscado por las autoridades
choice_player_captured_yes,Fue capturado por las autoridades
choice_has_keycard_yes,Obtuvo tarjeta de seguridad
choice_murphy_final_alliance_committed,Se comprometió totalmente con la alianza de Murphy
choice_murphy_final_alliance_hesitant,Se mostró indeciso sobre la alianza final
choice_critical_choice_help,Ayudó durante el momento crítico
choice_critical_choice_betray,Traicionó en el momento crítico
choice_stay_or_go_stay,Se quedó a luchar
choice_stay_or_go_go,Eligió escapar
choice_sasha_rescue_reaction_angry,Reaccionó con ira al rescate
choice_sasha_rescue_reaction_disgusted,Se sintió asqueado por los acontecimientos
choice_sasha_rescue_reaction_relieved,Se sintió aliviado después del rescate
choice_fellow_officer_response_2_cautious,Se mantuvo cauteloso con los colegas
choice_fellow_officer_response_2_sympathetic,Mostró simpatía por los colegas
choice_final_mission_response_determined,Decidido a completar la misión final
choice_final_mission_response_cautious,Cauteloso con la misión final
choice_resistance_trust_diplomatic,Adoptó un enfoque diplomático con la resistencia
choice_resistance_trust_committed,Se comprometió totalmente con la resistencia
choice_ending_choice_diplomatic,Eligió el final diplomático
choice_ending_choice_justice,Eligió el final de justicia
choice_ending_choice_vengeance,Eligió el final de venganza
choice_ending_choice_dismantle,Eligió desmantelar el sistema
choice_accept_medal_accept,Aceptó la medalla con orgullo
choice_accept_medal_reluctant,Aceptó la medalla a regañadientes
choice_eat_final_eat,Comió la ofrenda final
choice_eat_final_refuse,Rechazó la ofrenda final
choice_final_loyalist_choice_report,Denunció a los disidentes
choice_final_loyalist_choice_ignore,Ignoró a los disidentes
choice_final_loyalist_choice_hope,Se aferró a la esperanza de cambio
choice_qte_rescue_result_pass,Éxito en el intento de rescate
choice_qte_rescue_result_fail,Fallo en el intento de rescate
choice_qte_confrontation_result_pass,Ganó la confrontación
choice_qte_confrontation_result_fail,Perdió la confrontación
choice_qte_escape_result_pass,Escape exitoso
choice_qte_escape_result_fail,Escape fallido
choice_qte_infiltration_result_pass,Infiltración exitosa
choice_qte_infiltration_result_fail,Infiltración fallida
choice_qte_scanner_result_pass,Sabotaje del escáner exitoso
choice_qte_scanner_result_fail,Sabotaje del escáner fallido
choice_qte_surveillance_result_pass,Vigilancia evadida
choice_qte_surveillance_result_fail,Atrapado por la vigilancia
choice_qte_suppression_result_pass,Supresión resistida
choice_qte_suppression_result_fail,Sucumbió a la supresión
passport_label_type,Tipo:
passport_label_born,Nacimiento:
passport_label_gender,Género:
passport_label_country,País:
passport_label_expires,Vence:
passport_label_condition,Condición:
tutorial_skip,Omitir
tutorial_skip_all,Omitir todos los tutoriales
tutorial_continue_auto,(continuando automáticamente...)
tutorial_continue_click,(clic para continuar...)
tutorial_header,Tutorial {current} de {total}: {name} - Paso {step} de {steps}
tutorial_header_single,{name} - Paso {step} de {steps}
tutorial_welcome_name,Bienvenido a Spud Customs
tutorial_gate_control_name,Abriendo la Puerta
tutorial_megaphone_call_name,Llamando Patatas
tutorial_document_inspection_name,Inspeccionando Documentos
tutorial_rules_checking_name,Reglas de Inmigración
tutorial_stamp_usage_name,Usando los Sellos
tutorial_strikes_and_quota_name,Faltas y Cuota
tutorial_welcome_step1,[center][b]¡Bienvenido a Spud Customs![/b][/center]\n\nTu trabajo es procesar las patatas que llegan al puesto de control fronterizo. ¡Aprendamos lo básico!
tutorial_gate_control_step1,[center][b]Abriendo tu Caseta[/b][/center]\n\n¿Ves esa palanca? {interact} para levantar la persiana y abrir tu caseta al público.\n\n[color=yellow]{interact} la palanca ahora.[/color]
tutorial_gate_control_step2,[center][b]¡Buen trabajo![/b][/center]\n\nTu caseta ya está abierta. Las patatas en la cola pueden ver que estás listo para atender.
tutorial_megaphone_call_step1,[center][b]Llamando a la Siguiente Patata[/b][/center]\n\nUsa el megáfono para llamar a la siguiente patata de la cola a tu caseta.\n\n[color=yellow]¡{interact} el megáfono![/color]
tutorial_megaphone_call_step2,[center][b]¡Aquí vienen![/b][/center]\n\nObserva cómo la patata se acerca a tu caseta. Presentarán sus documentos para inspección.
tutorial_document_inspection_step1,[center][b]Inspección de Documentos[/b][/center]\n\nLa patata te ha entregado su pasaporte. {drag} a tu mesa de inspección para examinarlo de cerca.\n\n[color=yellow]{drag} el pasaporte a la mesa.[/color]
tutorial_document_inspection_step2,[center][b]Examinando el Pasaporte[/b][/center]\n\n{interactuar} el pasaporte para abrirlo y revisar la información de la patata:\n\n- Nombre y foto\n- País de origen\n- Tipo y estado de la patata\n\n¡Busca cualquier cosa sospechosa!
tutorial_document_inspection_step3,"[center][b]¡Revisa las Reglas![/b][/center]\n\nAntes de tomar tu decisión, debes revisar las reglas de inmigración. ¡Aprendamos sobre ellas!"
tutorial_rules_checking_step1,[center][b]Reglas de Inmigración[/b][/center]\n\nMira el folleto de reglas en el lado derecho. Estas reglas te indican qué patatas [color=green]APROBAR[/color] o [color=red]RECHAZAR[/color].\n\n¡Rechaza cualquier patata que viole las reglas actuales!\n\n[color=red]IMPORTANTE: ¡Los documentos con fechas caducadas deben ser RECHAZADOS![/color]
tutorial_rules_checking_step2,[center][b]¡Mantente Vigilante![/b][/center]\n\nLas reglas cambian entre turnos. Siempre revisa las reglas actuales antes de tomar decisiones.\n\nCompara la información del pasaporte con las reglas activas cuidadosamente.
tutorial_stamp_usage_step1,[center][b]La Barra de Sellos[/b][/center]\n\n¿Ves la barra de sellos en la parte superior? {interactuar} la manija para revelar tus sellos de aprobación y rechazo.\n\n[color=yellow]{interactuar} para abrir la barra de sellos.[/color]
tutorial_stamp_usage_step2,[center][b]Posicionamiento para Sellar[/b][/center]\n\n{arrastrar} el pasaporte bajo los sellos. Verás una guía que indica dónde colocarlo.\n\n[color=green]Sello verde[/color] = APROBAR\n[color=red]Sello rojo[/color] = RECHAZAR\n\n[color=yellow]Posiciona el pasaporte bajo un sello.[/color]
tutorial_stamp_usage_step3,[center][b]¡Aplica el Sello![/b][/center]\n\n{interactuar} el sello para marcar el pasaporte con tu decisión.\n\n[color=yellow]{interactuar} un sello para aplicarlo.[/color]
tutorial_stamp_usage_step4,[center][b]Devuelve los Documentos[/b][/center]\n\nAhora {arrastrar} el pasaporte sellado de vuelta a la patata para completar su procesamiento.\n\n[color=yellow]Devuelve el pasaporte a la patata.[/color]
tutorial_stamp_usage_step5,[center][b]¡Bien Hecho![/b][/center]\n\n¡Has procesado tu primera patata! Vigila tu cuota: necesitas procesar suficientes patatas cada turno.
tutorial_strikes_and_quota_step1,[center][b]El Sistema de Cuota[/b][/center]\n\nMira la pantalla de [color=yellow]Cuota[/color]. Esto muestra cuántas patatas debes procesar correctamente cada turno.
tutorial_strikes_and_quota_step2,[center][b]¡Evita las Faltas![/b][/center]\n\nEl contador de [color=red]Faltas[/color] muestra tus errores. ¡Demasiadas faltas y se acabó el juego!\n\nToma decisiones incorrectas y ganarás faltas.
tutorial_strikes_and_quota_step3,"[center][b]¡Entrenamiento Completado![/b][/center]\n\nContinúa procesando patatas para completar tu turno de entrenamiento.\n\nUna vez terminado, serás [color=green]certificado como Oficial de Aduanas[/color] y ¡listo para tu primer día real!"
loading_level_in_progress,Cargando Nivel...
loading_level_waiting,Aún Cargando Nivel...
loading_level_still_waiting,Aún Cargando Nivel... (%d segundos)
loading_level_complete,Carga de Nivel Completa!
