keys,th
Text/106_trucks6/text,[color=CHARTREUSE]ดวงตาของซาช่าเป็นประกาย[/color] ฉันรู้ว่านายมีรากเหล็ก ระวังตัวด้วยนะ พวกเขาลาดตระเวนหนักมากตอนกลางคืน
Text/106_trucks7/text,เวลา 03:00 น. นายหมอบอยู่ในเงามืดขณะที่รถบรรทุกของ[color=DARK_VIOLET]Root Reserve[/color] แล่นผ่านไปอย่างครึกโครม
Text/106_trucks8/text,[pulse freq=2][color=YELLOW]ซ่อนตัวไว้! ตามขบวนไป![/color][/pulse]
Text/106_trucks9/text,"รถบรรทุกจอดที่อาคารขนาดใหญ่ที่ซ่อนอยู่ในย่านอุตสาหกรรม [color=DARK_VIOLET]เขต 7, อาคารคลังสินค้าเดลต้า[/color]"
Text/106_trucks10/text,ปล่องควันพ่นควันสีม่วงออกมา กลิ่นมัน... [tornado radius=3 freq=2][color=CRIMSON]ชัดเจนจนไม่อาจปฏิเสธได้[/color][/tornado]
Text/106_trucks11/text,[wave amp=20 freq=3][color=CHARTREUSE]หัวใจของ Root Reserve[/color][/wave]
Text/106_trucks12/text,[color=STEEL_BLUE]สีหน้าของซาช่าฉายแววผิดหวัง[/color] เราทุกคนต้องเสี่ยง ฉันจะหาวิธีอื่น
Text/107/text,สถานการณ์ภายนอกเลวร้ายลง ฝูงชนที่โกรธแค้นรวมตัวกันที่ด่านตรวจ เรียกร้องคำตอบเกี่ยวกับ Root Reserve
Text/108/text,[color=YELLOW]ประกาศฉุกเฉิน[/color]: การเผยแพร่[color=CRIMSON]เอกสารปลอม[/color]เมื่อเร็วๆ นี้ ทำให้เกิดความตื่นตระหนกโดยไม่จำเป็น
Text/109/text,"มีรางวัล[color=GOLD]10,000 สปัดเครดิต[/color]มอบให้ สำหรับข้อมูลที่นำไปสู่การจับกุมผู้ก่อวินาศกรรมเหล่านี้"
Text/10a/text,การบริโภคหรือเผยแพร่โฆษณาชวนเชื่อนี้ ถือเป็นการกระทำที่จัดอยู่ในประเภท[color=RED]กบฏขั้นร้ายแรง[/color]
Text/10b/text,กะการทำงานวันนี้จะดำเนินการภายใต้ระเบียบปฏิบัติพิเศษ ผู้เดินทางแต่ละคนต้องเข้ารับการประเมินความจงรักภักดี
Text/10c/text,ผู้ที่แสดงออกซึ่ง[color=CRIMSON]แนวคิดต่อต้านรัฐบาล[/color] ให้แจ้งเจ้าหน้าที่ทันที
Text/10d/text,[color=CRIMSON]คนทรยศที่แฝงตัวอยู่ในหมู่พวกเรา[/color]จะถูกค้นพบ และเมื่อถึงเวลานั้น... [color=DARK_ORANGE]รัสเซ็ตต์ทำท่าทางคุกคามปาดคอตัวเอง[/color]
Text/10e/text,"มันฝรั่งผู้หนึ่งเดินเข้ามาอย่างประหม่า [color=GOLD]ตราสัญลักษณ์ใบไม้สีเหลือง[/color]ปรากฏให้เห็นบางส่วน มีกระดาษโน้ตเล็ก ๆ สอดอยู่ระหว่างเอกสาร: ""[color=CHARTREUSE]เซฟเฮาส์ถูกเปิดเผยแล้ว สถานที่ใหม่: โกดัง 7, เขต 4.[/color]"""
Choice/10f/text,"""ดำเนินการให้ผ่านไปอย่างรวดเร็วโดยใช้เครื่องหมาย UV"" (ช่วยเหลือ)"
Choice/110/text,"""รายงานต่อเจ้าหน้าที่รักษาความปลอดภัยทันที"" (ทรยศ)"
Text/111/text,"สีหน้าของพวกเขาเต็มไปด้วยความโล่งใจ ""ขอบคุณ ความจริงจะปรากฏ"""
Text/112/text,"ความหวาดกลัวปรากฏขึ้นเมื่อคุณส่งสัญญาณเรียกเจ้าหน้าที่รักษาความปลอดภัย ""[wave amp=25 freq=3]ไม่นะ ได้โปรด! ฉันมีครอบครัว![/wave]"" ตราสัญลักษณ์สีเหลืองของพวกเขาร่วงหล่นลงพื้น"
Text/113/text,"""ทำได้ดีมาก ความจงรักภักดีของคุณถูกบันทึกไว้แล้ว"""
Text/114/text,"""การตัดสินใจของคุณถูกจับตาดูอยู่ เตรียมตัวให้พร้อม [tornado radius=3 freq=2][color=CHARTREUSE]บางสิ่งครั้งใหญ่กำลังจะมา[/color][/tornado] กลุ่มต่อต้านกำลังวางแผนปฏิบัติการโดยตรง"""
Text/115/text,"""เมื่อถึงเวลานั้น คุณจะต้อง[color=YELLOW]เลือกข้าง[/color] จะไม่มีทางเลือกที่เป็นกลางอีกต่อไป"""
Text/116/text,ในทุก ๆ มันฝรั่งที่คุณดำเนินการ คุณกำลัง[pulse freq=2][color=CHARTREUSE]ช่วยเหลือการปฏิวัติ[/color][/pulse] หรือ[pulse freq=2][color=CRIMSON]สนับสนุนระบบอันเลวร้าย[/color][/pulse]
Choice/10f/disabled_text,
Choice/110/disabled_text,
Choice/106_trucks4/disabled_text,
Choice/106_trucks5/disabled_text,
