keys,th
Text/234/text,ดูว่า[color=CRIMSON]มันฝรั่งที่ถูกปฏิเสธ[/color]ไปที่ไหน ถ้าทำได้ ให้ตามรถบรรทุกไป
Text/235/text,คุณหยิบรูปถ่ายที่มันฝรั่งผู้สิ้นหวังให้มา ภรรยาของเธอ [color=STEEL_BLUE]ตอนนี้เธออยู่ที่ไหน?[/color]
Text/236/text,ถ้าสิ่งที่ซาช่ากับเมอร์ฟีย์พูดเป็นเรื่องจริง... เธอก็คงจะถูก...
Text/237/text,คุณคิดไม่จบประโยค แต่คุณ[color=CHARTREUSE]จะไม่มีวันลืมใบหน้าของเธอ[/color]
Text/238/text,พรุ่งนี้ ทุกสิ่งจะเปลี่ยนไป ไม่คุณก็หาคำตอบเจอ ไม่ก็คุณจะฝังคำถามเหล่านั้นไปตลอดกาล
Text/239/text,สิ่งหนึ่งที่แน่นอนคือ: [color=YELLOW]ไม่มีทางกลับไปสู่ความไม่รู้ที่สุขสบายอีกแล้ว[/color]
Choice/21e/disabled_text,
Choice/21f/disabled_text,
Choice/220/disabled_text,
Choice/22f/disabled_text,
Choice/230/disabled_text,
