keys,ko
Text/226/text,계속 그렇게 스스로에게 말해보세요. 그게 얼마나 잠을 잘 오게 하는지 보세요. [color=STEEL_BLUE]저에게는 아무 도움이 안 돼요.[/color]
Text/227/text,"마지막 근무가 끝날 무렵, 사샤가 당신의 부스에 나타납니다. 유령이라도 본 것 같네요."
Text/228/text,"짐작컨대, 머피가 자기 사촌에 대해 말해줬나?"
Text/229/text,사샤가 고개를 끄덕인다. 좋아. 우린 질문하는 사람이 필요해.
Text/22a/text,사샤가 당신의 얼굴을 유심히 살핀다. 당신은 두려워하는군. 현명해. 하지만 두려움이 누구도 구원하진 못할 거야.
Text/22b/text,"첫날부터 당신을 지켜봤어. 러셋이 ""처리""에 대해 말했을 때 당신이 [color=YELLOW]망설이던[/color] 방식 말이야."
Text/22c/text,당신은 거부된 감자들이 어떻게 되는지 물었지. 대단한 용기야. [color=CHARTREUSE]대부분은 그저 경례하고 도장을 찍을 뿐인데.[/color]
Text/22d/text,사샤가 더 가까이 다가온다. 패턴이 있어. 우리가 거부한 감자들은? 48시간 안에 사라져. 추방 기록도 없고. 이송 기록도 없어.
Text/22e/text,하지만 [color=DARK_VIOLET]뿌리 비축량[/color] 생산은? [tornado radius=3 freq=2][color=CRIMSON]늘어나지.[/color][/tornado] 매번. 단 한 번도 빠짐없이.
Choice/22f/text,믿어요. 어떻게 도울 수 있죠?
Choice/230/text,모든 걸 걸기 전에 증거를 봐야겠어요.
Text/231/text,"사샤의 눈이 빛난다. 내가 제대로 골랐어. 내일 밤, 근무 후에. 내가 찾은 걸 보여줄게."
Text/232/text,그때까지
Text/233/text,알겠어. 증거는 곧 나올 거야. 그저... 내일 근무 중에 눈을 크게 뜨고 있어.
Text/234/text,[color=CRIMSON]거부된 감자들[/color]이 어디로 가는지 지켜봐. 가능하다면 트럭을 따라가 봐.
Text/235/text,당신은 절박한 감자가 건네준 사진을 꺼낸다. 그녀의 아내. [color=STEEL_BLUE]그녀는 지금 어디에 있을까?[/color]
Text/236/text,사샤와 머피의 말이 사실이라면... 그녀는 이미...
Text/237/text,당신은 생각을 끝맺지 못한다. 하지만 [color=CHARTREUSE]그녀의 얼굴을 잊지 않을 것이다[/color].
Text/238/text,"내일, 모든 것이 바뀐다. 답을 찾거나, 질문들을 영원히 묻어버리거나."
Text/239/text,한 가지는 확실하다: [color=YELLOW]더 이상 행복한 무지로 돌아갈 수는 없다[/color].
Choice/21e/disabled_text,
Choice/21f/disabled_text,
Choice/220/disabled_text,
Choice/22f/disabled_text,
Choice/230/disabled_text,
