keys,de
rule_explanation_header,REGEL ERKLÄRUNG:
rule_explanation_fresh,Schauen Sie auf das Feld 'Zustand'. Wenn es etwas anderes als 'Frisch' sagt - ABLEHNEN
rule_explanation_sweet_potato,Schauen Sie auf das Feld 'Typ'. Wenn es 'Süßkartoffel' sagt - ABLEHNEN (keine Genehmigungen)
rule_explanation_chip_hill,Schauen Sie auf das Feld 'Land'. Wenn es 'Chip Hill' sagt - ABLEHNEN (verboten)
rule_explanation_age,Schauen Sie auf das Feld 'Geburtsdatum'. Berechnen Sie das Alter und prüfen Sie gegen die Regel
rule_explanation_gender,Schauen Sie auf das Feld 'Geschlecht' und prüfen Sie gegen die aktuelle Regel
rule_footer_text,Diese Regeln müssen für ALLE Kartoffeln durchgesetzt werden
rule_expired_note,Abgelaufene Dokumente müssen IMMER abgelehnt werden.
rule_tutorial_hint,Brauchen Sie Hilfe? Klicken Sie auf eine Regel für eine Erklärung
alert_correct_decision_detailed,RICHTIGE ENTSCHEIDUNG! +{points} Punkte\n{reason}
alert_wrong_decision_detailed,FALSCHE ENTSCHEIDUNG! Strike hinzugefügt!\n{reason}
alert_reason_approved,Kartoffel erfüllt alle Anforderungen - GENEHMIGT
alert_reason_should_reject,Sie hätten diese Kartoffel ABLEHNEN sollen
tutorial_check_type,Überprüfen Sie das Feld 'Typ' im Pass
tutorial_check_condition,Überprüfen Sie das Feld 'Zustand' im Pass
tutorial_check_country,Überprüfen Sie das Feld 'Land' im Pass
tutorial_check_age,Überprüfen Sie das 'Geburtsdatum' zur Altersberechnung
tutorial_check_gender,Überprüfen Sie das Feld 'Geschlecht' im Pass
alert_streak_bonus_minigame,5 hintereinander! BONUS-MINISPIEL!
alert_perfect_stamps_bonus_minigame,Perfekte Stempel! BONUS-MINISPIEL!
alert_runner_bonus_minigame,Verdächtige Aktivität! BONUS-MINISPIEL!
alert_new_minigame_unlocked,Neues Minispiel freigeschaltet: {name}!
alert_minigame_bonus,Minispiel-Bonus: +{bonus} Punkte!
high_score_display,Highscore: {score}
new_high_score,NEUER HIGHSCORE!
month_1,Januar
citation_trash_label,PAPIERKORB
citation_header,AMTLICHE VERWARNUNG
citation_from_supervisor,Von: Aufseher Russet
citation_dismiss_hint,[Zum Schließen in den Papierkorb ziehen]
minigame_times_up,"Zeit ist um! Keine Sorge, zurück an die Arbeit!"
minigame_time_format,{seconds}.{fraction}
qte_title,SCHNELLZEIT-EREIGNIS
qte_instruction,"Drücke die Tasten, wenn sie erscheinen!"
qte_auto_completed,Automatisch abgeschlossen
qte_accessibility_note,(QTE-Barrierefreiheit aktiviert)
qte_get_ready,Bereit machen...
qte_progress,Fortschritt
qte_key_prompt,[{key}]
qte_result,{successful} / {total} erfolgreich (+{points} Punkte)
qte_image_pending,[Bild ausstehend]
evidence_title,SICHERHEITSINSPEKTION STEHT BEVOR
evidence_instruction,"Räum deinen Schreibtisch auf! Beweise vernichten, Arbeitsgegenstände verstecken."
evidence_suspicion,Verdacht: {percent}%
evidence_items_remaining,Gegenstände: {count}
evidence_times_up_found,Zeit ist um! Sie haben die Beweise gefunden...
evidence_times_up_suspicious,Zeit ist um! Die Inspektion war... gründlich.
codebreaker_title,CODEKNACKER
codebreaker_instruction,"Knack den Code! Grün = exakte Übereinstimmung, Gelb = richtige Ziffer, falscher Platz"
codebreaker_enter_code,CODE EINGEBEN
codebreaker_submit,BESTÄTIGEN
codebreaker_clear,LÖSCHEN
codebreaker_previous_attempts,Vorherige Versuche:
codebreaker_attempts,Versuche: {current} / {max}
codebreaker_result_exact_close,{exact} exakt
codebreaker_result_exact,{exact} exakt
codebreaker_result_close,{close} nah
codebreaker_result_none,keine Treffer
codebreaker_success,Code geknackt in {attempts} Versuchen! +{points} Punkte!
codebreaker_failure,Keine Versuche mehr! Der Code wurde oben angezeigt.
scanner_title,DOKUMENTENSCANNER
scanner_instruction,"Ziehen Sie das UV-Licht, um versteckte Merkmale zu finden! Klicken Sie zur Bestätigung."
scanner_found,Gefunden: {current} / {total}
scanner_perfect,Perfekt! Alle Elemente gefunden! +{points} Punkte!
scanner_partial,Gute Arbeit! {found}/{total} gefunden. +{points} Punkte!
chase_title,GRENZJAGD
chase_instruction,Klicken Sie auf die ROTEN Schmuggelwaren! Lassen Sie die GRÜNEN Gegenstände passieren.
chase_legend,ROT = Fangen!   GRÜN = Passieren lassen
chase_caught,Gefangen: {current} / {total}
chase_perfect,Perfekter Fang! +{points} Punkte!
chase_partial,{count} Gegenstände gefangen. +{points} Punkte!
sorting_title,STEMPELSORTIERUNG
sorting_instruction,"Ziehen Sie die Stempel in den richtigen Behälter! Grün = GENEHMIGT, Rot = ABGELEHNT"
sorting_approved,GENEHMIGT
sorting_denied,ABGELEHNT
sorting_progress,Sortiert: {sorted}/{total}  Korrekt: {correct}
sorting_perfect,Perfekte Sortierung! +{points} Punkte!
sorting_partial,{correct}/{total} korrekt sortiert. +{points} Punkte!
fingerprint_title,FINGERABDRUCK-ABGLEICH
fingerprint_instruction,"Finden Sie den Fingerabdruck, der mit der Referenz übereinstimmt!"
fingerprint_reference,REFERENZ
fingerprint_find_match,FINDE DIE ÜBEREINSTIMMUNG
fingerprint_progress,Abgeglichen: {current} / {total}
fingerprint_success,Alle Fingerabdrücke stimmen überein! +{points} Punkte!
fingerprint_partial,Abgeglichen {matched}/{total}. +{points} Punkte!
