keys,el
Text/108/text,[color=YELLOW]ΕΚΤΑΚΤΗ ΑΝΑΚΟΙΝΩΣΗ[/color]: Η πρόσφατη κυκλοφορία [color=CRIMSON]πλαστών εγγράφων[/color] έχει προκαλέσει αχρείαστο πανικό.
Text/109/text,Προσφέρεται αμοιβή [color=GOLD]10.000 Spud Credits[/color] για πληροφορίες που θα οδηγήσουν στη σύλληψη αυτών των σαμποτέρ.
Text/10a/text,Η κατανάλωση ή διανομή αυτής της προπαγάνδας ταξινομείται πλέον ως [color=RED]εσχάτη προδοσία[/color].
Text/10b/text,Η σημερινή βάρδια θα λειτουργήσει υπό ειδικά πρωτόκολλα. Κάθε ταξιδιώτης πρέπει να υποβληθεί σε Αξιολόγηση Πιστότητας.
Text/10c/text,Όσοι επιδεικνύουν [color=CRIMSON]αντικυβερνητικά αισθήματα[/color] πρέπει να επισημανθούν αμέσως.
Text/10d/text,Ο [color=CRIMSON]προδότης ανάμεσά μας[/color] θα βρεθεί. Και όταν βρεθεί... [color=DARK_ORANGE]Ο Russet κάνει μια απειλητική χειρονομία στον λαιμό του.[/color]
Text/10e/text,"Μια νευρική πατάτα πλησιάζει, με ένα [color=GOLD]κίτρινο σήμα φύλλου[/color] μερικώς ορατό. Ένα μικρό σημείωμα είναι κρυμμένο ανάμεσα στα χαρτιά: ""[color=CHARTREUSE]Το κρησφύγετο έχει αποκαλυφθεί. Νέα τοποθεσία: Αποθήκη 7, Τομέας 4.[/color]"""
Choice/10f/text,"""Επεξεργαστείτε τους γρήγορα με το σημάδι UV"" (Βοήθεια)"
Choice/110/text,"""Αναφέρετέ τους στην ασφάλεια αμέσως"" (Προδοσία)"
Text/111/text,"Ανακούφιση πλημμυρίζει το πρόσωπό τους. ""Ευχαριστώ. Η αλήθεια θα επικρατήσει."""
Text/112/text,"Τρόμος τους κυριεύει καθώς ειδοποιείτε την ασφάλεια. ""[wave amp=25 freq=3]Όχι, παρακαλώ! Έχω οικογένεια![/wave]"" Το κίτρινο σήμα τους πέφτει στο πάτωμα."
Text/113/text,"""Μπράβο. Η αφοσίωσή σας σημειώθηκε."""
Text/114/text,"""Η απόφασή σας έγινε αντιληπτή. Να είστε έτοιμοι. [tornado radius=3 freq=2][color=CHARTREUSE]Κάτι μεγάλο έρχεται[/color][/tornado]. Η αντίσταση σχεδιάζει μια άμεση ενέργεια."""
Text/115/text,"""Όταν συμβεί, θα πρέπει να [color=YELLOW]διαλέξετε πλευρά[/color]. Δεν θα υπάρχει πλέον μέση οδός."""
Text/116/text,"Με κάθε πατάτα που επεξεργάζεστε, είτε [pulse freq=2][color=CHARTREUSE]βοηθάτε μια επανάσταση[/color][/pulse] είτε [pulse freq=2][color=CRIMSON]ενεργοποιείτε ένα φρικτό σύστημα[/color][/pulse]."
Choice/10f/disabled_text,
Choice/110/disabled_text,
Choice/106_trucks4/disabled_text,
Choice/106_trucks5/disabled_text,
