keys,id
Text/280/text,"Kau menyusut kembali ke bayangan, membenci dirimu sendiri sekuat tenaga. [color=STEEL_BLUE]Pengecut.[/color]"
Text/281/text,Tapi hidup. Dan bebas. Untuk saat ini.
Text/282/text,"Kau menangkap mata Sasha. Anggukan lambat, disengaja. [color=CHARTREUSE]Aku akan datang menjemputmu.[/color]"
Text/283/text,"Dia melihat. Senyum terkecil. Lalu dia diseret memutar sudut, menghilang."
Text/284/text,"Dia menemukanmu di tengah kekacauan. Wajahnya seperti topeng, tapi matanya menyala."
Text/285/text,Mereka membawanya ke [color=CRIMSON]sayap pemrosesan[/color]. Sub-level 3. Di sanalah mereka membawa istriku.
Text/286/text,Dia menekan sesuatu ke tanganmu - sebuah [color=GOLD]kartu kunci keamanan[/color].
Text/287/text,Saat waktunya tiba... [color=CHARTREUSE]Aku akan berpaling[/color]. Demi istriku. Demi mereka semua.
Text/288/text,"Murphy menarikmu ke ruang penyimpanan, terengah-engah."
Text/289/text,Ini dia. Ini [color=CRIMSON]benar-benar terjadi[/color]. Mereka menangkap Sasha. Mereka akan memprosesnya sebelum pagi.
Text/28a/text,"Itu [color=STEEL_BLUE]bodoh[/color]. Berani, tapi bodoh. Kau ada di daftar mereka sekarang."
Text/28b/text,Perlawanan sedang merencanakan sesuatu. Besok. Itu satu-satunya kesempatan kita untuk menyelamatkannya.
Text/28c/text,Kau ikut? [color=CHARTREUSE]Sepenuhnya ikut?[/color]
Choice/28d/text,Sepenuhnya. Apa pun yang diperlukan untuk menyelamatkan Sasha.
Choice/28e/text,Aku perlu berpikir. Ini terlalu cepat.
Text/28f/text,Murphy menepuk bahumu. [color=CHARTREUSE]Kalau begitu kita bergerak saat fajar. Akarnya tumbuh dalam.[/color]
Text/290/text,"Wajah Murphy mengeras. Berpikir cepat. Besok pada jam ini, dia akan menjadi [color=DARK_VIOLET]Cadangan Akar[/color]."
Text/291/text,"Kau berbaring terjaga, menatap langit-langit. Wajah Sasha. Pembangkangannya. Ketakutannya."
Text/292/text,Kau mengeluarkan foto istri yang hilang. Wajah lain yang tidak bisa kau selamatkan.
Text/293/text,[color=CHARTREUSE]Tidak kali ini.[/color]
Text/294/text,"Besok, semuanya berubah. Dengan satu atau lain cara."
Text/295/text,[pulse freq=2][color=YELLOW]Tidak ada lagi berdiri di pinggir lapangan.[/color][/pulse]
Text/296/text,"Selnya dingin. Melalui dinding, kau bisa mendengar Sasha di suatu tempat, sedang ""diinterogasi."""
Text/297/text,"Besok, kata mereka. Kalian berdua akan [color=DARK_VIOLET]diproses[/color] bersama."
Text/298/text,Kecuali perlawanan datang. Kecuali seseorang menyelamatkan kalian berdua.
Text/299/text,[color=STEEL_BLUE]Malam terpanjang dalam hidupmu terbentang di depan.[/color]
Choice/278/disabled_text,
Choice/279/disabled_text,
Choice/27a/disabled_text,
Choice/28d/disabled_text,
Choice/28e/disabled_text,
