keys,el
Text/24f/text,"Χτυπάς τον σαρωτή, συνοφρυώνεσαι, τον χτυπάς ξανά. ""Αυτό το καταραμένο πράγμα κάνει νερά. Πέρνα."""
Text/250/text,"Ανακούφιση πλημμυρίζει το πρόσωπό τους. Ψιθυρίζουν ""[color=CHARTREUSE]Ευχαριστώ[/color]"" και βιάζονται να περάσουν."
Text/251/text,"Τον κοιτάς στα μάτια και γνέφεις προς τον πράκτορα. Κοιτάζει αυτούς, μετά εσένα."
Text/252/text,"Γυρίζει επίτηδες την πλάτη του, μελετώντας τον τοίχο. ""[color=STEEL_BLUE]Ο σαρωτής έχει προβλήματα όλη μέρα.[/color]"""
Text/253/text,"Ο πράκτορας περνάει απαρατήρητος. Ο Βίκτορ δεν λέει τίποτα, αλλά έχετε μοιραστεί ένα μυστικό τώρα."
Text/254/text,"Εκτελείς τη σάρωση. Το μηχάνημα [color=RED]βρυχάται[/color]. ""Εντοπίστηκαν πλαστά έγγραφα."""
Text/255/text,"Τρόμος διαγράφεται στο πρόσωπό τους. ""[color=CRIMSON]Δεν καταλαβαίνεις τι έκανες...[/color]"""
Text/256/text,"Αυτός και άλλοι φρουροί πλησιάζουν. Ο πράκτορας σέρνεται μακριά, κοιτάζοντάς σε ακόμα."
Text/257/text,Η Σάσα σε πιάνει στις σκιές. Αυτός ο πράκτορας μετέφερε [color=CHARTREUSE]αντίγραφα των καταλόγων[/color] στους επαφές μας έξω.
Text/258/text,"Εξαιτίας σου, η αλήθεια θα εξαπλωθεί πέρα από τα σύνορα του Spud. [color=CHARTREUSE]Έκανες πραγματική διαφορά.[/color]"
Text/259/text,Τα μάτια της Σάσα ανοίγουν διάπλατα. Ο Βίκτορ βοήθησε; Είχα ένα προαίσθημα γι' αυτόν. Η γυναίκα του ήταν...
Text/25a/text,"Σταματάει να μιλάει. Έχουμε περισσότερους συμμάχους απ' ό,τι νόμιζα."
Text/25b/text,"Η Σάσα σε βρίσκει, με παγωμένη έκφραση. Αυτός ο πράκτορας είχε οικογένεια. Τρία βλαστάρια στο σπίτι."
Text/25c/text,Καταλαβαίνω τον φόβο. Αλλά [color=CRIMSON]ο φόβος έχει συνέπειες[/color]. Θα έχουν διεκπεραιωθεί μέχρι το πρωί.
Text/25d/text,Ελπίζω το καθαρό σου μητρώο να αξίζει τον κόπο.
Text/25e/text,Ο Μέρφι γλιστράει στα καταλύματά σου. Άκουσα ότι υπήρξε κάποια αναστάτωση στον σταθμό σου απόψε.
Text/25f/text,[color=CHARTREUSE]Καλώς. Είμαστε μαζί σε αυτό τώρα.[/color] Δεν υπάρχει γυρισμός.
Text/260/text,Το πρόσωπο του Μέρφι σκυθρωπιάζει. Εγώ... νόμιζα ότι ήσουν μαζί μας. Τι συνέβη;
Text/261/text,Η αυριανή βάρδια θα είναι διαφορετική. Το διακύβευμα δεν ήταν ποτέ μεγαλύτερο.
Text/262/text,"Αλλά για πρώτη φορά, νιώθεις ότι είσαι με τη [color=CHARTREUSE]σωστή πλευρά[/color]. Ό,τι κι αν κοστίσει."
Text/263/text,Το πρόσωπο του πράκτορα σε στοιχειώνει. Η οικογένειά του/της δεν θα μάθει ποτέ γιατί δεν γύρισε σπίτι.
Text/264/text,[color=STEEL_BLUE]Εξαιτίας σου.[/color]
Choice/243/disabled_text,
Choice/244/disabled_text,
Choice/24c/disabled_text,
Choice/24d/disabled_text,
Choice/24e/disabled_text,
