keys,ko
Text/d0_qte11/text,러스티가 으르렁거립니다. [color=STEEL_BLUE]시험도 안 된 장비를 주는 관료들이란.[/color] 수동으로 처리하고 재검사를 위해 표시해 둬.
Text/d0_qte12/text,러스티가 당신을 의심스럽게 쳐다봅니다. [color=YELLOW]참 편리하군.[/color] 정비팀에게 확인해보라고 할 거야. 다시는 이런 일이 없도록 해.
Text/d0_qte13/text,저항군 멤버가 통과하면서 당신에게 아주 미미한 감사의 고개를 끄덕입니다.
Text/d0_qte14/text,스캐너에서 [pulse freq=3][color=RED]요란한 경보음[/color][/pulse]이 울립니다. 승인되지 않은 표식이 감지되었습니다!
Text/d0_qte15/text,러셋이 즉시 나타납니다. [color=CHARTREUSE]잘했습니다![/color] 또 다른 반역자가 붙잡혔습니다.
Text/d0_qte16/text,"저항군 대원이 눈에 공포를 가득 담은 채 끌려갑니다. ""[color=CRIMSON]안 돼! 제발! 저에게는 아이들이 있어요![/color]"""
Text/d0_qte17/text,당신의 충성심은 [color=DARK_ORANGE]파일에 기록되었습니다[/color]. 계속해서 이대로 해주십시오.
Text/d1/text,저항군 대원을 돕는 것이 훨씬 더 위험해졌습니다. 하지만 [color=CHARTREUSE]진실은 퍼져야만 합니다[/color].
Choice/bd/disabled_text,
Choice/be/disabled_text,
Choice/bf/disabled_text,
Choice/c4/disabled_text,
Choice/c5/disabled_text,
Choice/cb/disabled_text,
Choice/cc/disabled_text,
Choice/c7_viktor4/disabled_text,
Choice/c7_viktor5/disabled_text,
Choice/d0_qte4/disabled_text,
Choice/d0_qte5/disabled_text,
Choice/d0_qte9/disabled_text,
Choice/d0_qte10/disabled_text,
