keys,vi
Text/225/text,Trùng hợp ư. Murphy cười cay đắng qua những giọt nước mắt. Chắc chắn rồi. Và Tommy cứ thế [color=CRIMSON]biến mất[/color] vào hư không.
Text/226/text,Cứ tự nhủ với bản thân như vậy đi. Xem nó giúp bạn ngủ được bao lâu. [color=STEEL_BLUE]Nó chẳng giúp tôi chút nào.[/color]
Text/227/text,Sasha xuất hiện ở quầy của bạn khi ca làm việc cuối cùng kết thúc. Trông bạn như vừa thấy ma vậy.
Text/228/text,Để tôi đoán xem - Murphy đã kể cho bạn nghe về người anh em họ của anh ta rồi phải không?
Text/229/text,Sasha gật đầu tán thành. Tốt. Chúng ta cần những người biết đặt câu hỏi.
Text/22a/text,Sasha cẩn thận nhìn vào mặt bạn. Bạn sợ hãi. Điều đó thông minh đấy. Nhưng nỗi sợ sẽ không cứu được ai đâu.
Text/22b/text,"Tôi đã theo dõi bạn từ ngày đầu tiên. Cái cách bạn [color=YELLOW]do dự[/color] khi Russet nói về ""xử lý."""
Text/22c/text,Bạn đã hỏi điều gì xảy ra với những củ khoai tây bị từ chối. Điều đó cần sự dũng cảm. [color=CHARTREUSE]Hầu hết chỉ chào và đóng dấu.[/color]
Text/22d/text,Sasha ghé sát hơn. Có một quy luật. Mọi củ khoai tây chúng ta từ chối? Biến mất trong vòng 48 giờ. Không có hồ sơ trục xuất. Không có chuyển giao.
Text/22e/text,Nhưng sản lượng [color=DARK_VIOLET]Kho Dự Trữ Củ[/color]? [tornado radius=3 freq=2][color=CRIMSON]Nó tăng lên.[/color][/tornado] Lần nào cũng vậy.
Choice/22f/text,Tôi tin bạn. Tôi có thể giúp gì?
Choice/230/text,Tôi cần thấy bằng chứng trước khi tôi mạo hiểm tất cả.
Text/231/text,"Mắt Sasha sáng lên. Tôi biết mình đã chọn đúng người. Tối mai, sau ca làm. Tôi sẽ cho bạn thấy những gì tôi đã tìm được."
Text/232/text,Cho đến lúc đó
Text/233/text,Được thôi. Bằng chứng sẽ đến. Chỉ là... hãy để mắt đến mọi thứ trong ca làm việc ngày mai.
Text/234/text,"Hãy xem những [color=CRIMSON]củ khoai tây bị từ chối[/color] đi đâu. Nếu có thể, hãy theo dõi những chiếc xe tải."
Text/235/text,Bạn lấy ra bức ảnh mà củ khoai tây tuyệt vọng đã đưa cho bạn. Vợ của cô ấy. [color=STEEL_BLUE]Bây giờ cô ấy đang ở đâu?[/color]
Text/236/text,Nếu những gì Sasha và Murphy đang nói là sự thật... cô ấy đã bị...
Text/237/text,Bạn không thể hoàn thành suy nghĩ đó. Nhưng bạn [color=CHARTREUSE]sẽ không quên khuôn mặt cô ấy[/color].
Text/238/text,"Ngày mai, mọi thứ sẽ thay đổi. Hoặc bạn tìm thấy câu trả lời, hoặc bạn chôn vùi những câu hỏi mãi mãi."
Text/239/text,Một điều chắc chắn là: [color=YELLOW]không thể quay lại với sự vô tư hạnh phúc[/color] nữa.
Choice/21e/disabled_text,
Choice/21f/disabled_text,
Choice/220/disabled_text,
Choice/22f/disabled_text,
Choice/230/disabled_text,
