keys,zh-CN
performance_stats_template,\n表现\n耗时: {time_taken}\n预期分数: {expected_score}\n总分: {score}\n超额分数百分比: {percent}%\n表现评级:\n{rating}
performance_exceptional,卓越！
performance_excellent,优秀！
performance_good,良好
performance_needs_improvement,有待改进
performance_poor,不佳
global_leaderboard_title,全球排行榜\n- {difficulty}
getting_leaderboard_scores,正在获取排行榜分数...
reset_game_label,重置游戏 :
reset_game_button,重置
mute_label,静音
fullscreen_label,全屏 :
resolution_label,分辨率 :
antialiasing_label,抗锯齿 :
screenshake_label,屏幕抖动 :
mouse_sens_label,鼠标灵敏度 :
Loading…,正在加载…
You lose.,你输了。
You won!,你赢了！
Thanks for playing!,感谢游玩！
Please Confirm...,请确认…
Go back to main menu?,返回主菜单？
Quit the game?,退出游戏？
Cancel,取消
OK,OK
Controls,操作
Mouse Sensitivity :,Mouse Sensitivity :
Actions & Inputs,操作与输入
Add,Add
Remove,移除
Assign Key for {action},为{action}指定按键
Listening for input...,正在监听输入...
Press again to confirm...,再次按下以确认...
Focus here to assign inputs.,在此处设置输入。
Already Assigned,已分配
{key} already assigned to {action}.,{key} 已分配给 {action}。
Remove Key for {action},移除{action}的按键
Are you sure you want to remove {key} from {action}?,确定要从{action}移除{key}吗？
Reset,重置
Audio,音频
Master :,Master :
Music :,Music :
SFX :,SFX :
Ambient :,Ambient :
Mute :,Mute :
Video,视频
Fullscreen :,Fullscreen :
Resolution :,Resolution :
Anti-Aliasing :,Anti-Aliasing :
Disabled (Fastest),禁用 (最快)
8x (Slowest),8倍 (最慢)
Camera Shake :,Camera Shake :
Normal,正常
Reduced,减弱
Minimal,最小
None,无
Game,游戏
Reset Game :,Reset Game :
Do you want to reset your game data?,是否要重置游戏数据？
Back,返回
TAKE THEM!,抓住他们！
"Take your documents, please.",请收好您的证件。
Continue,继续
Main Menu,主菜单
Submit Score,提交分数
Restart,重新开始
SHIFT SUMMARY,班次总结
Easy,简单
Expert,专家级
Primary,主要
Secondary,次要
Primary Interaction,主要交互
Secondary Interaction,次要交互
Cancel Interaction,取消交互
Escape,退出
Dialogic Default Action,对话默认操作
Enter,确认
Left Mouse Button,鼠标左键
Right Mouse Button,鼠标右键
Start New Game,开始新游戏
Starting a new game will reset your progress. Are you sure you want to continue?,开始新游戏将重置您的进度。您确定要继续吗？
"Yes, Start New Game",是，开始新游戏
Skip,跳过
History,历史记录
Return,返回
Restart the game?,重新开始游戏？
help_menu_button,帮助
achievements_menu_button,成就
help_menu_title,玩法指南
help_tab_basics,基础操作
help_tab_gameplay,游戏玩法
help_tab_minigames,小游戏
help_basics_intro,[b]欢迎来到土豆海关！[/b]\n\n您是土豆海关检查站的边境官员。您的职责是检查文件，批准或拒绝入境者，并阻止那些试图偷渡边境的人。
help_basics_gate,[b]打开大门[/b]\n点击大门按钮或使用扩音器呼叫下一位土豆到您的检查站。
help_basics_documents,[b]检查文件[/b]\n将文件拖到您的桌子上进行检查。根据当前班次的入境规则核对姓名、日期和其他详细信息。
help_basics_stamping,[b]盖章文件[/b]\n使用“批准”（绿色）印章放行入境者，或使用“拒绝”（红色）印章拒绝他们。盖章的准确性会影响您的分数！
help_basics_runners,[b]边境偷渡者[/b]\n有些土豆会试图冲过检查站！点击发射导弹阻止他们。完美时机可获得额外分数。
help_basics_xray,[b]X光扫描仪[/b]\n从第3班次开始，使用X光机扫描土豆以查找隐藏的违禁品。
help_gameplay_quota,[b]完成配额[/b]\n每个班次都有您必须处理的土豆配额。未能完成配额，您将被解雇！
help_gameplay_strikes,[b]失误[/b]\n犯错（错误批准/拒绝，漏掉偷渡者）会给您带来失误。失误过多，游戏就结束了！
help_gameplay_rules,[b]入境规则[/b]\n查看公告板以了解当前规则。规则每个班次都会变化——禁止区域、所需文件和特殊条件。
help_gameplay_scoring,[b]得分[/b]\n因正确决策、完美盖章和阻止偷渡者而得分。速度和准确性可获得额外奖励！
help_gameplay_difficulty,[b]难度级别[/b]\n简单：更宽松的时间，更少的规则。普通：标准体验。专家：严格的时间，复杂的规则，更高的分数。
help_minigames_intro,[b]小游戏[/b]\n在您的班次中，您会遇到可以赚取额外分数的小游戏。完成它们以获得奖励，或跳过而无惩罚。
help_minigames_document_scanner,[b]文件扫描仪[/b] (班次1+)\n使用紫外线查找文件上的隐藏元素。点击标记水印、印章和符号。在时间用完之前找到所有元素！
help_minigames_stamp_sorting,[b]印章分类[/b] (班次 2+)\n将掉落的印章分拣到正确的箱子中。绿色印章用于“批准”，红色印章用于“拒绝”。快速分拣可获得额外分数！
help_minigames_fingerprint_match,[b]指纹匹配[/b] (班次 3+)\n将网格中的指纹与参考图案进行匹配。点击匹配的指纹以验证身份。需要仔细观察！
help_minigames_code_breaker,[b]密码破译[/b] (班次 4+)\n破解秘密代码！猜出4位数字组合。绿色表示位置正确，黄色表示位置错误。尝试次数有限！
help_minigames_border_chase,[b]边境追逐[/b] (班次 5+)\n传送带上有违禁品！点击红色物品以没收它们。让绿色物品通过。快速反应可获得更多分数！
help_tab_lore,背景故事
help_lore_world_intro,[b]斯普德世界[/b]\n欢迎来到一个马铃薯建立自己文明的土地。在这个世界里，块茎们会行走、会说话，并建立了拥有法律、边境和官僚体系的独立国家。
help_lore_nation,[b]斯普德之国[/b]\n斯普德是一个骄傲的国家，承诺为所有马铃薯带来繁荣。在斯普德长城的保护下，国家实行严格的边境管制，以确保只有合格的块茎才能进入。\n\n政府提倡团结和服从，爱国公民常被听到高呼：“斯普德万岁！”
help_lore_your_role,[b]您的职责[/b]\n您已被选中，肩负着保护边境的关键职责。作为一名海关官员，您将在主管拉塞特的严密监督下工作。\n\n您的福祉取决于您的表现。完成您的配额，遵守规则，并记住：国家正指望着您。
help_lore_border,[b]伟大长城[/b]\n雄伟的斯普德长城保护着国家免受外来者的侵扰。在长城沿线的各个检查站，像您一样的官员确保只有合格者才能进入。\n\n那些试图在没有适当文件的情况下越境者将面临即时后果。
help_lore_secrets,[b]根部储备[/b]\n被拒绝的马铃薯会……被处理。根据协议。神秘的根部储备负责所有细节。\n\n最好不要问太多问题。专注于您的职责。仅此而已。
level_select_choices_header,可选关卡：第 {day} 天及之前
level_select_choices_header_named,可选关卡：第 {day} 天及之前 - {name}
level_select_play_day,游玩此日
level_select_close,关闭
continue_dialog_header,您的存档
continue_dialog_day,天数：{day}
continue_dialog_continue,继续
continue_dialog_cancel,取消
new_game_confirm_button,是，开始新游戏
tutorial_choice_play,游玩教程
tutorial_choice_skip,跳过教程
tutorial_dialog_title,教程
tutorial_dialog_text,您想游玩教程吗？\n\n教程将引导您了解在“Spud Customs”担任马铃薯海关官员的基础知识。
continue_game_title,继续游戏
level_select_story_choices,故事选择
reset_progress_confirm,您确定要重置故事进度吗？此操作无法撤销。
reset_highscores_confirm,您确定要重置所有高分吗？此操作无法撤销。
level_name_0,教程
level_name_1,上岗第一天
level_name_2,新规出台
level_name_3,压力渐增
level_name_4,违禁品检查
level_name_5,中期危机
level_name_6,安保升级
level_name_7,严密审查
level_name_8,双重间谍
level_name_9,边境混乱
level_name_10,最终倒计时
shift_name_1,上岗第一天
shift_name_2,会见萨沙与墨菲
shift_name_3,失踪的妻子
shift_name_4,根源储备运输车
shift_name_5,忠诚度审查
shift_name_6,现实扫描
shift_name_7,反抗军会议
shift_name_8,萨莎被捕
shift_name_9,袭击
shift_name_10,最终倒计时
shift_name_unknown,未知
path_chaos_agent,混乱特工
path_loyalist,忠诚者之路
path_resistance_ally,反抗军盟友
path_questioning,质疑者
path_undetermined,未确定
story_choice_path_label,路线：
story_choice_sasha_trust,萨莎信任度：{value}/10
story_choice_chaos_points,混乱值：{value} 点
story_choice_no_choices,暂无选择记录
story_choice_day_header,第 {day} 天 - {name}
choice_initial_response_eager,对马铃薯表现出热情
choice_initial_response_questioning,质疑了体制
choice_note_reaction_investigate,选择调查字条
choice_note_reaction_destroy,销毁了神秘字条
choice_note_reaction_report,向当局报告了字条
choice_kept_note_yes,保留了神秘字条
choice_kept_note_no,丢弃了字条
choice_reported_note_yes,报告了纸条
choice_murphy_trust_open,对墨菲敞开心扉
choice_murphy_trust_guarded,对墨菲保持警惕
choice_eat_reserve_ate,吃了储备口粮
choice_eat_reserve_refused,拒绝了储备口粮
choice_scanner_response_loyal,在扫描仪测试中表现出忠诚
choice_scanner_response_questioning,质疑了扫描仪的用途
choice_family_response_refuse,拒绝帮助寻找妻子
choice_family_response_help,同意帮助寻找失踪的妻子
choice_has_wife_photo_yes,获得了失踪妻子的照片
choice_reveal_reaction_shocked,对揭露感到震惊
choice_reveal_reaction_cautious,对揭露反应谨慎
choice_cafeteria_response_serious,认真对待食堂谣言
choice_cafeteria_response_avoid,避开了食堂讨论
choice_murphy_alliance_ally,与墨菲结盟
choice_murphy_alliance_cautious,对墨菲保持谨慎
choice_murphy_alliance_skeptical,对墨菲持怀疑态度
choice_sasha_trust_level_committed,完全信任萨沙
choice_sasha_trust_level_cautious,对萨沙保持谨慎
choice_sasha_investigation_committed,致力于萨沙的调查
choice_sasha_investigation_hesitant,对调查犹豫不决
choice_loyalty_response_patriotic,给出爱国回应
choice_loyalty_response_idealistic,表达了理想主义观点
choice_hide_choice_desk,躲在桌子后面
choice_hide_choice_window,躲在窗边
choice_evidence_choice_hand_over,上交了证据
choice_evidence_choice_keep,隐藏了证据
choice_evidence_choice_lie,对证据撒谎
choice_evidence_choice_chaos,利用证据制造混乱
choice_viktor_wife_discovery_yes,在名单上发现了维克多的妻子
choice_fellow_officer_response_cautious,对同事保持谨慎
choice_fellow_officer_response_sympathetic,对同事表示同情
choice_fellow_officer_response_loyal,对同事保持忠诚
choice_interrogation_response_lie,在审讯中撒谎
choice_interrogation_response_legal,依法回应
choice_viktor_conversation_tell_truth,告诉维克多真相
choice_viktor_conversation_lie_protect,撒谎保护维克多
choice_viktor_conversation_curious,对维克多感到好奇
choice_scanner_choice_help,协助破坏扫描仪
choice_scanner_choice_scan,正常操作扫描仪
choice_scanner_choice_viktor,选择维克多
choice_helped_operative_yes,帮助了抵抗组织成员
choice_helped_operative_no,拒绝帮助抵抗组织成员
choice_viktor_allied_yes,与维克多结盟
choice_betrayed_resistance_yes,背叛了抵抗组织
choice_sasha_plan_response_committed,坚定执行萨沙的计划
choice_sasha_plan_response_nervous,对计划感到紧张
choice_malfunction_excuse_technical,归咎于技术故障
choice_malfunction_excuse_innocent,装作无辜
choice_resistance_mission_committed,坚定执行抵抗任务
choice_resistance_mission_hesitant,对任务犹豫不决
choice_resistance_mission_cautious,谨慎对待任务
choice_final_decision_help,决定帮助抵抗组织
choice_final_decision_passive,袖手旁观
choice_final_decision_undecided,未做决定
choice_yellow_badge_response_help,帮助了黄色徽章持有者
choice_yellow_badge_response_betray,背叛了黄色徽章持有者
choice_follow_trucks_volunteer,自愿跟踪卡车
choice_follow_trucks_hesitant,犹豫是否跟踪卡车
choice_found_facility_yes,找到了根源储备设施
choice_sasha_response_cautious,对萨沙的情况保持谨慎
choice_sasha_response_concerned,对萨沙表示担忧
choice_interrogation_choice_deny,在审讯中否认知情
choice_interrogation_choice_betray,在审讯中背叛他人
choice_sasha_arrest_reaction_intervene,干预了萨沙的逮捕
choice_sasha_arrest_reaction_hide,在萨沙被捕时躲藏起来
choice_sasha_arrest_reaction_promise,对萨沙许下承诺
choice_player_wanted_yes,被当局通缉
choice_player_captured_yes,被当局逮捕
choice_has_keycard_yes,获得了安全门禁卡
choice_murphy_final_alliance_committed,完全忠于墨菲的联盟
choice_murphy_final_alliance_hesitant,对最终联盟犹豫不决
choice_critical_choice_help,在关键时刻提供了帮助
choice_critical_choice_betray,在关键时刻背叛了
choice_stay_or_go_stay,留下战斗
choice_stay_or_go_go,选择逃离
choice_sasha_rescue_reaction_angry,对救援感到愤怒
choice_sasha_rescue_reaction_disgusted,对事件感到厌恶
choice_sasha_rescue_reaction_relieved,在救援后感到宽慰
choice_fellow_officer_response_2_cautious,对同事保持谨慎
choice_fellow_officer_response_2_sympathetic,对同事表示同情
choice_final_mission_response_determined,决心完成最终任务
choice_final_mission_response_cautious,对最终任务保持谨慎
choice_resistance_trust_diplomatic,对抵抗组织采取外交手段
choice_resistance_trust_committed,全身心投入抵抗组织
choice_ending_choice_diplomatic,选择外交结局
choice_ending_choice_justice,选择正义结局
choice_ending_choice_vengeance,选择复仇结局
choice_ending_choice_dismantle,选择瓦解系统
choice_accept_medal_accept,自豪地接受勋章
choice_accept_medal_reluctant,不情愿地接受勋章
choice_eat_final_eat,吃下最终的供品
choice_eat_final_refuse,拒绝最终的供品
choice_final_loyalist_choice_report,举报异议者
choice_final_loyalist_choice_ignore,无视异议者
choice_final_loyalist_choice_hope,抱有改变的希望
choice_qte_rescue_result_pass,成功营救
choice_qte_rescue_result_fail,营救失败
choice_qte_confrontation_result_pass,赢得对抗
choice_qte_confrontation_result_fail,对抗失败
choice_qte_escape_result_pass,成功逃脱
choice_qte_escape_result_fail,逃脱失败
choice_qte_infiltration_result_pass,潜入成功
choice_qte_infiltration_result_fail,潜入失败
choice_qte_scanner_result_pass,扫描仪破坏成功
choice_qte_scanner_result_fail,扫描仪破坏失败
choice_qte_surveillance_result_pass,避开监控
choice_qte_surveillance_result_fail,被监控发现
choice_qte_suppression_result_pass,抵抗镇压
choice_qte_suppression_result_fail,屈服于镇压
passport_label_type,类型：
passport_label_born,出生：
passport_label_gender,性别：
passport_label_country,国家：
passport_label_expires,有效期至：
passport_label_condition,状况：
tutorial_skip,跳过
tutorial_skip_all,跳过所有教程
tutorial_continue_auto,(自动继续中...)
tutorial_continue_click,(点击继续...)
tutorial_header,教程 {current}/{total}：{name} - 步骤 {step}/{steps}
tutorial_header_single,{name} - 步骤 {step}/{steps}
tutorial_welcome_name,欢迎来到马铃薯海关
tutorial_gate_control_name,开启大门
tutorial_megaphone_call_name,呼叫马铃薯
tutorial_document_inspection_name,检查文件
tutorial_rules_checking_name,入境规定
tutorial_stamp_usage_name,使用印章
tutorial_strikes_and_quota_name,失误与配额
tutorial_welcome_step1,[center][b]欢迎来到土豆海关！[/b][/center]\n\n你的工作是在边境检查站处理入境土豆。让我们学习基础知识！
tutorial_gate_control_step1,[center][b]打开你的岗亭[/b][/center]\n\n看到那个拉杆了吗？{interact}它来升起卷帘门，打开你的岗亭开始营业！\n\n[color=yellow]现在{interact}那个拉杆。[/color]
tutorial_gate_control_step2,[center][b]干得好！[/b][/center]\n\n你的岗亭现在已开放。排队的土豆可以看到你已准备好提供服务。
tutorial_megaphone_call_step1,[center][b]呼叫下一位土豆[/b][/center]\n\n使用扩音器呼叫排队的下一位土豆到你的岗亭。\n\n[color=yellow]{interact}扩音器！[/color]
tutorial_megaphone_call_step2,[center][b]他们来了！[/b][/center]\n\n看着土豆走向你的岗亭。他们会出示文件供你检查。
tutorial_document_inspection_step1,[center][b]文件检查[/b][/center]\n\n土豆已将护照递给你。{drag}它到你的检查桌上仔细检查。\n\n[color=yellow]{drag}护照到桌上。[/color]
tutorial_document_inspection_step2,[center][b]检查护照[/b][/center]\n\n{interact}护照以打开它并查看土豆的信息：\n\n- 姓名和照片\n- 原产国\n- 土豆类型和状况\n\n寻找任何可疑之处！
tutorial_document_inspection_step3,[center][b]检查规定！[/b][/center]\n\n在做出决定之前，你需要检查入境规定。让我们来了解一下！
tutorial_rules_checking_step1,[center][b]入境规定[/b][/center]\n\n查看右侧的规定小册子。这些规定告诉你哪些土豆应该[color=green]批准[/color]或[color=red]拒绝[/color]。\n\n拒绝任何违反当前规定的土豆！\n\n[color=red]重要提示：日期过期的文件必须被拒绝！[/color]
tutorial_rules_checking_step2,[center][b]保持警惕！[/b][/center]\n\n规定会在班次之间变更。在做出决定前，务必检查当前规定。\n\n仔细比对护照信息与现行规定。
tutorial_stamp_usage_step1,[center][b]印章栏[/b][/center]\n\n看到顶部的印章栏了吗？{interact}把手以显示你的批准和拒绝印章。\n\n[color=yellow]{interact}以打开印章栏。[/color]
tutorial_stamp_usage_step2,[center][b]盖章定位[/b][/center]\n\n{drag}护照到印章下方。你会看到一个指示，显示放置位置。\n\n[color=green]绿色印章[/color] = 批准\n[color=red]红色印章[/color] = 拒绝\n\n[color=yellow]将护照定位到印章下方。[/color]
tutorial_stamp_usage_step3,[center][b]盖章！[/b][/center]\n\n{interact}印章，在护照上盖下你的决定。\n\n[color=yellow]{interact}一个印章来盖章。[/color]
tutorial_stamp_usage_step4,[center][b]归还文件[/b][/center]\n\n现在{drag}盖好章的护照还给土豆，完成他们的处理。\n\n[color=yellow]将护照还给土豆。[/color]
tutorial_stamp_usage_step5,[center][b]做得好！[/b][/center]\n\n你已经处理了第一位土豆！留意你的配额——你需要在每个班次处理足够的土豆。
tutorial_strikes_and_quota_step1,[center][b]配额系统[/b][/center]\n\n查看[color=yellow]配额[/color]显示。这显示了你每个班次必须正确处理的土豆数量。
tutorial_strikes_and_quota_step2,[center][b]避免失误！[/b][/center]\n\n[color=red]失误[/color]计数器显示你的错误。失误过多就会游戏结束！\n\n做出错误决定会累积失误。
tutorial_strikes_and_quota_step3,[center][b]训练完成！[/b][/center]\n\n继续处理土豆以完成你的训练班次。\n\n完成后，你将被[color=green]认证为海关官员[/color]，并准备好迎接你的第一个正式工作日！
