keys,th
help_tab_gameplay,การเล่นเกม
help_tab_minigames,มินิเกม
help_basics_intro,[b]ยินดีต้อนรับสู่ Spud Customs![/b]\n\nคุณคือเจ้าหน้าที่ด่านตรวจมันฝรั่ง หน้าที่ของคุณคือตรวจสอบเอกสาร อนุมัติหรือปฏิเสธผู้อพยพ และหยุดยั้งผู้ที่พยายามลักลอบข้ามพรมแดน
help_basics_gate,[b]การเปิดประตู[/b]\nคลิกปุ่มประตูหรือใช้โทรโข่งเพื่อเรียกมันฝรั่งตัวถัดไปมาที่บูธของคุณ
help_basics_documents,[b]การตรวจสอบเอกสาร[/b]\nลากเอกสารมาที่โต๊ะของคุณเพื่อตรวจสอบ ตรวจสอบชื่อ วันที่ และรายละเอียดอื่น ๆ เทียบกับกฎการเข้าเมืองสำหรับกะปัจจุบัน
help_basics_stamping,[b]การประทับตราเอกสาร[/b]\nใช้ตราประทับอนุมัติ (สีเขียว) เพื่ออนุญาตให้ผู้อพยพผ่าน หรือตราประทับปฏิเสธ (สีแดง) เพื่อปฏิเสธพวกเขา ความแม่นยำในการประทับตราส่งผลต่อคะแนนของคุณ!
help_basics_runners,[b]ผู้ลักลอบข้ามพรมแดน[/b]\nมันฝรั่งบางตัวจะพยายามวิ่งผ่านด่านตรวจ! คลิกเพื่อยิงขีปนาวุธและหยุดยั้งพวกมัน การจับเวลาที่สมบูรณ์แบบจะให้คะแนนโบนัส
help_basics_xray,[b]เครื่องสแกน X-Ray[/b]\nเริ่มตั้งแต่กะที่ 3 ให้ใช้เครื่อง X-ray เพื่อสแกนหาสิ่งของผิดกฎหมายที่ซ่อนอยู่ภายในมันฝรั่ง
help_gameplay_quota,[b]การทำตามโควตา[/b]\nแต่ละกะมีโควตาจำนวนมันฝรั่งที่คุณต้องดำเนินการ หากทำไม่ถึงโควตา คุณจะถูกไล่ออก!
help_gameplay_strikes,"[b]การลงโทษ[/b]\nการทำผิดพลาด (อนุมัติ/ปฏิเสธผิดพลาด, ปล่อยผู้ลักลอบข้ามพรมแดนไป) จะทำให้คุณถูกลงโทษ หากถูกลงโทษมากเกินไป เกมจะจบลง!"
help_gameplay_rules,"[b]กฎการเข้าเมือง[/b]\nตรวจสอบกระดานประกาศสำหรับกฎปัจจุบัน กฎจะเปลี่ยนไปในแต่ละกะ - พื้นที่ต้องห้าม, เอกสารที่จำเป็น, และเงื่อนไขพิเศษ"
help_gameplay_scoring,"[b]การให้คะแนน[/b]\nรับคะแนนจากการตัดสินใจที่ถูกต้อง, การประทับตราที่สมบูรณ์แบบ, และการหยุดยั้งผู้ลักลอบข้ามพรมแดน โบนัสจะมอบให้สำหรับความเร็วและความแม่นยำ!"
help_gameplay_difficulty,"[b]ระดับความยาก[/b]\nง่าย: จับเวลาผ่อนปรนขึ้น, กฎน้อยลง ปกติ: ประสบการณ์มาตรฐาน ผู้เชี่ยวชาญ: จับเวลาเข้มงวด, กฎซับซ้อน, คะแนนสูงขึ้น"
help_minigames_intro,[b]มินิเกม[/b]\nตลอดกะการทำงานของคุณ คุณจะได้พบกับมินิเกมที่สามารถสร้างคะแนนโบนัสได้ ทำภารกิจให้สำเร็จเพื่อรับรางวัล หรือข้ามไปโดยไม่มีบทลงโทษ
help_minigames_document_scanner,"[b]เครื่องสแกนเอกสาร[/b] (กะที่ 1+)\nใช้แสง UV เพื่อค้นหาองค์ประกอบที่ซ่อนอยู่ในเอกสาร คลิกเพื่อทำเครื่องหมายลายน้ำ, ตราประทับ, และสัญลักษณ์ ค้นหาองค์ประกอบทั้งหมดก่อนหมดเวลา!"
help_minigames_stamp_sorting,[b]การคัดแยกตราประทับ[/b] (กะ 2+)
help_minigames_fingerprint_match,[b]จับคู่ลายนิ้วมือ[/b] (กะ 3+)
help_minigames_code_breaker,[b]ถอดรหัส[/b] (กะ 4+)
help_minigames_border_chase,[b]ไล่ล่าชายแดน[/b] (กะ 5+)
help_tab_lore,เนื้อเรื่อง
help_lore_world_intro,[b]โลกแห่งสปัด[/b]
help_lore_nation,[b]ประเทศสปัด[/b]
help_lore_your_role,[b]บทบาทของคุณ[/b]
help_lore_border,[b]กำแพงอันยิ่งใหญ่[/b]
help_lore_secrets,[b]เขตสงวนราก[/b]
day_transition_label,วันที่ {day}
level_select_choices_header,ตัวเลือกถึงวันที่ {day}
level_select_choices_header_named,ตัวเลือกถึงวันที่ {day} - {name}
level_select_play_day,เล่นวันนี้
level_select_close,ปิด
continue_dialog_header,ข้อมูลบันทึกของคุณ
continue_dialog_day,วันที่: {day}
continue_dialog_continue,เล่นต่อ
continue_dialog_cancel,ยกเลิก
new_game_confirm_button,"ใช่, เริ่มเกมใหม่"
tutorial_choice_play,เล่นบทช่วยสอน
tutorial_choice_skip,ข้ามบทช่วยสอน
tutorial_dialog_title,บทช่วยสอน
tutorial_dialog_text,คุณต้องการเล่นบทช่วยสอนหรือไม่? \n\nบทช่วยสอนจะแนะนำคุณเกี่ยวกับพื้นฐานของการเป็นเจ้าหน้าที่ศุลกากรที่ Spud Customs
continue_game_title,เล่นเกมต่อ
level_select_story_choices,ตัวเลือกเนื้อเรื่อง
reset_progress_confirm,คุณแน่ใจหรือไม่ว่าต้องการรีเซ็ตความคืบหน้าของเนื้อเรื่อง? การกระทำนี้ไม่สามารถย้อนกลับได้
reset_highscores_confirm,คุณแน่ใจหรือไม่ว่าต้องการรีเซ็ตคะแนนสูงสุดทั้งหมด? การกระทำนี้ไม่สามารถย้อนกลับได้
level_name_0,บทช่วยสอน
level_name_1,วันแรกของการทำงาน
level_name_2,กฎระเบียบใหม่
level_name_3,แรงกดดันที่เพิ่มขึ้น
level_name_4,ตรวจสอบของเถื่อน
level_name_5,วิกฤตกลางทาง
level_name_6,การรักษาความปลอดภัยที่เข้มงวดขึ้น
level_name_7,ถูกจับตามอง
level_name_8,สายลับสองหน้า
level_name_9,ความวุ่นวายชายแดน
level_name_10,การนับถอยหลังครั้งสุดท้าย
shift_name_1,วันแรกของการทำงาน
shift_name_2,พบกับซาช่าและเมอร์ฟี่
shift_name_3,ภรรยาที่หายไป
shift_name_4,รถบรรทุกหัวเชื้อ
shift_name_5,คัดกรองความภักดี
shift_name_6,เรียลลิตี้สแกน
shift_name_7,การประชุมต่อต้าน
shift_name_8,การจับกุมซาช่า
shift_name_9,การโจมตี
shift_name_10,การนับถอยหลังครั้งสุดท้าย
shift_name_unknown,ไม่ทราบ
path_chaos_agent,สายลับแห่งความวุ่นวาย
path_loyalist,เส้นทางผู้ภักดี
path_resistance_ally,พันธมิตรกลุ่มต่อต้าน
path_questioning,ตั้งคำถาม
path_undetermined,ยังไม่กำหนด
story_choice_path_label,เส้นทาง:
story_choice_sasha_trust,ความเชื่อใจซาช่า: {value}/10
story_choice_chaos_points,ความวุ่นวาย: {value} แต้ม
story_choice_no_choices,ยังไม่มีการบันทึกตัวเลือก
story_choice_day_header,วันที่ {day} - {name}
choice_initial_response_eager,แสดงความกระตือรือร้นต่อสปัด
choice_initial_response_questioning,ตั้งคำถามต่อระบบ
choice_note_reaction_investigate,เลือกที่จะสืบสวนบันทึก
choice_note_reaction_destroy,ทำลายบันทึกลึกลับ
choice_note_reaction_report,รายงานบันทึกต่อทางการ
choice_kept_note_yes,เก็บรักษาบันทึกลึกลับ
choice_kept_note_no,ทิ้งบันทึก
choice_reported_note_yes,รายงานบันทึก
choice_murphy_trust_open,เปิดใจกับเมอร์ฟี
choice_murphy_trust_guarded,ระมัดระวังกับเมอร์ฟี
choice_eat_reserve_ate,กินเสบียงสำรอง
choice_eat_reserve_refused,ปฏิเสธเสบียงสำรอง
choice_scanner_response_loyal,แสดงความภักดีระหว่างการทดสอบเครื่องสแกน
choice_scanner_response_questioning,ตั้งคำถามถึงวัตถุประสงค์ของเครื่องสแกน
choice_family_response_refuse,ปฏิเสธที่จะช่วยตามหาภรรยา
choice_family_response_help,ตกลงที่จะช่วยตามหาภรรยาที่หายไป
choice_has_wife_photo_yes,ได้รับรูปถ่ายของภรรยาที่หายไป
choice_reveal_reaction_shocked,ตกใจกับการเปิดเผย
choice_reveal_reaction_cautious,ตอบสนองอย่างระมัดระวังต่อการเปิดเผย
choice_cafeteria_response_serious,จริงจังกับข่าวลือในโรงอาหาร
choice_cafeteria_response_avoid,หลีกเลี่ยงการสนทนาในโรงอาหาร
choice_murphy_alliance_ally,เป็นพันธมิตรกับเมอร์ฟี
choice_murphy_alliance_cautious,ระมัดระวังกับเมอร์ฟี
choice_murphy_alliance_skeptical,ยังคงไม่เชื่อใจเมอร์ฟี
choice_sasha_trust_level_committed,มุ่งมั่นที่จะเชื่อใจซาช่าอย่างเต็มที่
choice_sasha_trust_level_cautious,ยังคงระมัดระวังเกี่ยวกับซาช่า
choice_sasha_investigation_committed,มุ่งมั่นกับการสืบสวนของซาช่า
choice_sasha_investigation_hesitant,ลังเลกับการสืบสวน
choice_loyalty_response_patriotic,ตอบสนองอย่างรักชาติ
choice_loyalty_response_idealistic,แสดงมุมมองในอุดมคติ
choice_hide_choice_desk,ซ่อนอยู่หลังโต๊ะ
choice_hide_choice_window,ซ่อนอยู่ข้างหน้าต่าง
choice_evidence_choice_hand_over,มอบหลักฐานให้
choice_evidence_choice_keep,เก็บหลักฐานซ่อนไว้
choice_evidence_choice_lie,โกหกเรื่องหลักฐาน
choice_evidence_choice_chaos,ใช้หลักฐานสร้างความวุ่นวาย
choice_viktor_wife_discovery_yes,พบภรรยาของวิคเตอร์ในบัญชีรายชื่อ
choice_fellow_officer_response_cautious,ระมัดระวังกับเจ้าหน้าที่เพื่อนร่วมงาน
choice_fellow_officer_response_sympathetic,แสดงความเห็นใจต่อเจ้าหน้าที่เพื่อนร่วมงาน
choice_fellow_officer_response_loyal,ยังคงซื่อสัตย์ต่อหน้าเจ้าหน้าที่เพื่อนร่วมงาน
choice_interrogation_response_lie,โกหกระหว่างการสอบสวน
choice_interrogation_response_legal,ให้คำตอบตามกฎหมาย
choice_viktor_conversation_tell_truth,บอกความจริงแก่วิคเตอร์
choice_viktor_conversation_lie_protect,โกหกเพื่อปกป้องวิคเตอร์
choice_viktor_conversation_curious,อยากรู้อยากเห็นเกี่ยวกับวิคเตอร์
choice_scanner_choice_help,ช่วยก่อวินาศกรรมเครื่องสแกน
choice_scanner_choice_scan,ใช้งานเครื่องสแกนตามปกติ
choice_scanner_choice_viktor,เลือกวิคเตอร์สำหรับเครื่องสแกน
choice_helped_operative_yes,ช่วยเหลือสายลับฝ่ายต่อต้าน
choice_helped_operative_no,ปฏิเสธที่จะช่วยเหลือสายลับ
choice_viktor_allied_yes,เป็นพันธมิตรกับวิคเตอร์
choice_betrayed_resistance_yes,ทรยศฝ่ายต่อต้าน
choice_sasha_plan_response_committed,มุ่งมั่นกับแผนของซาช่า
choice_sasha_plan_response_nervous,กังวลเกี่ยวกับแผน
choice_malfunction_excuse_technical,โทษความผิดพลาดทางเทคนิค
choice_malfunction_excuse_innocent,แกล้งทำเป็นไม่รู้ไม่เห็น
choice_resistance_mission_committed,มุ่งมั่นกับภารกิจของฝ่ายต่อต้าน
choice_resistance_mission_hesitant,ลังเลเกี่ยวกับภารกิจ
choice_resistance_mission_cautious,ดำเนินภารกิจอย่างระมัดระวัง
choice_final_decision_help,ตัดสินใจช่วยเหลือกลุ่มต่อต้าน
choice_final_decision_passive,ยังคงเฉยเมย
choice_final_decision_undecided,ยังคงไม่ตัดสินใจ
choice_yellow_badge_response_help,ช่วยเหลือผู้ถือป้ายเหลือง
choice_yellow_badge_response_betray,หักหลังผู้ถือป้ายเหลือง
choice_follow_trucks_volunteer,อาสาติดตามรถบรรทุก
choice_follow_trucks_hesitant,ลังเลที่จะติดตามรถบรรทุก
choice_found_facility_yes,พบสถานที่เก็บสำรองราก
choice_sasha_response_cautious,ระมัดระวังสถานการณ์ของซาช่า
choice_sasha_response_concerned,แสดงความกังวลต่อซาช่า
choice_interrogation_choice_deny,ปฏิเสธว่าไม่รู้ระหว่างการสอบสวน
choice_interrogation_choice_betray,หักหลังผู้อื่นระหว่างการสอบสวน
choice_sasha_arrest_reaction_intervene,เข้าแทรกแซงการจับกุมซาช่า
choice_sasha_arrest_reaction_hide,ซ่อนตัวระหว่างการจับกุมซาช่า
choice_sasha_arrest_reaction_promise,ให้คำมั่นสัญญากับซาช่า
choice_player_wanted_yes,กลายเป็นผู้ที่ทางการต้องการตัว
choice_player_captured_yes,ถูกทางการจับกุม
choice_has_keycard_yes,ได้รับคีย์การ์ดรักษาความปลอดภัย
choice_murphy_final_alliance_committed,มุ่งมั่นอย่างเต็มที่กับพันธมิตรของเมอร์ฟี
choice_murphy_final_alliance_hesitant,ลังเลเกี่ยวกับพันธมิตรสุดท้าย
choice_critical_choice_help,ช่วยเหลือในช่วงเวลาวิกฤต
choice_critical_choice_betray,หักหลังในช่วงเวลาวิกฤต
choice_stay_or_go_stay,อยู่ต่อเพื่อต่อสู้
choice_stay_or_go_go,เลือกที่จะหลบหนี
choice_sasha_rescue_reaction_angry,แสดงความโกรธต่อการช่วยเหลือ
choice_sasha_rescue_reaction_disgusted,รู้สึกรังเกียจต่อเหตุการณ์
choice_sasha_rescue_reaction_relieved,รู้สึกโล่งใจหลังได้รับการช่วยเหลือ
choice_fellow_officer_response_2_cautious,ยังคงระมัดระวังกับเพื่อนร่วมงาน
choice_fellow_officer_response_2_sympathetic,แสดงความเห็นใจต่อเพื่อนร่วมงาน
choice_final_mission_response_determined,มุ่งมั่นที่จะทำภารกิจสุดท้ายให้สำเร็จ
choice_final_mission_response_cautious,ระมัดระวังเกี่ยวกับภารกิจสุดท้าย
choice_resistance_trust_diplomatic,ใช้วิธีทางการทูตกับกลุ่มต่อต้าน
choice_resistance_trust_committed,ทุ่มเทอย่างเต็มที่ให้กับกลุ่มต่อต้าน
choice_ending_choice_diplomatic,เลือกตอนจบแบบทางการทูต
choice_ending_choice_justice,เลือกตอนจบแบบยุติธรรม
choice_ending_choice_vengeance,เลือกตอนจบแบบแก้แค้น
choice_ending_choice_dismantle,เลือกที่จะรื้อถอนระบบ
choice_accept_medal_accept,รับเหรียญรางวัลด้วยความภาคภูมิใจ
choice_accept_medal_reluctant,รับเหรียญรางวัลอย่างไม่เต็มใจ
choice_eat_final_eat,กินของถวายสุดท้าย
choice_eat_final_refuse,ปฏิเสธของถวายสุดท้าย
choice_final_loyalist_choice_report,รายงานผู้ไม่เห็นด้วย
choice_final_loyalist_choice_ignore,เพิกเฉยต่อผู้ไม่เห็นด้วย
choice_final_loyalist_choice_hope,ยังคงมีความหวังเพื่อการเปลี่ยนแปลง
choice_qte_rescue_result_pass,ประสบความสำเร็จในการพยายามช่วยเหลือ
choice_qte_rescue_result_fail,ล้มเหลวในการพยายามช่วยเหลือ
choice_qte_confrontation_result_pass,ชนะการเผชิญหน้า
choice_qte_confrontation_result_fail,แพ้การเผชิญหน้า
choice_qte_escape_result_pass,หลบหนีสำเร็จ
choice_qte_escape_result_fail,หลบหนีไม่สำเร็จ
choice_qte_infiltration_result_pass,แทรกซึมสำเร็จ
choice_qte_infiltration_result_fail,แทรกซึมไม่สำเร็จ
choice_qte_scanner_result_pass,ก่อวินาศกรรมเครื่องสแกนสำเร็จ
choice_qte_scanner_result_fail,ก่อวินาศกรรมเครื่องสแกนไม่สำเร็จ
choice_qte_surveillance_result_pass,หลีกเลี่ยงการสอดแนมสำเร็จ
choice_qte_surveillance_result_fail,ถูกจับโดยการสอดแนม
choice_qte_suppression_result_pass,ต้านทานการปราบปรามสำเร็จ
choice_qte_suppression_result_fail,ยอมจำนนต่อการปราบปราม
passport_label_type,ประเภท:
passport_label_born,เกิด:
passport_label_gender,เพศ:
passport_label_country,ประเทศ:
passport_label_expires,หมดอายุ:
passport_label_condition,สภาพ:
tutorial_skip,ข้าม
tutorial_skip_all,ข้ามบทเรียนทั้งหมด
tutorial_continue_auto,(ดำเนินการต่ออัตโนมัติ...)
tutorial_continue_click,(คลิกเพื่อดำเนินการต่อ...)
tutorial_continue,Continue
tutorial_back,Back
tutorial_action_required,Complete the action above to continue
tutorial_skip_action,Having trouble? Click here to skip
tutorial_header,บทเรียนที่ {current} จาก {total}: {name} - ขั้นตอนที่ {step} จาก {steps}
tutorial_header_single,{name} - ขั้นตอนที่ {step} จาก {steps}
tutorial_welcome_name,ยินดีต้อนรับสู่ Spud Customs
tutorial_gate_control_name,การเปิดประตู
tutorial_megaphone_call_name,การเรียกมันฝรั่ง
tutorial_document_inspection_name,การตรวจสอบเอกสาร
tutorial_rules_checking_name,กฎการเข้าเมือง
tutorial_stamp_usage_name,การใช้ตราประทับ
tutorial_strikes_and_quota_name,การลงโทษและโควตา
tutorial_welcome_step1,[center][b]ยินดีต้อนรับสู่ Spud Customs![/b][/center]\n\nงานของคุณคือการดำเนินการกับมันฝรั่งที่เดินทางเข้ามายังด่านตรวจชายแดน มาเรียนรู้พื้นฐานกันเถอะ!
tutorial_gate_control_step1,[center][b]เปิดบูธของคุณ[/b][/center]\n\nเห็นคันโยกนั่นไหม? {interact} เพื่อยกชัตเตอร์และเปิดบูธของคุณเพื่อเริ่มงาน!\n\n[color=yellow]{interact} คันโยกตอนนี้เลย[/color]
tutorial_gate_control_step2,[center][b]ยอดเยี่ยม![/b][/center]\n\nบูธของคุณเปิดแล้ว มันฝรั่งที่รอคิวอยู่จะเห็นว่าคุณพร้อมให้บริการแล้ว
tutorial_megaphone_call_step1,[center][b]เรียกมันฝรั่งคนต่อไป[/b][/center]\n\nใช้โทรโข่งเรียกมันฝรั่งคนต่อไปจากคิวมาที่บูธของคุณ\n\n[color=yellow]{interact} โทรโข่ง![/color]
tutorial_megaphone_call_step2,[center][b]มาแล้ว![/b][/center]\n\nดูมันฝรั่งที่กำลังเดินเข้ามาที่บูธของคุณ พวกเขาจะยื่นเอกสารเพื่อการตรวจสอบ
tutorial_document_inspection_step1,[center][b]การตรวจสอบเอกสาร[/b][/center]\n\nมันฝรั่งได้ยื่นหนังสือเดินทางให้คุณแล้ว {drag} ไปที่โต๊ะตรวจสอบของคุณเพื่อตรวจสอบอย่างละเอียด\n\n[color=yellow]{drag} หนังสือเดินทางไปที่โต๊ะ[/color]
tutorial_document_inspection_step2,[center][b]ตรวจสอบหนังสือเดินทาง[/b][/center]\n\n{interact} หนังสือเดินทางเพื่อเปิดและตรวจสอบข้อมูลของมันฝรั่ง:\n\n- ชื่อและรูปถ่าย\n- ประเทศต้นกำเนิด\n- ชนิดและสภาพของมันฝรั่ง\n\nมองหาสิ่งที่น่าสงสัย!
tutorial_document_inspection_step3,[center][b]ตรวจสอบกฎ![/b][/center]\n\nก่อนตัดสินใจ คุณต้องตรวจสอบกฎการเข้าเมือง มาเรียนรู้เกี่ยวกับกฎเหล่านั้นกันเถอะ!
tutorial_rules_checking_step1,[center][b]กฎการเข้าเมือง[/b][/center]\n\nดูแผ่นพับกฎทางด้านขวา กฎเหล่านี้จะบอกคุณว่ามันฝรั่งคนไหนควร [color=green]อนุมัติ[/color] หรือ [color=red]ปฏิเสธ[/color]\n\nปฏิเสธมันฝรั่งที่ละเมิดกฎปัจจุบันทั้งหมด!\n\n[color=red]สำคัญ: เอกสารที่หมดอายุจะต้องถูกปฏิเสธ![/color]
tutorial_rules_checking_step2,[center][b]ระมัดระวังอยู่เสมอ![/b][/center]\n\nกฎจะเปลี่ยนไประหว่างกะ ตรวจสอบกฎปัจจุบันเสมอก่อนตัดสินใจ\n\nเปรียบเทียบข้อมูลหนังสือเดินทางกับกฎที่ใช้งานอยู่ด้วยความระมัดระวัง
tutorial_stamp_usage_step1,[center][b]แถบตราประทับ[/b][/center]\n\nเห็นแถบตราประทับด้านบนไหม? {interact} ที่จับเพื่อเปิดเผยตราประทับอนุมัติและปฏิเสธของคุณ\n\n[color=yellow]{interact} เพื่อเปิดแถบตราประทับ[/color]
tutorial_stamp_usage_step2,[center][b]การจัดตำแหน่งเพื่อประทับตรา[/b][/center]\n\n{drag} หนังสือเดินทางไปใต้ตราประทับ คุณจะเห็นคำแนะนำที่แสดงตำแหน่งที่จะวาง\n\n[color=green]ตราประทับสีเขียว[/color] = อนุมัติ\n[color=red]ตราประทับสีแดง[/color] = ปฏิเสธ\n\n[color=yellow]วางหนังสือเดินทางใต้ตราประทับ[/color]
tutorial_stamp_usage_step3,[center][b]ประทับตรา![/b][/center]\n\n{interact} ตราประทับเพื่อทำเครื่องหมายหนังสือเดินทางด้วยการตัดสินใจของคุณ\n\n[color=yellow]{interact} ตราประทับเพื่อประทับ[/color]
tutorial_stamp_usage_step4,[center][b]คืนเอกสาร[/b][/center]\n\nตอนนี้ {drag} หนังสือเดินทางที่ประทับตราแล้วกลับคืนให้มันฝรั่งเพื่อดำเนินการให้เสร็จสิ้น\n\n[color=yellow]คืนหนังสือเดินทางให้มันฝรั่ง[/color]
tutorial_stamp_usage_step5,[center][b]ทำได้ดีมาก![/b][/center]\n\nคุณได้ดำเนินการกับมันฝรั่งคนแรกของคุณแล้ว! จับตาดูโควตาของคุณไว้ - คุณต้องดำเนินการกับมันฝรั่งให้เพียงพอในแต่ละกะ
