keys,el
Choice/d0_qte5/text,"""Άφησε τον σαρωτή να ολοκληρώσει τη σάρωση"" (Ακολούθησε το πρωτόκολλο)"
Text/d0_qte6/text,[pulse freq=3][color=YELLOW]Πρέπει να δουλέψεις γρήγορα![/color][/pulse] Προκάλεσε τη βλάβη πριν ολοκληρώσει τη σάρωση!
Text/d0_qte7/text,Ψαχουλεύεις τα καλώδια του σαρωτή. Πετάγονται σπίθες. Η οθόνη αναβοσβήνει και σβήνει.
Text/d0_qte8/text,Ο Ράσετ σπεύδει κοντά. [color=YELLOW]Τι συνέβη εδώ;[/color]
Choice/d0_qte9/text,"""Υπέρταση ρεύματος, κύριε. Αυτά τα νέα συστήματα είναι ευέξαπτα."""
Choice/d0_qte10/text,"""Δεν ξέρω, κύριε. Απλώς χάλασε ξαφνικά."""
Text/d0_qte11/text,Ο Ράσετ γρυλίζει. [color=STEEL_BLUE]Γραφειοκράτες που μας δίνουν μη δοκιμασμένο εξοπλισμό.[/color] Επεξεργάσου τα χειροκίνητα και σημείωσε για επανέλεγχο.
Text/d0_qte12/text,Ο Ράσετ σε κοιτάζει καχύποπτα. [color=YELLOW]Τι βολικό.[/color] Θα ζητήσω από τη συντήρηση να το ελέγξει. Μην το αφήσεις να ξανασυμβεί.
Text/d0_qte13/text,Το μέλος της αντίστασης σου κάνει ένα ελάχιστο νεύμα ευγνωμοσύνης καθώς περνάει.
Text/d0_qte14/text,Ο σαρωτής [pulse freq=3][color=RED]ΒΟΑ ΔΥΝΑΤΑ[/color][/pulse]. Εντοπίστηκαν μη εξουσιοδοτημένα σημάδια!
Text/d0_qte15/text,Ο Ράσετ εμφανίζεται αμέσως. [color=CHARTREUSE]Μπράβο![/color] Άλλος ένας προδότης πιάστηκε.
Text/d0_qte16/text,"Το μέλος της αντίστασης σύρεται μακριά, με τρόμο στα μάτια του. ""[color=CRIMSON]Σας παρακαλώ, όχι! Έχω παιδιά![/color]"""
Text/d0_qte17/text,Η αφοσίωσή σας [color=DARK_ORANGE]σημειώνεται στον φάκελό σας[/color]. Συνεχίστε έτσι.
Text/d1/text,"Το να βοηθάς μέλη της αντίστασης μόλις έγινε πολύ πιο επικίνδυνο, αλλά [color=CHARTREUSE]η αλήθεια πρέπει να διαδοθεί[/color]."
Choice/bd/disabled_text,
Choice/be/disabled_text,
Choice/bf/disabled_text,
Choice/c4/disabled_text,
Choice/c5/disabled_text,
Choice/cb/disabled_text,
Choice/cc/disabled_text,
Choice/c7_viktor4/disabled_text,
Choice/c7_viktor5/disabled_text,
Choice/d0_qte4/disabled_text,
Choice/d0_qte5/disabled_text,
Choice/d0_qte9/disabled_text,
Choice/d0_qte10/disabled_text,
