keys,el
Text/ff/text,"[color=CHARTREUSE]Σου πιάνει το χέρι καθώς περπατάτε.[/color] Ό,τι κι αν γίνει... είμαστε μαζί σε αυτό τώρα. Ευχαριστώ."
Text/ff2/text,[color=STEEL_BLUE]Κρατά την απόστασή της καθώς περπατάτε.[/color] Εκτιμώ που δεν μας στάθηκες εμπόδιο. Είναι... κάτι.
Text/ff3/text,"[color=STEEL_BLUE]Περπατά σιωπηλή, με σταυρωμένα χέρια.[/color] Ελπίζω να βρεις όποια βεβαιότητα ψάχνεις. Οι υπόλοιποι δεν έχουμε την πολυτέλεια να περιμένουμε."
Text/100_viktor1/text,"Στον δρόμο της επιστροφής σου, βρίσκεις τον Βίκτορ μόνο του στην ταράτσα του σημείου ελέγχου, να κοιτάζει τον νυχτερινό ουρανό."
Text/100_viktor2/text,Ο Βίκτορ κρατά ένα μικρό
Text/100_viktor3/text,"Έλεγε πως όσο σκοτεινά κι αν γίνονταν τα πράγματα, τα αστέρια θα ήταν ακόμα εκεί. [color=STEEL_BLUE]Σταθερά. Όμορφα.[/color]"
Text/100_viktor4/text,"Γυρίζει προς το μέρος σου, με τα μάτια του να γυαλίζουν. [wave amp=15 freq=2]Συνεχίζω να σκέφτομαι... υπέφερε;[/wave] Ήξερε τι συνέβαινε;"
Text/100_viktor5/text,Η φωνή του Βίκτορ σπάει. Με ρώτησε κάποτε αν αμφισβήτησα ποτέ τις απορρίψεις. Της είπα [color=CRIMSON]να εμπιστευτεί το σύστημα[/color].
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]Έστειλα την ίδια μου τη γυναίκα στις δεξαμενές επεξεργασίας χωρίς να το ξέρω.[/color][/tornado]
Choice/100_viktor_choice1/text,"""Δεν μπορούσες να το ξέρεις. Κανείς μας δεν το ήξερε."""
Choice/100_viktor_choice2/text,"""Η Έλενα θα ήθελε να πολεμήσεις τώρα, όχι να πνιγείς στην ενοχή."""
Choice/100_viktor_choice3/text,"""Δεν ξέρω τι να πω. Λυπάμαι."""
Text/100_viktor7/text,Κουνάει αργά το κεφάλι του. [color=STEEL_BLUE]Η άγνοια δεν είναι αθωότητα. Έπρεπε να ρωτήσω. Έπρεπε να ακούσω.[/color]
Text/100_viktor8/text,Ο Βίκτορ βάζει προσεκτικά τη φωτογραφία στην άκρη. [color=CHARTREUSE]Όμως τώρα ξέρω. Και το να ξέρω σημαίνει ότι πρέπει να δράσω.[/color]
Text/100_viktor9/text,"Ο Βίκτορ ισιώνει, μια ψυχρή φλόγα αναζωπυρώνεται στα μάτια του. [color=CHARTREUSE]Έχεις δίκιο.[/color] Ήταν πιο δυνατή από μένα. Πιο γενναία."
Text/100_viktor10/text,Σφίγγει τη γροθιά του. [color=CHARTREUSE]Όταν έρθει η ώρα[/color]
Text/100_viktor11/text,[pulse freq=2][color=CRIMSON]Και ο Άινταχο θα πληρώσει για κάθε ζωή που έχει καταναλώσει.[/color][/pulse]
Text/100_viktor12/text,Ο Βίκτορ καταφέρνει ένα θλιμμένο
Text/100_viktor13/text,Κοιτάζει πίσω στα αστέρια. [color=STEEL_BLUE]Στην Έλενα θα άρεσες.[/color]
Text/100_viktor14/text,"Γυρίζει να φύγει, μετά σταματά. [color=CHARTREUSE]Όταν η αντίσταση κινηθεί... θα είμαι έτοιμος.[/color]"
Text/100_viktor15/text,Για την Έλενα. Για όλους τους. [pulse freq=2][color=CHARTREUSE]Οι φρουροί θα με ακολουθήσουν όταν τους πω την αλήθεια.[/color][/pulse]
Text/100/text,"Επιστρέφεις στα καταλύματά σου στο σημείο ελέγχου, το μυαλό σου τρέχει με το βάρος των επερχόμενων γεγονότων."
Text/101/text,"Σε μόλις τρεις μέρες, όλα θα μπορούσαν να αλλάξουν. [color=YELLOW]Προς το καλύτερο ή το χειρότερο.[/color]"
Choice/de/disabled_text,
Choice/df/disabled_text,
Choice/e0/disabled_text,
Choice/f2/disabled_text,
Choice/f3/disabled_text,
Choice/f4/disabled_text,
Choice/100_viktor_choice1/disabled_text,
Choice/100_viktor_choice2/disabled_text,
Choice/100_viktor_choice3/disabled_text,
