keys,en,cs,da,de,es,fi,fr,hu,id,it,nl,no,pl,pt,ro,sk,sv,tr,vi
Text/164/text,"You have a direct uplink in your booth, which allows you to control [pulse freq=3][color=CRIMSON]missile launchers[/color][/pulse] along the border wall.","Máte přímé spojení ve své budce, které vám umožňuje ovládat [pulse freq=3][color=CRIMSON]raketomety[/color][/pulse] podél hraniční zdi.","Du har en direkte forbindelse i din bod, som giver dig mulighed for at kontrollere [pulse freq=3][color=CRIMSON]missilaffyringsramper[/color][/pulse] langs grænsemuren.","Sie haben eine direkte Verbindung in Ihrer Kabine, die es Ihnen ermöglicht, [pulse freq=3][color=CRIMSON]Raketenwerfer[/color][/pulse] entlang der Grenzmauer zu steuern.","Tienes un enlace directo en tu cabina, que te permite controlar [pulse freq=3][color=CRIMSON]lanzamisiles[/color][/pulse] a lo largo del muro fronterizo.","Sinulla on suora yhteys kopassasi, jonka avulla voit hallita [pulse freq=3][color=CRIMSON]ohjuslaukaisimia[/color][/pulse] rajamuurin varrella.","Vous disposez d'une liaison directe dans votre guichet, qui vous permet de contrôler les [pulse freq=3][color=CRIMSON]lance-missiles[/color][/pulse] le long du mur frontalier.","Van egy közvetlen kapcsolata a fülkéjében, amely lehetővé teszi, hogy [pulse freq=3][color=CRIMSON]rakétaindítókat[/color][/pulse] irányítson a határfal mentén.","Anda memiliki uplink langsung di bilik Anda, yang memungkinkan Anda mengendalikan [pulse freq=3][color=CRIMSON]peluncur rudal[/color][/pulse] di sepanjang dinding perbatasan.","Hai un collegamento diretto nel tuo sportello, che ti consente di controllare i [pulse freq=3][color=CRIMSON]lanciamissili[/color][/pulse] lungo il muro di confine.","Je hebt een directe verbinding in je hokje, waarmee je [pulse freq=3][color=CRIMSON]raketlanceerders[/color][/pulse] langs de grensmuur kunt bedienen.","Du har en direkte tilkobling i luken din, som lar deg kontrollere [pulse freq=3][color=CRIMSON]rakettutskytere[/color][/pulse] langs grensemuren.","Masz bezpośrednie połączenie w swoim stanowisku, które pozwala Ci kontrolować [pulse freq=3][color=CRIMSON]wyrzutnie rakiet[/color][/pulse] wzdłuż muru granicznego.","Você tem um link direto em sua cabine, que permite controlar [pulse freq=3][color=CRIMSON]lançadores de mísseis[/color][/pulse] ao longo do muro da fronteira.","Aveți o legătură directă în cabina dvs., care vă permite să controlați [pulse freq=3][color=CRIMSON]lansatoarele de rachete[/color][/pulse] de-a lungul zidului de frontieră.","Máte priame spojenie vo svojej búdke, ktoré vám umožňuje ovládať [pulse freq=3][color=CRIMSON]raketomety[/color][/pulse] pozdĺž hraničného múru.","Du har en direktlänk i din lucka, som låter dig kontrollera [pulse freq=3][color=CRIMSON]missilramper[/color][/pulse] längs gränsmuren.","Kabininizde, sınır duvarı boyunca [pulse freq=3][color=CRIMSON]füze fırlatıcılarını[/color][/pulse] kontrol etmenizi sağlayan doğrudan bir bağlantınız var.","Bạn có một đường truyền trực tiếp trong quầy của mình, cho phép bạn điều khiển [pulse freq=3][color=CRIMSON]các bệ phóng tên lửa[/color][/pulse] dọc theo bức tường biên giới."
Text/165/text,"Click on these ""runners"" to launch a missile and stop them.","Kliknutím na tyto ""běžce"" vypustíte raketu a zastavíte je.","Klik på disse ""løbere"" for at affyre et missil og stoppe dem.","Klicken Sie auf diese ""Ausreißer"", um eine Rakete abzufeuern und sie zu stoppen.","Haz clic en estos ""corredores"" para lanzar un misil y detenerlos.","Napsauta näitä ""juoksijoita"" laukaistaksesi ohjuksen ja pysäyttääksesi heidät.","Cliquez sur ces ""coureurs"" pour lancer un missile et les arrêter.","Kattintson ezekre a ""futókra"", hogy rakétát indítson és megállítsa őket.","Klik pada ""pelari"" ini untuk meluncurkan rudal dan menghentikan mereka.","Clicca su questi ""corridori"" per lanciare un missile e fermarli.","Klik op deze ""renners"" om een raket af te vuren en ze te stoppen.","Klikk på disse ""løperne"" for å skyte en rakett og stoppe dem.","Kliknij na tych ""biegaczy"", aby wystrzelić rakietę i ich zatrzymać.","Clique nesses ""corredores"" para lançar um míssil e detê-los.","Faceți clic pe acești ""fugari"" pentru a lansa o rachetă și a-i opri.","Kliknite na týchto ""bežcov"", aby ste vypustili raketu a zastavili ich.","Klicka på dessa ""löpare"" för att avfyra en missil och stoppa dem.","Bu ""koşuculara"" füze fırlatmak ve onları durdurmak için tıklayın.","Nhấp vào những ""người chạy"" này để phóng tên lửa và ngăn chặn chúng."
Text/166/text,"Remember, each runner that gets through will count as a [wave amp=20 freq=3][color=CRIMSON]strike against you[/color][/wave].","Pamatujte, že každý běžec, který se dostane skrz, se počítá jako [wave amp=20 freq=3][color=CRIMSON]přestupek proti vám[/color][/wave].","Husk, hver løber, der slipper igennem, vil tælle som en [wave amp=20 freq=3][color=CRIMSON]advarsel mod dig[/color][/wave].","Denken Sie daran, dass jeder Ausreißer, der durchkommt, als [wave amp=20 freq=3][color=CRIMSON]Verstoß gegen Sie[/color][/wave] gewertet wird.","Recuerda, cada corredor que logre pasar contará como una [wave amp=20 freq=3][color=CRIMSON]falta contra ti[/color][/wave].","Muista, että jokainen läpipäässyt juoksija lasketaan [wave amp=20 freq=3][color=CRIMSON]rikkeeksi sinua vastaan[/color][/wave].","Rappelez-vous, chaque coureur qui passe comptera comme un [wave amp=20 freq=3][color=CRIMSON]avertissement contre vous[/color][/wave].","Ne feledje, minden futó, aki átjut, [wave amp=20 freq=3][color=CRIMSON]figyelmeztetésnek számít Ön ellen[/color][/wave].","Ingat, setiap pelari yang lolos akan dihitung sebagai [wave amp=20 freq=3][color=CRIMSON]pelanggaran terhadap Anda[/color][/wave].","Ricorda, ogni corridore che riesce a passare conterà come un [wave amp=20 freq=3][color=CRIMSON]richiamo contro di te[/color][/wave].","Onthoud, elke renner die erdoorheen komt telt als een [wave amp=20 freq=3][color=CRIMSON]strike tegen jou[/color][/wave].","Husk, hver løper som kommer gjennom vil telle som et [wave amp=20 freq=3][color=CRIMSON]slag mot deg[/color][/wave].","Pamiętaj, każdy biegacz, który się przedostanie, będzie liczony jako [wave amp=20 freq=3][color=CRIMSON]wykroczenie przeciwko Tobie[/color][/wave].","Lembre-se, cada corredor que conseguir passar contará como uma [wave amp=20 freq=3][color=CRIMSON]falta contra você[/color][/wave].","Rețineți, fiecare fugar care reușește să treacă va conta ca o [wave amp=20 freq=3][color=CRIMSON]greșeală împotriva dvs.[/color][/wave]","Pamätajte, každý bežec, ktorý sa dostane cez, sa bude počítať ako [wave amp=20 freq=3][color=CRIMSON]priestupok proti vám[/color][/wave].","Kom ihåg, varje löpare som tar sig igenom kommer att räknas som en [wave amp=20 freq=3][color=CRIMSON]varning mot dig[/color][/wave].","Unutmayın, geçmeyi başaran her koşucu size karşı bir [wave amp=20 freq=3][color=CRIMSON]uyarı[/color][/wave] olarak sayılacaktır.","Hãy nhớ rằng, mỗi người chạy thoát sẽ được tính là một [wave amp=20 freq=3][color=CRIMSON]lỗi chống lại bạn[/color][/wave]."
Text/167/text,"Too many strikes, and your shift will end... [tornado radius=3 freq=3][color=CRIMSON]permanently.[/color][/tornado]",Příliš mnoho přestupků a vaše směna skončí... [tornado radius=3 freq=3][color=CRIMSON]navždy.[/color][/tornado],"For mange advarsler, og dit skift vil slutte... [tornado radius=3 freq=3][color=CRIMSON]permanent.[/color][/tornado]","Zu viele Verstöße, und Ihre Schicht endet... [tornado radius=3 freq=3][color=CRIMSON]dauerhaft.[/color][/tornado]","Demasiadas faltas, y tu turno terminará... [tornado radius=3 freq=3][color=CRIMSON]permanentemente.[/color][/tornado]","Liian monta rikettä, ja vuorosi päättyy... [tornado radius=3 freq=3][color=CRIMSON]pysyvästi.[/color][/tornado]","Trop d'avertissements, et votre service prendra fin... [tornado radius=3 freq=3][color=CRIMSON]définitivement.[/color][/tornado]","Túl sok figyelmeztetés, és a műszakja véget ér... [tornado radius=3 freq=3][color=CRIMSON]véglegesen.[/color][/tornado]","Terlalu banyak pelanggaran, dan shift Anda akan berakhir... [tornado radius=3 freq=3][color=CRIMSON]secara permanen.[/color][/tornado]","Troppi richiami, e il tuo turno finirà... [tornado radius=3 freq=3][color=CRIMSON]permanentemente.[/color][/tornado]","Te veel strikes, en je dienst zal eindigen... [tornado radius=3 freq=3][color=CRIMSON]permanent.[/color][/tornado]","For mange slag, og skiftet ditt vil avsluttes... [tornado radius=3 freq=3][color=CRIMSON]permanent.[/color][/tornado]","Zbyt wiele wykroczeń, a Twoja zmiana zakończy się... [tornado radius=3 freq=3][color=CRIMSON]na stałe.[/color][/tornado]","Muitas faltas, e seu turno terminará... [tornado radius=3 freq=3][color=CRIMSON]permanentemente.[/color][/tornado]","Prea multe greșeli, și tura dvs. se va termina... [tornado radius=3 freq=3][color=CRIMSON]definitiv.[/color][/tornado]",Príliš veľa priestupkov a vaša zmena sa skončí... [tornado radius=3 freq=3][color=CRIMSON]natrvalo.[/color][/tornado],"För många varningar, och ditt skift kommer att avslutas... [tornado radius=3 freq=3][color=CRIMSON]permanent.[/color][/tornado]","Çok fazla uyarı, ve vardiyamız... [tornado radius=3 freq=3][color=CRIMSON]kalıcı olarak sona erecek.[/color][/tornado]","Quá nhiều lỗi, và ca làm việc của bạn sẽ kết thúc... [tornado radius=3 freq=3][color=CRIMSON]vĩnh viễn.[/color][/tornado]"
Text/168/text,Each shift has a [color=DARK_ORANGE]quota of potatoes[/color] you need to process to finish your day.,"Každá směna má [color=DARK_ORANGE]kvótu brambor[/color], které musíte zpracovat, abyste dokončili svůj den.",Hvert skift har en [color=DARK_ORANGE]kvote af kartofler[/color] du skal behandle for at afslutte din dag.,"Jede Schicht hat ein [color=DARK_ORANGE]Kontingent an Kartoffeln[/color], die Sie bearbeiten müssen, um Ihren Tag zu beenden.",Cada turno tiene una [color=DARK_ORANGE]cuota de patatas[/color] que debes procesar para terminar tu día.,"Jokaisella vuorolla on [color=DARK_ORANGE]perunakiintiö[/color], jonka sinun on käsiteltävä päättääksesi päiväsi.",Chaque service a un [color=DARK_ORANGE]quota de pommes de terre[/color] que vous devez traiter pour terminer votre journée.,"Minden műszaknak van egy [color=DARK_ORANGE]burgonyakvótája[/color], amelyet fel kell dolgoznia a napja befejezéséhez.",Setiap shift memiliki [color=DARK_ORANGE]kuota kentang[/color] yang harus Anda proses untuk menyelesaikan hari Anda.,Ogni turno ha una [color=DARK_ORANGE]quota di patate[/color] che devi processare per completare la tua giornata.,Elke dienst heeft een [color=DARK_ORANGE]quotum aardappelen[/color] dat je moet verwerken om je dag te voltooien.,Hvert skift har en [color=DARK_ORANGE]kvote med poteter[/color] du må behandle for å fullføre dagen din.,"Każda zmiana ma [color=DARK_ORANGE]limit ziemniaków[/color], które musisz przetworzyć, aby zakończyć swój dzień.",Cada turno tem uma [color=DARK_ORANGE]cota de batatas[/color] que você precisa processar para terminar seu dia.,Fiecare tură are o [color=DARK_ORANGE]cotă de cartofi[/color] pe care trebuie să îi procesați pentru a vă termina ziua.,"Každá zmena má [color=DARK_ORANGE]kvótu zemiakov[/color], ktoré musíte spracovať, aby ste dokončili svoj deň.",Varje skift har en [color=DARK_ORANGE]kvot av potatisar[/color] som du måste behandla för att avsluta din dag.,"Her vardiyada, gününüzü tamamlamak için işlemeniz gereken bir [color=DARK_ORANGE]patates kotası[/color] vardır.",Mỗi ca làm việc có một [color=DARK_ORANGE]hạn ngạch khoai tây[/color] mà bạn cần xử lý để hoàn thành ngày của mình.
Text/169/text,"Your score keeps track of your performance compared to your fellow officers at this checkpoint, and officers in distant customs offices.",Vaše skóre sleduje váš výkon ve srovnání s vašimi kolegy na tomto kontrolním stanovišti a úředníky ve vzdálených celních úřadech.,Din score holder styr på din præstation sammenlignet med dine kolleger ved dette kontrolpunkt og embedsmænd i fjerne toldkontorer.,Ihre Punktzahl hält Ihre Leistung im Vergleich zu Ihren Kollegen an diesem Kontrollpunkt und Beamten in entfernten Zollämtern fest.,Tu puntuación realiza un seguimiento de tu rendimiento en comparación con tus compañeros en este punto de control y funcionarios en oficinas aduaneras distantes.,Pisteesi seuraa suoritustasi verrattuna kollegoihisi tässä tarkastuspisteessä ja virkailijoihin kaukaisissa tullitoimistoissa.,Votre score suit votre performance par rapport à vos collègues à ce point de contrôle et aux agents des bureaux de douane éloignés.,A pontszáma nyomon követi teljesítményét az ellenőrzőponton lévő kollégáihoz és a távoli vámirodákban dolgozó tisztviselőkhöz képest.,"Skor Anda melacak kinerja Anda dibandingkan dengan rekan Anda di pos pemeriksaan ini, dan petugas di kantor bea cukai yang jauh.",Il tuo punteggio tiene traccia delle tue prestazioni rispetto ai tuoi colleghi di questo posto di controllo e ai funzionari in uffici doganali distanti.,Je score houdt je prestaties bij in vergelijking met je collega's bij dit controlepunt en ambtenaren in verre douanekantoren.,"Poengsummen din holder styr på ytelsen din sammenlignet med kollegaene dine ved dette kontrollpunktet, og tjenestemenn i fjerne tollkontorer.",Twój wynik śledzi Twoją wydajność w porównaniu z Twoimi kolegami na tym punkcie kontrolnym i urzędnikami w odległych urzędach celnych.,Sua pontuação acompanha seu desempenho em comparação com seus colegas neste posto de controle e oficiais em escritórios aduaneiros distantes.,Scorul dvs. ține evidența performanței dvs. în comparație cu colegii dvs. de la acest punct de control și cu funcționarii din birourile vamale îndepărtate.,Vaše skóre sleduje váš výkon v porovnaní s vašimi kolegami na tomto kontrolnom stanovišti a úradníkmi vo vzdialených colných úradoch.,Din poäng håller koll på din prestation jämfört med dina kollegor vid denna kontrollpunkt och tjänstemän på avlägsna tullkontor.,"Puanınız, bu kontrol noktasındaki meslektaşlarınıza ve uzaktaki gümrük ofislerindeki memurlara kıyasla performansınızı takip eder.",Điểm số của bạn theo dõi hiệu suất của bạn so với đồng nghiệp tại trạm kiểm soát này và các nhân viên ở các văn phòng hải quan xa xôi.
Text/16a/text,"After each shift, you'll see a summary of your performance, and whether you succeeded or failed in your duty.","Po každé směně uvidíte shrnutí svého výkonu a to, zda jste ve své povinnosti uspěli nebo selhali.","Efter hvert skift vil du se en oversigt over din præstation, og om du lykkedes eller fejlede i din pligt.",Nach jeder Schicht sehen Sie eine Zusammenfassung Ihrer Leistung und ob Sie bei Ihrer Pflicht erfolgreich waren oder versagt haben.,"Después de cada turno, verás un resumen de tu desempeño y si tuviste éxito o fallaste en tu deber.","Jokaisen vuoron jälkeen näet yhteenvedon suorituksestasi ja siitä, onnistuitko vai epäonnistuitko velvollisuudessasi.","Après chaque service, vous verrez un résumé de votre performance et si vous avez réussi ou échoué dans votre devoir.","Minden műszak után látni fogja a teljesítményének összefoglalóját, és azt, hogy sikerült-e teljesítenie vagy kudarcot vallott a kötelességében.","Setelah setiap shift, Anda akan melihat ringkasan kinerja Anda, dan apakah Anda berhasil atau gagal dalam tugas Anda.","Dopo ogni turno, vedrai un riepilogo delle tue prestazioni e se hai avuto successo o hai fallito nel tuo dovere.",Na elke dienst zie je een samenvatting van je prestaties en of je geslaagd of gefaald bent in je plicht.,"Etter hvert skift vil du se et sammendrag av ytelsen din, og om du lyktes eller mislyktes i plikten din.","Po każdej zmianie zobaczysz podsumowanie swojej wydajności i to, czy odniosłeś sukces czy porażkę w swoim obowiązku.","Após cada turno, você verá um resumo do seu desempenho e se teve sucesso ou falhou em seu dever.","După fiecare tură, veți vedea un rezumat al performanței dvs. și dacă ați reușit sau ați eșuat în îndatorirea dvs.","Po každej zmene uvidíte súhrn svojho výkonu a to, či ste vo svojej povinnosti uspeli alebo zlyhali.","Efter varje skift kommer du att se en sammanfattning av din prestation, och om du lyckades eller misslyckades i din plikt.","Her vardiyadan sonra, performansınızın bir özetini ve görevinizde başarılı olup olmadığınızı göreceksiniz.","Sau mỗi ca làm việc, bạn sẽ thấy bản tóm tắt về hiệu suất của mình và liệu bạn đã thành công hay thất bại trong nhiệm vụ của mình."
Text/16b/text,"You'll see a breakdown of how you handled runners, and how many documents you processed.","Uvidíte rozpis toho, jak jste se vypořádali s běžci a kolik dokumentů jste zpracovali.","Du vil se en nedbrydning af, hvordan du håndterede løbere, og hvor mange dokumenter du behandlede.","Sie sehen eine Aufschlüsselung darüber, wie Sie mit Ausreißern umgegangen sind und wie viele Dokumente Sie bearbeitet haben.",Verás un desglose de cómo manejaste a los corredores y cuántos documentos procesaste.,"Näet erittelyn siitä, miten käsittelit juoksijoita ja kuinka monta asiakirjaa käsittelit.",Vous verrez une répartition de la façon dont vous avez géré les coureurs et combien de documents vous avez traités.,"Látni fogja, hogyan kezelte a futókat, és hány dokumentumot dolgozott fel.","Anda akan melihat rincian bagaimana Anda menangani pelari, dan berapa banyak dokumen yang Anda proses.",Vedrai una ripartizione di come hai gestito i corridori e quanti documenti hai processato.,Je ziet een uitsplitsing van hoe je met renners bent omgegaan en hoeveel documenten je hebt verwerkt.,"Du vil se en oversikt over hvordan du håndterte løpere, og hvor mange dokumenter du behandlet.","Zobaczysz podział tego, jak radziłeś sobie z biegaczami i ile dokumentów przetworzyłeś.",Você verá uma análise de como lidou com os corredores e quantos documentos processou.,Veți vedea o defalcare a modului în care ați gestionat fugarii și câte documente ați procesat.,"Uvidíte rozpis toho, ako ste sa vysporiadali s bežcami a koľko dokumentov ste spracovali.",Du kommer att se en uppdelning av hur du hanterade löpare och hur många dokument du behandlade.,Koşucularla nasıl başa çıktığınızın ve kaç belge işlediğinizin bir dökümünü göreceksiniz.,Bạn sẽ thấy bảng phân tích về cách bạn xử lý những người chạy trốn và số lượng tài liệu bạn đã xử lý.
Text/16c/text,"Plus any bonuses you earned from processing documents quickly, perfectly aligning stamps, or perfectly striking runner potatoes.","Plus všechny bonusy, které jste získali za rychlé zpracování dokumentů, dokonalé zarovnání razítek nebo dokonalé zasažení bramborových běžců.","Plus eventuelle bonusser, du tjente ved at behandle dokumenter hurtigt, perfekt justere stempler eller perfekt ramme løbende kartofler.","Plus alle Boni, die Sie für schnelle Dokumentenbearbeitung, perfekt ausgerichtete Stempel oder perfekt getroffene Ausreißerkartoffeln erhalten haben.","Además de cualquier bonificación que hayas ganado por procesar documentos rápidamente, alinear perfectamente los sellos o golpear perfectamente a las patatas corredoras.","Lisäksi kaikki bonukset, jotka ansaitsit käsittelemällä asiakirjoja nopeasti, kohdistamalla leimat täydellisesti tai osumalla täydellisesti juokseviin perunoihin.","Plus tous les bonus que vous avez gagnés en traitant rapidement les documents, en alignant parfaitement les tampons ou en frappant parfaitement les pommes de terre coureuses.","Plusz minden bónuszt, amit a dokumentumok gyors feldolgozásával, a bélyegzők tökéletes elhelyezésével vagy a futó burgonyák tökéletes eltalálásával szerzett.","Plus bonus apa pun yang Anda peroleh dari memproses dokumen dengan cepat, menyelaraskan stempel dengan sempurna, atau menyerang kentang pelari dengan sempurna.","Più eventuali bonus che hai guadagnato processando rapidamente i documenti, allineando perfettamente i timbri o colpendo perfettamente le patate corridori.","Plus eventuele bonussen die je hebt verdiend door documenten snel te verwerken, stempels perfect uit te lijnen of rennende aardappelen perfect te raken.","Pluss eventuelle bonuser du tjente fra å behandle dokumenter raskt, perfekt justere stempler eller perfekt treffe løpende poteter.","Plus wszelkie premie, które zarobiłeś za szybkie przetwarzanie dokumentów, idealne wyrównanie pieczątek lub idealne trafienie w biegnące ziemniaki.","Além de quaisquer bônus que você ganhou por processar documentos rapidamente, alinhar perfeitamente os carimbos ou atingir perfeitamente as batatas corredoras.","Plus orice bonusuri pe care le-ați câștigat prin procesarea rapidă a documentelor, alinierea perfectă a ștampilelor sau lovirea perfectă a cartofilor fugari.","Plus všetky bonusy, ktoré ste získali za rýchle spracovanie dokumentov, dokonalé zarovnanie pečiatok alebo dokonalé zasiahnutie zemiakových bežcov.","Plus eventuella bonusar du tjänade genom att behandla dokument snabbt, perfekt justera stämplar eller perfekt träffa löpande potatisar.","Ayrıca, belgeleri hızlı işleyerek, damgaları mükemmel hizalayarak veya koşan patatesleri mükemmel şekilde vurarak kazandığınız bonuslar da vardır.","Cộng với bất kỳ phần thưởng nào bạn kiếm được từ việc xử lý tài liệu nhanh chóng, căn chỉnh tem hoàn hảo hoặc đánh trúng khoai tây chạy trốn một cách hoàn hảo."
Text/16d/text,"You'll also receive a performance rating based on how well you processed potatoes during your shift, and up to 3 golden stamps if you exceed expectations.","Obdržíte také hodnocení výkonu založené na tom, jak dobře jste během své směny zpracovávali brambory, a až 3 zlatá razítka, pokud překonáte očekávání.","Du vil også modtage en præstationsvurdering baseret på, hvor godt du behandlede kartofler under dit skift, og op til 3 gyldne stempler, hvis du overgår forventningerne.","Sie erhalten auch eine Leistungsbewertung basierend darauf, wie gut Sie während Ihrer Schicht Kartoffeln bearbeitet haben, und bis zu 3 goldene Stempel, wenn Sie die Erwartungen übertreffen.","También recibirás una calificación de desempeño basada en qué tan bien procesaste las patatas durante tu turno, y hasta 3 sellos dorados si superas las expectativas.","Saat myös suoritusarvioinnin sen perusteella, kuinka hyvin käsittelit perunoita vuorosi aikana, ja jopa 3 kultaista leimaa, jos ylität odotukset.","Vous recevrez également une évaluation de performance basée sur la façon dont vous avez traité les pommes de terre pendant votre service, et jusqu'à 3 tampons dorés si vous dépassez les attentes.","Kap egy teljesítményértékelést is, amely azon alapul, hogy milyen jól dolgozta fel a burgonyákat a műszakja során, és akár 3 arany bélyegzőt is, ha túlteljesíti az elvárásokat.","Anda juga akan menerima peringkat kinerja berdasarkan seberapa baik Anda memproses kentang selama shift Anda, dan hingga 3 stempel emas jika Anda melebihi harapan.","Riceverai anche una valutazione delle prestazioni basata su quanto bene hai processato le patate durante il tuo turno, e fino a 3 timbri dorati se superi le aspettative.","Je ontvangt ook een prestatiebeoordeling op basis van hoe goed je aardappelen hebt verwerkt tijdens je dienst, en tot 3 gouden stempels als je de verwachtingen overtreft.","Du vil også motta en ytelsesvurdering basert på hvor godt du behandlet poteter under skiftet ditt, og opptil 3 gylne stempler hvis du overgår forventningene.","Otrzymasz również ocenę wydajności na podstawie tego, jak dobrze przetwarzałeś ziemniaki podczas swojej zmiany, i do 3 złotych pieczątek, jeśli przekroczysz oczekiwania.","Você também receberá uma classificação de desempenho com base em quão bem processou as batatas durante seu turno, e até 3 carimbos dourados se exceder as expectativas.","Veți primi, de asemenea, o evaluare a performanței pe baza calității procesării cartofilor în timpul turei dvs., și până la 3 ștampile de aur dacă depășiți așteptările.","Dostanete tiež hodnotenie výkonu založené na tom, ako dobre ste počas svojej zmeny spracovávali zemiaky, a až 3 zlaté pečiatky, ak prekročíte očakávania.","Du kommer också att få en prestationsbedömning baserad på hur väl du behandlade potatisar under ditt skift, och upp till 3 guldstämplar om du överträffar förväntningarna.",Vardiyamız sırasında patatesleri ne kadar iyi işlediğinize bağlı olarak bir performans değerlendirmesi ve beklentileri aşarsanız 3 altın damgaya kadar alacaksınız.,"Bạn cũng sẽ nhận được đánh giá hiệu suất dựa trên mức độ xử lý khoai tây tốt trong ca làm việc của mình, và lên đến 3 con dấu vàng nếu bạn vượt quá kỳ vọng."
Text/16e/text,Here you can submit your score for each shift to the global database of customs officers and see how you compare to the most elite customs officers around the world.,"Zde můžete odeslat své skóre za každou směnu do globální databáze celních úředníků a zjistit, jak si stojíte ve srovnání s nejlepšími celními úředníky po celém světě.","Her kan du indsende din score for hvert skift til den globale database over toldembedsmænd og se, hvordan du sammenligner med de mest elitære toldembedsmænd rundt om i verden.","Hier können Sie Ihre Punktzahl für jede Schicht in die globale Datenbank der Zollbeamten einreichen und sehen, wie Sie im Vergleich zu den Elite-Zollbeamten auf der ganzen Welt abschneiden.",Aquí puedes enviar tu puntuación de cada turno a la base de datos global de oficiales de aduanas y ver cómo te comparas con los oficiales de aduanas más élite de todo el mundo.,"Täällä voit lähettää pisteitäsi jokaiselta vuorolta tullitarkastajien maailmanlaajuiseen tietokantaan ja nähdä, miten vertaudut maailman huipputullitarkastajiin.","Ici, vous pouvez soumettre votre score pour chaque service à la base de données mondiale des agents des douanes et voir comment vous vous comparez aux agents des douanes les plus élites du monde entier.","Itt beküldheti pontszámát minden műszakról a vámtisztviselők globális adatbázisába, és megnézheti, hogyan hasonlít a világ legkiválóbb vámtisztviselőihez.",Di sini Anda dapat mengirimkan skor Anda untuk setiap shift ke database global petugas bea cukai dan melihat bagaimana Anda dibandingkan dengan petugas bea cukai paling elit di seluruh dunia.,Qui puoi inviare il tuo punteggio per ogni turno al database globale degli ufficiali doganali e vedere come ti confronti con gli ufficiali doganali più elite di tutto il mondo.,Hier kun je je score voor elke dienst indienen bij de wereldwijde database van douanebeambten en zien hoe je je verhoudt tot de meest elite douanebeambten over de hele wereld.,Her kan du sende inn poengsummen din for hvert skift til den globale databasen over tolltjenestemenn og se hvordan du sammenligner med de mest elitære tolltjenestemennene rundt om i verden.,"Tutaj możesz przesłać swój wynik za każdą zmianę do globalnej bazy danych funkcjonariuszy celnych i zobaczyć, jak wypadasz w porównaniu z najbardziej elitarnymi funkcjonariuszami celnymi na całym świecie.",Aqui você pode enviar sua pontuação para cada turno para o banco de dados global de oficiais aduaneiros e ver como se compara aos oficiais aduaneiros mais elite em todo o mundo.,Aici puteți trimite scorul dvs. pentru fiecare tură la baza de date globală a ofițerilor vamali și puteți vedea cum vă comparați cu cei mai de elită ofițeri vamali din întreaga lume.,"Tu môžete odoslať svoje skóre za každú zmenu do globálnej databázy colných úradníkov a zistiť, ako si stojíte v porovnaní s najlepšími colnými úradníkmi po celom svete.",Här kan du skicka in din poäng för varje skift till den globala databasen av tulltjänstemän och se hur du jämför med de mest elitära tulltjänstemännen runt om i världen.,Burada her vardiya için puanınızı gümrük memurlarının küresel veritabanına gönderebilir ve dünyadaki en elit gümrük memurlarıyla nasıl karşılaştırıldığınızı görebilirsiniz.,"Tại đây, bạn có thể gửi điểm số của mình cho mỗi ca làm việc vào cơ sở dữ liệu toàn cầu của các nhân viên hải quan và xem bạn so sánh như thế nào với các nhân viên hải quan ưu tú nhất trên toàn thế giới."
