keys,nl
Ambient :,Ambient:
Mute :,Dempen:
Video,Beeld
Fullscreen :,Volledig scherm:
Resolution :,Resolutie:
Anti-Aliasing :,Anti-aliasing:
Disabled (Fastest),Uitgeschakeld (Snelst)
8x (Slowest),8x (Langzaamst)
Camera Shake :,Cameratrilling:
Normal,Normaal
Reduced,Verminderd
Minimal,Minimaal
None,Geen
Game,Spel
Reset Game :,Game resetten:
Do you want to reset your game data?,Wilt u uw gamegegevens resetten?
Back,Terug
_INGAME DIALOGUE,
TAKE THEM!,NEEM ZE MEE!
"Take your documents, please.","Neem uw documenten mee, alstublieft."
_SHIFT SUMMARY SCREEN,
Continue,Doorgaan
Main Menu,Hoofdmenu
Submit Score,Score indienen
Restart,Opnieuw starten
SHIFT SUMMARY,SHIFT-OVERZICHT
_DIFFICULTY LEVELS,
Easy,Eenvoudig
Normal,Normaal
Expert,Deskundige
Primary,Primair
Secondary,Secundair
Primary Interaction,Primaire interactie
Secondary Interaction,Secundaire interactie
Cancel Interaction,Interactie annuleren
Escape,Annuleren
Dialogic Default Action,Standaardactie dialoog
Enter,Bevestigen
Left Mouse Button,Linkermuisknop
Right Mouse Button,Rechtermuisknop
_NEW GAME CONFIRMATION,
Start New Game,Nieuw spel starten
Starting a new game will reset your progress. Are you sure you want to continue?,"Als u een nieuw spel start, wordt uw voortgang gereset. Weet u zeker dat u wilt doorgaan?"
"Yes, Start New Game","Ja, start nieuw spel"
Skip,Overslaan
History,Geschiedenis
Return,Terug
Restart the game?,Spel opnieuw starten?
_HELP MENU,
help_menu_button,Hulp
achievements_menu_button,Prestaties
help_menu_title,Hoe te spelen
help_tab_basics,Basis
help_tab_gameplay,Spelverloop
help_tab_minigames,Minispellen
help_basics_intro,[b]Welkom bij Spud Customs
help_basics_gate,[b]De Poort Openen[/b]
help_basics_documents,[b]Documenten Inspecteren[/b]
help_basics_stamping,"[b]Documenten Stempelen[/b]\nGebruik de GOEDGEKEURD (groene) stempel om reizigers door te laten, of de AFGEWEZEN (rode) stempel om ze te weigeren. De nauwkeurigheid van je stempels beïnvloedt je score!"
help_basics_runners,[b]Grensvluchters[/b]\nSommige aardappels zullen proberen langs de controlepost te rennen! Klik om raketten af te vuren en ze te stoppen. Perfecte timing levert bonuspunten op.
help_basics_xray,"[b]Röntgenscanner[/b]\nVanaf Dienst 3, gebruik de röntgenscanner om aardappels te scannen op verborgen smokkelwaar."
help_gameplay_quota,"[b]Quotum Halen[/b]\nElke dienst heeft een quotum van aardappels die je moet verwerken. Haal je het quotum niet, dan word je ontslagen!"
help_gameplay_strikes,"[b]Strafpunten[/b]\nFouten maken (verkeerde goedkeuringen/afwijzingen, gemiste vluchters) levert je strafpunten op. Te veel strafpunten en het is game over!"
help_gameplay_rules,"[b]Immigratieregels[/b]\nKijk op het mededelingenbord voor de huidige regels. De regels veranderen elke dienst - verboden regio's, vereiste documenten en speciale voorwaarden."
help_gameplay_scoring,"[b]Puntentelling[/b]\nVerdien punten voor juiste beslissingen, perfecte stempels en het stoppen van vluchters. Bonussen worden toegekend voor snelheid en nauwkeurigheid!"
help_gameplay_difficulty,"[b]Moeilijkheidsgraden[/b]\nMakkelijk: Soepelere timing, minder regels. Normaal: Standaard ervaring. Expert: Strikte timing, complexe regels, hogere scores."
help_minigames_intro,[b]Minigames[/b]\nTijdens je diensten kom je minigames tegen waarmee je bonuspunten kunt verdienen. Voltooi ze voor beloningen of sla ze over zonder straf.
help_minigames_document_scanner,"[b]Documentscanner[/b] (Dienst 1+)\nGebruik UV-licht om verborgen elementen op documenten te vinden. Klik om watermerken, stempels en symbolen te markeren. Vind alle elementen voordat de tijd om is!"
help_minigames_stamp_sorting,"[b]Stempels Sorteren[/b] (Dienst 2+)\nSorteer vallende stempels in de juiste bakken. Groene stempels gaan naar GOEDGEKEURD, rode stempels naar AFGEWEZEN. Sorteer snel voor bonuspunten!"
help_minigames_fingerprint_match,[b]Vingerafdrukken Vergelijken[/b] (Dienst 3+)\nVergelijk de vingerafdrukken uit het rooster met het referentiepatroon. Klik op overeenkomende afdrukken om de identiteit te verifiëren. Goed opletten vereist!
help_minigames_code_breaker,"[b]Codekraker[/b] (Dienst 4+)\nKraak de geheime code! Raad de 4-cijferige combinatie. Groen betekent juiste positie, geel betekent verkeerde positie. Beperkt aantal pogingen!"
help_minigames_border_chase,[b]Smokkeljacht[/b] (Dienst 5+)\nSmokkelwaar op de transportband! Klik op RODE voorwerpen om ze in beslag te nemen. Laat GROENE voorwerpen door. Snelle reflexen leveren meer punten op!
help_tab_lore,Verhaal
help_lore_world_intro,"[b]De Wereld van Spud[/b]\n\nWelkom in een land waar aardappels hun eigen beschaving hebben opgebouwd. In deze wereld kunnen knollen lopen, praten en hebben ze hun eigen natie gevormd met wetten, grenzen en bureaucratie."
help_lore_nation,"[b]De Natie van Spud[/b]\n\nSpud is een trotse natie die welvaart belooft voor alle aardappelen. Beschermd door de Grote Muur van Spud, handhaaft de natie strenge grenscontroles om ervoor te zorgen dat alleen waardige knollen binnen mogen komen.\n\nDe overheid bevordert eenheid en gehoorzaamheid, en patriottische burgers hoort men vaak verkondigen: ""Glorie aan Spud!"""
help_lore_your_role,"[b]Uw Rol[/b]\n\nU bent geselecteerd voor een cruciale rol in de bescherming van de grenzen. Als Douanebeambte werkt u onder het toeziend oog van Supervisor Russet.\n\nUw welzijn hangt af van uw prestaties. Haal uw quota, volg de regels, en onthoud: de natie rekent op u."
help_lore_border,"[b]De Grote Muur[/b]\n\nDe machtige Grote Muur van Spud beschermt de natie tegen buitenstaanders. Bij verschillende controleposten langs de muur zorgen beambten zoals u ervoor dat alleen de waardigen binnen mogen komen.\n\nDegenen die proberen de grens over te steken zonder de juiste documentatie, worden onmiddellijk geconfronteerd met de gevolgen."
help_lore_secrets,[b]De Wortelreserve[/b]\n\nAfgewezen aardappelen worden... verwerkt. Volgens protocol. De mysterieuze Wortelreserve regelt alle details.\n\nHet is beter om niet te veel vragen te stellen. Concentreer u op uw taken. Niets meer.
level_select_choices_header,Keuzes tot Dag {day}
level_select_choices_header_named,Keuzes tot Dag {day} - {name}
level_select_play_day,Speel Deze Dag
level_select_close,Sluiten
continue_dialog_header,Jouw Opgeslagen Gegevens
continue_dialog_day,Dag: {day}
continue_dialog_continue,Doorgaan
continue_dialog_cancel,Annuleren
new_game_confirm_button,"Ja, Start Nieuw Spel"
tutorial_choice_play,Speel Tutorial
tutorial_choice_skip,Sla Tutorial Over
tutorial_dialog_title,Handleiding
tutorial_dialog_text,Wil je de tutorial spelen?\n\nDe tutorial leidt je door de basisprincipes van het zijn van een douanebeambte bij Spud Customs.
continue_game_title,Spel Doorgaan
level_select_story_choices,Verhaal Keuzes
reset_progress_confirm,Weet je zeker dat je de voortgang van het verhaal wilt resetten? Dit kan niet ongedaan gemaakt worden.
reset_highscores_confirm,Weet je zeker dat je alle topscores wilt resetten? Dit kan niet ongedaan gemaakt worden.
level_name_0,Tutorial
level_name_1,Eerste Dag op het Werk
level_name_2,Nieuwe Regelgeving
level_name_3,Toenemende Druk
level_name_4,Smokkelwaar Controle
level_name_5,Crisis Halverwege
level_name_6,Verhoogde Beveiliging
level_name_7,Onder de Loep
level_name_8,Dubbelagenten
level_name_9,Grenschaos
level_name_10,De Laatste Aftelling
shift_name_1,Eerste Dag op het Werk
shift_name_2,Ontmoeting met Sasha & Murphy
shift_name_3,De Vermiste Vrouw
shift_name_4,Wortelreserve Vrachtwagens
shift_name_5,Loyaliteitsscreening
shift_name_6,RealityScan
shift_name_7,Verzetsbijeenkomst
shift_name_8,Sasha's Arrestatie
shift_name_9,De Aanval
shift_name_10,De Laatste Aftelling
shift_name_unknown,Onbekend
path_chaos_agent,Chaosagent
path_loyalist,Loyalistisch Pad
path_resistance_ally,Verzet Bondgenoot
path_questioning,Vragend
path_undetermined,Onbepaald
story_choice_path_label,Pad:
story_choice_sasha_trust,Sasha Vertrouwen: {value}/10
story_choice_chaos_points,Chaos: {value} pnt
story_choice_no_choices,Nog geen keuzes vastgelegd
story_choice_day_header,Dag {day} - {name}
choice_initial_response_eager,Toonde enthousiasme voor Spud
choice_initial_response_questioning,Zette vraagtekens bij het systeem
choice_note_reaction_investigate,Besloot de notitie te onderzoeken
choice_note_reaction_destroy,Vernietigde de mysterieuze notitie
choice_note_reaction_report,Meldde de notitie aan de autoriteiten
choice_kept_note_yes,Behield de mysterieuze notitie
choice_kept_note_no,Verwijderde de notitie
choice_reported_note_yes,Meldde de notitie
choice_murphy_trust_open,Stelde zich open voor Murphy
choice_murphy_trust_guarded,Bleef op zijn hoede bij Murphy
choice_eat_reserve_ate,At de reserve rantsoenen
choice_eat_reserve_refused,Weigerde de reserve rantsoenen
choice_scanner_response_loyal,Toonde loyaliteit tijdens scantest
choice_scanner_response_questioning,Zette vraagtekens bij het doel van de scanner
choice_family_response_refuse,Weigerde te helpen de vrouw te vinden
choice_family_response_help,Besloot te helpen de vermiste vrouw te vinden
choice_has_wife_photo_yes,Verkreeg foto van de vermiste vrouw
choice_reveal_reaction_shocked,Was geschokt door de onthulling
choice_reveal_reaction_cautious,Reageerde voorzichtig op de onthulling
choice_cafeteria_response_serious,Nam kantinegeruchten serieus
choice_cafeteria_response_avoid,Vermeed kantinediscussies
choice_murphy_alliance_ally,Vormde een alliantie met Murphy
choice_murphy_alliance_cautious,Bleef voorzichtig met Murphy
choice_murphy_alliance_skeptical,Bleef sceptisch over Murphy
choice_sasha_trust_level_committed,Volledig vertrouwen gesteld in Sasha
choice_sasha_trust_level_cautious,Bleef voorzichtig met Sasha
choice_sasha_investigation_committed,Zette zich in voor Sasha's onderzoek
choice_sasha_investigation_hesitant,Aarzelend over het onderzoek
choice_loyalty_response_patriotic,Gaf patriottische antwoorden
choice_loyalty_response_idealistic,Uitte idealistische standpunten
choice_hide_choice_desk,Verschuilde zich achter het bureau
choice_hide_choice_window,Verschuilde zich bij het raam
choice_evidence_choice_hand_over,Overhandigde het bewijs
choice_evidence_choice_keep,Hield het bewijs verborgen
choice_evidence_choice_lie,Loog over het bewijs
choice_evidence_choice_chaos,Gebruikte bewijs om chaos te veroorzaken
choice_viktor_wife_discovery_yes,Ontdekte Viktors vrouw op de passagierslijst
choice_fellow_officer_response_cautious,Was voorzichtig met collega-officier
choice_fellow_officer_response_sympathetic,Toonde sympathie aan collega-officier
choice_fellow_officer_response_loyal,Bleef loyaal tegenover collega-officier
choice_interrogation_response_lie,Loog tijdens ondervraging
choice_interrogation_response_legal,Gaf juridische antwoorden
choice_viktor_conversation_tell_truth,Vertelde Viktor de waarheid
choice_viktor_conversation_lie_protect,Loog om Viktor te beschermen
choice_viktor_conversation_curious,Was nieuwsgierig naar Viktor
choice_scanner_choice_help,Hielp de scanner saboteren
choice_scanner_choice_scan,Bediende de scanner normaal
choice_scanner_choice_viktor,Koos Viktor voor de scanner
choice_helped_operative_yes,Hielp de verzetsagent
choice_helped_operative_no,Weigerde de agent te helpen
choice_viktor_allied_yes,Vormde een alliantie met Viktor
choice_betrayed_resistance_yes,Verraadde het verzet
choice_sasha_plan_response_committed,Zette zich in voor Sasha's plan
choice_sasha_plan_response_nervous,Was nerveus over het plan
choice_malfunction_excuse_technical,Schoof de schuld op technische storing
choice_malfunction_excuse_innocent,Speelde onschuldig
choice_resistance_mission_committed,Zette zich in voor de verzetsmissie
choice_resistance_mission_hesitant,Aarzelde over de missie
choice_resistance_mission_cautious,Benaderde de missie voorzichtig
choice_final_decision_help,Besloot het verzet te helpen
choice_final_decision_passive,Bleef passief
choice_final_decision_undecided,Bleef onbeslist
choice_yellow_badge_response_help,Hielp houders van gele badges
choice_yellow_badge_response_betray,Verraadde houders van gele badges
choice_follow_trucks_volunteer,Bood aan om vrachtwagens te volgen
choice_follow_trucks_hesitant,Aarzelde om vrachtwagens te volgen
choice_found_facility_yes,Vond de Wortel Reserve faciliteit
choice_sasha_response_cautious,Was voorzichtig met Sasha's situatie
choice_sasha_response_concerned,Toonde bezorgdheid om Sasha
choice_interrogation_choice_deny,Ontkende kennis tijdens het verhoor
choice_interrogation_choice_betray,Verraadde anderen tijdens het verhoor
choice_sasha_arrest_reaction_intervene,Greep in bij Sasha's arrestatie
choice_sasha_arrest_reaction_hide,Verstopte zich tijdens Sasha's arrestatie
choice_sasha_arrest_reaction_promise,Deed een belofte aan Sasha
choice_player_wanted_yes,Werd gezocht door de autoriteiten
choice_player_captured_yes,Werd gevangengenomen door de autoriteiten
choice_has_keycard_yes,Verkreeg beveiligingskeycard
choice_murphy_final_alliance_committed,Volledig toegewijd aan Murphy's alliantie
choice_murphy_final_alliance_hesitant,Aarzelend over de uiteindelijke alliantie
choice_critical_choice_help,Hielp tijdens het kritieke moment
choice_critical_choice_betray,Verraadde op het kritieke moment
choice_stay_or_go_stay,Bleef om te vechten
choice_stay_or_go_go,Koos ervoor te ontsnappen
choice_sasha_rescue_reaction_angry,Reageerde met woede op de redding
choice_sasha_rescue_reaction_disgusted,Voelde walging over de gebeurtenissen
choice_sasha_rescue_reaction_relieved,Voelde zich opgelucht na de redding
choice_fellow_officer_response_2_cautious,Bleef voorzichtig met collega's
choice_fellow_officer_response_2_sympathetic,Toonde sympathie voor collega's
choice_final_mission_response_determined,Vastbesloten om de laatste missie te voltooien
choice_final_mission_response_cautious,Voorzichtig over de laatste missie
choice_resistance_trust_diplomatic,Hanteerde een diplomatieke benadering met het verzet
choice_resistance_trust_committed,Volledig toegewijd aan het verzet
choice_ending_choice_diplomatic,Gekozen voor diplomatiek einde
choice_ending_choice_justice,Gekozen voor gerechtigheidseinde
choice_ending_choice_vengeance,Gekozen voor wraakeinde
choice_ending_choice_dismantle,Gekozen om het systeem te ontmantelen
choice_accept_medal_accept,Accepteerde de medaille met trots
choice_accept_medal_reluctant,Met tegenzin de medaille geaccepteerd
choice_eat_final_eat,At het laatste aanbod
choice_eat_final_refuse,Weigerde het laatste aanbod
choice_final_loyalist_choice_report,Rapporteerde andersdenkenden
choice_final_loyalist_choice_ignore,Negeerde de andersdenkenden
choice_final_loyalist_choice_hope,Hield vast aan hoop op verandering
choice_qte_rescue_result_pass,Geslaagd in reddingspoging
choice_qte_rescue_result_fail,Mislukte reddingspoging
choice_qte_confrontation_result_pass,Won de confrontatie
choice_qte_confrontation_result_fail,Verloor de confrontatie
choice_qte_escape_result_pass,Succesvol ontsnapt
choice_qte_escape_result_fail,Ontsnapping mislukt
choice_qte_infiltration_result_pass,Infiltratie geslaagd
choice_qte_infiltration_result_fail,Infiltratie mislukt
choice_qte_scanner_result_pass,Scannersabotage geslaagd
choice_qte_scanner_result_fail,Scannersabotage mislukt
choice_qte_surveillance_result_pass,Toezicht vermeden
choice_qte_surveillance_result_fail,Betrapt door toezicht
choice_qte_suppression_result_pass,Onderdrukking weerstaan
choice_qte_suppression_result_fail,Bezwweken aan onderdrukking
passport_label_type,Type:
passport_label_born,Geboren:
passport_label_gender,Geslacht:
passport_label_country,Land:
passport_label_expires,Verloopt:
passport_label_condition,Conditie:
tutorial_skip,Overslaan
tutorial_skip_all,Alle tutorials overslaan
tutorial_continue_auto,(gaat automatisch verder...)
tutorial_continue_click,(klik om verder te gaan...)
tutorial_header,Tutorial {current} van {total}: {name} - Stap {step} van {steps}
tutorial_header_single,{name} - Stap {step} van {steps}
tutorial_welcome_name,Welkom bij Spud Customs
tutorial_gate_control_name,De poort openen
tutorial_megaphone_call_name,Aardappels oproepen
tutorial_document_inspection_name,Documenten inspecteren
tutorial_rules_checking_name,Immigratieregels
tutorial_stamp_usage_name,De stempels gebruiken
tutorial_strikes_and_quota_name,Fouten en Quotum
tutorial_welcome_step1,[center][b]Welkom bij Spud Customs![/b][/center]\n\nJouw taak is het verwerken van binnenkomende aardappels bij de grenspost. Laten we de basis leren!
tutorial_gate_control_step1,[center][b]Je hokje openen[/b][/center]\n\nZie je die hendel? {interact} hem om het rolluik omhoog te doen en je hokje te openen voor zaken!\n\n[color=yellow]{interact} nu de hendel.[/color]
tutorial_gate_control_step2,[center][b]Goed gedaan![/b][/center]\n\nJe hokje is nu open. Aardappels in de rij kunnen zien dat je klaar bent voor service.
tutorial_megaphone_call_step1,[center][b]De volgende aardappel oproepen[/b][/center]\n\nGebruik de megafoon om de volgende aardappel uit de rij naar je hokje te roepen.\n\n[color=yellow]{interact} de megafoon![/color]
tutorial_megaphone_call_step2,[center][b]Daar komen ze aan![/b][/center]\n\nKijk hoe de aardappel je hokje nadert. Ze zullen hun documenten ter inspectie aanbieden.
tutorial_document_inspection_step1,[center][b]Documentinspectie[/b][/center]\n\nDe aardappel heeft je zijn paspoort overhandigd. {drag} het naar je inspectietafel om het nauwkeurig te onderzoeken.\n\n[color=yellow]{drag} het paspoort naar de tafel.[/color]
tutorial_document_inspection_step2,[center][b]Het Paspoort Inspecteren[/b][/center]\n\n{interact} het paspoort om het te openen en de informatie van de aardappel te bekijken:\n\n- Naam en foto\n- Land van herkomst\n- Aardappeltype en conditie\n\nZoek naar iets verdachts!
tutorial_document_inspection_step3,"[center][b]Controleer de Regels![/b][/center]\n\nVoordat u een beslissing neemt, moet u de immigratieregels controleren. Laten we ze leren kennen!"
tutorial_rules_checking_step1,[center][b]Immigratieregels[/b][/center]\n\nKijk naar het regelsboekje aan de rechterkant. Deze regels vertellen u welke aardappels u moet [color=green]GOEDKEUREN[/color] of [color=red]AFWIJZEN[/color].\n\nWijs elke aardappel af die de huidige regels schendt!\n\n[color=red]BELANGRIJK: Documenten met verlopen datums moeten worden AFGEWEZEN![/color]
tutorial_rules_checking_step2,[center][b]Blijf Alert![/b][/center]\n\nRegels veranderen tussen diensten. Controleer altijd de huidige regels voordat u beslissingen neemt.\n\nVergelijk paspoortinformatie zorgvuldig met de actieve regels.
tutorial_stamp_usage_step1,[center][b]De Stempelbalk[/b][/center]\n\nZiet u de stempelbalk bovenaan? {interact} de hendel om uw goedkeurings- en afwijzingsstempels te onthullen.\n\n[color=yellow]{interact} om de stempelbalk te openen.[/color]
tutorial_stamp_usage_step2,[center][b]Plaatsing voor Stempelen[/b][/center]\n\n{drag} het paspoort onder de stempels. U ziet een gids die aangeeft waar u het moet plaatsen.\n\n[color=green]Groene stempel[/color] = GOEDKEUREN\n[color=red]Rode stempel[/color] = AFWIJZEN\n\n[color=yellow]Plaats het paspoort onder een stempel.[/color]
tutorial_stamp_usage_step3,[center][b]Breng de Stempel aan![/b][/center]\n\n{interact} de stempel om het paspoort te markeren met uw beslissing.\n\n[color=yellow]{interact} een stempel om deze aan te brengen.[/color]
tutorial_stamp_usage_step4,[center][b]Retourneer de Documenten[/b][/center]\n\nSleep nu het gestempelde paspoort terug naar de aardappel om hun verwerking te voltooien.\n\n[color=yellow]Retourneer het paspoort naar de aardappel.[/color]
tutorial_stamp_usage_step5,[center][b]Goed Gedaan![/b][/center]\n\nU heeft uw eerste aardappel verwerkt! Houd uw quotum in de gaten - u moet voldoende aardappels verwerken per dienst.
tutorial_strikes_and_quota_step1,[center][b]Het Quotum Systeem[/b][/center]\n\nKijk naar de [color=yellow]Quotum[/color] weergave. Dit toont hoeveel aardappels u correct moet verwerken per dienst.
tutorial_strikes_and_quota_step2,[center][b]Vermijd Fouten![/b][/center]\n\nDe [color=red]Fouten[/color] teller toont uw vergissingen. Te veel fouten en het is game over!\n\nNeem verkeerde beslissingen en u krijgt fouten.
tutorial_strikes_and_quota_step3,"[center][b]Training Voltooid![/b][/center]\n\nBlijf aardappels verwerken om uw trainingsdienst te voltooien.\n\nEenmaal voltooid, wordt u [color=green]gecertificeerd als Douanebeambte[/color] en bent u klaar voor uw eerste echte dag!"
