keys,zh-CN
Choice/f2/text,“我会帮助他们越境。为了斯普德的未来。”
Choice/f3/text,我不能直接参与，但我会睁一只眼闭一只眼。
Choice/f4/text,我需要更多时间考虑一下。
Text/f5/text,领导坚定地拍了拍你的肩膀。[color=CHARTREUSE]你的勇气令我们所有人感到荣幸。[/color]
Text/f6/text,第三天，当太阳升到最高点时，我们的特工就会到来。
Text/f7/text,密码是“[wave amp=15 freq=3][color=CHARTREUSE]根深蒂固。[/color][/wave]”记住它。
Text/f8/text,领导缓慢地点了点头，显然有些失望但表示理解。
Text/f9/text,有时候，我们能要求的，只是人们不要阻碍我们。
Text/fa/text,我们的特工将按计划行事。只是……别拉响警报。
Text/fb/text,领导的表情变得严肃起来。[color=YELLOW]时间是我们没有的奢侈品。[/color]
Text/fc/text,但强迫任何人加入我们的事业，只会让我们与他们无异。
Text/fd/text,我们将不指望你的帮助继续进行。扪心自问吧。
Text/fe/text,会议结束后，萨莎和你一起走回检查站。
Text/ff/text,[color=CHARTREUSE]她走路时牵起了你的手。[/color]无论发生什么……我们现在同舟共济。谢谢你。
Text/ff2/text,[color=STEEL_BLUE]她走路时与你保持距离。[/color]我很感谢你没有阻碍我们。这……也算是一种支持吧。
Text/ff3/text,[color=STEEL_BLUE]她沉默地走着，双臂交叉。[/color]我希望你能找到你所寻求的确定性。我们其他人可等不起了。
Text/100_viktor1/text,在你回去的路上，你发现维克多独自一人在检查站的屋顶上，凝视着夜空。
Text/100_viktor2/text,维克多拿着一个小的
Text/100_viktor3/text,她常说，无论事情变得多么黑暗，星星总会在那里。[color=STEEL_BLUE]永恒不变。美丽。[/color]
Text/100_viktor4/text,他转向你，眼中闪着泪光。[wave amp=15 freq=2]我一直在想……她受苦了吗？[/wave]她知道发生了什么吗？
Text/100_viktor5/text,维克多的声音哽咽了。她曾问我是否质疑过那些拒绝。我告诉她[color=CRIMSON]要相信这个系统[/color]。
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]我竟然在不知情的情况下，将自己的妻子送进了处理槽。[/color][/tornado]
Choice/100_viktor_choice1/text,“你不可能知道的。我们谁都不知道。”
Choice/100_viktor_choice2/text,“埃琳娜会希望你现在去战斗，而不是沉溺于内疚。”
Choice/100_viktor_choice3/text,“我不知道该说什么。我很抱歉。”
Text/100_viktor7/text,他缓慢地摇了摇头。[color=STEEL_BLUE]无知并非无辜。我本该问的。本该听的。[/color]
Text/100_viktor8/text,维克多小心翼翼地收起照片。 [color=CHARTREUSE]但现在我知道了。而知道，就意味着我必须行动。[/color]
Text/100_viktor9/text,维克多挺直身子，眼中重新燃起冰冷的火焰。 [color=CHARTREUSE]你说得对。[/color] 她比我更强大。更勇敢。
Text/100_viktor10/text,他紧握拳头。 [color=CHARTREUSE]当时机到来时
Text/100_viktor11/text,[pulse freq=2][color=CRIMSON]而爱达荷将为他所吞噬的每一个生命付出代价。[/color][/pulse]
Text/100_viktor12/text,维克多勉强挤出一丝悲伤
Text/100_viktor13/text,他回望星空。 [color=STEEL_BLUE]埃琳娜会喜欢你的。[/color]
Text/100_viktor14/text,他转身欲走，却又停下。 [color=CHARTREUSE]当抵抗组织行动时……我将准备就绪。[/color]
Text/100_viktor15/text,为了埃琳娜。为了他们所有人。 [pulse freq=2][color=CHARTREUSE]当我告诉他们真相时，卫兵们会追随我。[/color][/pulse]
Text/100/text,你回到检查站的宿舍，思绪因即将发生的重大事件而飞速运转。
Text/101/text,仅仅三天内，一切都可能改变。 [color=YELLOW]无论是好是坏。[/color]
Choice/de/disabled_text,
Choice/df/disabled_text,
Choice/e0/disabled_text,
Choice/f2/disabled_text,
Choice/f3/disabled_text,
Choice/f4/disabled_text,
Choice/100_viktor_choice1/disabled_text,
Choice/100_viktor_choice2/disabled_text,
Choice/100_viktor_choice3/disabled_text,
