keys,id
choice_malfunction_excuse_innocent,Berpura-pura tidak bersalah
choice_resistance_mission_committed,Berkomitmen pada misi perlawanan
choice_resistance_mission_hesitant,Ragu-ragu tentang misi itu
choice_resistance_mission_cautious,Mendekati misi dengan hati-hati
choice_final_decision_help,Memutuskan untuk membantu perlawanan
choice_final_decision_passive,Tetap pasif
choice_final_decision_undecided,Tetap tidak memutuskan
choice_yellow_badge_response_help,Membantu pemegang lencana kuning
choice_yellow_badge_response_betray,Mengkhianati pemegang lencana kuning
choice_follow_trucks_volunteer,Menjadi sukarelawan untuk mengikuti truk
choice_follow_trucks_hesitant,Ragu-ragu untuk mengikuti truk
choice_found_facility_yes,Menemukan fasilitas Cadangan Akar
choice_sasha_response_cautious,Bersikap hati-hati terhadap situasi Sasha
choice_sasha_response_concerned,Menunjukkan kepedulian terhadap Sasha
choice_interrogation_choice_deny,Menyangkal tahu saat diinterogasi
choice_interrogation_choice_betray,Mengkhianati orang lain saat diinterogasi
choice_sasha_arrest_reaction_intervene,Mengintervensi penangkapan Sasha
choice_sasha_arrest_reaction_hide,Bersembunyi saat penangkapan Sasha
choice_sasha_arrest_reaction_promise,Berjanji kepada Sasha
choice_player_wanted_yes,Menjadi buronan pihak berwenang
choice_player_captured_yes,Ditangkap oleh pihak berwenang
choice_has_keycard_yes,Mendapatkan kartu kunci keamanan
choice_murphy_final_alliance_committed,Berkomitmen penuh pada aliansi Murphy
choice_murphy_final_alliance_hesitant,Ragu-ragu tentang aliansi terakhir
choice_critical_choice_help,Membantu pada saat kritis
choice_critical_choice_betray,Mengkhianati pada saat kritis
choice_stay_or_go_stay,Bertahan untuk bertarung
choice_stay_or_go_go,Memilih untuk melarikan diri
choice_sasha_rescue_reaction_angry,Bereaksi dengan marah terhadap penyelamatan
choice_sasha_rescue_reaction_disgusted,Merasa jijik dengan kejadian
choice_sasha_rescue_reaction_relieved,Merasa lega setelah penyelamatan
choice_fellow_officer_response_2_cautious,Tetap berhati-hati dengan rekan kerja
choice_fellow_officer_response_2_sympathetic,Menunjukkan simpati kepada rekan kerja
choice_final_mission_response_determined,Bertekad untuk menyelesaikan misi terakhir
choice_final_mission_response_cautious,Berhati-hati tentang misi terakhir
choice_resistance_trust_diplomatic,Mengambil pendekatan diplomatik dengan perlawanan
choice_resistance_trust_committed,Sepenuhnya berkomitmen pada perlawanan
choice_ending_choice_diplomatic,Memilih akhir diplomatik
choice_ending_choice_justice,Memilih akhir keadilan
choice_ending_choice_vengeance,Memilih akhir balas dendam
choice_ending_choice_dismantle,Memilih untuk membongkar sistem
choice_accept_medal_accept,Menerima medali dengan bangga
choice_accept_medal_reluctant,Menerima medali dengan enggan
choice_eat_final_eat,Memakan persembahan terakhir
choice_eat_final_refuse,Menolak persembahan terakhir
choice_final_loyalist_choice_report,Melaporkan pembangkang
choice_final_loyalist_choice_ignore,Mengabaikan pembangkang
choice_final_loyalist_choice_hope,Berpegang pada harapan akan perubahan
choice_qte_rescue_result_pass,Berhasil dalam upaya penyelamatan
choice_qte_rescue_result_fail,Gagal dalam upaya penyelamatan
choice_qte_confrontation_result_pass,Memenangkan konfrontasi
choice_qte_confrontation_result_fail,Kalah dalam konfrontasi
choice_qte_escape_result_pass,Berhasil melarikan diri
choice_qte_escape_result_fail,Gagal melarikan diri
choice_qte_infiltration_result_pass,Infiltrasi berhasil
choice_qte_infiltration_result_fail,Infiltrasi gagal
choice_qte_scanner_result_pass,Sabotase pemindai berhasil
choice_qte_scanner_result_fail,Sabotase pemindai gagal
choice_qte_surveillance_result_pass,Menghindari pengawasan
choice_qte_surveillance_result_fail,Tertangkap pengawasan
choice_qte_suppression_result_pass,Melawan penindasan
choice_qte_suppression_result_fail,Tunduk pada penekanan
passport_label_type,Tipe:
passport_label_born,Lahir:
passport_label_gender,Jenis Kelamin:
passport_label_country,Negara:
passport_label_expires,Kedaluwarsa:
passport_label_condition,Kondisi:
tutorial_skip,Lewati
tutorial_skip_all,Lewati Semua Tutorial
tutorial_continue_auto,(melanjutkan secara otomatis...)
tutorial_continue_click,(klik untuk melanjutkan...)
tutorial_header,Tutorial {current} dari {total}: {name} - Langkah {step} dari {steps}
tutorial_header_single,{name} - Langkah {step} dari {steps}
tutorial_welcome_name,Selamat Datang di Bea Cukai Kentang
tutorial_gate_control_name,Membuka Gerbang
tutorial_megaphone_call_name,Memanggil Kentang
tutorial_document_inspection_name,Memeriksa Dokumen
tutorial_rules_checking_name,Aturan Imigrasi
tutorial_stamp_usage_name,Menggunakan Stempel
tutorial_strikes_and_quota_name,Peringatan dan Kuota
tutorial_welcome_step1,[center][b]Selamat Datang di Bea Cukai Kentang![/b][/center]\n\nTugas Anda adalah memproses kentang yang masuk di pos pemeriksaan perbatasan. Mari kita pelajari dasarnya!
tutorial_gate_control_step1,[center][b]Membuka Bilik Anda[/b][/center]\n\nLihat tuas itu? {interact} untuk menaikkan penutup dan membuka bilik Anda untuk beroperasi!\n\n[color=yellow]{interact} tuasnya sekarang.[/color]
tutorial_gate_control_step2,[center][b]Kerja bagus![/b][/center]\n\nBilik Anda sekarang sudah terbuka. Kentang dalam antrean bisa melihat Anda siap melayani.
tutorial_megaphone_call_step1,[center][b]Memanggil Kentang Berikutnya[/b][/center]\n\nGunakan megafon untuk memanggil kentang berikutnya dari antrean ke bilik Anda.\n\n[color=yellow]{interact} megafonnya![/color]
tutorial_megaphone_call_step2,[center][b]Mereka datang![/b][/center]\n\nPerhatikan saat kentang mendekati bilik Anda. Mereka akan menyerahkan dokumen mereka untuk diperiksa.
tutorial_document_inspection_step1,[center][b]Pemeriksaan Dokumen[/b][/center]\n\nKentang telah menyerahkan paspornya kepada Anda. {drag} paspor tersebut ke meja pemeriksaan Anda untuk memeriksanya dengan cermat.\n\n[color=yellow]{drag} paspor ke meja.[/color]
tutorial_document_inspection_step2,[center][b]Memeriksa Paspor[/b][/center]\n\n{interact} paspor untuk membukanya dan meninjau informasi kentang:\n\n- Nama dan foto\n- Negara asal\n- Jenis dan kondisi kentang\n\nCari hal-hal yang mencurigakan!
tutorial_document_inspection_step3,"[center][b]Periksa Aturannya![/b][/center]\n\nSebelum membuat keputusan, Anda perlu memeriksa aturan imigrasi. Mari kita pelajari!"
tutorial_rules_checking_step1,[center][b]Aturan Imigrasi[/b][/center]\n\nLihat pamflet aturan di sisi kanan. Aturan ini memberi tahu Anda kentang mana yang harus [color=green]DISETUJUI[/color] atau [color=red]DITOLAK[/color].\n\nTolak kentang mana pun yang melanggar aturan saat ini!\n\n[color=red]PENTING: Dokumen dengan tanggal kedaluwarsa harus DITOLAK![/color]
tutorial_rules_checking_step2,[center][b]Tetap Waspada![/b][/center]\n\nAturan berubah antar shift. Selalu periksa aturan saat ini sebelum membuat keputusan.\n\nBandingkan informasi paspor dengan aturan aktif secara cermat.
tutorial_stamp_usage_step1,[center][b]Bilah Stempel[/b][/center]\n\nLihat bilah stempel di bagian atas? {interact} pegangannya untuk menampilkan stempel persetujuan dan penolakan Anda.\n\n[color=yellow]{interact} untuk membuka bilah stempel.[/color]
tutorial_stamp_usage_step2,[center][b]Memposisikan untuk Menyetempel[/b][/center]\n\n{drag} paspor di bawah stempel. Anda akan melihat panduan yang menunjukkan tempat meletakkannya.\n\n[color=green]Stempel hijau[/color] = SETUJUI\n[color=red]Stempel merah[/color] = TOLAK\n\n[color=yellow]Posisikan paspor di bawah stempel.[/color]
tutorial_stamp_usage_step3,[center][b]Terapkan Stempel![/b][/center]\n\n{interact} stempel untuk menandai paspor dengan keputusan Anda.\n\n[color=yellow]{interact} stempel untuk menerapkannya.[/color]
tutorial_stamp_usage_step4,[center][b]Kembalikan Dokumen[/b][/center]\n\nSekarang {drag} paspor yang sudah distempel kembali ke kentang untuk menyelesaikan pemrosesannya.\n\n[color=yellow]Kembalikan paspor ke kentang.[/color]
tutorial_stamp_usage_step5,[center][b]Bagus Sekali![/b][/center]\n\nAnda telah memproses kentang pertama Anda! Perhatikan kuota Anda - Anda perlu memproses kentang yang cukup setiap shift.
tutorial_strikes_and_quota_step1,[center][b]Sistem Kuota[/b][/center]\n\nLihat tampilan [color=yellow]Kuota[/color]. Ini menunjukkan berapa banyak kentang yang harus Anda proses dengan benar setiap shift.
tutorial_strikes_and_quota_step2,[center][b]Hindari Pelanggaran![/b][/center]\n\nPenghitung [color=red]Pelanggaran[/color] menunjukkan kesalahan Anda. Terlalu banyak pelanggaran dan permainan berakhir!\n\nBuat keputusan yang salah dan Anda akan mendapatkan pelanggaran.
tutorial_strikes_and_quota_step3,"[center][b]Pelatihan Selesai![/b][/center]\n\nLanjutkan memproses kentang untuk menyelesaikan shift pelatihan Anda.\n\nSetelah selesai, Anda akan [color=green]bersertifikat sebagai Petugas Bea Cukai[/color] dan siap untuk hari pertama Anda yang sebenarnya!"
