keys,th
Text/30/text,จบแล้ว ประชาชนได้แสดงเจตจำนงแล้ว [color=CHARTREUSE]เราจะสร้างสปัดใหม่ที่รากของเราหยั่งลึกลงในผืนดิน ไม่ใช่ในความทุกข์ทรมาน[/color]
Text/31/text,จะไม่มี [color=CRIMSON]ข้อตกลงใดๆ ไม่มีความเมตตา[/color] สำหรับเจ้า ไอดาโฮ ความยุติธรรมของทรราชคือทั้งหมดที่เจ้าสมควรได้รับ
Text/32/text,การชดใช้ นั่นคือสิ่งที่ข้าเป็น [color=CHARTREUSE]สำหรับมันฝรั่งทุกหัวที่ถูกสังเวย เราจะทวงคืนอนาคตของเรา![/color]
Text/33/text,ลืมมันไปเถอะ มันเป็นแค่อาการ ไม่ใช่โรค [color=CHARTREUSE]จงทำลายรากและลำต้นของความอัปยศนี้ให้สิ้นซาก[/color]
Text/34/text,เราต้องไปแล้ว! เดี๋ยวนี้!
Text/35/text,การล่มสลายของ [color=DARK_VIOLET]Root Reserve[/color] จุดประกายการเปลี่ยนแปลงครั้งใหญ่ทั่วสปัด
Text/36/text,ชาวมันฝรั่งในทุกจังหวัดลุกฮือขึ้น พร้อมรับ [color=CHARTREUSE]วิสัยทัศน์ใหม่สำหรับประเทศของพวกเขา[/color]
Text/37/text,ตราบใดที่เรายังคงยึดมั่นในรากเหง้าของเรา ในอุดมคติที่นำพาเรามาที่นี่... [color=CHARTREUSE]เราจะหาทางเจอ[/color]
Text/38/text,และแล้ว จากเถ้าถ่านของสปัดเก่า [color=CHARTREUSE]ประเทศใหม่ก็เริ่มหยั่งราก[/color] การปกครองของ [color=DARK_VIOLET]Root Reserve[/color] ได้สิ้นสุดลงแล้ว
Text/151/text,[color=CHARTREUSE]ซาช่าขยับเข้ามาใกล้ มือของเธอจับมือคุณขณะที่คุณเฝ้ามองรุ่งอรุณใหม่ด้วยกัน[/color] เราสร้างสิ่งนี้ขึ้นมา คุณกับฉัน
Text/152/text,ตราบใดที่เรายังคงยึดมั่นในรากเหง้าของเรา ในอุดมคติที่นำพาเรามาที่นี่... [color=CHARTREUSE]เราจะหาทางเจอ[/color] ด้วยกัน
Text/153/text,[color=CHARTREUSE]คุณบีบมือเธอ ด้วยกัน[/color]
Text/154/text,[color=STEEL_BLUE]ซาช่ายืนอยู่ข้างคุณ[/color] ไฟของคุณได้จุดประกายที่เผาผลาญอาณาจักรของพวกเขาลง
Text/155/text,[color=STEEL_BLUE]ความโกรธได้คลายลงกลายเป็นความมุ่งมั่น ยังมีงานที่ต้องทำอีกมาก[/color]
Text/156/text,[color=STEEL_BLUE]ซาช่าส่งยิ้มให้กำลังใจคุณ[/color] คุณมาไกลจากด่านตรวจนั้นมากแล้ว เราทุกคนก็เช่นกัน
Text/157/text,[color=STEEL_BLUE]ความรู้สึกผิดอาจไม่มีวันจางหายไปทั้งหมด แต่คุณได้พบจุดมุ่งหมายในการสร้างใหม่[/color]
Choice/15/disabled_text,
Choice/16/disabled_text,
Choice/25/disabled_text,
Choice/26/disabled_text,
Choice/27/disabled_text,
Choice/28/disabled_text,
Choice/1a_rescue7/disabled_text,
Choice/1a_rescue8/disabled_text,
Choice/1a_rescue9/disabled_text,
