keys,es-419
rule_explanation_fresh,Mira el campo 'Condición'. Si dice algo distinto a 'Fresco' - RECHAZA
rule_explanation_sweet_potato,Mira el campo 'Tipo'. Si dice 'Batata' - RECHAZA (sin permisos)
rule_explanation_chip_hill,Mira el campo 'País'. Si dice 'Chip Hill' - RECHAZA (prohibido)
rule_explanation_age,Mira el campo 'Nacimiento'. Calcula la edad y verifica según la regla
rule_explanation_gender,Mira el campo 'Género' y verifica según la regla actual
rule_footer_text,Estas reglas deben aplicarse a TODAS las papas
rule_expired_note,Los documentos vencidos SIEMPRE deben ser rechazados.
rule_tutorial_hint,¿Necesitas ayuda? Haz clic en cualquier regla para una explicación
alert_correct_decision_detailed,¡DECISIÓN CORRECTA! +{points} puntos\n{reason}
alert_wrong_decision_detailed,¡DECISIÓN INCORRECTA! ¡Strike añadido!\n{reason}
alert_reason_approved,La papa cumple todos los requisitos - APROBADA
alert_reason_should_reject,Debiste haber RECHAZADO esta papa
tutorial_check_type,Verifica el campo 'Tipo' en el pasaporte
tutorial_check_condition,Verifica el campo 'Condición' en el pasaporte
tutorial_check_country,Verifica el campo 'País' en el pasaporte
tutorial_check_age,Verifica el campo 'Nacimiento' para calcular la edad
tutorial_check_gender,Verifica el campo 'Género' en el pasaporte
alert_streak_bonus_minigame,¡5 seguidas! ¡MINIJUEGO DE BONIFICACIÓN!
alert_perfect_stamps_bonus_minigame,¡Sellos perfectos! ¡MINIJUEGO DE BONIFICACIÓN!
alert_runner_bonus_minigame,¡Actividad sospechosa! ¡MINIJUEGO DE BONIFICACIÓN!
alert_new_minigame_unlocked,¡Nuevo minijuego desbloqueado: {name}!
alert_minigame_bonus,Bonificación de minijuego: ¡+{bonus} puntos!
high_score_display,Puntuación más alta: {score}
new_high_score,¡NUEVA PUNTUACIÓN MÁS ALTA!
month_1,Enero
citation_trash_label,PAPELERA
citation_header,CITACIÓN OFICIAL
citation_from_supervisor,De: Supervisor Russet
citation_dismiss_hint,[Arrastrar a la papelera para descartar]
minigame_times_up,"¡Se acabó el tiempo! ¡No te preocupes, de vuelta al trabajo!"
minigame_time_format,{segundos}.{fracción}
qte_title,EVENTO DE TIEMPO RÁPIDO
qte_instruction,¡Presiona las teclas a medida que aparecen!
qte_auto_completed,Autocompletado
qte_accessibility_note,(Accesibilidad QTE habilitada)
qte_get_ready,¡Prepárate...
qte_progress,Progreso
qte_key_prompt,[{tecla}]
qte_result,{successful} / {total} exitosos (+{points} puntos)
qte_image_pending,[Imagen Pendiente]
evidence_title,INSPECCIÓN DE SEGURIDAD INMINENTE
evidence_instruction,"¡Despeja tu escritorio! Tritura la evidencia, guarda los objetos de trabajo."
evidence_suspicion,Sospecha: {percent}%
evidence_items_remaining,Objetos: {count}
evidence_times_up_found,¡Se acabó el tiempo! Encontraron la evidencia...
evidence_times_up_suspicious,¡Se acabó el tiempo! La inspección fue... exhaustiva.
codebreaker_title,DESIFRADOR DE CÓDIGOS
codebreaker_instruction,"¡Descifra el código! Verde = coincidencia exacta, Amarillo = dígito correcto, lugar incorrecto"
codebreaker_enter_code,INGRESA EL CÓDIGO
codebreaker_submit,ENVIAR
codebreaker_clear,BORRAR
codebreaker_previous_attempts,Intentos Anteriores:
codebreaker_attempts,Intentos: {current} / {max}
codebreaker_result_exact_close,{exact} exactos
codebreaker_result_exact,{exact} exactas
codebreaker_result_close,{close} cercanas
codebreaker_result_none,ninguna coincidencia
codebreaker_success,Código descifrado en {attempts} intentos! +{points} puntos!
codebreaker_failure,¡Se acabaron los intentos! El código se mostró arriba.
scanner_title,ESCÁNER DE DOCUMENTOS
scanner_instruction,Arrastra la luz UV para encontrar marcas ocultas! Haz clic para confirmar.
scanner_found,Encontrados: {current} / {total}
scanner_perfect,¡Perfecto! ¡Todos los elementos encontrados! +{points} puntos!
scanner_partial,¡Buen esfuerzo! Encontraste {found}/{total}. +{points} puntos!
chase_title,PERSECUCIÓN EN LA FRONTERA
chase_instruction,¡Haz clic en los artículos de contrabando ROJOS! Deja pasar los artículos VERDES.
chase_legend,ROJO = ¡Atrapar! VERDE = Dejar pasar
chase_caught,Atrapados: {current} / {total}
chase_perfect,¡Captura perfecta! +{points} puntos!
chase_partial,Atrapaste {count} artículos. +{points} puntos!
sorting_title,CLASIFICACIÓN DE SELLOS
sorting_instruction,"¡Arrastra los sellos al contenedor correcto! Verde = APROBADO, Rojo = DENEGADO"
sorting_approved,APROBADO
sorting_denied,DENEGADO
sorting_progress,Clasificados: {sorted}/{total} Correctos: {correct}
sorting_perfect,¡Clasificación perfecta! +{points} puntos!
sorting_partial,Clasificaste {correct}/{total} correctamente. +{points} puntos!
fingerprint_title,COINCIDENCIA DE HUELLAS DACTILARES
fingerprint_instruction,¡Encuentra la huella dactilar que coincida con la referencia!
fingerprint_reference,REFERENCIA
fingerprint_find_match,ENCONTRAR LA COINCIDENCIA
fingerprint_progress,Coincidencias: {current} / {total}
fingerprint_success,¡Todas las huellas coinciden! ¡+{points} puntos!
fingerprint_partial,Coincidencias {matched}/{total}. ¡+{points} puntos!
