keys,pl
Text/22b/text,"Obserwuję cię od twojego pierwszego dnia. Sposób, w jaki [color=YELLOW]zawahałeś się[/color], gdy Russet mówił o ""przetwarzaniu""."
Text/22c/text,"Zapytałeś, co dzieje się z odrzuconymi ziemniakami. To wymagało odwagi. [color=CHARTREUSE]Większość po prostu salutuje i stempluje.[/color]"
Text/22d/text,"Sasha pochyla się bliżej. Jest pewien schemat. Każdy ziemniak, którego odrzucamy? Znika w ciągu 48 godzin. Brak zapisów o deportacji. Brak transferów."
Text/22e/text,Ale produkcja [color=DARK_VIOLET]Rezerwy Korzeni[/color]? [tornado radius=3 freq=2][color=CRIMSON]Rośnie.[/color][/tornado] Za. Każdym. Razem.
Choice/22f/text,Wierzę ci. Jak mogę pomóc?
Choice/230/text,"Muszę zobaczyć dowód, zanim zaryzykuję wszystko."
Text/231/text,"Oczy Sashy rozjaśniają się. Wiedziałam, że dobrze wybrałam. Jutro wieczorem, po zmianie. Pokażę ci, co znalazłam."
Text/232/text,Do tego czasu
Text/233/text,W porządku. Dowód nadchodzi. Tylko... miej oczy otwarte podczas jutrzejszej zmiany.
Text/234/text,"Obserwuj, dokąd jadą [color=CRIMSON]odrzucone ziemniaki[/color]. Śledź ciężarówki, jeśli możesz."
Text/235/text,"Wyciągasz zdjęcie, które dała ci zdesperowana ziemniaczka. Jej żona. [color=STEEL_BLUE]Gdzie ona teraz jest?[/color]"
Text/236/text,"Jeśli to, co mówią Sasha i Murphy, jest prawdą... ona już została..."
Text/237/text,Nie możesz dokończyć myśli. Ale [color=CHARTREUSE]nie zapomnisz jej twarzy[/color].
Text/238/text,"Jutro wszystko się zmieni. Albo znajdziesz odpowiedzi, albo pogrzebiesz pytania na zawsze."
Text/239/text,Jedno jest pewne: [color=YELLOW]nie ma powrotu do błogiej niewiedzy[/color].
Choice/21e/disabled_text,
Choice/21f/disabled_text,
Choice/220/disabled_text,
Choice/22f/disabled_text,
Choice/230/disabled_text,
