keys,nl
Text/fb/text,De uitdrukking van de leider verhardt. [color=YELLOW]Tijd is een luxe die we niet hebben.[/color]
Text/fc/text,Maar iemand dwingen om zich bij onze zaak aan te sluiten maakt ons niet beter dan hen.
Text/fd/text,We zullen doorgaan zonder op je hulp te rekenen. Raad je geweten.
Text/fe/text,"Terwijl de bijeenkomst uit elkaar gaat, loopt Sasha met je mee terug naar het controlepunt."
Text/ff/text,Wat er ook gebeurt... bedankt voor alles wat je hebt gedaan.
Text/100/text,"Je keert terug naar je kwartier bij het controlepunt, je gedachten racen onder het gewicht van komende gebeurtenissen."
Text/101/text,In slechts drie dagen kan alles veranderen. [color=YELLOW]Ten goede of ten kwade.[/color]
Choice/de/disabled_text,
Choice/f4/disabled_text,
Choice/f3/disabled_text,
Choice/f2/disabled_text,
Choice/e0/disabled_text,
Choice/df/disabled_text,
Text/d2b/text,Voordat we beginnen... Ik heb een bekentenis te doen.
Text/d2c/text,"Dat briefje dat je op je eerste dag vond? ""[color=GOLD]Een vriendin[/color]""?"
Text/d2d/text,Sasha glimlacht. Ik zie dat je het bewaard hebt. Slim. Ik wist dat ik de juiste spruit had gekozen.
Text/d2e/text,"Ik heb maandenlang nieuwe agenten in de gaten gehouden, op zoek naar iemand met [color=CHARTREUSE]vragende ogen[/color]. Iemand die door de leugens heen zou kunnen kijken."
Text/d2f/text,Sasha's uitdrukking is gecompliceerd. Je liet het aan Russet zien. Ik moest daarna wekenlang onderduiken.
Text/d2g/text,Maar hier ben je toch. Dat zegt me iets over je geweten.
Text/d2h/text,Je hebt het vernietigd. Ik neem het je niet kwalijk - het was riskant om te bewaren.
Text/d2i/text,"Maar de woorden vonden toch hun weg naar je hoofd, nietwaar?"
Text/d2j/text,"[color=CHARTREUSE]Ik ben ""Een vriendin.""[/color] En nu weet je waarom."
Text/d2k/text,Sasha spreidt in beslag genomen documenten op tafel. Verwerkingsmanifesten van de afgelopen maand.
Text/d2l/text,"Je scant de namen, en je bloed stolt."
Text/d2m/text,Daar is het. [color=GOLD]Maris Piper[/color]. De vrouw van de foto.
Text/d2n/text,"""[color=CRIMSON]Status: Verwerkt. Batch RR-2847.[/color]"" Gedateerd drie dagen nadat haar man om jouw hulp smeekte."
Text/d2o/text,Je voelt de foto in je zak. [color=STEEL_BLUE]Ze is weg. En je kon haar niet redden.[/color]
Text/d2p/text,Maar misschien... [color=CHARTREUSE]misschien kun je anderen nog redden[/color].
Text/d2q/text,Murphy komt tevoorschijn uit de schaduwen. Hé. Fijn dat je er bent.
Text/d2r/text,Murphy houdt het verfrommelde RR-UTIL formulier omhoog. Mijn neef staat ook op die lijst. [color=CHARTREUSE]We doen dit samen.[/color]
Text/ff2/text,[color=STEEL_BLUE]Ze houdt afstand terwijl je loopt.[/color] Ik waardeer het dat je ons niet in de weg staat. Het is... iets.
Text/ff3/text,"[color=STEEL_BLUE]Ze loopt zwijgend, met gekruiste armen.[/color] Ik hoop dat je de zekerheid vindt die je zoekt. De rest van ons kan het zich niet veroorloven om te wachten."
Text/100_viktor1/text,"Op je terugweg vind je Viktor alleen op het dak van de controlepost, starend naar de nachtelijke hemel."
Text/100_viktor2/text,Viktor houdt een klein
Text/100_viktor3/text,"Ze zei altijd dat hoe donker het ook werd, de sterren er altijd zouden zijn. [color=STEEL_BLUE]Constant. Prachtig.[/color]"
Text/100_viktor4/text,"Hij draait zich naar je toe, met glinsterende ogen. [wave amp=15 freq=2]Ik blijf denken... heeft ze geleden?[/wave] Wist ze wat er gebeurde?"
Text/100_viktor5/text,Viktors stem breekt. Ze vroeg me eens of ik de afwijzingen ooit in twijfel trok. Ik zei haar [color=CRIMSON]het systeem te vertrouwen[/color].
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]Ik stuurde mijn eigen vrouw naar de verwerkingskuipen zonder het te weten.[/color][/tornado]
Choice/100_viktor_choice1/text,Je kon het niet weten. Niemand van ons wist het.
Choice/100_viktor_choice2/text,"Elena zou willen dat je nu vecht, niet verdrinkt in schuldgevoel."
Choice/100_viktor_choice3/text,Ik weet niet wat ik moet zeggen. Het spijt me.
Text/100_viktor7/text,Hij schudt langzaam zijn hoofd. [color=STEEL_BLUE]Onwetendheid is geen onschuld. Ik had moeten vragen. Had moeten luisteren.[/color]
Text/100_viktor8/text,Viktor bergt de foto voorzichtig op. [color=CHARTREUSE]Maar nu weet ik het. En weten betekent dat ik moet handelen.[/color]
Text/100_viktor9/text,"Viktor richt zich op, een koud vuur laait weer op in zijn ogen. [color=CHARTREUSE]Je hebt gelijk.[/color] Ze was sterker dan ik. Moediger."
Text/100_viktor10/text,Hij balt zijn vuist. [color=CHARTREUSE]Wanneer de tijd rijp is
Text/100_viktor11/text,[pulse freq=2][color=CRIMSON]En Idaho zal boeten voor elk leven dat hij heeft verslonden.[/color][/pulse]
Text/100_viktor12/text,Viktor perst er een trieste
Text/100_viktor13/text,Hij kijkt terug naar de sterren. [color=STEEL_BLUE]Elena had je gemogen.[/color]
Text/100_viktor14/text,"Hij draait zich om om te vertrekken, dan pauzeert hij. [color=CHARTREUSE]Wanneer het verzet in actie komt... zal ik er klaar voor zijn.[/color]"
Text/100_viktor15/text,Voor Elena. Voor hen allemaal. [pulse freq=2][color=CHARTREUSE]De bewakers zullen mij volgen wanneer ik hen de waarheid vertel.[/color][/pulse]
