keys,tr
Text/e5/text,"Ama hiçbir şey yapmamak daha da tehlikeli. Hepimiz için, uzun vadede."
Text/e6/text,Sasha'nın ifadesi kasvetli bir hal alır. Başka yollar denedik. Yıllarca.
Text/e7/text,Dilekçeler. Sessiz diplomasi. Anonim ipuçları. Hiçbiri işe yaramadı.
Text/e8/text,Bazen herhangi bir şeyi değiştirmek için her şeyi riske atman gerekir.
Text/e9/text,Direniş üyeleri arasında ateşli bir tartışma patlak verir.
Text/ea/text,Bazıları daha agresif bir yaklaşımı savunur - işleme tesislerini tamamen yok etmek.
Text/eb/text,Diğerleri şiddetli eylemin sadece kamuoyunu onlara karşı çevireceğinde ısrar eder.
Text/ec/text,"YETER! Lider, emredici bir sesle odayı sessizleştirir."
Text/ed/text,"Bölünmeyi göze alamayız. Şimdi değil, bu kadar yakınken."
Text/ee/text,Amacımız basit: gerçeği ortaya çıkarmak. Sonra ne olacağına halk karar versin.
Text/ef/text,Lider sana doğrudan hitap etmek için döner. Ama bilmemiz gerekiyor [color=YELLOW]nerede durduğunu[/color].
Text/f0/text,"Üç gün içinde, ajanlarımız kontrol noktanıza yaklaşacak. [color=CHARTREUSE]Mavi kimlik kartları[/color] taşıyacaklar."
Text/f1/text,Onların geçmesine yardım edecek misin? Şimdiki cevabın bir sonraki hamlemizi belirleyecek.
Choice/f2/text,Geçmelerine yardım edeceğim. Spud'un geleceği için.
Choice/f3/text,"Doğrudan dahil olamam, ama başka yöne bakacağım."
Choice/f4/text,Bunu düşünmek için daha fazla zamana ihtiyacım var.
Text/f5/text,Lider omzunu sıkıca kavrar. [color=CHARTREUSE]Cesaretin hepimizi onurlandırıyor.[/color]
Text/f6/text,"Üçüncü gün, güneş en yüksekteyken, ajanlarımız gelecek."
Text/f7/text,"Parola ""[wave amp=15 freq=3][color=CHARTREUSE]Kökler derine uzanır.[/color][/wave]"" Bunu hatırla."
Text/f8/text,"Lider yavaşça başını sallar, açıkça hayal kırıklığına uğramıştır ama anlayışlıdır."
Text/f9/text,"Bazen isteyebileceğimiz en fazla şey, insanların yolumuza çıkmamasıdır."
Text/fa/text,Ajanlarımız planlandığı gibi devam edecek. Sadece... alarm verme.
Text/fb/text,Liderin ifadesi sertleşir. [color=YELLOW]Zaman sahip olmadığımız bir lükstür.[/color]
Text/fc/text,Ama birini davamıza katılmaya zorlamak bizi onlardan daha iyi yapmaz.
Text/fd/text,Yardımına güvenmeden devam edeceğiz. Vicdanını sorgula.
Text/fe/text,"Toplantı dağılırken, Sasha seninle birlikte kontrol noktasına doğru yürür."
Text/ff/text,Ne olursa olsun... yaptığın her şey için teşekkürler.
Text/100/text,"Kontrol noktasındaki odalarına dönersin, zihnin yaklaşan olayların ağırlığıyla yarışır."
Text/101/text,"Sadece üç gün içinde, her şey değişebilir. [color=YELLOW]İyiye ya da kötüye.[/color]"
Choice/de/disabled_text,
Choice/f4/disabled_text,
Choice/f3/disabled_text,
Choice/f2/disabled_text,
Choice/e0/disabled_text,
Choice/df/disabled_text,
Text/d2b/text,Başlamadan önce... Bir itirafım var.
Text/d2c/text,"İlk gününde bulduğun o not mu? ""[color=GOLD]Bir dost[/color]""?"
Text/d2d/text,Sasha gülümsüyor. Onu sakladığını görüyorum. Akıllıca. Doğru filizi seçtiğimi biliyordum.
Text/d2e/text,"Aylardır yeni memurları izliyorum, [color=CHARTREUSE]sorgulayan gözleri[/color] olan birini arıyorum. Yalanların ötesini görebilecek birini."
Text/d2f/text,Sasha'nın ifadesi karmaşık. Onu Russet'e gösterdin. Ondan sonra haftalarca ortadan kaybolmak zorunda kaldım.
Text/d2g/text,Ama yine de buradasın. Bu bana vicdanın hakkında bir şeyler söylüyor.
Text/d2h/text,Onu yok ettin. Seni suçlamıyorum - saklamak riskliydi.
Text/d2i/text,"Ama kelimeler yine de kafana kazındı, değil mi?"
Text/d2j/text,"[color=CHARTREUSE]Ben ""Bir dostum.""[/color] Ve şimdi nedenini biliyorsun."
Text/d2k/text,Sasha ele geçirilmiş belgeleri masaya yayıyor. Geçtiğimiz ayın işleme manifestoları.
Text/d2l/text,İsimleri tarıyorsun ve kanın donuyor.
Text/d2m/text,İşte orada. [color=GOLD]Maris Piper[/color]. Fotoğraftaki kadın.
Text/d2n/text,"""[color=CRIMSON]Durum: İşlendi. Parti RR-2847.[/color]"" Kocası senden yardım dilendikten üç gün sonrasına ait."
Text/d2o/text,Cebindeki fotoğrafı hissediyorsun. [color=STEEL_BLUE]O gitmiş. Ve onu kurtaramadın.[/color]
Text/d2p/text,Ama belki... [color=CHARTREUSE]belki başkalarını hala kurtarabilirsin[/color].
Text/d2q/text,Murphy gölgelerden beliriyor. Selam. Geldiğine sevindim.
Text/d2r/text,Murphy buruşuk RR-UTIL formunu kaldırıyor. Kuzenim de o listede. [color=CHARTREUSE]Bunu birlikte yapıyoruz.[/color]
Text/ff2/text,[color=STEEL_BLUE]Sen yürürken o mesafesini koruyor.[/color] Yolumuza çıkmadığın için minnettarım. Bu... bir şey ifade ediyor.
Text/ff3/text,"[color=STEEL_BLUE]Kolları bağlı, sessizce yürüyor.[/color] Aradığın kesinliği bulmanı umuyorum. Geri kalanlarımız bekleyemez."
Text/100_viktor1/text,"Geri dönerken, Viktor'u kontrol noktasının çatısında yalnız, gece gökyüzüne bakarken buluyorsun."
Text/100_viktor2/text,Viktor küçük bir
Text/100_viktor3/text,"Ne kadar karanlık olursa olsun, yıldızların yine de orada olacağını söylerdi. [color=STEEL_BLUE]Sabit. Güzel.[/color]"
Text/100_viktor4/text,"Sana dönüyor, gözleri parlıyor. [wave amp=15 freq=2]Sürekli düşünüyorum... acı çekti mi?[/wave] Neler olduğunu biliyor muydu?"
Text/100_viktor5/text,Viktor'un sesi çatlıyor. Bir keresinde bana retleri hiç sorgulayıp sorgulamadığımı sormuştu. Ona [color=CRIMSON]sisteme güvenmesini[/color] söyledim.
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]Kendi karımı bilmeden işleme kazanlarına gönderdim.[/color][/tornado]
Choice/100_viktor_choice1/text,Bilemezdin. Hiçbirimiz bilmiyorduk.
Choice/100_viktor_choice2/text,"Elena şimdi savaşmanı isterdi, suçlulukta boğulmanı değil."
Choice/100_viktor_choice3/text,Ne diyeceğimi bilmiyorum. Üzgünüm.
Text/100_viktor7/text,Yavaşça başını sallar. [color=STEEL_BLUE]Cahillik masumiyet değildir. Sormalıydım. Dinlemeliydim.[/color]
Text/100_viktor8/text,"Viktor fotoğrafı dikkatlice yerine koyar. [color=CHARTREUSE]Ama şimdi biliyorum. Ve bilmek, harekete geçmem gerektiği anlamına gelir.[/color]"
Text/100_viktor9/text,"Viktor doğrulur, gözlerinde soğuk bir ateş yeniden canlanır. [color=CHARTREUSE]Haklısın.[/color] Benden daha güçlüydü. Daha cesurdu."
Text/100_viktor10/text,Yumruğunu sıkar. [color=CHARTREUSE]Zamanı geldiğinde
Text/100_viktor11/text,"[pulse freq=2][color=CRIMSON]Ve Idaho, tükettiği her canın bedelini ödeyecek.[/color][/pulse]"
Text/100_viktor12/text,Viktor üzgün bir
Text/100_viktor13/text,Yıldızlara geri bakar. [color=STEEL_BLUE]Elena seni severdi.[/color]
Text/100_viktor14/text,"Ayrılmak için döner, sonra duraklar. [color=CHARTREUSE]Direniş harekete geçtiğinde... Hazır olacağım.[/color]"
Text/100_viktor15/text,Elena için. Hepsi için. [pulse freq=2][color=CHARTREUSE]Onlara gerçeği söylediğimde muhafızlar beni takip edecek.[/color][/pulse]
