keys,fi
Text/ea/text,Jotkut kannattavat aggressiivisempaa lähestymistapaa - käsittelylaitosten täydellistä tuhoamista.
Text/eb/text,"Toiset vaativat, että väkivaltaiset toimet kääntäisivät vain yleisen mielipiteen heitä vastaan."
Text/ec/text,RIITTÄÄ! Johtaja hiljentää huoneen käskevällä äänellään.
Text/ed/text,"Meillä ei ole varaa olla jakautuneita. Ei nyt, kun olemme niin lähellä."
Text/ee/text,"Tavoitteemme on yksinkertainen: paljastaa totuus. Annetaan kansan päättää, mitä tapahtuu seuraavaksi."
Text/ef/text,"Johtaja kääntyy puhumaan suoraan sinulle. Mutta meidän täytyy tietää, [color=YELLOW]missä sinä seisot[/color]."
Text/f0/text,Kolmen päivän kuluttua agenttimme lähestyvät tarkastuspistettäsi. He kantavat [color=CHARTREUSE]sinisiä tunnistekortteja[/color].
Text/f1/text,Autatko heitä ylittämään? Vastauksesi nyt määrittää seuraavan siirtomme.
Choice/f2/text,Autan heitä ylittämään. Spudin tulevaisuuden vuoksi.
Choice/f3/text,"En voi olla suoraan mukana, mutta katson toiseen suuntaan."
Choice/f4/text,Tarvitsen lisää aikaa ajatella tätä.
Text/f5/text,Johtaja tarttuu olkapäähäsi lujasti. [color=CHARTREUSE]Rohkeutesi kunnioittaa meitä kaikkia.[/color]
Text/f6/text,"Kolmantena päivänä, kun aurinko on korkeimmillaan, agenttimme tulevat."
Text/f7/text,"Salasana on ""[wave amp=15 freq=3][color=CHARTREUSE]Juuret kasvavat syvälle.[/color][/wave]"" Muista se."
Text/f8/text,"Johtaja nyökkää hitaasti, selvästi pettynyt mutta ymmärtäväinen."
Text/f9/text,"Joskus eniten, mitä voimme pyytää, on että ihmiset eivät seiso tiellämme."
Text/fa/text,Agenttimme etenevät suunnitelman mukaisesti. Vain... älä nosta hälytystä.
Text/fb/text,"Johtajan ilme kovenee. [color=YELLOW]Aika on ylellisyys, jota meillä ei ole.[/color]"
Text/fc/text,Mutta kenenkään pakottaminen liittymään asiaamme ei tee meistä yhtään parempia kuin he ovat.
Text/fd/text,Etenemme laskematta apuasi. Tutki omaatuntoasi.
Text/fe/text,"Kun kokous hajoaa, Sasha kävelee kanssasi takaisin kohti tarkastuspistettä."
Text/ff/text,"Mitä ikinä tapahtuukin... kiitos kaikesta, mitä olet tehnyt."
Text/100/text,"Palaat tarkastuspisteellä oleviin majoitustiloihisi, mielesi kiitää tulevien tapahtumien painon alla."
Text/101/text,Vain kolmessa päivässä kaikki voisi muuttua. [color=YELLOW]Parempaan tai huonompaan.[/color]
Choice/de/disabled_text,
Choice/f4/disabled_text,
Choice/f3/disabled_text,
Choice/f2/disabled_text,
Choice/e0/disabled_text,
Choice/df/disabled_text,
